;GO:0006281;GO:0008065;GO:0007179;GO:0006366;GO:0042178;GO:0045892;GO:0048167;GO:0001947;GO:0070886;GO:0072423;GO:0030862;GO:0017148;GO:0060271;GO:0002092;GO:1901673;GO:0007064;GO:0050806;GO:0060317;GO:0006334;GO:0010629;GO:0001558;GO:0010628;GO:0000070;GO:0030252;GO:0035307;GO:0017015;GO:0032876;GO:0034613;GO:0039023;GO:1901687;GO:0045944;GO:0010718;GO:0045595;GO:0023041;GO:0071599;GO:0018916;GO:0006351;GO:0000209;GO:0030162;GO:0007169;GO:0006357;GO:0030516;GO:0048791;GO:0006749;GO:0043066;GO:0097711;GO:2000300;GO:0039008;GO:0070458
GO:0006281;1.0;0.018671662510121284;0.018671662510121284;0.19036456900037046;0.07654579203844651;0.0;0.0;0.0;0.0;0.07503791901008591;0.0;0.0;0.018671662510121284;0.0;0.0;0.018671662510121284;0.0;0.018671662510121284;0.018671662510121284;0.0;0.0;0.0;0.018671662510121284;0.018671662510121284;0.0;0.0;0.0;0.0;0.0;0.07654579203844651;0.0;0.0;0.0;0.018671662510121284;0.0;0.09713755701466824;0.19117819692555485;0.1688151985619076;0.0;0.018671662510121284;0.0;0.0;0.018671662510121284;0.14806511322899218;0.0;0.018671662510121284;0.0;0.0;0.018671662510121284
GO:0008065;0.018671662510121284;1.0;0.09498975148442544;0.00576711589335461;0.06609582460131602;0.0;0.0;0.07017914666689468;0.0;0.08555904802927577;0.0;0.0;0.02445696203909456;0.0;0.0;0.06849232316294404;0.0;0.3907294653550284;0.03221816962578776;0.0;0.0;0.0;0.059238069873707146;0.03258346442605372;0.0;0.0;0.0;0.0;0.09498975148442544;0.021926847069055982;0.0;0.0;0.0;0.09498975148442544;0.10350494959124366;0.06824720089576156;0.005791764842280598;0.02166811745605119;0.0;0.09498975148442544;0.0;0.0;0.019064336803464636;0.022861756941136565;0.0;0.09498975148442544;0.0;0.06589139665428145;0.09498975148442544
GO:0007179;0.018671662510121284;0.09498975148442544;1.0;0.00576711589335461;0.06609582460131602;0.00503549750813152;0.20281402522827036;0.0;0.023467687377584198;0.08555904802927577;0.025039740477487474;0.0071432701679223;0.02445696203909456;0.02023209665877342;0.036394821823203416;0.06849232316294404;0.07841098973584937;0.11260476012938384;0.03221816962578776;0.07563384408059995;0.26626882607873675;0.07595466202205571;0.059238069873707146;0.03258346442605372;0.012047792195769326;0.11177482266820454;0.0065162900432695825;0.0;0.0;0.021926847069055982;0.005439344724655555;0.04664495137312971;0.26626882607873675;0.6498399442085283;0.0;0.06824720089576156;0.005791764842280598;0.02166811745605119;0.10155048431176032;0.8862615479448493;0.03203300198081839;0.038092474659226716;0.019064336803464636;0.022861756941136565;0.0982116173552396;0.11260476012938384;0.030458387958680673;0.0;0.11260476012938384
GO:0006366;0.19036456900037046;0.00576711589335461;0.00576711589335461;1.0;0.02364269671193163;0.0;0.0;0.0;0.0;0.00576711589335461;0.0;0.0;0.00576711589335461;0.0;0.0;0.00576711589335461;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.0;0.0;0.0;0.04602719280714628;0.0;0.0;0.0;0.00576711589335461;0.0;0.030002874601941048;0.995744138514387;0.05214194580361808;0.0;0.00576711589335461;0.0;0.0;0.00576711589335461;0.04573286750932839;0.0;0.00576711589335461;0.0;0.0;0.00576711589335461
GO:0042178;0.07654579203844651;0.06609582460131602;0.06609582460131602;0.02364269671193163;1.0;0.0;0.0;0.0;0.0;0.06609582460131602;0.0;0.0;0.02445696203909456;0.0;0.0;0.06609582460131602;0.0;0.06609582460131602;0.03221816962578776;0.0;0.0;0.0;0.059238069873707146;0.03258346442605372;0.0;0.0;0.0;0.0;0.0;0.08989064979601954;0.0;0.0;0.0;0.06609582460131602;0.0;0.2709644758092357;0.023743746809502336;0.0888299695732211;0.0;0.06609582460131602;0.0;0.0;0.019064336803464636;0.0937233784887205;0.0;0.06609582460131602;0.0;0.0;0.06609582460131602
GO:0045892;0.0;0.0;0.00503549750813152;0.0;0.0;1.0;0.00503549750813152;0.0;0.00503549750813152;0.0;0.00503549750813152;0.23356204343744796;0.0;0.014403071439519554;0.00503549750813152;0.0;0.00503549750813152;0.0;0.0;0.03734144749623814;0.00503549750813152;0.008683431397459099;0.0;0.002129505723165616;0.014403071439519554;0.00503549750813152;0.23356204343744796;0.0;0.0;0.0;0.155161534124081;0.00503549750813152;0.00503549750813152;0.00503549750813152;0.0;0.0;0.0;0.0;0.006788905539411349;0.00503549750813152;0.155161534124081;0.00503549750813152;0.0;0.0;0.015136182446102072;0.0;0.00503549750813152;0.0;0.0
GO:0048167;0.0;0.0;0.20281402522827036;0.0;0.0;0.00503549750813152;1.0;0.0;0.035485444029363676;0.0;0.025039740477487474;0.0071432701679223;0.0;0.02023209665877342;0.036394821823203416;0.0;0.2690725103840904;0.0;0.0;0.07563384408059995;0.20281402522827036;0.07595466202205571;0.0;0.043214129574917486;0.012047792195769326;0.16901449000352792;0.0065162900432695825;0.0;0.0;0.0;0.005439344724655555;0.04664495137312971;0.20281402522827036;0.20281402522827036;0.0;0.0;0.0;0.0;0.10155048431176032;0.20281402522827036;0.03203300198081839;0.038092474659226716;0.0;0.0;0.0982116173552396;0.0;0.10451997784881656;0.0;0.0
GO:0001947;0.0;0.07017914666689468;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07017914666689468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6254971664487011;0.0;0.0;0.0;0.0;0.0;0.05396617053031492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5872810351517512;0.0
GO:0070886;0.0;0.0;0.023467687377584198;0.0;0.0;0.00503549750813152;0.035485444029363676;0.0;1.0;0.0;0.07030070027352718;0.0071432701679223;0.0;0.06060804118568746;0.023467687377584198;0.0;0.1275672813834703;0.0;0.0;0.01316240445060005;0.023467687377584198;0.023467687377584198;0.0;0.009924456222910669;0.03609082627040294;0.11078503895059387;0.0065162900432695825;0.0;0.0;0.0;0.016294308724158792;0.07030070027352718;0.023467687377584198;0.023467687377584198;0.0;0.0;0.0;0.0;0.01316240445060005;0.023467687377584198;0.023467687377584198;0.023467687377584198;0.0;0.0;0.023467687377584198;0.0;0.035485444029363676;0.0;0.0
GO:0072423;0.07503791901008591;0.08555904802927577;0.08555904802927577;0.00576711589335461;0.06609582460131602;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.02445696203909456;0.0;0.0;0.06849232316294404;0.0;0.08555904802927577;0.03221816962578776;0.0;0.0;0.0;0.059238069873707146;0.03258346442605372;0.0;0.0;0.0;0.0;0.0;0.021926847069055982;0.0;0.0;0.0;0.08555904802927577;0.0;0.06824720089576156;0.005791764842280598;0.02166811745605119;0.0;0.08555904802927577;0.0;0.0;0.019064336803464636;0.022861756941136565;0.0;0.08555904802927577;0.0;0.0;0.08555904802927577
