;GO:0006281;GO:0036376;GO:0015793;GO:1990090;GO:0045766;GO:0034628;GO:0001701;GO:0045893;GO:0072189;GO:0070207;GO:0015701;GO:0035435;GO:1902042;GO:0071805;GO:1902041;GO:0090344;GO:0060074;GO:0000902;GO:0086009;GO:0051252;GO:2000001;GO:0070317;GO:1900034;GO:0006260;GO:0008284;GO:0080111;GO:0071280;GO:0045944;GO:0001892;GO:0046878;GO:0030007;GO:0072488;GO:0048146;GO:0070345;GO:0035378;GO:0086064;GO:0016458;GO:0070979;GO:0048708;GO:0035377;GO:1903278;GO:0032781;GO:0040020;GO:0085018;GO:0048821;GO:1901018;GO:0007517;GO:0071260;GO:0048791;GO:0071300;GO:0010804;GO:0010529;GO:0001934;GO:0010248;GO:0050900;GO:0019730;GO:0071549;GO:0017158;GO:0051438;GO:0010762;GO:0060442;GO:0003091;GO:1903288;GO:0003097;GO:0006883;GO:0006366;GO:0006884;GO:0010738;GO:0043154;GO:0071732;GO:0072425;GO:0051607;GO:0071456;GO:0055007;GO:0030500;GO:0032006;GO:0030185;GO:1900740;GO:0045732;GO:1904668;GO:1901797;GO:0071560;GO:0043161;GO:0071288;GO:0071320;GO:2000726;GO:0031145;GO:0010107;GO:0033326;GO:0016567;GO:0006182;GO:2001271;GO:0009972;GO:0043687;GO:0060743;GO:0000122;GO:0071472;GO:0070383;GO:0006977;GO:0000083;GO:0071474;GO:0034644;GO:0070301;GO:0070306;GO:0045071;GO:0016554;GO:0030049;GO:0070936;GO:0006351;GO:0046326;GO:0051085;GO:0007166;GO:0048864;GO:0009624;GO:0002026;GO:0006906;GO:0043066;GO:0045087;GO:2000741;GO:0071466;GO:0032332;GO:0030950;GO:0030157
GO:0006281;1.0;0.0;0.0;0.3905341380375136;0.0;0.22236824769776428;0.0;0.0;0.0;0.028632995070703476;0.0;0.0;0.0;0.034683102453355416;0.0;0.0;0.025453083643177322;0.03587565234947696;0.0;0.0;0.0;0.0;0.0;0.7387043708105786;0.0;0.5955670579522843;0.37019514304231743;0.0;0.0;0.0;0.026781725243658835;0.0;0.0;0.0;0.0;0.026781725243658835;0.033870527526014035;0.20788944918518473;0.02711951208972612;0.0;0.0;0.0;0.0;0.0;0.02756697820489949;0.0;0.0;0.4153689118882731;0.02892660935841817;0.4097884573647898;0.0;0.0;0.0;0.0;0.038388876727430084;0.26492104068490974;0.3767552357167042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02742461339257408;0.42912357231201204;0.028632995070703476;0.0;0.0;0.4615777630203246;0.5813436949080634;0.431298332021907;0.5625467237078178;0.028733547986749715;0.0;0.0;0.0;0.028199491741890008;0.0;0.0;0.0;0.3990691157814276;0.2724875845127129;0.29523168064433336;0.3974683290156525;0.0;0.2111580143372461;0.029765019034141818;0.0;0.3007911752328178;0.2688612479376856;0.0;0.24658110171730258;0.2774206921393039;0.02341696381729374;0.0;0.43778606011851756;0.5529633273452169;0.6772822613553247;0.028632995070703476;0.4458002968089011;0.4153689118882731;0.5274241680896622;0.02659786442860969;0.0;0.27123313663548015;0.02953238318297246;0.21912975588156353;0.5295660249326735;0.0;0.028733547986749715;0.05136729029645831;0.02883136467709047;0.18830890199622696;0.0;0.032720890021098084;0.0;0.5021225235398139;0.0;0.39985207713341503;0.0;0.02659786442860969;0.0
GO:0036376;0.0;1.0;0.1900500765782982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39719859093121923;0.45976472099580507;0.0;0.630753334535008;0.0;0.0;0.0;0.0;0.4264613922281327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46941988279630176;0.0;0.0;0.3369582335731644;0.0;0.0;0.0;0.0;0.1771791552052587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21320141021159256;0.0;0.0;0.0;0.0;0.4136592680070701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18778619224325452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18172125155365193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5653998810581409;0.18172125155365193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1920071877188422
GO:0015793;0.0;0.1900500765782982;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30463599464872926;0.1900500765782982;0.0;0.22665356588880312;0.0;0.0;0.0;0.0;0.19464056088609374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19092106146457374;0.0;0.0;0.2559603454149226;0.0;0.0;0.0;0.0;0.16838418168654143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2005939249815109;0.0;0.0;0.0;0.0;0.18912332659678116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1779359271126084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17248132704484423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20458593583836895;0.17248132704484423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18172125155365193
GO:1990090;0.3905341380375136;0.0;0.0;1.0;0.0;0.01957001359577429;0.0;0.0;0.0;0.02308442892073447;0.0;0.0;0.0;0.026862234835871347;0.0;0.0;0.020972067521626378;0.0275720915032707;0.0;0.0;0.0;0.0;0.0;0.026668969520532007;0.0;0.022476386615345928;0.38655204261217396;0.0;0.0;0.0;0.02186586001337612;0.0;0.0;0.0;0.0;0.02186586001337612;0.02637221654328501;0.023213193728767175;0.02209050384407466;0.0;0.0;0.0;0.0;0.0;0.02238649645592352;0.0;0.0;0.3276525469441626;0.023274895928415428;0.45493340130078785;0.0;0.0;0.0;0.0;0.02903287483614857;0.2075291897701084;0.5262976304632232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022292520168939445;0.03092683228758514;0.02308442892073447;0.0;0.0;0.3721126557370271;0.28148781999309647;0.21852078075649684;0.4358321464512901;0.023149742568041698;0.0;0.0;0.0;0.022801828253623917;0.0;0.0;0.0;0.7211024646089809;0.028689160428132646;0.3207896973726931;0.5493315138407228;0.0;0.023506148618294156;0.023814635516351372;0.0;0.030896253425823795;0.022875990475104722;0.0;0.021319557844277772;0.029081751728328917;0.01957001359577429;0.0;0.27552151982625495;0.021154061359467343;0.3184083023791127;0.02308442892073447;0.2796561920672896;0.3276525469441626;0.41423824463390513;0.021743146379836906;0.0;0.02161214347188439;0.02366548275715926;0.024213190317556237;0.03597935128117233;0.0;0.023149742568041698;0.03589099495732782;0.023213193728767175;0.15737342385736258;0.0;0.025669975920026882;0.0;0.24521888069509343;0.0;0.41117401009485055;0.0;0.021743146379836906;0.0
GO:0045766;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3133966550222238;0.0;0.0;0.0;0.0;0.07545029552274876;0.0;0.0787706568766409;0.3500493689533361;0.0;0.0;0.06244721103341155;0.1328078606084922;0.07022646472118338;0.0758263571794751;0.07702693267885212;0.0;0.2924856306146595;0.0;0.0;0.3031109330528307;0.0;0.36436882745543697;0.06056699777200376;0.0;0.21369365005987875;0.06388247547797929;0.0;0.0;0.08565929173397031;0.0;0.0;0.0;0.171849575141975;0.0682350202867021;0.07485286244114599;0.0;0.0;0.19675760323146416;0.0;0.0;0.0;0.0;0.0718956728173218;0.07159036811400396;0.2957206175591093;0.0;0.0;0.0;0.0;0.08046302008517243;0.07836490178501387;0.07351045197608791;0.0;0.06511070726981714;0.16815648441611383;0.0;0.061879764428068744;0.0;0.06433115976058791;0.07274471930675544;0.08237382140833258;0.0;0.06854293734054198;0.0;0.0;0.0;0.43926124083748846;0.0826452089038208;0.0;0.1990811972079406;0.24734766525969198;0.18884172026283708;0.07398292955082676;0.0;0.0;0.0;0.0;0.37631006233788866;0.0;0.0;0.053597347752929965;0.0;0.0;0.06144475937465925;0.0;0.0;0.0;0.10596152079101853;0.0;0.0;0.21520766225363663;0.07375015364572776;0.0;0.0;0.0;0.0;0.07822559470234615;0.0;0.0;0.0;0.0;0.21080037315557112;0.0;0.12249231196020015;0.0;0.0;0.3317678990689763;0.0;0.10707711302497341;0.0;0.4013647118690805;0.0;0.4555536801302192;0.0;0.05721898523722473
GO:0034628;0.22236824769776428;0.0;0.0;0.01957001359577429;0.0;1.0;0.0;0.0;0.0;0.01898513217417398;0.0;0.0;0.0;0.02146819379751103;0.0;0.0;0.017532779044369076;0.021919196294401498;0.0;0.0;0.0;0.0;0.0;0.21005675661367565;0.0;0.17635968276159197;0.01889255409576281;0.0;0.0;0.0;0.01815312070227472;0.0;0.0;0.0;0.0;0.01815312070227472;0.021154061359467343;0.16069356961855036;0.018307684229438063;0.0;0.0;0.0;0.0;0.0;0.018510518396739405;0.0;0.0;0.02036470446401519;0.01911377124220526;0.02018914122417139;0.0;0.0;0.0;0.0;0.02283247573882513;0.0;0.01911377124220526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018446220176376486;0.2952057496949231;0.01898513217417398;0.0;0.0;0.018307684229438063;0.01797790430867298;0.0;0.020831789118631077;0.01902928665361634;0.0;0.0;0.0;0.018793571078130664;0.0;0.0;0.0;0.019847054713726234;0.1905808778803028;0.016164404869870686;0.01979541245547476;0.0;0.16235603352978611;0.01947626849820125;0.0;0.2019553868686398;0.5678456325428719;0.0;0.43599758724698773;0.19263113817776342;0.016542012253947143;0.0;0.017659794945153594;0.16769798541327186;0.01989707421866705;0.01898513217417398;0.01788048761237731;0.02036470446401519;0.019992662136233234;0.018068461080748513;0.0;0.17071876224386234;0.019376394895878803;0.16633776292991895;0.3312899487453439;0.0;0.01902928665361634;0.026870383757769487;0.019072139574988347;0.0;0.0;0.020699832784681325;0.0;0.0;0.0;0.019872260366623797;0.0;0.018068461080748513;0.0
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.2549719663716463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20653035109507856;0.2812694763955266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2896145935034144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.218829081525995;0.0;0.0;0.0;0.0;0.0;0.2896145935034144;0.0;0.34165895554005493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.262956261917573;0.2934276861760264;0.0;0.25088396390458384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23061151671045715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24125806671765784;0.0;0.0;0.0;0.0;0.0;0.1913153168088234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21499389268638136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3016280763298014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.257655310347946
GO:0045893;0.0;0.0;0.0;0.0;0.3133966550222238;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.10782958025686834;0.0;0.11386607622749224;0.1020326363769826;0.0;0.0;0.07751666134715535;0.7501673673753053;0.09860480001773875;0.10850638569045677;0.11067878199655116;0.0;0.4566117260849836;0.0;0.0;0.9530631025384096;0.0;0.20183277936846172;0.07464040835315232;0.0;0.30050614310118023;0.08782769436667205;0.0;0.0;0.3600148942958442;0.0;0.0;0.0;0.20717670640987954;0.08663890931679677;0.10675793585667512;0.0;0.0;0.2709121911846823;0.0;0.0;0.0;0.0;0.10151710540614634;0.10098198442299465;0.6605533652930546;0.0;0.0;0.0;0.0;0.1169964228140323;0.25797845665903646;0.10436583734763051;0.0;0.08166342494039347;0.22364518136505013;0.0;0.07664421695710165;0.0;0.08044085680490903;0.1030110796765677;0.2749785477727304;0.0;0.09570036915576074;0.0;0.0;0.0;0.10221729558742076;0.12108755113377877;0.0;0.27489906454512864;0.5173579580719538;0.3667685739881953;0.1052052764077095;0.0;0.0;0.0;0.0;0.09570036915576074;0.0;0.0;0.06433115976058791;0.0;0.0;0.19112190968303583;0.0;0.0;0.0;0.5598926828632573;0.0;0.0;0.3032133022384217;0.3470684513725452;0.0;0.0;0.0;0.0;0.099324074019362;0.0;0.0;0.0;0.0;0.266554396099218;0.0;0.20856769345601883;0.0;0.0;0.09221853874287762;0.0;0.17155948036864394;0.0;0.229566635432715;0.0;0.26799898479282114;0.0;0.06962021716075305
GO:0072189;0.0;0.0;0.0;0.0;0.0;0.0;0.2549719663716463;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1583218797042365;0.19882089745144604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3492314396031929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1654500694716796;0.0;0.0;0.0;0.0;0.0;0.21817137261726044;0.0;0.3945010039693582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15948950011542917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1720980849392614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1492244198585408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16324830316282327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22491979358110492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070207;0.028632995070703476;0.0;0.0;0.02308442892073447;0.0;0.01898513217417398;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.02577240146140143;0.0;0.0;0.1715662160200492;0.2233130061704987;0.0;0.0;0.0;0.0;0.0;0.025594448098268673;0.0;0.021708291142540363;0.0221476267955128;0.0;0.0;0.0;0.02113824999963302;0.0;0.0;0.0;0.0;0.02113824999963302;0.025321003779974174;0.022394831149800485;0.021348120299372372;0.0;0.0;0.0;0.0;0.0;0.021624428257780756;0.0;0.0;0.024198294749429496;0.022452254132169763;0.0239508132967792;0.0;0.0;0.0;0.0;0.02776395427004434;0.0;0.022452254132169763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02153672870995017;0.029491049503899924;0.18824086046635816;0.0;0.0;0.021348120299372372;0.020901046312813445;0.0;0.024860645574211256;0.022335769276650517;0.0;0.0;0.0;0.18601625883094028;0.0;0.0;0.0;0.023470889970637565;0.027449465552065424;0.018489420279622117;0.023398701818713973;0.0;0.022667373102279776;0.022954102897241247;0.0;0.029463242715679638;0.022080823654154244;0.0;0.02062727568362247;0.02780864878070584;0.01898513217417398;0.0;0.020472313539169208;0.020472313539169208;0.023540875179702554;0.022274961864690142;0.020769490860343066;0.024198294749429496;0.02367479721038503;0.021023545921079443;0.0;0.020901046312813445;0.02281550317498554;0.023324151066833197;0.03405074733604062;0.0;0.022335769276650517;0.033971599061817764;0.022394831149800485;0.0;0.0;0.20850567789091015;0.0;0.0;0.0;0.023506148618294156;0.0;0.17766541636649574;0.0
GO:0015701;0.0;0.39719859093121923;0.30463599464872926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5325134476589711;0.0;0.48776414450456107;0.0;0.0;0.0;0.0;0.4082690298224248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.399292904051726;0.0;0.0;0.2902659953987475;0.0;0.0;0.0;0.0;0.19034623764313638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23255922233376058;0.0;0.0;0.0;0.0;0.39497334243928006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20264308820425403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19559851742351092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.432531191908391;0.19559851742351092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20756715774852852
GO:0035435;0.0;0.45976472099580507;0.1900500765782982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5325134476589711;1.0;0.0;0.5546552770719986;0.0;0.0;0.0;0.0;0.4264613922281327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41782586367927865;0.0;0.0;0.3369582335731644;0.0;0.0;0.0;0.0;0.1771791552052587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21320141021159256;0.0;0.0;0.0;0.0;0.4136592680070701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18778619224325452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18172125155365193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4971864760984036;0.18172125155365193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1920071877188422
GO:1902042;0.0;0.0;0.0;0.0;0.07545029552274876;0.0;0.0;0.10782958025686834;0.0;0.0;0.0;0.0;1.0;0.0;0.9614731200236296;0.2101143363337653;0.0;0.0;0.05529816207592622;0.12172178263397151;0.2211030418068128;0.21942563736374537;0.2398992846360722;0.0;0.10179873491545763;0.0;0.0;0.10488045790744338;0.0;0.05530778776722128;0.053818706363081094;0.0;0.07776446589311098;0.18843741777355508;0.0;0.0;0.225817436545823;0.0;0.0;0.0;0.056398756957575444;0.05978898259244246;0.07492961163174648;0.0;0.0;0.0723095596143837;0.0;0.0;0.0;0.0;0.4156184129555648;0.20857089158410966;0.10274082690080406;0.0;0.0;0.0;0.0;0.07983303210236889;0.0780094119440868;0.07374330593708489;0.0;0.057376575548479414;0.06284830663696661;0.0;0.05485273940054017;0.0;0.05677036276797944;0.27312555971415076;0.5184579168567195;0.0;0.200670435203442;0.0;0.0;0.0;0.06990844819373197;0.30547038485953204;0.0;0.6002759533091377;0.07769959875015159;0.06972276648428098;0.42626246802400763;0.0;0.0;0.0;0.0;0.200670435203442;0.0;0.0;0.04824415889286643;0.0;0.0;0.3998877306783926;0.0;0.0;0.0;0.292623926087428;0.0;0.0;0.2265485949520932;0.07395550568218885;0.0;0.0;0.0;0.0;0.208646195329206;0.0;0.0;0.0;0.0;0.06762089912531402;0.0;0.11397985962909458;0.0;0.0;0.06508234877536309;0.0;0.648746253505695;0.0;0.06408801570823591;0.0;0.07175398724971883;0.0;0.051158810874951416
GO:0071805;0.034683102453355416;0.630753334535008;0.22665356588880312;0.026862234835871347;0.0;0.02146819379751103;0.0;0.0;0.0;0.02577240146140143;0.48776414450456107;0.5546552770719986;0.0;1.0;0.0;0.0;0.0231672271618646;0.031495556706000113;0.517213832195481;0.0;0.0;0.0;0.0;0.03032258905031183;0.0;0.025016830359105246;0.02560209378072856;0.0;0.0;0.0;0.02426280689616606;0.5668713241022141;0.0;0.0;0.39849262166307425;0.02426280689616606;0.029939540670276016;0.02593300342799562;0.024539713195627318;0.20858305075906705;0.0;0.0;0.0;0.0;0.02490552208217778;0.0;0.0;0.028382508977639304;0.2603726536908137;0.02804264325955421;0.0;0.0;0.0;0.498502818919961;0.03341613285050717;0.0;0.026010035533050615;0.0;0.0;0.0;0.0;0.0;0.0;0.22344102983709566;0.024789261572316146;0.03595010030375867;0.02577240146140143;0.0;0.0;0.024539713195627318;0.0239508132967792;0.0;0.029298055676050812;0.02585383785716907;0.0;0.0;0.2149066879168164;0.02542065798400764;0.0;0.0;0.0;0.02738697369027742;0.03296161130035564;0.02083649140926217;0.027288737369326178;0.0;0.026299170464275254;0.8728682422932936;0.2149066879168164;0.035908787857740605;0.025512868239814277;0.0;0.023592005330650003;0.03348089873119517;0.02146819379751103;0.0;0.02338951564478485;0.02338951564478485;0.027482308467644552;0.02577240146140143;0.023778223686460598;0.028382508977639304;0.027665003650111125;0.0241118076860385;0.0;0.0239508132967792;0.026498779368692285;0.02718739165119924;0.04296331389698755;0.0;0.02585383785716907;0.04283738669520003;0.02593300342799562;0.0;0.0;0.029037717350536226;0.0;0.0;0.0;0.027434991626708344;0.0;0.0241118076860385;0.22944268281791974
