;GO:0042407;GO:0006120;GO:0006123;GO:1902600;GO:0045333;GO:0009245;GO:0006122;GO:0006633;GO:0009725;GO:0042776;GO:0009249;GO:0030308;GO:0032981;GO:2001243
GO:0042407;1.0;0.023274895928415428;0.021609059926712387;0.0;0.024096278998844044;0.01781114000881766;0.021297844365349615;0.025142423916297587;0.0;0.021609059926712387;0.02044898396350942;0.0;0.20285254017058016;0.0
GO:0006120;0.023274895928415428;1.0;0.8026913167149393;0.0;0.6648924066245564;0.0853923336092609;0.7908225686918707;0.121652852353689;0.0;0.5944043350927561;0.09836250688932885;0.0;0.024727980747086084;0.0
GO:0006123;0.021609059926712387;0.8026913167149393;1.0;0.0;0.8904240303979433;0.08053578163500218;0.7374167951111212;0.11202850850140254;0.0;0.553701872328817;0.0919737857465851;0.0;0.022856015435949797;0.0
GO:1902600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8210054415771487;0.0;0.0;0.0;0.0
GO:0045333;0.024096278998844044;0.6648924066245564;0.8904240303979433;0.0;1.0;0.08773168260052924;0.6049894975840276;0.12645663779894611;0.0;0.6143742918597213;0.10147943884046155;0.0;0.025657172761986858;0.0
GO:0009245;0.01781114000881766;0.0853923336092609;0.08053578163500218;0.0;0.08773168260052924;1.0;0.07961136997353417;0.46038885705369326;0.0;0.44221697809418514;0.07752115407769367;0.0;0.01864978894956986;0.0
GO:0006122;0.021297844365349615;0.7908225686918707;0.7374167951111212;0.0;0.6049894975840276;0.07961136997353417;1.0;0.11024777137610713;0.0;0.5460676235767972;0.09077011313239838;0.0;0.022508135151639904;0.0
GO:0006633;0.025142423916297587;0.121652852353689;0.11202850850140254;0.0;0.12645663779894611;0.46038885705369326;0.11024777137610713;1.0;0.0;0.38315839123126816;0.10604630161127723;0.0;0.02684658547880244;0.0
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0042776;0.021609059926712387;0.5944043350927561;0.553701872328817;0.8210054415771487;0.6143742918597213;0.44221697809418514;0.5460676235767972;0.38315839123126816;0.0;1.0;0.1652246358301564;0.0;0.022856015435949797;0.0
GO:0009249;0.02044898396350942;0.09836250688932885;0.0919737857465851;0.0;0.10147943884046155;0.07752115407769367;0.09077011313239838;0.10604630161127723;0.0;0.1652246358301564;1.0;0.0;0.02156219976803395;0.0
GO:0030308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.2745289295498666
GO:0032981;0.20285254017058016;0.024727980747086084;0.022856015435949797;0.0;0.025657172761986858;0.01864978894956986;0.022508135151639904;0.02684658547880244;0.0;0.022856015435949797;0.02156219976803395;0.0;1.0;0.0
GO:2001243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2745289295498666;0.0;1.0
