;GO:0042407;GO:0006120;GO:0006123;GO:1902600;GO:0045333;GO:0009245;GO:0006122;GO:0006633;GO:0009725;GO:0042776;GO:0009249;GO:0030308;GO:0032981;GO:2001243
GO:0042407;1.0;0.08019307499520512;0.05071460901566612;0.0;0.08019307499520512;0.003929272443016102;0.08019307499520512;0.009357536154869063;0.0;3.319195647426118E-4;0.009323564690850794;0.0;0.12570125210126695;0.0
GO:0006120;0.08019307499520512;1.0;0.45863469123835826;0.0;0.5365537922734933;0.016108328389208632;0.9327019847088296;0.03836187678063377;0.0;0.0017267801207842143;0.03822260837758854;0.0;0.036957125316452934;0.0
GO:0006123;0.05071460901566612;0.45863469123835826;1.0;0.0;0.46474137311766534;0.016108328389208632;0.45863469123835826;0.03836187678063377;0.0;0.0017267801207842143;0.03822260837758854;0.0;0.036957125316452934;0.0
GO:1902600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.009449673207839572;0.0;0.0;0.0;0.0
GO:0045333;0.08019307499520512;0.5365537922734933;0.46474137311766534;0.0;1.0;0.016108328389208632;0.5365537922734933;0.03836187678063377;0.0;0.0017267801207842143;0.03822260837758854;0.0;0.036957125316452934;0.0
GO:0009245;0.003929272443016102;0.016108328389208632;0.016108328389208632;0.0;0.016108328389208632;1.0;0.016108328389208632;0.050879547754583;0.0;0.005684259375818937;0.016108328389208632;0.0;0.003929272443016102;0.0
GO:0006122;0.08019307499520512;0.9327019847088296;0.45863469123835826;0.0;0.5365537922734933;0.016108328389208632;1.0;0.03836187678063377;0.0;0.0017267801207842143;0.03822260837758854;0.0;0.036957125316452934;0.0
GO:0006633;0.009357536154869063;0.03836187678063377;0.03836187678063377;0.0;0.03836187678063377;0.050879547754583;0.03836187678063377;1.0;0.0;0.002649040887226868;0.03822260837758854;0.0;0.009357536154869063;0.0
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0042776;3.319195647426118E-4;0.0017267801207842143;0.0017267801207842143;0.009449673207839572;0.0017267801207842143;0.005684259375818937;0.0017267801207842143;0.002649040887226868;0.0;1.0;0.0019125726936505033;0.0;3.319195647426118E-4;0.0
GO:0009249;0.009323564690850794;0.03822260837758854;0.03822260837758854;0.0;0.03822260837758854;0.016108328389208632;0.03822260837758854;0.03822260837758854;0.0;0.0019125726936505033;1.0;0.0;0.009323564690850794;0.0
GO:0030308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.040065934890952865
GO:0032981;0.12570125210126695;0.036957125316452934;0.036957125316452934;0.0;0.036957125316452934;0.003929272443016102;0.036957125316452934;0.009357536154869063;0.0;3.319195647426118E-4;0.009323564690850794;0.0;1.0;0.0
GO:2001243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040065934890952865;0.0;1.0
