;GO:0042407;GO:0006120;GO:0006123;GO:1902600;GO:0045333;GO:0009245;GO:0006122;GO:0006633;GO:0009725;GO:0042776;GO:0009249;GO:0030308;GO:0032981;GO:2001243
GO:0042407;1.0;0.26666666666666666;0.23529411764705882;0.0;0.2857142857142857;0.23529411764705882;0.26666666666666666;0.23529411764705882;0.0;0.09090909090909091;0.1111111111111111;0.0;0.375;0.0
GO:0006120;0.26666666666666666;1.0;0.125;0.0;0.6153846153846154;0.375;0.14285714285714285;0.375;0.0;0.09523809523809523;0.11764705882352941;0.0;0.13333333333333333;0.0
GO:0006123;0.23529411764705882;0.125;1.0;0.0;0.8;0.3333333333333333;0.125;0.3333333333333333;0.0;0.08695652173913043;0.10526315789473684;0.0;0.11764705882352941;0.0
GO:1902600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.782608695652174;0.0;0.0;0.0;0.0
GO:0045333;0.2857142857142857;0.6153846153846154;0.8;0.0;1.0;0.4;0.6153846153846154;0.4;0.0;0.4;0.25;0.0;0.14285714285714285;0.0
GO:0009245;0.23529411764705882;0.375;0.3333333333333333;0.0;0.4;1.0;0.375;0.5555555555555556;0.0;0.2608695652173913;0.21052631578947367;0.0;0.23529411764705882;0.0
GO:0006122;0.26666666666666666;0.14285714285714285;0.125;0.0;0.6153846153846154;0.375;1.0;0.375;0.0;0.09523809523809523;0.11764705882352941;0.0;0.13333333333333333;0.0
GO:0006633;0.23529411764705882;0.375;0.3333333333333333;0.0;0.4;0.5555555555555556;0.375;1.0;0.0;0.08695652173913043;0.3157894736842105;0.0;0.23529411764705882;0.0
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0042776;0.09090909090909091;0.09523809523809523;0.08695652173913043;0.782608695652174;0.4;0.2608695652173913;0.09523809523809523;0.08695652173913043;0.0;1.0;0.08333333333333333;0.0;0.09090909090909091;0.0
GO:0009249;0.1111111111111111;0.11764705882352941;0.10526315789473684;0.0;0.25;0.21052631578947367;0.11764705882352941;0.3157894736842105;0.0;0.08333333333333333;1.0;0.0;0.1111111111111111;0.0
GO:0030308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5882352941176471
GO:0032981;0.375;0.13333333333333333;0.11764705882352941;0.0;0.14285714285714285;0.23529411764705882;0.13333333333333333;0.23529411764705882;0.0;0.09090909090909091;0.1111111111111111;0.0;1.0;0.0
GO:2001243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;1.0
