;GO:0042407;GO:0006120;GO:0006123;GO:1902600;GO:0045333;GO:0009245;GO:0006122;GO:0006633;GO:0009725;GO:0042776;GO:0009249;GO:0030308;GO:0032981;GO:2001243
GO:0042407;1.0;0.48300749985576874;0.48300749985576874;0.0;0.3660149997115376;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.43852901558847923;0.0;0.5356143810225276;0.0
GO:0006120;0.48300749985576874;1.0;0.8;0.0;0.6830074998557688;0.6000000000000001;0.8;0.6000000000000001;0.0;0.8;0.8;0.0;0.8;0.0
GO:0006123;0.48300749985576874;0.8;1.0;0.0;1.0;0.6000000000000001;0.8;0.6000000000000001;0.0;0.8;0.8;0.0;0.8;0.0
GO:1902600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0
GO:0045333;0.3660149997115376;0.6830074998557688;1.0;0.0;1.0;0.48300749985576874;0.6830074998557688;0.48300749985576874;0.0;0.6000000000000001;0.6000000000000001;0.0;0.5356143810225276;0.0
GO:0009245;0.3660149997115376;0.6000000000000001;0.6000000000000001;0.0;0.48300749985576874;1.0;0.6000000000000001;0.6830074998557688;0.0;0.48300749985576874;0.5356143810225276;0.0;0.5356143810225276;0.0
GO:0006122;0.48300749985576874;0.8;0.8;0.0;0.6830074998557688;0.6000000000000001;1.0;0.6000000000000001;0.0;0.8;0.8;0.0;0.8;0.0
GO:0006633;0.3660149997115376;0.6000000000000001;0.6000000000000001;0.0;0.48300749985576874;0.6830074998557688;0.6000000000000001;1.0;0.0;0.48300749985576874;0.6000000000000001;0.0;0.5356143810225276;0.0
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0042776;0.43852901558847923;0.8;0.8;0.6830074998557688;0.6000000000000001;0.48300749985576874;0.8;0.48300749985576874;0.0;1.0;0.8;0.0;0.8;0.0
GO:0009249;0.43852901558847923;0.8;0.8;0.0;0.6000000000000001;0.5356143810225276;0.8;0.6000000000000001;0.0;0.8;1.0;0.0;0.8;0.0
GO:0030308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5356143810225276
GO:0032981;0.5356143810225276;0.8;0.8;0.0;0.5356143810225276;0.5356143810225276;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;1.0;0.0
GO:2001243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;1.0
