;GO:0042407;GO:0006120;GO:0006123;GO:1902600;GO:0045333;GO:0009245;GO:0006122;GO:0006633;GO:0009725;GO:0042776;GO:0009249;GO:0030308;GO:0032981;GO:2001243
GO:0042407;1.0;0.1333333333333333;0.10526315789473684;0.0;0.1428571428571429;0.05128205128205132;0.1333333333333333;0.06896551724137934;0.0;0.021739130434782594;0.07692307692307687;0.0;0.2666666666666667;0.0
GO:0006120;0.1333333333333333;1.0;0.6666666666666667;0.0;0.6666666666666667;0.11111111111111116;1.0;0.15384615384615385;0.0;0.05681818181818177;0.17391304347826086;0.0;0.125;0.0
GO:0006123;0.10526315789473684;0.6666666666666667;1.0;0.0;0.5833333333333333;0.09999999999999998;0.6666666666666667;0.1333333333333333;0.0;0.05434782608695654;0.14814814814814814;0.0;0.09999999999999998;0.0
GO:1902600;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.14117647058823535;0.0;0.0;0.0;0.0
GO:0045333;0.1428571428571429;0.6666666666666667;0.5833333333333333;0.0;1.0;0.11428571428571432;0.6666666666666667;0.16000000000000003;0.0;0.05747126436781613;0.18181818181818177;0.0;0.1333333333333333;0.0
GO:0009245;0.05128205128205132;0.11111111111111116;0.09999999999999998;0.0;0.11428571428571432;1.0;0.11111111111111116;0.2857142857142857;0.0;0.1470588235294118;0.1333333333333333;0.0;0.050000000000000044;0.0
GO:0006122;0.1333333333333333;1.0;0.6666666666666667;0.0;0.6666666666666667;0.11111111111111116;1.0;0.15384615384615385;0.0;0.05681818181818177;0.17391304347826086;0.0;0.125;0.0
GO:0006633;0.06896551724137934;0.15384615384615385;0.1333333333333333;0.0;0.16000000000000003;0.2857142857142857;0.15384615384615385;1.0;0.0;0.1030927835051546;0.17142857142857137;0.0;0.06666666666666665;0.0
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0042776;0.021739130434782594;0.05681818181818177;0.05434782608695654;0.14117647058823535;0.05747126436781613;0.1470588235294118;0.05681818181818177;0.1030927835051546;0.0;1.0;0.08333333333333337;0.0;0.021505376344086002;0.0
GO:0009249;0.07692307692307687;0.17391304347826086;0.14814814814814814;0.0;0.18181818181818177;0.1333333333333333;0.17391304347826086;0.17142857142857137;0.0;0.08333333333333337;1.0;0.0;0.07407407407407407;0.0
GO:0030308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.2068965517241379
GO:0032981;0.2666666666666667;0.125;0.09999999999999998;0.0;0.1333333333333333;0.050000000000000044;0.125;0.06666666666666665;0.0;0.021505376344086002;0.07407407407407407;0.0;1.0;0.0
GO:2001243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2068965517241379;0.0;1.0
