;GO:0006283;GO:1903800;GO:0043620;GO:0007254;GO:0051092;GO:0032968;GO:0000187;GO:0032727;GO:0000186;GO:0002755;GO:0075733;GO:0000184;GO:0045893;GO:0031914;GO:0046341;GO:0032728;GO:0032201;GO:0050715;GO:0018279;GO:0035556;GO:0033138;GO:0090502;GO:1903251;GO:0006296;GO:0006054;GO:0006294;GO:0048008;GO:0006297;GO:1903533;GO:0009967;GO:0006974;GO:0001682;GO:0048010;GO:0051497;GO:0016241;GO:0050727;GO:0018146;GO:0050689;GO:0032434;GO:0035666;GO:0071888;GO:2000641;GO:0090316;GO:0043407;GO:0000715;GO:0006261;GO:0008284;GO:0043123;GO:0045666;GO:0045787;GO:0042276;GO:0002064;GO:0043488;GO:0022900;GO:0006661;GO:0038096;GO:0042795;GO:0044458;GO:0045944;GO:0021895;GO:0000398;GO:0000165;GO:0016197;GO:0030521;GO:0019985;GO:0070987;GO:0016579;GO:0000209;GO:0021522;GO:0007249;GO:0007517;GO:1901407;GO:0030512;GO:0016601;GO:0007051;GO:0018108;GO:0015871;GO:0036297;GO:0007179;GO:0006366;GO:0008543;GO:0008542;GO:0061418;GO:0006880;GO:0006886;GO:0043547;GO:0006367;GO:0006521;GO:0006884;GO:0006368;GO:0060964;GO:0006879;GO:0006913;GO:0032526;GO:0098534;GO:0051607;GO:0016055;GO:0060291;GO:0030100;GO:0032006;GO:0010971;GO:0010592;GO:0036289;GO:0006370;GO:0032482;GO:0045732;GO:0043312;GO:0045454;GO:0007188;GO:0007616;GO:0010629;GO:0043161;GO:0032872;GO:0031145;GO:0031663;GO:0050769;GO:0070911;GO:0016567;GO:0007032;GO:0060340;GO:0045746;GO:0043687;GO:0045744;GO:0000122;GO:0009968;GO:0006977;GO:0006614;GO:0000083;GO:0043330;GO:0045351;GO:0035855;GO:0070423;GO:0071359;GO:0039536;GO:0015721;GO:0042769;GO:0072718;GO:0060333;GO:0006351;GO:0039530;GO:0006596;GO:0045358;GO:1902268;GO:0006357;GO:0048505;GO:0060337;GO:0070371;GO:0006625;GO:0070373;GO:0043066;GO:0045087;GO:0072673;GO:0070374;GO:0006508;GO:0043065;GO:0030032;GO:0070498;GO:0016266;GO:0030036
GO:0006283;1.0;0.0;0.09176706377759336;0.10475930646027211;0.0;0.0;0.0;0.0;0.0;0.008160075348164186;0.0;0.15496555709089593;0.0;0.0;0.07484653987136974;0.0;0.6714770405901397;0.0;0.09092472491704993;0.01825716731530622;0.0;0.4808833909791952;0.01825716731530622;0.602643999429719;0.07484653987136974;0.01825716731530622;0.01825716731530622;0.7875751358841635;0.0;0.0;0.157223774664894;0.15528058033280492;0.01825716731530622;0.0;0.0;0.0;0.03323113797219458;0.0;0.0;0.008146391645056629;0.01825716731530622;0.0;0.0;0.0;0.01825716731530622;0.5698765788490928;0.0;0.0;0.0;0.0;0.2370073021511918;0.01825716731530622;0.0;0.07484653987136974;0.02085870181241326;0.008754391999442696;0.07879339680710495;0.01825716731530622;0.0;0.01825716731530622;0.31163317026989235;0.1315381142909043;0.0;0.01825716731530622;0.23722339800123063;0.2370073021511918;0.15027200014179495;0.16506764321820255;0.01825716731530622;0.01825716731530622;0.0;0.0;0.0;0.01825716731530622;0.01825716731530622;0.08998448810863408;0.0;0.9778008415377911;0.01825716731530622;0.19036456900037046;0.01825716731530622;0.01825716731530622;0.047815987862464146;0.01825716731530622;0.0;0.0;0.23294441580449518;0.0;0.01825716731530622;0.23294441580449518;0.0;0.018032200330988648;0.0;0.01825716731530622;0.01825716731530622;0.033289887561540825;0.01825716731530622;0.0;0.0;0.0;0.0;0.0;0.05820635850176921;0.31356485744310547;0.01825716731530622;0.0;0.01825716731530622;0.01825716731530622;0.01825716731530622;0.0;0.0;0.08739424272200838;0.0;0.08684647098592325;0.01825716731530622;0.0;0.9924836398768909;0.16506764321820255;0.01825716731530622;0.0;0.0;0.16506764321820255;0.0;0.0;0.0;0.03265085898797086;0.0;0.012751624028638353;0.01825716731530622;0.05540365988522965;0.01825716731530622;0.006901368685193717;0.07337214035530662;0.0;0.0;0.157223774664894;0.01825716731530622;0.01825716731530622;0.19117819692555485;0.006038790074261013;0.10148849470895954;0.0;0.0;0.0;0.0;0.01825716731530622;0.13044143376657022;0.014185560839465724;0.0;0.0;0.033289887561540825;0.01825716731530622;0.0;0.05540365988522965;0.0;0.01825716731530622;0.01825716731530622;0.16506764321820255;0.01825716731530622
GO:1903800;0.0;1.0;0.10044591307124442;0.011332161402692118;0.10044591307124442;0.08780784081679076;0.02158107991395487;0.011332161402692118;0.02158107991395487;0.033393914784509225;0.0;0.0191434543411591;0.24951938055947284;0.011332161402692118;0.0;0.011332161402692118;0.004792357165086509;0.033947055344824575;0.0;0.011332161402692118;0.10272009189807053;0.0;0.0;0.0;0.0;0.0;0.011332161402692118;0.0;0.0063559092671477135;0.033947055344824575;0.0;0.0;0.011332161402692118;0.011332161402692118;0.03241346659065364;0.011332161402692118;0.0;0.011332161402692118;0.03241346659065364;0.033393914784509225;0.0;0.011332161402692118;0.011332161402692118;0.008725440103105588;0.0;0.0;0.033947055344824575;0.033947055344824575;0.033947055344824575;0.033947055344824575;0.0;0.0;0.10044591307124442;0.0;0.0;0.033393914784509225;0.0;0.0;0.20592798171114135;0.0;0.0;0.011332161402692118;0.0;0.011332161402692118;0.0;0.0;0.0;0.0;0.0;0.011332161402692118;0.0;0.10044591307124442;0.011332161402692118;0.011332161402692118;0.0;0.0;0.0;0.0;0.011332161402692118;0.0;0.011332161402692118;0.0;0.10044591307124442;0.004792357165086509;0.0;0.004792357165086509;0.0;0.03241346659065364;0.004792357165086509;0.0;0.08994462501912724;0.004792357165086509;0.0;0.0;0.0;0.0;0.011332161402692118;0.033947055344824575;0.011332161402692118;0.011332161402692118;0.033947055344824575;0.033947055344824575;0.0;0.0;0.011332161402692118;0.05632217329056576;0.0;0.011332161402692118;0.011332161402692118;0.0;0.019541673085193143;0.0;0.03241346659065364;0.0;0.011332161402692118;0.033947055344824575;0.0;0.0;0.0;0.033947055344824575;0.011332161402692118;0.0;0.011332161402692118;0.038420893164856175;0.011332161402692118;0.026857322794154717;0.0;0.10044591307124442;0.0;0.0;0.0;0.033393914784509225;0.0;0.009560430715272674;0.0;0.0;0.0;0.011332161402692118;0.0;0.033393914784509225;0.0;0.026575799983732794;0.0063559092671477135;0.10044591307124442;0.011332161402692118;0.011332161402692118;0.011332161402692118;0.0;0.019286060519732653;0.011332161402692118;0.0;0.0;0.06784896893810372;0.0;0.033947055344824575;0.0;0.011332161402692118;0.0;0.0
GO:0043620;0.09176706377759336;0.10044591307124442;1.0;0.0876470828987247;0.8780064831299897;0.0714671063444735;0.006145022122173749;0.01608947748835405;0.006145022122173749;0.019295575792472548;0.0;0.0191434543411591;0.20308468969938562;0.028686462962179998;0.012131470019932186;0.01608947748835405;0.012131470019932186;0.01449079720801504;0.010056652433780651;0.028686462962179998;0.029248639994943114;0.012131470019932186;0.012131470019932186;0.012131470019932186;0.012131470019932186;0.012131470019932186;0.028686462962179998;0.012131470019932186;0.01608947748835405;0.028686462962179998;0.09176706377759336;0.004704242535620711;0.028686462962179998;0.0234991916675985;0.08205210601816441;0.01608947748835405;0.008106005261954125;0.012688445981814605;0.05039110567974002;0.01926321886938446;0.012131470019932186;0.028686462962179998;0.015411050686900978;0.008725440103105588;0.012131470019932186;0.012131470019932186;0.028686462962179998;0.028686462962179998;0.02360482794317955;0.028686462962179998;0.03347481013266518;0.012131470019932186;0.25006662457710094;0.012131470019932186;0.0050880215655096876;0.02070091600076522;0.00238705476236372;0.012131470019932186;0.16760549890937199;0.012131470019932186;0.00944096172201289;0.028686462962179998;0.0;0.028686462962179998;0.03350533141823254;0.03347481013266518;0.012131470019932186;0.012131470019932186;0.012131470019932186;0.028686462962179998;0.0;0.6728977637067847;0.021247509946288514;0.028686462962179998;0.012131470019932186;0.00995265833540629;0.0;0.09176706377759336;0.028686462962179998;0.00576711589335461;0.028686462962179998;0.012131470019932186;0.52105827400505;0.012131470019932186;0.0;0.012131470019932186;0.007057077111086225;0.08205210601816441;0.012131470019932186;0.007057077111086225;0.04946818715838698;0.012131470019932186;0.0;0.012131470019932186;0.012131470019932186;0.0221203687267064;0.028686462962179998;0.028686462962179998;0.028686462962179998;0.028686462962179998;0.022368621775393328;0.025681268678452093;0.00643786513978841;0.009499482400814233;0.028686462962179998;0.038675361668945876;0.012131470019932186;0.028686462962179998;0.028686462962179998;0.0;0.04946818715838698;0.009666166431303604;0.08205210601816441;0.009605580600905082;0.028686462962179998;0.028686462962179998;0.09176706377759336;0.012131470019932186;0.012131470019932186;0.015082391609527946;0.028686462962179998;0.012131470019932186;0.028686462962179998;0.13356406145528946;0.028686462962179998;0.028680267320125612;0.0;0.8839316462013473;0.012131470019932186;0.0;0.012131470019932186;0.016319197661196966;0.04875410876431076;0.009560430715272674;0.0;0.09176706377759336;0.012131470019932186;0.028686462962179998;0.005791764842280598;0.014279516622226882;0.012131470019932186;0.047084480433405684;0.01608947748835405;0.8839316462013473;0.028686462962179998;0.028686462962179998;0.028686462962179998;0.012131470019932186;0.019286060519732653;0.028686462962179998;0.0221203687267064;0.012131470019932186;0.01931939535712146;0.0;0.028686462962179998;0.012131470019932186;0.028686462962179998;0.012131470019932186;0.012131470019932186
GO:0007254;0.10475930646027211;0.011332161402692118;0.0876470828987247;1.0;0.027398553400498966;0.0023193405372183323;0.0021483781229270334;0.015367123117687221;0.0021483781229270334;0.04709164073433045;0.0;0.04244595368608354;0.006590760104905454;0.027398553400498966;0.07174537248608448;0.015367123117687221;0.10475930646027211;0.01449079720801504;0.4391077382144449;0.07972855382201437;0.01022569765270045;0.04750096054567743;0.011586814645147351;0.04750096054567743;0.04750096054567743;0.011586814645147351;0.06686728850454961;0.10475930646027211;0.015367123117687221;0.027398553400498966;0.0876470828987247;0.01928537272108707;0.06686728850454961;0.0234991916675985;0.027398553400498966;0.015367123117687221;0.04670807618894915;0.012688445981814605;0.017617373360107914;0.04701267234210828;0.011586814645147351;0.027398553400498966;0.015367123117687221;0.0030505251661797376;0.011586814645147351;0.10475930646027211;0.027398553400498966;0.027398553400498966;0.02360482794317955;0.027398553400498966;0.040010434773275476;0.011586814645147351;0.027398553400498966;0.04750096054567743;0.03150494882453355;0.050521430905414395;0.02158196269176038;0.011586814645147351;0.005439344724655555;0.011586814645147351;0.038703885753311976;0.7964178825658904;0.0;0.06686728850454961;0.04004691503710818;0.040010434773275476;0.5059198381809794;0.5059198381809794;0.011586814645147351;0.07972855382201437;0.0;0.021837725641866496;0.021247509946288514;0.07972855382201437;0.011586814645147351;0.525394983826213;0.0;0.10475930646027211;0.06686728850454961;0.05214194580361808;0.06686728850454961;0.011586814645147351;0.047815987862464146;0.011586814645147351;0.0;0.011586814645147351;0.028930983336468746;0.027398553400498966;0.011586814645147351;0.028930983336468746;0.027398553400498966;0.011586814645147351;0.0;0.011586814645147351;0.011586814645147351;0.021127251017193212;0.06686728850454961;0.027398553400498966;0.027398553400498966;0.027398553400498966;0.022368621775393328;0.025681268678452093;0.3398511168580564;0.038943795386803266;0.07972855382201437;0.015367123117687221;0.011586814645147351;0.027398553400498966;0.06686728850454961;0.0;0.015367123117687221;0.1285085390730175;0.027398553400498966;0.12770307016159615;0.06686728850454961;0.027398553400498966;0.10475930646027211;0.5059198381809794;0.011586814645147351;0.015082391609527946;0.027398553400498966;0.5059198381809794;0.027398553400498966;0.004334589126298501;0.027398553400498966;0.028680267320125612;0.0;0.027398553400498966;0.011586814645147351;0.15404293244275527;0.011586814645147351;0.04748812866299497;0.04656524069327754;0.009560430715272674;0.0;0.0876470828987247;0.011586814645147351;0.06686728850454961;0.052364803152556746;0.041552748896108924;0.06676504686875902;0.00929123868868015;0.015367123117687221;0.027398553400498966;0.027398553400498966;0.06686728850454961;0.7964178825658904;0.011586814645147351;0.006742652780456316;0.027398553400498966;0.021127251017193212;0.011586814645147351;0.006754307064843514;0.15404293244275527;0.027398553400498966;0.011586814645147351;0.06686728850454961;0.5059198381809794;0.011586814645147351
GO:0051092;0.0;0.10044591307124442;0.8780064831299897;0.027398553400498966;1.0;0.0714671063444735;0.006145022122173749;0.02849417210833194;0.006145022122173749;0.019295575792472548;0.0;0.0191434543411591;0.20308468969938562;0.02849417210833194;0.0;0.02849417210833194;0.012050150453569459;0.01449079720801504;0.0;0.02849417210833194;0.029248639994943114;0.0;0.0;0.0;0.0;0.0;0.02849417210833194;0.0;0.015981626640088665;0.02849417210833194;0.0;0.0;0.02849417210833194;0.0234991916675985;0.08150209504096358;0.015981626640088665;0.0;0.012688445981814605;0.05039110567974002;0.01926321886938446;0.0;0.02849417210833194;0.027476873320346033;0.008725440103105588;0.0;0.0;0.02849417210833194;0.02849417210833194;0.02360482794317955;0.02849417210833194;0.0;0.0;0.25006662457710094;0.0;0.0;0.02070091600076522;0.0;0.0;0.16760549890937199;0.0;0.0;0.02849417210833194;0.0;0.02849417210833194;0.0;0.0;0.0;0.0;0.0;0.02849417210833194;0.0;0.6728977637067847;0.021247509946288514;0.02849417210833194;0.0;0.0;0.0;0.0;0.02849417210833194;0.0;0.02849417210833194;0.0;0.4605798979081166;0.012050150453569459;0.0;0.024221620452226755;0.0;0.08150209504096358;0.012050150453569459;0.0;0.04913659242816378;0.012050150453569459;0.0;0.0;0.0;0.0;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.022368621775393328;0.025681268678452093;0.0;0.0;0.02849417210833194;0.038416113314486536;0.0;0.02849417210833194;0.02849417210833194;0.0;0.04913659242816378;0.0;0.08150209504096358;0.0;0.02849417210833194;0.02849417210833194;0.0;0.0;0.0;0.015082391609527946;0.02849417210833194;0.0;0.02849417210833194;0.13356406145528946;0.02849417210833194;0.008965476199807223;0.0;0.8780064831299897;0.0;0.0;0.0;0.016319197661196966;0.0;0.009560430715272674;0.0;0.0;0.0;0.02849417210833194;0.0;0.014279516622226882;0.0;0.047084480433405684;0.015981626640088665;0.8780064831299897;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.0;0.019286060519732653;0.02849417210833194;0.0;0.0;0.01931939535712146;0.0;0.02849417210833194;0.0;0.02849417210833194;0.0;0.0
GO:0032968;0.0;0.08780784081679076;0.0714671063444735;0.0023193405372183323;0.0714671063444735;1.0;0.02158107991395487;0.0023193405372183323;0.02158107991395487;0.0023193405372183323;0.0;0.003999571921097909;0.3519078983761014;0.0023193405372183323;0.0;0.0023193405372183323;9.80846269906932E-4;0.006947905062642447;0.0;0.0023193405372183323;0.02329844683634579;0.0;0.0;0.0;0.0;0.0;0.0023193405372183323;0.0;0.0013008566936467474;0.006947905062642447;0.0;0.0;0.0023193405372183323;0.0023193405372183323;0.0066340272031084465;0.0013008566936467474;0.0;0.0013008566936467474;0.0066340272031084465;0.0023193405372183323;0.0;0.0023193405372183323;0.0023193405372183323;0.0066340272031084465;0.0;0.0;0.006947905062642447;0.006947905062642447;0.006947905062642447;0.006947905062642447;0.0;0.0;0.020558150356797866;0.0;0.0;0.0023193405372183323;0.0;0.0;0.42640072556997277;0.0;0.0;0.0023193405372183323;0.0;0.0023193405372183323;0.0;0.0;0.0;0.0;0.0;0.0023193405372183323;0.0;0.07240471993874228;0.0023193405372183323;0.0023193405372183323;0.0;0.0;0.0;0.0;0.0023193405372183323;0.0;0.0023193405372183323;0.0;0.07240471993874228;9.80846269906932E-4;0.0;9.80846269906932E-4;0.0;0.0066340272031084465;9.80846269906932E-4;0.0;0.003999571921097909;9.80846269906932E-4;0.0;0.0;0.0;0.0;0.0023193405372183323;0.006947905062642447;0.0023193405372183323;0.0023193405372183323;0.006947905062642447;0.006947905062642447;0.0;0.0;0.0023193405372183323;0.01152739490861926;0.0;0.0023193405372183323;0.0023193405372183323;0.0;0.003999571921097909;0.0;0.0066340272031084465;0.0;0.0023193405372183323;0.006947905062642447;0.0;0.0;0.0;0.006947905062642447;0.0023193405372183323;0.0;0.0023193405372183323;0.07240471993874228;0.0023193405372183323;0.006947905062642447;0.0;0.0714671063444735;0.0;0.0;0.0;0.0023193405372183323;0.0;0.0023193405372183323;0.0;0.0;0.0;0.0023193405372183323;0.0;0.0023193405372183323;0.0;0.011753539845673055;0.0013008566936467474;0.07240471993874228;0.0023193405372183323;0.0023193405372183323;0.0023193405372183323;0.0;0.0066340272031084465;0.0023193405372183323;0.0;0.0;0.02329844683634579;0.0;0.006947905062642447;0.0;0.0023193405372183323;0.0;0.0
GO:0000187;0.0;0.02158107991395487;0.006145022122173749;0.0021483781229270334;0.006145022122173749;0.02158107991395487;1.0;0.0021483781229270334;0.7030533037398732;0.006330897823683107;0.0;0.002896463778591259;0.02158107991395487;0.0032485583435824905;0.0;0.0021483781229270334;9.085464744861965E-4;0.006435763527272785;0.0;0.0021483781229270334;0.17891773060044605;0.0;0.0;0.0;0.0;0.0;0.0021483781229270334;0.0;0.0012049684023742746;0.037836644979300546;0.0;0.0;0.0021483781229270334;0.0021483781229270334;0.006145022122173749;0.0021483781229270334;0.0;0.0021483781229270334;0.01909196827161538;0.006330897823683107;0.0;0.0021483781229270334;0.0021483781229270334;0.0870695804837737;0.0;0.0;0.006435763527272785;0.051123543465938906;0.006435763527272785;0.006435763527272785;0.0;0.0;0.006145022122173749;0.0;0.0;0.006330897823683107;0.0;0.0;0.02158107991395487;0.0;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.0;0.0;0.0;0.0;0.0;0.0021483781229270334;0.0;0.029416924307513623;0.0101419517909726;0.0021483781229270334;0.0;0.0;0.0;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.0;0.006145022122173749;9.085464744861965E-4;0.0;0.004944216628169998;0.0;0.006145022122173749;9.085464744861965E-4;0.0;0.002896463778591259;9.085464744861965E-4;0.0;0.0;0.0;0.0;0.0021483781229270334;0.011678302685560022;0.0021483781229270334;0.01129208619248899;0.006435763527272785;0.006435763527272785;0.0;0.0;0.0021483781229270334;0.03481704718382501;0.0;0.0021483781229270334;0.0021483781229270334;0.0;0.002896463778591259;0.0;0.042371964460413816;0.0;0.0021483781229270334;0.006435763527272785;0.0;0.0;0.0;0.037836644979300546;0.0101419517909726;0.0;0.0101419517909726;0.006145022122173749;0.0101419517909726;0.006435763527272785;0.0;0.006145022122173749;0.0;0.0;0.0;0.006330897823683107;0.0;0.01129208619248899;0.0;0.0;0.0;0.0021483781229270334;0.0;0.006330897823683107;0.0;0.011085842811766554;0.0012049684023742746;0.006145022122173749;0.0021483781229270334;0.0021483781229270334;0.0021483781229270334;0.0;0.042371964460413816;0.0021483781229270334;0.0;0.0;0.2744662249390444;0.0;0.006435763527272785;0.0;0.0021483781229270334;0.0;0.0
GO:0032727;0.0;0.011332161402692118;0.01608947748835405;0.015367123117687221;0.02849417210833194;0.0023193405372183323;0.0021483781229270334;1.0;0.0021483781229270334;0.019295575792472548;0.0;0.006226389026249012;0.006590760104905454;0.05291017350804523;0.0;0.7728960487419015;0.01556584015908285;0.08054049509157081;0.0;0.05291017350804523;0.01022569765270045;0.0;0.0;0.0;0.0;0.0;0.05291017350804523;0.0;0.047848749662102855;0.0567803547091016;0.0;0.0;0.05291017350804523;0.013180074372668864;0.05291017350804523;0.05291017350804523;0.0;0.012688445981814605;0.009881118228311682;0.01926321886938446;0.0;0.05291017350804523;0.027476873320346033;0.0017109587910372518;0.0;0.0;0.09433530291830054;0.0333001034066708;0.06997366374480725;0.09433530291830054;0.0;0.0;0.015823448938401423;0.0;0.0;0.02070091600076522;0.0;0.0;0.005439344724655555;0.0;0.0;0.019295301441722517;0.0;0.05291017350804523;0.0;0.0;0.0;0.0;0.0;0.05291017350804523;0.0;0.012248202072695056;0.011917165717331379;0.05291017350804523;0.0;0.0;0.0;0.0;0.05291017350804523;0.0;0.05291017350804523;0.0;0.00838355536972487;0.03989428395837389;0.0;0.03989428395837389;0.0;0.04445717742245673;0.03989428395837389;0.0;0.05291017350804523;0.018032200330988648;0.0;0.0;0.0;0.0;0.05291017350804523;0.05462324715381701;0.05291017350804523;0.05291017350804523;0.022368621775393328;0.025681268678452093;0.0;0.0;0.05291017350804523;0.03446155124896323;0.0;0.05291017350804523;0.05291017350804523;0.0;0.05291017350804523;0.0;0.019037096688105305;0.0;0.05291017350804523;0.0871920234126206;0.0;0.0;0.0;0.015082391609527946;0.023741252533839408;0.0;0.023522518134154832;0.0024311562656152597;0.031751815877821804;0.008965476199807223;0.0;0.016911962640276817;0.0;0.0;0.0;0.016319197661196966;0.0;0.014157460344879955;0.0;0.0;0.0;0.05291017350804523;0.0;0.07936618820297511;0.0;0.01832371871188853;0.05291017350804523;0.01796646261110231;0.05291017350804523;0.05291017350804523;0.019134429580236846;0.0;0.003781775406259269;0.05291017350804523;0.0;0.0;0.006754307064843514;0.0;0.09433530291830054;0.0;0.05291017350804523;0.0;0.0
GO:0000186;0.0;0.02158107991395487;0.006145022122173749;0.0021483781229270334;0.006145022122173749;0.02158107991395487;0.7030533037398732;0.0021483781229270334;1.0;0.006330897823683107;0.0;0.002896463778591259;0.02158107991395487;0.0032485583435824905;0.0;0.0021483781229270334;9.085464744861965E-4;0.006435763527272785;0.0;0.0021483781229270334;0.17891773060044605;0.0;0.0;0.0;0.0;0.0;0.0021483781229270334;0.0;0.0012049684023742746;0.037836644979300546;0.0;0.0;0.0021483781229270334;0.0021483781229270334;0.006145022122173749;0.0021483781229270334;0.0;0.0021483781229270334;0.01909196827161538;0.006330897823683107;0.0;0.0021483781229270334;0.0021483781229270334;0.0870695804837737;0.0;0.0;0.006435763527272785;0.051123543465938906;0.006435763527272785;0.006435763527272785;0.0;0.0;0.006145022122173749;0.0;0.0;0.006330897823683107;0.0;0.0;0.02158107991395487;0.0;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.0;0.0;0.0;0.0;0.0;0.0021483781229270334;0.0;0.029416924307513623;0.0101419517909726;0.0021483781229270334;0.0;0.0;0.0;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.0;0.006145022122173749;9.085464744861965E-4;0.0;0.004944216628169998;0.0;0.006145022122173749;9.085464744861965E-4;0.0;0.002896463778591259;9.085464744861965E-4;0.0;0.0;0.0;0.0;0.0021483781229270334;0.011678302685560022;0.0021483781229270334;0.01129208619248899;0.006435763527272785;0.006435763527272785;0.0;0.0;0.0021483781229270334;0.03481704718382501;0.0;0.0021483781229270334;0.0021483781229270334;0.0;0.002896463778591259;0.0;0.042371964460413816;0.0;0.0021483781229270334;0.006435763527272785;0.0;0.0;0.0;0.037836644979300546;0.0101419517909726;0.0;0.0101419517909726;0.006145022122173749;0.0101419517909726;0.006435763527272785;0.0;0.006145022122173749;0.0;0.0;0.0;0.006330897823683107;0.0;0.01129208619248899;0.0;0.0;0.0;0.0021483781229270334;0.0;0.006330897823683107;0.0;0.011085842811766554;0.0012049684023742746;0.006145022122173749;0.0021483781229270334;0.0021483781229270334;0.0021483781229270334;0.0;0.042371964460413816;0.0021483781229270334;0.0;0.0;0.2744662249390444;0.0;0.006435763527272785;0.0;0.0021483781229270334;0.0;0.0
GO:0002755;0.008160075348164186;0.033393914784509225;0.019295575792472548;0.04709164073433045;0.019295575792472548;0.0023193405372183323;0.006330897823683107;0.019295575792472548;0.006330897823683107;1.0;0.0;0.006226389026249012;0.006590760104905454;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.01449079720801504;0.008160075348164186;0.04709164073433045;0.01022569765270045;0.008160075348164186;0.008160075348164186;0.008160075348164186;0.008160075348164186;0.008160075348164186;0.04709164073433045;0.008160075348164186;0.010822377535603424;0.056860716224778764;0.008160075348164186;0.004704242535620711;0.04709164073433045;0.019295575792472548;0.019295575792472548;0.03425670850396785;0.008106005261954125;0.03425670850396785;0.017617373360107914;0.9910756113267447;0.008160075348164186;0.019295575792472548;0.019295575792472548;0.0030505251661797376;0.008160075348164186;0.008160075348164186;0.019295575792472548;0.056860716224778764;0.019295575792472548;0.019295575792472548;0.004425320358201396;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.0050880215655096876;0.3365434249374996;0.00238705476236372;0.008160075348164186;0.005439344724655555;0.008160075348164186;0.008160075348164186;0.04709164073433045;0.0;0.04709164073433045;0.004429355226983158;0.004425320358201396;0.008160075348164186;0.008160075348164186;0.008160075348164186;0.04709164073433045;0.0;0.019295575792472548;0.019295575792472548;0.04709164073433045;0.008160075348164186;0.008160075348164186;0.0;0.008160075348164186;0.04709164073433045;0.00576711589335461;0.04709164073433045;0.0;0.014947318878383303;0.008160075348164186;0.0;0.008160075348164186;0.007057077111086225;0.019295575792472548;0.008160075348164186;0.007057077111086225;0.019295575792472548;0.008160075348164186;0.0;0.0;0.008160075348164186;0.008160075348164186;0.04709164073433045;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.00643786513978841;0.008160075348164186;0.04709164073433045;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.04709164073433045;0.0;0.010822377535603424;0.008160075348164186;0.028234954990406808;0.008160075348164186;0.04709164073433045;0.019295575792472548;0.008160075348164186;0.008160075348164186;0.008160075348164186;0.32917535001730935;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.004334589126298501;0.019295575792472548;0.02188061080707512;0.0;0.019295575792472548;0.0;0.0;0.008160075348164186;0.8367670684532916;0.008160075348164186;0.05099258152397625;0.0;0.008160075348164186;0.0;0.04709164073433045;0.005791764842280598;0.7321823971359657;0.008160075348164186;0.00929123868868015;0.010822377535603424;0.019295575792472548;0.019295575792472548;0.04709164073433045;0.04709164073433045;0.008160075348164186;0.006742652780456316;0.019295575792472548;0.008160075348164186;0.008160075348164186;0.019903771799280025;0.0;0.019295575792472548;0.008160075348164186;0.04709164073433045;0.008160075348164186;0.008160075348164186
