;GO:0006281;GO:0007098;GO:0016925;GO:0034198;GO:0032570;GO:0015031;GO:0051492;GO:0006559;GO:0045892;GO:0030308;GO:0045893;GO:0001947;GO:0071539;GO:0051006;GO:0035556;GO:0045814;GO:0006290;GO:0006296;GO:0050728;GO:0090188;GO:0006293;GO:0006294;GO:0090341;GO:1902686;GO:0006611;GO:0060633;GO:0006851;GO:0006730;GO:0000076;GO:0006606;GO:0034214;GO:0034454;GO:0031060;GO:0032270;GO:0000715;GO:1903546;GO:0045944;GO:0043401;GO:0040018;GO:1902855;GO:0000281;GO:0010875;GO:0031573;GO:0010870;GO:0030522;GO:0016358;GO:0016579;GO:0016458;GO:0000209;GO:0006556;GO:0048550;GO:1990830;GO:0033345;GO:0010887;GO:0030512;GO:0016569;GO:1902231;GO:0051291;GO:0045444;GO:0045724;GO:0006367;GO:0043547;GO:0045723;GO:0043031;GO:0035518;GO:0051604;GO:0032369;GO:0032402;GO:0038108;GO:0090305;GO:0034260;GO:0070914;GO:1904262;GO:0034145;GO:0061087;GO:0043277;GO:1905515;GO:0046548;GO:0010629;GO:0010867;GO:0010507;GO:0010506;GO:0010745;GO:0070911;GO:0051457;GO:1902018;GO:0043687;GO:0000122;GO:2000616;GO:0032465;GO:0071479;GO:0051865;GO:0035176;GO:0006351;GO:0007286;GO:0060296;GO:0060336;GO:0006357;GO:0071222;GO:0030837;GO:0006508
GO:0006281;1.0;0.16666666666666666;0.3;0.42857142857142855;0.125;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.8333333333333334;0.5714285714285714;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.3333333333333333;0.125;0.0;0.0;0.1;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.5;0.0;0.16666666666666666;0.16666666666666666;0.3;0.16666666666666666;0.2727272727272727;0.25;0.0;0.2222222222222222;0.2727272727272727;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.5714285714285714;0.0;0.0;0.0;0.16666666666666666;0.42857142857142855;0.0;0.0;0.16666666666666666;0.5714285714285714;0.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.375;0.0;0.0;0.0;0.2222222222222222;0.2727272727272727;0.0;0.42857142857142855;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.09090909090909091;0.375
GO:0007098;0.16666666666666666;1.0;0.1111111111111111;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.2;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.1;0.0;0.0;0.14285714285714285;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
GO:0016925;0.3;0.1111111111111111;1.0;0.08333333333333333;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.2727272727272727;0.2222222222222222;0.0;0.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.0;0.2222222222222222;0.09090909090909091;0.0;0.0;0.07692307692307693;0.0;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.6;0.1111111111111111;0.7;0.18181818181818182;0.0;0.07692307692307693;0.2;0.0;0.0;0.4;0.0;0.0;0.09090909090909091;0.0;0.2222222222222222;0.0;0.0;0.0;0.5833333333333334;0.3333333333333333;0.0;0.0;0.1111111111111111;0.2727272727272727;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.07692307692307693;0.7;0.0;0.3;0.1111111111111111;0.0;0.0;0.0;0.0;0.07142857142857142;0.3333333333333333
GO:0034198;0.42857142857142855;0.16666666666666666;0.08333333333333333;1.0;0.125;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.375;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.14285714285714285;0.125;0.0;0.0;0.1;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.0;0.16666666666666666;0.07692307692307693;0.1111111111111111;0.0;0.2222222222222222;0.08333333333333333;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.1;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.1;0.0;0.0;0.0;0.2222222222222222;0.07692307692307693;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.09090909090909091;0.0
GO:0032570;0.125;0.0;0.0;0.125;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.18181818181818182;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051492;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.25;0.3333333333333333;0.25;0.0;0.0;0.07692307692307693;0.3333333333333333;0.16666666666666666;0.0;0.0;0.18181818181818182;0.18181818181818182;0.375;0.0;0.2727272727272727;0.0;0.0;0.3333333333333333;0.0;0.0;0.25;0.0;0.0;0.0;0.38461538461538464;0.3;0.0;0.0;0.23076923076923078;0.3;0.2;0.375;0.0;0.15384615384615385;0.0;0.3;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.18181818181818182;0.2727272727272727;0.0;0.3;0.0;0.0;0.375;0.0;0.08333333333333333;0.2727272727272727;0.2727272727272727;0.0;0.0;0.2;0.0;0.0;0.0;0.2222222222222222;0.0;0.23076923076923078;0.25;0.3333333333333333;0.0;0.0;0.0;0.18181818181818182;0.2727272727272727;0.2727272727272727;0.3;0.3;0.0;0.0;0.375;0.0;0.23076923076923078;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.25;0.25;0.0;0.5454545454545454;0.0
GO:0006559;0.25;0.16666666666666666;0.18181818181818182;0.1111111111111111;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222;0.42857142857142855;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.3333333333333333;0.125;0.0;0.0;0.1;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.2727272727272727;0.16666666666666666;0.16666666666666666;0.42857142857142855;0.0;0.1;0.5454545454545454;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.42857142857142855;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.1;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.3333333333333333
GO:0045892;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;1.0;0.4444444444444444;0.75;0.0;0.0;0.07692307692307693;0.3;0.75;0.0;0.0;0.3;0.3;0.0;0.0;0.36363636363636365;0.0;0.0;0.7777777777777778;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.4;0.0;0.0;0.6666666666666666;0.2727272727272727;0.2;0.18181818181818182;0.0;0.15384615384615385;0.0;0.5;0.3;0.0;0.0;0.75;0.0;0.0;0.3;0.0;0.0;0.3;0.36363636363636365;0.0;0.2727272727272727;0.0;0.0;0.18181818181818182;0.0;0.08333333333333333;0.5;0.3;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.375;0.0;0.25;0.23076923076923078;0.2857142857142857;0.0;0.0;0.0;0.8571428571428571;0.5;0.5;0.4;0.4;0.0;0.0;0.3333333333333333;0.0;0.875;0.38461538461538464;0.3;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.2727272727272727;0.75;0.0;0.36363636363636365;0.0
GO:0030308;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.4444444444444444;1.0;0.3;0.0;0.0;0.09090909090909091;0.42857142857142855;0.3333333333333333;0.0;0.0;0.375;0.375;0.4444444444444444;0.0;0.5;0.0;0.0;0.4444444444444444;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.3;0.375;0.0;0.0;0.2727272727272727;0.375;0.375;0.4;0.0;0.18181818181818182;0.0;0.375;0.42857142857142855;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.0;0.375;0.5;0.0;0.375;0.0;0.0;0.4;0.0;0.1;0.3333333333333333;0.5;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.5;0.0;0.4;0.3;0.3076923076923077;0.0;0.0;0.0;0.375;0.3333333333333333;0.5;0.375;0.5714285714285714;0.0;0.0;0.4444444444444444;0.0;0.4;0.3333333333333333;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.4444444444444444;0.3;0.0;0.5;0.0
