;GO:0045429;GO:0061136;GO:0002281;GO:0006366;GO:0044871;GO:0043001;GO:0045944;GO:0002001;GO:1903507;GO:0043687;GO:0006887;GO:0034605;GO:0010950;GO:0016579;GO:0044869;GO:0060177;GO:0007186;GO:0000209;GO:0050729;GO:0043312;GO:0007517;GO:0046597;GO:0006906;GO:0001878;GO:0045087;GO:2000045;GO:0050766;GO:0050921;GO:0035722
GO:0045429;1.0;0.10900961301269105;0.0;0.0;0.10900961301269105;0.0;0.23160877878580344;0.0;0.14212163039839543;0.0;0.0;0.0;0.1816892161000484;0.0;0.036692364793703955;0.10900961301269105;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0061136;0.10900961301269105;1.0;0.0;0.0;0.1890450431733396;0.0;0.10900961301269105;0.0;0.10900961301269105;0.0;0.0;0.0;0.3162972907616533;0.0;0.036692364793703955;0.1890450431733396;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725
GO:0002281;0.0;0.0;1.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.3621435382722763;0.0;0.0;0.01468324974140624;0.0;0.20709043845653538;0.0;0.0;0.0;0.01468324974140624
GO:0006366;0.0;0.0;0.01468324974140624;1.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.10587402764930422;0.01468324974140624;0.01468324974140624;0.0;0.10587402764930422;0.0;0.0;0.01468324974140624;0.10587402764930422;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0044871;0.10900961301269105;0.1890450431733396;0.0;0.0;1.0;0.0;0.10900961301269105;0.0;0.20539045317781315;0.0;0.0;0.0;0.1890450431733396;0.0;0.6793013599639813;0.1890450431733396;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.5375110437700777;0.0;0.2612752758275315;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725
GO:0043001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.26376911423447535;0.0;0.0;0.23890105842610806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23890105842610806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.23160877878580344;0.10900961301269105;0.0;0.0;0.10900961301269105;0.0;1.0;0.0;0.15812131995973147;0.0;0.0;0.0;0.1816892161000484;0.0;0.036692364793703955;0.10900961301269105;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0002001;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.26376911423447535;0.0;1.0;0.0;0.01468324974140624;0.2991519927136402;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.2991519927136402;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624
GO:1903507;0.14212163039839543;0.10900961301269105;0.0;0.0;0.20539045317781315;0.0;0.15812131995973147;0.0;1.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.036692364793703955;0.10900961301269105;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.12804570306913615;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725
GO:0043687;0.0;0.0;0.01468324974140624;0.10587402764930422;0.0;0.0;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.01468324974140624;0.0;0.18032682375526765;0.0;0.0;0.01468324974140624;0.18032682375526765;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624
