;GO:0032494;GO:0006883;GO:0042730;GO:0045766;GO:0043547;GO:0060326;GO:0006957;GO:0031638;GO:0000187;GO:0045650;GO:0006958;GO:0001867;GO:0051482;GO:0001869;GO:0050679;GO:0050830;GO:0010575;GO:0042789;GO:0007186;GO:0090023;GO:0043312;GO:0006898;GO:0010828;GO:0001798;GO:0051056;GO:0010866;GO:0031100;GO:0030853;GO:0046718;GO:0038178;GO:0007597;GO:0045589;GO:0043687;GO:0043524;GO:0001970;GO:0045745;GO:0002576;GO:0030449;GO:0048863;GO:0010759;GO:0010951;GO:0045959;GO:0045957;GO:0022617;GO:0007202;GO:1900005;GO:1900004;GO:0007200;GO:0002430;GO:0006631;GO:0007204;GO:2000427;GO:0045087;GO:0006508;GO:0070374;GO:0001934;GO:0030593;GO:0032496;GO:0050900;GO:0010884
GO:0032494;1.0;0.0;0.0;0.0;0.0;0.0;0.01683128816687988;0.0;0.0;0.0;0.01968871484388799;0.01683128816687988;0.0;0.0;0.0;0.21511482477907867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043540180526466986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043540180526466986;0.0;0.0;0.0;0.0;0.4104942663439488;0.0;0.0
GO:0006883;0.0;1.0;0.01562813860808864;0.011783620389699014;0.011783620389699014;0.011783620389699014;0.011783620389699014;0.0;9.085464744861965E-4;0.003996630766698656;0.011783620389699014;0.011783620389699014;0.36235481444570866;0.0018700945205989358;0.011783620389699014;0.0;0.011783620389699014;0.0026135649106476403;0.011783620389699014;0.0035605990947475763;0.011783620389699014;0.0;0.011783620389699014;0.002443566378510645;0.011783620389699014;0.011783620389699014;0.0;0.003994209089657406;0.0;0.011783620389699014;0.0;0.011783620389699014;0.011783620389699014;0.011783620389699014;0.0021377479804040806;0.011783620389699014;0.011783620389699014;0.011783620389699014;0.011783620389699014;0.003373884115388922;0.0067302321620335065;0.001554658142082044;0.0018700945205989358;0.011783620389699014;0.011783620389699014;0.0029941562042120045;0.0029888683174082546;0.011783620389699014;0.011783620389699014;0.011783620389699014;0.3645912927447792;0.011783620389699014;0.0;0.0;0.0028563881776081583;0.00507801251132084;0.011783620389699014;0.0;0.011783620389699014;0.01562813860808864
GO:0042730;0.0;0.01562813860808864;1.0;0.031484589256357734;0.013314794199513143;0.0;0.031484589256357734;0.0;0.0021483781229270334;0.02811199165180157;0.031484589256357734;0.031484589256357734;0.015289330594225282;0.013076480629390133;0.01765887243533998;0.0;0.031484589256357734;0.0;0.01765887243533998;0.012320150352741357;0.0;0.0;0.01765887243533998;0.008455067357783818;0.031484589256357734;0.01765887243533998;0.0;0.028094957762823326;0.0;0.031484589256357734;0.0;0.031484589256357734;0.0;0.031484589256357734;0.0073968946893513176;0.031484589256357734;0.0;0.04607097347628794;0.0;0.011674091485231955;0.01591452275163979;0.01087081794868239;0.013076480629390133;0.0;0.013314794199513143;0.00397102814128324;0.007067573850925976;0.01765887243533998;0.031484589256357734;0.0;0.015383697371533339;0.01765887243533998;0.0;0.0;0.006754307064843514;0.006734762386770798;0.0;0.0;0.0;0.01765887243533998
GO:0045766;0.0;0.011783620389699014;0.031484589256357734;1.0;0.02503693274896002;0.0;0.039799803635641944;0.0;0.0021483781229270334;0.02740030359475652;0.04655656636946242;0.039799803635641944;0.011528159063147471;0.0024802306431812816;0.059203133899649846;0.0;0.17550054565552936;0.0;0.033205470168080946;0.008419506777565193;0.0;0.0;0.059203133899649846;0.005778135403014067;0.033205470168080946;0.033205470168080946;0.0;0.027383700938666395;0.0;0.03240504258356479;0.0;0.17164947137953412;0.0;0.02486176133157318;0.0050549874138566715;0.04204176424227183;0.0;0.018171261831963142;0.0;0.007977994551012602;0.008926034411701067;0.0020618801462656713;0.0024802306431812816;0.0;0.02503693274896002;0.007080077757599671;0.003964015031120159;0.033205470168080946;0.03640154558458736;0.0;0.011599311636661369;0.03506383361895176;0.0;0.0;0.006754307064843514;0.012007631192934867;0.0;0.0;0.0;0.059203133899649846
GO:0043547;0.0;0.011783620389699014;0.013314794199513143;0.02503693274896002;1.0;0.0;0.01683128816687988;0.0;0.004944216628169998;0.003996630766698656;0.01968871484388799;0.01683128816687988;0.011528159063147471;0.0018700945205989358;0.05175082065877135;0.0;0.05217094545967223;0.0;0.06825029425055588;0.0035605990947475763;0.0;0.0;0.05133997783628792;0.002443566378510645;0.06825029425055588;0.027960275560488575;0.0;0.003994209089657406;0.0;0.013704052783204027;0.0;0.025229131893598794;0.0;0.018745774215166506;0.0021377479804040806;0.017779410559001126;0.0;0.013701135931751767;0.0;0.003373884115388922;0.018494819730713624;0.001554658142082044;0.0018700945205989358;0.0;0.39400872818907395;0.029337821862049054;0.00821347308658144;0.06825029425055588;0.015394169003018042;0.0;0.011599311636661369;0.014828452252653654;0.0;0.0;0.0028563881776081583;0.00507801251132084;0.0;0.0;0.0;0.06825029425055588
GO:0060326;0.0;0.011783620389699014;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011528159063147471;0.0;0.0;0.0;0.0;0.0026135649106476403;0.11117984168356607;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.08448767247666746;0.0;0.11117984168356607;0.0;0.0;0.0;0.0;0.0907819473582988;0.0;0.0;0.0;0.11117984168356607;0.015394169003018042;0.03699381859770213;0.011599311636661369;0.0;0.0;0.0;0.0;0.0;0.23244478847491531;0.0;0.565641895119067;0.0
GO:0006957;0.01683128816687988;0.011783620389699014;0.031484589256357734;0.039799803635641944;0.01683128816687988;0.0;1.0;0.22376650230622996;0.006330897823683107;0.009450561248887372;0.8479404879432495;0.8479404879432495;0.011528159063147471;0.012466344506806176;0.039799803635641944;0.04769070125144403;0.039799803635641944;0.00793118992101781;0.022322656002617527;0.024810826625785282;0.031548943950729685;0.0;0.039799803635641944;0.056888704227982756;0.039799803635641944;0.022322656002617527;0.0;0.009444834873713049;0.0;0.3576653201554333;0.26990690704728504;0.039799803635641944;0.22376650230622996;0.022322656002617527;0.04976894167503599;0.11728312047630098;0.0;0.09133392926315576;0.0;0.023509766647384914;0.008926034411701067;0.010363595944497423;0.012466344506806176;0.0;0.01683128816687988;0.007080077757599671;0.003964015031120159;0.022322656002617527;0.40177606377432484;0.03204920695603959;0.011599311636661369;0.03506383361895176;0.13230938465399222;0.22376650230622996;0.019903771799280025;0.012007631192934867;0.01683128816687988;0.01683128816687988;0.01683128816687988;0.039799803635641944
GO:0031638;0.0;0.0;0.0;0.0;0.0;0.0;0.22376650230622996;1.0;0.0;0.0;0.26175506068459603;0.22376650230622996;0.0;0.0;0.0;0.0;0.0;0.00793118992101781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43639789396655015;0.0;0.296167352601857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625035752660303;0.0;0.0;0.0;0.46652994022353084;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000187;0.0;9.085464744861965E-4;0.0021483781229270334;0.0021483781229270334;0.004944216628169998;0.0;0.006330897823683107;0.0;1.0;0.0021483781229270334;0.006330897823683107;0.006330897823683107;9.085464744861965E-4;0.01909196827161538;0.006435763527272785;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.006435763527272785;0.0;0.0;0.0021483781229270334;0.006330897823683107;0.01129208619248899;0.006145022122173749;0.0;0.0021483781229270334;0.0;0.006330897823683107;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.07783950370953;0.037836644979300546;0.0;0.011085842811766554;0.0;0.006435763527272785;0.01909196827161538;0.01909196827161538;0.01909196827161538;0.0;0.004944216628169998;0.07783950370953;0.01909196827161538;0.0021483781229270334;0.006330897823683107;0.0;9.085464744861965E-4;0.006435763527272785;0.0;0.0;0.2744662249390444;0.17891773060044605;0.0;0.0;0.0;0.0021483781229270334
GO:0045650;0.0;0.003996630766698656;0.02811199165180157;0.02740030359475652;0.003996630766698656;0.0;0.009450561248887372;0.0;0.0021483781229270334;1.0;0.009450561248887372;0.009450561248887372;0.003996630766698656;0.01329232955202528;0.009450561248887372;0.0;0.009450561248887372;0.0;0.009450561248887372;0.008419506777565193;0.0;0.0;0.005300569563656282;0.005778135403014067;0.009450561248887372;0.009450561248887372;0.0;0.8304981133233386;0.0;0.009450561248887372;0.0;0.07971886085476243;0.0;0.028407405435158316;0.0050549874138566715;0.009450561248887372;0.0;0.009450561248887372;0.0;0.007977994551012602;0.028407405435158316;0.011050258763752473;0.01329232955202528;0.0;0.003996630766698656;0.007080077757599671;0.021244392850193364;0.009450561248887372;0.009450561248887372;0.0;0.003996630766698656;0.009450561248887372;0.0;0.0;0.006754307064843514;0.009450561248887372;0.0;0.0;0.0;0.005300569563656282
