;GO:0032494;GO:0006883;GO:0042730;GO:0045766;GO:0043547;GO:0060326;GO:0006957;GO:0031638;GO:0000187;GO:0045650;GO:0006958;GO:0001867;GO:0051482;GO:0001869;GO:0050679;GO:0050830;GO:0010575;GO:0042789;GO:0007186;GO:0090023;GO:0043312;GO:0006898;GO:0010828;GO:0001798;GO:0051056;GO:0010866;GO:0031100;GO:0030853;GO:0046718;GO:0038178;GO:0007597;GO:0045589;GO:0043687;GO:0043524;GO:0001970;GO:0045745;GO:0002576;GO:0030449;GO:0048863;GO:0010759;GO:0010951;GO:0045959;GO:0045957;GO:0022617;GO:0007202;GO:1900005;GO:1900004;GO:0007200;GO:0002430;GO:0006631;GO:0007204;GO:2000427;GO:0045087;GO:0006508;GO:0070374;GO:0001934;GO:0030593;GO:0032496;GO:0050900;GO:0010884
GO:0032494;1.0;0.0;0.0;0.0;0.0;0.0;0.13916798534232364;0.0;0.0;0.0;0.14959268541052737;0.13916798534232364;0.0;0.0;0.0;0.44787663052878357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23973856947844838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2846772339818859;0.0;0.0;0.0;0.0;0.8044881650018273;0.0;0.0
GO:0006883;0.0;1.0;0.1825014280384112;0.17331758022611904;0.19501963215346269;0.20095384746683553;0.12028622851596261;0.0;0.07854363510415353;0.13258878390481402;0.1279957104165628;0.12028622851596261;0.7511793674969957;0.08508845699944859;0.19535114718927152;0.0;0.19534784479646589;0.11304197281855942;0.29375106208448;0.11314307541650442;0.13748390840349495;0.0;0.18925633951143125;0.09297096310157654;0.19518960094229354;0.1782824383848536;0.0;0.13258878490904982;0.0;0.18794417246084746;0.0;0.15578125888715857;0.16370966697211733;0.16423999628561742;0.0887158471119704;0.16399710813708493;0.1888693222039682;0.1349803725871927;0.22393950927917555;0.11312586989254372;0.11696098819373216;0.07395609782822961;0.0850884569994486;0.2086224989319475;0.16846556779797442;0.108842826547958;0.10884382247640914;0.2838634882960605;0.1966513790893021;0.1730113310146347;0.7684961003812596;0.15591625705222464;0.0;0.0;0.09570943889870909;0.12220745090556018;0.15913473345973958;0.0;0.20763552734059762;0.26350609755514615
GO:0042730;0.0;0.1825014280384112;1.0;0.25620185091500053;0.16785870289278004;0.0;0.18492345457417236;0.0;0.12467617160457954;0.28104630142392895;0.1956378647798521;0.18492345457417236;0.17146154038940725;0.2396727366162094;0.22746960375459827;0.0;0.2842253979994591;0.0;0.24715075336596026;0.20915670860429386;0.0;0.0;0.22133588135369786;0.20313661557304347;0.28402724806712576;0.21015566312036962;0.0;0.28104630334162684;0.0;0.20899444799129366;0.0;0.23324632586306487;0.0;0.24439243965322294;0.19447683990992906;0.24407430533237032;0.0;0.28568055411486437;0.0;0.20912763160045103;0.1802635658696131;0.21012856342795116;0.2396727366162094;0.0;0.14780581589769204;0.1350814224930648;0.1687893730577946;0.24005624399859246;0.21764279004758932;0.0;0.17499008480713543;0.18681085068996142;0.0;0.0;0.14991969782682307;0.15014087352698227;0.0;0.0;0.0;0.2860572264598192
GO:0045766;0.0;0.17331758022611904;0.25620185091500053;1.0;0.23187300583554277;0.0;0.22548358951621486;0.0;0.1418832455847711;0.3497839096744426;0.24161857646460275;0.22548358951621486;0.16007303235916626;0.12371630209740284;0.3928419614650976;0.0;0.5466641506643708;0.0;0.3532744784699892;0.210733200912946;0.0;0.0;0.3783504007530316;0.1700817360649709;0.31408323202205973;0.2822527156113211;0.0;0.34978391264468556;0.0;0.26232358278258017;0.0;0.41986576034539397;0.0;0.25658539535267416;0.16169070936162885;0.3200632300719073;0.0;0.2052242107414708;0.0;0.21069790042968906;0.17494088731727017;0.10649199417281396;0.12371630209740286;0.0;0.1952763528764304;0.20194419756620616;0.16161806762098932;0.3389558057642082;0.2760940343689279;0.0;0.1642571369234697;0.30199661233288516;0.0;0.0;0.17551535388473466;0.22948340313353657;0.0;0.0;0.0;0.3913712915660075
GO:0043547;0.0;0.19501963215346269;0.16785870289278004;0.23187300583554277;1.0;0.0;0.14584798367075003;0.0;0.20948050426538115;0.1643367415227051;0.1573387785926507;0.14584798367075003;0.1784095150676002;0.09713051367153155;0.2730794833848015;0.0;0.2730730302309171;0.0;0.31365361198620384;0.13547717477092827;0.0;0.0;0.26131566990907623;0.10753848101164078;0.2727639101141422;0.24084616970819048;0.0;0.16433674306544063;0.0;0.17231329420674948;0.0;0.2015232003315042;0.0;0.21590804878510605;0.10188597327515084;0.21548849838911247;0.0;0.16802670495251218;0.0;0.13545250692824046;0.28608822432888514;0.08288790835848395;0.09713051367153155;0.0;0.6741069528594402;0.3905621999345511;0.26249126013007007;0.29850429737999035;0.18241817584530717;0.0;0.18362271679073253;0.20174917412322466;0.0;0.0;0.11121935611106368;0.14868213651828235;0.0;0.0;0.0;0.27187870421959764
GO:0060326;0.0;0.20095384746683553;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18336308808014756;0.0;0.0;0.0;0.0;0.13816352686889283;0.32929306346355525;0.0;0.176519171748835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1769297457350345;0.0;0.0;0.22222699756536105;0.0;0.0;0.0;0.271282473568418;0.0;0.3500150337314343;0.0;0.0;0.0;0.0;0.31398402720851065;0.0;0.0;0.0;0.3126354453567099;0.18760008482499446;0.2397221078170988;0.1888742709792777;0.0;0.0;0.0;0.0;0.0;0.7203052173397133;0.0;0.7355362774755831;0.0
GO:0006957;0.13916798534232364;0.12028622851596261;0.18492345457417236;0.22548358951621486;0.14584798367075003;0.0;1.0;0.4197667694471487;0.16271395668983427;0.18237675900404904;0.9141235237277663;0.9682824579214225;0.1137540346498396;0.17455652548350847;0.24691215637498698;0.22815309264708272;0.24690903609846593;0.22322387428412288;0.21229000232323617;0.285349584875672;0.14916545167706838;0.0;0.24110776404687959;0.2931460482286734;0.24675948765986996;0.18440652793353618;0.0;0.18237676012780135;0.0;0.4832421100719134;0.5254754660579235;0.20750964550220058;0.38378527202525237;0.17309377731269365;0.2815133652459535;0.30063909490225077;0.0;0.25754341827104893;0.0;0.2853132902047919;0.1316466100195112;0.15430768045281779;0.1745565254835085;0.0;0.13046831423996505;0.15488667201000683;0.12395714441334481;0.2070344356523954;0.5011648334930967;0.2243915608919426;0.11585117433314704;0.20765129129121837;0.42337161196746037;0.44989288157304014;0.1932266749470658;0.17058779641228886;0.1248011227019036;0.1424260381402256;0.15279080053763283;0.24633036298003227
GO:0031638;0.0;0.0;0.0;0.0;0.0;0.0;0.4197667694471487;1.0;0.0;0.0;0.45130569016928407;0.4197667694471487;0.0;0.0;0.0;0.0;0.0;0.30664617651731374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7245901765733506;0.0;0.6063791076783773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3637653711846235;0.0;0.0;0.0;0.8740196841729755;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000187;0.0;0.07854363510415353;0.12467617160457954;0.1418832455847711;0.20948050426538115;0.0;0.16271395668983427;0.0;1.0;0.1235133505085724;0.16855055072837602;0.16271395668983424;0.07570498525896908;0.24189866848391905;0.20884221924261928;0.0;0.1500778036870612;0.0;0.15666636965427785;0.20119311969554618;0.0;0.0;0.14791457473253525;0.13920133628386744;0.296396170136211;0.2284467529944335;0.0;0.1235133510239902;0.0;0.20067761353891714;0.0;0.1345498599934435;0.0;0.1381853774439279;0.4157316238120155;0.4059321505384166;0.0;0.24695160464598942;0.0;0.20117507358207432;0.3188780132123321;0.22014145914282574;0.24189866848391905;0.0;0.19546813836004687;0.5178693430959495;0.3056189097003905;0.15435222624613232;0.20560749452989793;0.0;0.07662813648752444;0.187315569940875;0.0;0.0;0.8240430016032697;0.6825527937869834;0.0;0.0;0.0;0.14986381460016035
GO:0045650;0.0;0.13258878390481402;0.28104630142392895;0.3497839096744426;0.1643367415227051;0.0;0.18237675900404904;0.0;0.1235133505085724;1.0;0.19278978290615353;0.18237675900404904;0.12469590692798077;0.23723078776731724;0.2782573728745303;0.0;0.2782534100868628;0.0;0.30178414951190263;0.20707364309156626;0.0;0.0;0.21680806678512743;0.14434662873398915;0.2780634967282148;0.257489508267284;0.0;0.9250814343875989;0.0;0.2468346786148429;0.0;0.5415527347192736;0.0;0.3339184543739334;0.16586697587967353;0.23965729658605123;0.0;0.2021062805597632;0.0;0.20704523083169776;0.24747452430282865;0.20824549686727684;0.23723078776731726;0.0;0.1450682167964543;0.16666374322180832;0.231920444805518;0.2933132467935766;0.25688372458632547;0.0;0.12722036963836927;0.22938212170689157;0.0;0.0;0.14824149661502548;0.18498458473289134;0.0;0.0;0.0;0.2220989141844345
