;GO:0032494;GO:0006883;GO:0042730;GO:0045766;GO:0043547;GO:0060326;GO:0006957;GO:0031638;GO:0000187;GO:0045650;GO:0006958;GO:0001867;GO:0051482;GO:0001869;GO:0050679;GO:0050830;GO:0010575;GO:0042789;GO:0007186;GO:0090023;GO:0043312;GO:0006898;GO:0010828;GO:0001798;GO:0051056;GO:0010866;GO:0031100;GO:0030853;GO:0046718;GO:0038178;GO:0007597;GO:0045589;GO:0043687;GO:0043524;GO:0001970;GO:0045745;GO:0002576;GO:0030449;GO:0048863;GO:0010759;GO:0010951;GO:0045959;GO:0045957;GO:0022617;GO:0007202;GO:1900005;GO:1900004;GO:0007200;GO:0002430;GO:0006631;GO:0007204;GO:2000427;GO:0045087;GO:0006508;GO:0070374;GO:0001934;GO:0030593;GO:0032496;GO:0050900;GO:0010884
GO:0032494;1.0;0.0;0.0;0.0;0.0;0.0;0.15823671860801278;0.0;0.0;0.0;0.19101625017916696;0.15737342385736258;0.0;0.0;0.0;0.4731046248228506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16120042023800943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21374792467275927;0.0;0.0;0.0;0.0;0.70089124660939;0.0;0.0
GO:0006883;0.0;1.0;0.23980392422093055;0.061879764428068744;0.06740024597525522;0.025306464447036534;0.05088990368409095;0.0;0.06160547560651169;0.04874945430867435;0.061879764428068744;0.05060261943540509;0.5403584960340937;0.04492546505287154;0.06254897112663933;0.0;0.053672291899586846;0.020928011150375257;0.07558775115572051;0.0542327578064301;0.027370707143601854;0.0;0.05635334037172908;0.04492546505287154;0.06579515934894006;0.05187698781619537;0.0;0.04919579505644232;0.0;0.04492546505287154;0.0;0.053521191018683335;0.0266674577692282;0.06105697729009675;0.04492546505287154;0.05396074165994504;0.024242713280608143;0.0599741038256247;0.022749758445447812;0.05060261943540509;0.06432338182079766;0.04609575207782078;0.043056743319223614;0.022812092573563595;0.053818706363081094;0.04609575207782078;0.05029398067445827;0.05893057128926014;0.05088990368409095;0.026283310632281925;0.636325306904089;0.04874945430867435;0.0;0.0;0.06396411390216573;0.07328325634817105;0.02340131964941717;0.0;0.026626353560731113;0.24062584286235775
GO:0042730;0.0;0.23980392422093055;1.0;0.3234254458280049;0.06839059603144027;0.0;0.20926458336021903;0.0;0.2539191701203461;0.3851307774421997;0.2550649385087499;0.20807025605382617;0.25372440337387;0.3907273276282887;0.07268378895425415;0.0;0.28002720939514136;0.0;0.08808536360505792;0.47262934492859554;0.0;0.0;0.06539604378062;0.3907273276282887;0.2714353898234677;0.06014284578592311;0.0;0.38869463024094447;0.0;0.1844991512791961;0.0;0.27922969242172546;0.0;0.21590333922850635;0.3907273276282887;0.22204030221805918;0.0;0.5233173380872936;0.0;0.4406455777339525;0.22761551877113131;0.4010073983140928;0.3743228636562222;0.0;0.05444828256082857;0.05337341103410522;0.17742860825629936;0.06842518065174204;0.20926458336021903;0.0;0.2994222812854445;0.05647860624012793;0.0;0.0;0.2637762260999859;0.08535688647266046;0.0;0.0;0.0;0.24339011678148514
GO:0045766;0.0;0.061879764428068744;0.3234254458280049;1.0;0.08474283429659113;0.0;0.18884172026283708;0.0;0.23775427894024578;0.36013457610252936;0.23905774878845398;0.18758213868916196;0.0661422011567401;0.05963838373511227;0.24224918588765867;0.0;0.43591866035190086;0.0;0.11246716456894365;0.20369167073479322;0.0;0.0;0.21330045783799692;0.16321295822816034;0.09425924105387022;0.07059184766059587;0.0;0.36401092955174313;0.0;0.16321295822816034;0.0;0.4022257422168625;0.0;0.08592642781408179;0.16321295822816034;0.2024698195042942;0.0;0.08406318399770416;0.0;0.18758213868916196;0.09163899507500044;0.06144475937465925;0.0567845705552097;0.0;0.06433115976058791;0.16815648441611383;0.06804952758107319;0.08228175141926927;0.18884172026283708;0.0;0.08076977036049934;0.17951902104751524;0.0;0.0;0.24905098772511985;0.2957206175591093;0.0;0.0;0.0;0.19756092126140884
GO:0043547;0.0;0.06740024597525522;0.06839059603144027;0.08474283429659113;1.0;0.0;0.06540094416208042;0.0;0.5930141678480993;0.061907674732833685;0.08474283429659113;0.06492722814618747;0.07248840498773104;0.055868647686379405;0.08600294224749716;0.0;0.07006911344045905;0.0;0.1127434777361396;0.0710273877255916;0.0;0.0;0.07470930807615785;0.055868647686379405;0.09226179591047269;0.0670402788183961;0.0;0.0626292648902112;0.0;0.055868647686379405;0.0;0.06981180940179202;0.0;0.08320727071205132;0.055868647686379405;0.07056153467423987;0.0;0.08120904598089139;0.0;0.06492722814618747;0.6564146128028041;0.0576900590691266;0.053007649495348814;0.0;0.6196021087075401;0.5083256809479484;0.47303410552883973;0.0793074426456771;0.06540094416208042;0.0;0.09043849031704387;0.061907674732833685;0.0;0.0;0.08870121967971514;0.10769226689951596;0.0;0.0;0.0;0.06869520880054934
GO:0060326;0.0;0.025306464447036534;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027090628222880504;0.0;0.0;0.0;0.0;0.02542763873878475;0.04064317268186389;0.0;0.03561273125147276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021200691870145665;0.0;0.0;0.0344313211232369;0.0;0.0;0.0;0.030493434816890264;0.0;0.0281682629105239;0.0;0.0;0.0;0.0;0.028263888903342953;0.0;0.0;0.0;0.029455926290253807;0.024600849209560755;0.03379360971288259;0.03325474547301477;0.0;0.0;0.0;0.0;0.0;0.9061460642648951;0.0;0.7112328670040826;0.0
GO:0006957;0.15823671860801278;0.05088990368409095;0.20926458336021903;0.18884172026283708;0.06540094416208042;0.0;1.0;0.21547390144736034;0.34409229080683507;0.3269494634566085;0.7728986802249846;0.6352036861149131;0.053737924558738465;0.3493581249965065;0.19082763386740348;0.42859042027250843;0.1643897916871601;0.11899940817909212;0.08378251742119282;0.41813458587374147;0.525132024660004;0.0;0.17239676726794492;0.3871290484355607;0.25984414551858426;0.05810534075053931;0.0;0.3298776144022133;0.0;0.4259680337199034;0.6327721316870895;0.3581937624085586;0.2588636345657577;0.06811041084621475;0.3871290484355607;0.3024133260136878;0.0;0.4632833091478468;0.0;0.3907741724684477;0.07165086683453056;0.3582723672657079;0.3351045621854582;0.0;0.05253630019096543;0.1416592706452938;0.05637182144008436;0.06580010860368317;0.48124494402633106;0.12042053386932122;0.06300895071252056;0.14963808477992283;0.6436782302211692;0.29267440239754594;0.35689484938049604;0.22252285365574287;0.3215210570146569;0.20434665555602555;0.36453317847086164;0.16196744787557207
GO:0031638;0.0;0.0;0.0;0.0;0.0;0.0;0.21547390144736034;1.0;0.0;0.0;0.26533093374722316;0.214187348594871;0.0;0.0;0.0;0.0;0.0;0.12909771896650268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21990081726437696;0.0;0.2873214033659932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13345355328614286;0.0;0.0;0.0;0.59653723042909;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000187;0.0;0.06160547560651169;0.2539191701203461;0.23775427894024578;0.5930141678480993;0.0;0.34409229080683507;0.0;1.0;0.07423430988184991;0.435093020205977;0.3418070129857218;0.06582891910812211;0.28088780728473445;0.2669464042546684;0.0;0.20025288224319668;0.0;0.12690486056004419;0.37102487206638046;0.0;0.0;0.2122621308800334;0.29756775203292907;0.5183176223659954;0.17790447948738355;0.0;0.07503002890735516;0.0;0.29756775203292907;0.0;0.08287082285415086;0.0;0.09711766240262013;0.3548013147798577;0.4385652699101786;0.0;0.3758102026976174;0.0;0.3418070129857218;0.4509653292857383;0.28936288117239656;0.2674945096734013;0.0;0.45083527544971075;0.37590127883383967;0.3353727175511649;0.09301945975484276;0.34409229080683507;0.0;0.08030308815973969;0.19810434380211417;0.0;0.0;0.768512540215783;0.7578345799814754;0.0;0.0;0.0;0.19666985773212825
GO:0045650;0.0;0.04874945430867435;0.3851307774421997;0.36013457610252936;0.061907674732833685;0.0;0.3269494634566085;0.0;0.07423430988184991;1.0;0.3922373618859344;0.32521902977979905;0.05135679841025502;0.44760141355330146;0.07528473014089276;0.0;0.25853246859431644;0.0;0.08955816927187249;0.3469950714976635;0.0;0.0;0.06014284578592311;0.2907696547697264;0.07888046016341024;0.06326088124749005;0.0;0.7661163683217975;0.0;0.2907696547697264;0.0;0.5892621779789011;0.0;0.21315963214260614;0.2907696547697264;0.06563337391235209;0.0;0.38104179967001706;0.0;0.32521902977979905;0.2236729863716548;0.4585941985220956;0.4299816111877362;0.0;0.05025821421267885;0.056614310378147896;0.17791747651662207;0.07124309972687623;0.3269494634566085;0.0;0.05976018953556855;0.059677021569251976;0.0;0.0;0.07685573687842738;0.08706796870053045;0.0;0.0;0.0;0.05665959063195699
