;GO:0016525;GO:0040014;GO:0008584;GO:0033141;GO:0008284;GO:0045762;GO:0007595;GO:1902895;GO:1903489;GO:0042531;GO:0002286;GO:0042699;GO:0009755;GO:0071373;GO:0001545;GO:0045892;GO:0045893;GO:0043330;GO:0045670;GO:0051607;GO:0032962;GO:2000552;GO:0060397;GO:0030183;GO:0044267;GO:0042100;GO:0007565;GO:0007166;GO:0007189;GO:0007200;GO:0009967;GO:0045636;GO:0060337;GO:0042700;GO:0046427;GO:0002323;GO:0045581;GO:0030539;GO:0046597;GO:0045087;GO:0043066;GO:0006508;GO:2000666;GO:0001937;GO:0010469;GO:2000663
GO:0016525;1.0;0.052693550906917914;0.0;0.00474991542994165;0.029554417434315347;7.115777658671484E-4;0.022284038081440277;0.0025945898695082757;0.14389400377030767;0.0036300080808479617;0.0;0.029554417434315347;0.029554417434315347;0.0;0.0;0.00503549750813152;0.0036965828264998394;0.0;0.15277603671478152;0.0;0.004533622999148074;0.02704579552229963;0.029554417434315347;0.0;0.0;0.0;0.0;0.029554417434315347;0.029554417434315347;0.029554417434315347;0.029554417434315347;0.04175433737177975;0.029554417434315347;0.029554417434315347;0.015582301212867;0.0;0.026946190093988066;0.0;0.052693550906917914;0.0;0.052693550906917914;0.0;0.031414011137546556;0.052693550906917914;0.029554417434315347;0.031414011137546556
GO:0040014;0.052693550906917914;1.0;0.0;0.00474991542994165;0.10277666372112565;7.115777658671484E-4;0.09155685965069549;0.0025945898695082757;0.04963007403462338;0.0036300080808479617;0.0;0.07106694871105954;0.12142815584870818;0.0;0.0;0.002824277217674385;0.0036965828264998394;0.0;0.05700520427742599;0.0;0.004533622999148074;0.009092132292661535;0.12142815584870818;0.0;0.0;0.0;0.0;0.12142815584870818;0.07852693524554441;0.12142815584870818;0.03184659747272735;0.04175433737177975;0.12142815584870818;0.12142815584870818;0.015582301212867;0.0;0.009058647393667556;0.0;0.05256980463477226;0.0;0.0550842956350268;0.0;0.010560619112505611;0.05112057415519632;0.09185382161404643;0.010560619112505611
GO:0008584;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05358449696830238;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05232340137006609;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4727416833861306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033141;0.00474991542994165;0.00474991542994165;0.0;1.0;0.025369405887668728;0.023248540607032304;0.003581437413195032;0.04646931090264685;0.008468781733473658;0.5389957169058325;0.0;0.008468781733473658;0.008468781733473658;0.0;0.0;0.014403071439519554;0.06620609240047685;0.0;0.008468781733473658;0.0;0.14812171409575464;0.008468781733473658;0.008468781733473658;0.0;0.0;0.0;0.0;0.008468781733473658;0.008468781733473658;0.008468781733473658;0.03997898468270539;0.025369405887668728;0.008468781733473658;0.008468781733473658;0.049104804392189554;0.0;0.008468781733473658;0.0;0.00474991542994165;0.0;0.008468781733473658;0.0;0.008468781733473658;0.008468781733473658;0.03997898468270539;0.008468781733473658
GO:0008284;0.029554417434315347;0.10277666372112565;0.0;0.025369405887668728;1.0;0.0038005529633494874;0.07749362995684445;0.01385776325546021;0.04963007403462338;0.019387955372435046;0.0;0.12670761953025417;0.18324392195747494;0.0;0.0;0.00503549750813152;0.01974353259675029;0.0;0.05700520427742599;0.0;0.024214183116197167;0.005099536252928049;0.18324392195747494;0.0;0.0;0.0;0.0;0.18324392195747494;0.1400082769055332;0.18324392195747494;0.17009339836535786;0.12508088715622703;0.18324392195747494;0.18324392195747494;0.0832254236867522;0.0;0.009058647393667556;0.0;0.05256980463477226;0.0;0.0982116173552396;0.0;0.010560619112505611;0.13781952072217749;0.1637692245489811;0.010560619112505611
GO:0045762;7.115777658671484E-4;7.115777658671484E-4;0.0;0.023248540607032304;0.0038005529633494874;1.0;5.365298120909169E-4;0.02926098905861049;0.0012686955956173161;0.023248540607032304;0.0;0.0012686955956173161;0.0012686955956173161;0.0;0.0;0.008626170360123515;0.02926098905861049;0.0;0.0012686955956173161;0.0;0.027108592318105276;7.115777658671484E-4;0.0012686955956173161;0.0;0.0;0.0;0.0;0.0012686955956173161;0.0012686955956173161;0.0012686955956173161;0.0038005529633494874;0.0038005529633494874;0.0012686955956173161;0.0012686955956173161;0.0038005529633494874;0.0;0.0012686955956173161;0.0;7.115777658671484E-4;0.0;0.0012686955956173161;0.0;0.0012686955956173161;0.0012686955956173161;0.0012686955956173161;0.0012686955956173161
GO:0007595;0.022284038081440277;0.09155685965069549;0.0;0.003581437413195032;0.07749362995684445;5.365298120909169E-4;1.0;0.0019563214056356167;0.05385532695627263;0.0027370269939961628;0.0;0.05358449696830238;0.12972975772051726;0.0;0.0;0.002129505723165616;0.002787224368742792;0.0;0.024107431006166444;0.0;0.0034183528666887953;0.003845051600509291;0.12741218007660887;0.0;0.0;0.0;0.0;0.12972975772051726;0.05920932866701401;0.12482130051040963;0.024012342399365453;0.01765785808782701;0.11153179167231024;0.12482130051040963;0.011749058982324187;0.0;0.003830890877773921;0.0;0.039637645743440066;0.0;0.041533572581776305;0.0;0.004466072876401372;0.038544925602113346;0.06925780429685029;0.004466072876401372
GO:1902895;0.0025945898695082757;0.0025945898695082757;0.0;0.04646931090264685;0.01385776325546021;0.02926098905861049;0.0019563214056356167;1.0;0.004625980318352198;0.04646931090264685;0.0;0.004625980318352198;0.004625980318352198;0.0;0.0;0.14254285735704197;0.7018887419235779;0.0;0.004625980318352198;0.0;0.09884468343312106;0.0025945898695082757;0.004625980318352198;0.0;0.0;0.0;0.0;0.004625980318352198;0.004625980318352198;0.004625980318352198;0.01385776325546021;0.01385776325546021;0.004625980318352198;0.004625980318352198;0.01385776325546021;0.0;0.004625980318352198;0.0;0.0025945898695082757;0.0;0.004625980318352198;0.0;0.004625980318352198;0.004625980318352198;0.004625980318352198;0.004625980318352198
GO:1903489;0.14389400377030767;0.04963007403462338;0.0;0.008468781733473658;0.04963007403462338;0.0012686955956173161;0.05385532695627263;0.004625980318352198;1.0;0.006472061783176765;0.0;0.027836194374265752;0.027836194374265752;0.0;0.0;0.002824277217674385;0.006590760104905454;0.0;0.14389400377030767;0.0;0.008083146786070868;0.009092132292661535;0.027836194374265752;0.0;0.0;0.0;0.0;0.027836194374265752;0.027836194374265752;0.027836194374265752;0.04963007403462338;0.12117241464995224;0.027836194374265752;0.027836194374265752;0.027782201561983088;0.0;0.02626401567140396;0.0;0.027836194374265752;0.0;0.027836194374265752;0.0;0.01868093299435787;0.027836194374265752;0.027836194374265752;0.01868093299435787
GO:0042531;0.0036300080808479617;0.0036300080808479617;0.0;0.5389957169058325;0.019387955372435046;0.023248540607032304;0.0027370269939961628;0.04646931090264685;0.006472061783176765;1.0;0.0;0.006472061783176765;0.006472061783176765;0.0;0.0;0.014403071439519554;0.06501373341136693;0.0;0.006472061783176765;0.0;0.11859897023146351;0.006472061783176765;0.006472061783176765;0.0;0.0;0.0;0.0;0.006472061783176765;0.006472061783176765;0.006472061783176765;0.11398417315873735;0.019387955372435046;0.006472061783176765;0.006472061783176765;0.23295712432066853;0.0;0.006472061783176765;0.0;0.0036300080808479617;0.0;0.006472061783176765;0.0;0.006472061783176765;0.006472061783176765;0.030552972911372486;0.006472061783176765
