;GO:0016525;GO:0040014;GO:0008584;GO:0033141;GO:0008284;GO:0045762;GO:0007595;GO:1902895;GO:1903489;GO:0042531;GO:0002286;GO:0042699;GO:0009755;GO:0071373;GO:0001545;GO:0045892;GO:0045893;GO:0043330;GO:0045670;GO:0051607;GO:0032962;GO:2000552;GO:0060397;GO:0030183;GO:0044267;GO:0042100;GO:0007565;GO:0007166;GO:0007189;GO:0007200;GO:0009967;GO:0045636;GO:0060337;GO:0042700;GO:0046427;GO:0002323;GO:0045581;GO:0030539;GO:0046597;GO:0045087;GO:0043066;GO:0006508;GO:2000666;GO:0001937;GO:0010469;GO:2000663
GO:0016525;1.0;0.4895453719675484;0.0;0.14533959603792057;0.32688791607974077;0.12191192823920913;0.2224041218136988;0.15084513891778556;0.40616214236579085;0.12970362542917285;0.0;0.27937409703117866;0.33914822171593495;0.0;0.0;0.19907517278260414;0.1623595975764814;0.0;0.46018486935116515;0.0;0.1688260135192221;0.27152789431556995;0.3023495988033419;0.0;0.0;0.0;0.0;0.33914822171593495;0.2642270428928152;0.3259303431023839;0.2641735505794926;0.31089522431538286;0.3137230773598352;0.3259303431023839;0.22249245664809392;0.0;0.3778104016188409;0.0;0.34149660950494504;0.0;0.3531369590443697;0.0;0.2871201654130253;0.3532410200331895;0.30180803103438064;0.2871201654130253
GO:0040014;0.4895453719675484;1.0;0.0;0.16542322808077206;0.44967762148598606;0.13573483347331375;0.297089740856089;0.17259298639544282;0.4350052758706277;0.14546411892346126;0.0;0.36441917232195953;0.4732101282731492;0.0;0.0;0.1837787801684958;0.18783467752091992;0.0;0.5092844815872817;0.0;0.19654394748397555;0.22439315014130118;0.40451562889248355;0.0;0.0;0.0;0.0;0.4732101282731492;0.33906502616972756;0.44786753602476104;0.3389769460410769;0.3924654033327996;0.4251362076235878;0.44786753602476104;0.273283986110158;0.0;0.26311743821439565;0.0;0.35415307893865094;0.0;0.3699554681855141;0.0;0.23934049974640093;0.3700981885300971;0.403546811677773;0.23934049974640093
GO:0008584;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25825010271305066;0.0;0.0;0.34993321181751047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24991667450366398;0.0;0.0;0.3310658029109742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.734710276572954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033141;0.14533959603792057;0.16542322808077206;0.0;1.0;0.2877764780115418;0.39186619014060914;0.11719613778494195;0.4075325690467657;0.17200788075157095;0.8344022894225551;0.0;0.19040729884597907;0.21065868088345766;0.0;0.0;0.26741948249312236;0.4284905348104824;0.0;0.18479341489270118;0.0;0.43786933208872986;0.133115746206701;0.1986406247376114;0.0;0.0;0.0;0.0;0.21065868088345766;0.18463412660203363;0.20649581700517913;0.4019156625679304;0.24832280393043257;0.20250061345913292;0.20649581700517913;0.45906631421893723;0.0;0.13131378426910192;0.0;0.15055846527632763;0.0;0.1916062904662911;0.0;0.13823719392898579;0.19163692156635603;0.3543424317426735;0.13823719392898579
GO:0008284;0.32688791607974077;0.44967762148598606;0.0;0.2877764780115418;1.0;0.2361084971745504;0.2974466247520659;0.3002556879100394;0.3629101113918674;0.25303977899365515;0.0;0.45584758913048135;0.5921253669683854;0.0;0.0;0.2297626717975585;0.3267861487913735;0.0;0.42494162578873446;0.0;0.3419470302841309;0.1796787019360534;0.5060643951849448;0.0;0.0;0.0;0.0;0.5921253669683854;0.4241002631915582;0.5603718683633414;0.5900028276423509;0.5466472790768502;0.5318942958488347;0.5603718683633414;0.47556828605542084;0.0;0.21943477125350594;0.0;0.3545278162236679;0.0;0.4627805306166598;0.0;0.23947740511402532;0.553566049852596;0.5048509065465793;0.23947740511402532
GO:0045762;0.12191192823920913;0.13573483347331375;0.0;0.39186619014060914;0.2361084971745504;1.0;0.09688193843808168;0.44473486382399635;0.14552119207925263;0.3648140967566358;0.0;0.1584770043956803;0.17225995835406366;0.0;0.0;0.2788635624890653;0.46471616333288124;0.0;0.15456876342118087;0.0;0.5220774867366105;0.09337957360768927;0.1641394341416851;0.0;0.0;0.0;0.0;0.17225995835406366;0.15445730431195093;0.16946632542149892;0.2149145458716369;0.2088799800378366;0.16676614605825613;0.16946632542149892;0.1975951680479807;0.0;0.11529356475726858;0.0;0.1255627818302101;0.0;0.15930670825484639;0.0;0.12059660537417462;0.15932788208828522;0.19826770284975004;0.12059660537417462
GO:0007595;0.2224041218136988;0.297089740856089;0.0;0.11719613778494195;0.2974466247520659;0.09688193843808168;1.0;0.1220569095933102;0.3367807756383891;0.10357255172448272;0.0;0.2459444379973936;0.3113030094738289;0.0;0.0;0.12960573852264312;0.13233252627207848;0.0;0.2306420451807297;0.0;0.13816924794753702;0.12677870364304877;0.27042355060950063;0.0;0.0;0.0;0.0;0.3113030094738289;0.23022290152159006;0.29637450624555495;0.23016795213591507;0.2145492726467077;0.2828331258531283;0.29637450624555495;0.18852881211188574;0.0;0.1240377816558663;0.0;0.23960158927360875;0.0;0.24935215432884472;0.0;0.1348220377624218;0.24943988332851602;0.2698375417444862;0.1348220377624218
GO:1902895;0.15084513891778556;0.17259298639544282;0.0;0.4075325690467657;0.3002556879100394;0.44473486382399635;0.1220569095933102;1.0;0.17816694199354416;0.37515987670569;0.0;0.19798350261306927;0.219971581961881;0.0;0.0;0.5393091836209483;0.9471210043191088;0.0;0.19192109594004722;0.0;0.4514141089426297;0.10946125350701669;0.20690040442234717;0.0;0.0;0.0;0.0;0.219971581961881;0.19174928854202947;0.21543647633678864;0.26679715171225327;0.25755989876326135;0.21109146200115156;0.21543647633678864;0.24061561397486528;0.0;0.1348731689786692;0.0;0.15647454132010508;0.0;0.1992801318137592;0.0;0.14218744978797038;0.1993132658125745;0.20669727965005416;0.14218744978797038
GO:1903489;0.40616214236579085;0.4350052758706277;0.0;0.17200788075157095;0.3629101113918674;0.14552119207925263;0.3367807756383891;0.17816694199354416;1.0;0.154380647389387;0.0;0.25231151558935005;0.3000761025952922;0.0;0.0;0.1501369294424424;0.1909689563523715;0.0;0.41774230090104697;0.0;0.1981118417941028;0.1840860442541272;0.2709032891761496;0.0;0.0;0.0;0.0;0.3000761025952922;0.23989164770018137;0.2896816917215304;0.29969612251435385;0.39493910306546837;0.27999838446840974;0.2896816917215304;0.256131601526198;0.0;0.2514176790864882;0.0;0.24734722622745506;0.0;0.2549531092141019;0.0;0.30873121899336003;0.2550208820301419;0.27046843515802255;0.30873121899336003
GO:0042531;0.12970362542917285;0.14546411892346126;0.0;0.8344022894225551;0.25303977899365515;0.3648140967566358;0.10357255172448272;0.37515987670569;0.154380647389387;1.0;0.0;0.16904146742794648;0.1848147306945428;0.0;0.0;0.24543427365169945;0.392848202389333;0.0;0.16460209121837016;0.0;0.4005642889808362;0.1223081804290734;0.1754993849546518;0.0;0.0;0.0;0.0;0.1848147306945428;0.16447569837847692;0.18160283960929133;0.48346968342556523;0.22202264740212554;0.17850559310033032;0.18160283960929133;0.6129322630614051;0.0;0.12078526659280772;0.0;0.13384398699250322;0.0;0.16998580813564126;0.0;0.12661831097810816;0.17000991610121677;0.3130966207861076;0.12661831097810816
