;GO:0045925;GO:0002003;GO:0071493;GO:0001666;GO:0071492;GO:0002755;GO:0045651;GO:0050435;GO:0035556;GO:1902042;GO:0050729;GO:1902600;GO:0006974;GO:0045931;GO:0045932;GO:0017055;GO:0071407;GO:0035666;GO:0090399;GO:0043123;GO:0043124;GO:0045944;GO:0043401;GO:0060544;GO:1990542;GO:0031338;GO:0071550;GO:0051384;GO:0010631;GO:0042448;GO:0008050;GO:0034166;GO:0000209;GO:0036462;GO:0071391;GO:0071260;GO:0005978;GO:0008209;GO:0015939;GO:0010803;GO:2000145;GO:0032496;GO:0042572;GO:0006366;GO:0006006;GO:0006886;GO:0006367;GO:0097296;GO:0032803;GO:0050994;GO:0032802;GO:0097202;GO:0010977;GO:0006919;GO:0051603;GO:0030225;GO:0031032;GO:0042904;GO:1900740;GO:0045214;GO:0045732;GO:0043312;GO:0060715;GO:0000303;GO:0030855;GO:0030218;GO:0010989;GO:0032355;GO:0034138;GO:0032870;GO:0018105;GO:0014883;GO:0090630;GO:0042994;GO:0045471;GO:0032868;GO:0060509;GO:0043297;GO:0010831;GO:0070423;GO:0019388;GO:0045070;GO:0032467;GO:0030049;GO:0039650;GO:0006351;GO:0050707;GO:0006355;GO:0002154;GO:0002155;GO:1901216;GO:0006631;GO:0006511;GO:0046449;GO:0006357;GO:0045087;GO:0071345
GO:0045925;1.0;0.22978009346117054;0.0;0.0;0.0;0.15706310333767334;0.1682617272862025;0.0;0.2976877445226369;0.16204226577953035;0.24509374996447372;0.0;0.0;0.26907708528739493;0.27772587306475194;0.10164094654555085;0.0;0.1537287520353088;0.0;0.19931681877506804;0.2004293616005501;0.12264191130292312;0.2866581744912107;0.2980136016222401;0.0;0.2712534723967194;0.0;0.0;0.0;0.2564128879436982;0.7323994526931483;0.1571531778376175;0.0;0.2548192879435551;0.0;0.0;0.0;0.2887115111945886;0.0;0.25889210242640726;0.2958619866032587;0.0;0.23814633797245735;0.0;0.0;0.0;0.0;0.09400089924090156;0.20454864934969816;0.2985329184124995;0.0;0.1045926939282717;0.15592997029684005;0.11383279867630942;0.0;0.0;0.0;0.16701081975156348;0.12528198155923656;0.0;0.20550926318163054;0.0;0.24262691849186846;0.0;0.0;0.0;0.279397757354846;0.0;0.15710328082062655;0.0;0.0;0.27956718247457985;0.27235594871262936;0.18776262694120197;0.0;0.0;0.0;0.0;0.21783882899386822;0.14703294858520252;0.0;0.25022116115833576;0.23354931017849534;0.0;0.10381163105156598;0.0;0.2117063090313587;0.18453654203709;0.27582758268064417;0.2797608575594044;0.26898617143096576;0.0;0.0;0.0;0.17918016092091252;0.0;0.0
GO:0002003;0.22978009346117054;1.0;0.16001172124195087;0.0;0.16006699608000283;0.1767433067465942;0.12277641114297505;0.6535005490350483;0.27233434937494994;0.11943158713017074;0.15918912161075902;0.0;0.19313666111577268;0.16897109395069282;0.17234135945631385;0.08305427470974064;0.17799238569089154;0.17394000380410654;0.19498989821904958;0.13852520339862812;0.13906167619399906;0.09656625540466392;0.26614841782762017;0.17994296601561693;0.0;0.1698267567586474;0.18766643667969046;0.0;0.1903515989670565;0.5578526863776639;0.0;0.17681861125406026;0.5606110883911666;0.24721190462458265;0.18864979542981303;0.1749441129413916;0.347274526691464;0.6054428509538431;0.4988429341165964;0.16489737609748176;0.17915627135624032;0.0;0.5293254601676136;0.41050849840093273;0.3192100277371011;0.0;0.4349978906276854;0.0778818565894737;0.14103223785072558;0.18013216996913808;0.5148344040091327;0.39677606350880057;0.11607795524186919;0.0910201420846814;0.6062366038229656;0.1844720753637428;0.18323265203907516;0.4053806723000226;0.1438518408826229;0.17879841787134046;0.1414882322781303;0.13321562589825342;0.18413186454945843;0.0;0.19951260380778435;0.19433899863618204;0.17298369453976475;0.0;0.17677689885681017;0.16925520072865752;0.5282986588452846;0.17304862403320498;0.17025824739029538;0.14333910207216657;0.0;0.0;0.18472295124842938;0.17923418869526864;0.14722521586771817;0.168216697248572;0.27052379342896904;0.16133639634472355;0.15423730169065816;0.19147673872634277;0.08449801977310474;0.4170249245381983;0.14439829187426506;0.1312207527097233;0.25989218678252324;0.17312281022164017;0.1689352384264256;0.41568254788880193;0.5813489238469532;0.5608349578342668;0.12848945413278012;0.0;0.17803913171163044
GO:0071493;0.0;0.16001172124195087;1.0;0.3262210625276875;0.8871609565942984;0.1471637936049878;0.0;0.22487099777597977;0.25817406293726675;0.0;0.0;0.0;0.45702893997422395;0.0;0.0;0.0;0.4077937677523314;0.14431463450133789;0.27781109719030317;0.0;0.0;0.0;0.2500676866931183;0.0;0.0;0.0;0.26317861923865543;0.20828210176331807;0.26848998358816667;0.176560454378964;0.0;0.1472406104342244;0.17193273748581211;0.22612411304715888;0.44210777656807837;0.6023455457998111;0.13850614009913834;0.19613960396494906;0.1744059642126887;0.0;0.0;0.20724199693004092;0.16525042272446783;0.13019039158908416;0.0;0.0;0.13961491494073355;0.0;0.0;0.0;0.15457568237169642;0.0;0.0;0.0;0.0;0.256939149502803;0.25454101128022355;0.11948717112305611;0.09129510648672924;0.24606371377540714;0.0;0.16728774130544116;0.25627962203623206;0.21632280432189235;0.28708308965052504;0.27649170588527333;0.0;0.21506879920608857;0.14719805851755585;0.38078775539506793;0.15960470176347422;0.0;0.0;0.0;0.21591216391326684;0.20076596236201077;0.25742610614549044;0.24688979802640018;0.0;0.13856016911670233;0.0;0.0;0.0;0.2707338894413576;0.0;0.13267625575576356;0.0;0.0;0.2420144168166947;0.0;0.0;0.20593117993673224;0.16484707949901606;0.20279985533378875;0.0;0.24071631740642022;0.4079409225525281
GO:0001666;0.0;0.0;0.3262210625276875;1.0;0.3264215672497043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47992152827689377;0.0;0.0;0.0;0.29575208413835663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2954321957277418;0.0;0.0;0.0;0.0;0.0;0.0;0.33235257592863754;0.38461635914409864;0.0;0.0;0.0;0.0;0.0;0.2933439464144293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42872761409306015;0.0;0.0;0.0;0.3092752564709322;0.0;0.2687119390536292;0.0;0.0;0.0;0.0;0.3110222752459553;0.28053522342303944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5020811631755708;0.2959035350460592
GO:0071492;0.0;0.16006699608000283;0.8871609565942984;0.3264215672497043;1.0;0.14721054706842293;0.0;0.22498017991382535;0.2583179895645763;0.0;0.0;0.0;0.4572994149271497;0.0;0.0;0.0;0.4080090920959889;0.1443595948753681;0.27797775801428526;0.0;0.0;0.0;0.25020271458303667;0.0;0.0;0.0;0.2633281814339202;0.20839199552245188;0.268645645292275;0.17662775611650422;0.0;0.14728741272707818;0.1719965568125086;0.226234515730178;0.442360873900758;0.6026561582701674;0.13854755358382378;0.19622266328034324;0.17447163315871736;0.0;0.0;0.20735079558318142;0.16530937681648142;0.13022698086310083;0.0;0.0;0.13965699422981254;0.0;0.0;0.0;0.15462726472277222;0.0;0.0;0.0;0.0;0.25708170216626736;0.2546809146106788;0.11951799082612094;0.09131309745184536;0.24619445113870173;0.0;0.1673481582755428;0.2564214436108025;0.21644134914183338;0.2872610643482331;0.27665678697382345;0.0;0.2151859732486936;0.14724483375869038;0.38097549795138397;0.15965969570725333;0.0;0.0;0.0;0.21603025897593334;0.20086806595560447;0.2575691998092386;0.2470214149200243;0.0;0.1386016149219921;0.0;0.0;0.0;0.2708921646713398;0.0;0.13271425584970145;0.0;0.0;0.24214088557402436;0.0;0.0;0.20602274106930182;0.16490574610087275;0.20288865253669774;0.0;0.24086311396427157;0.4081564023674155
GO:0002755;0.15706310333767334;0.1767433067465942;0.1471637936049878;0.0;0.14721054706842293;1.0;0.3342829856747012;0.15333885834754107;0.4580800948929951;0.25478833925094757;0.49608531566366343;0.0;0.1747247274621898;0.3547806478257863;0.2315066705277396;0.15347154498461169;0.16223691395051604;0.9551142978754635;0.17624007833574887;0.38044622611100687;0.2936322182973868;0.21057657634319712;0.44860978586717676;0.3160738962834641;0.0;0.29985182727261905;0.17023563384972815;0.0;0.1724422230426947;0.19012211266352078;0.0;0.9699481782567991;0.12673085783934226;0.4193716459008362;0.1710444101150962;0.1597005638919012;0.10759159201693648;0.2051076310475973;0.12806952370478147;0.3435609131174035;0.31481838065314355;0.0;0.18105253084356943;0.10250555940347889;0.0;0.0;0.10825945394439733;0.2208749538193145;0.2527427295733577;0.24101058634275158;0.1170434871328843;0.18653483693749945;0.21075941688055133;0.1990706674995031;0.0;0.16760294870176562;0.1665792111830243;0.1408728023124571;0.25908431641044394;0.16290629719092167;0.24093692798238994;0.16276944783291888;0.16732206702705554;0.0;0.17992659244888462;0.1757081678553021;0.23229311472561268;0.0;0.9697334404725974;0.1549463822835619;0.11990422588411809;0.2863755488375283;0.1553984815812757;0.19599674494580102;0.0;0.0;0.1678100138239487;0.16326796718716738;0.3126089213956614;0.8960872707396954;0.0;0.2719277297625378;0.32631099962928856;0.1733650901843048;0.15601849273141447;0.1040403691861105;0.2583224908823206;0.23636654910034066;0.43899154272548585;0.35917980360531965;0.35471188767270395;0.1442897076271192;0.12283898237379999;0.14274539296266617;0.23177783305799443;0.14440197342427863;0.16227574964326086
GO:0045651;0.1682617272862025;0.12277641114297505;0.0;0.0;0.0;0.3342829856747012;1.0;0.0;0.3393721371374106;0.22724328036709396;0.28633536839615387;0.0;0.0;0.4383049226034483;0.3027994085957621;0.158811645808649;0.0;0.32906362785940885;0.0;0.3608096702108396;0.2638908412495358;0.2529574382290182;0.33184586375761727;0.33959101236866157;0.0;0.3209364060843106;0.0;0.0;0.0;0.13259229632091651;0.0;0.33442315596415095;0.0;0.3087547243018649;0.0;0.0;0.0;0.1436795800021407;0.0;0.3118280345071373;0.33814214409456783;0.0;0.125929590884743;0.0;0.0;0.0;0.0;0.20453328813507737;0.2675589488830128;0.2589611008883875;0.0;0.22304868263962935;0.36616902189911205;0.23860935551584295;0.0;0.0;0.0;0.09683615205951811;0.20438850051412086;0.0;0.2551058637794407;0.0;0.0;0.0;0.0;0.0;0.30390168225622705;0.0;0.334345513583994;0.0;0.0;0.30401309334821947;0.16635271007195074;0.20479099817247445;0.0;0.0;0.0;0.0;0.5616935663072489;0.3183994837928996;0.0;0.29011364108717813;0.4008819195031435;0.0;0.16154049699769965;0.0;0.3198904193946553;0.2492759359531828;0.3242256347528848;0.3270200145851532;0.4382140319656827;0.0;0.0;0.0;0.24417770352282125;0.0;0.0
GO:0050435;0.0;0.6535005490350483;0.22487099777597977;0.0;0.22498017991382535;0.15333885834754107;0.0;1.0;0.2778001344134367;0.0;0.0;0.0;0.2962846363905414;0.0;0.0;0.0;0.26207718604408864;0.1502480894222552;0.30066844042208557;0.0;0.0;0.0;0.26843678873080795;0.0;0.0;0.0;0.2836030426558093;0.0;0.2897804664249385;0.41685099302077383;0.0;0.15342225879695912;0.5399184950719677;0.24103909307826313;0.28585482000149565;0.25552162383847904;0.32346713702586294;0.46569821475037426;0.6635263311069084;0.0;0.0;0.0;0.3888838614341074;0.40357087635875105;0.3650544963593285;0.0;0.43394597951821123;0.0;0.0;0.0;0.4830049417373818;0.21662823893002933;0.0;0.0;0.523370365231806;0.27637085114017274;0.2735982227133106;0.2775488550642691;0.09363432558771108;0.2638283952775804;0.0;0.1753131455012626;0.27560794256774285;0.0;0.3115588394017185;0.2991236112560662;0.0;0.0;0.15337605949817018;0.24356442656497362;0.49943685948520355;0.0;0.0;0.0;0.0;0.0;0.2769343284785695;0.2647782945174241;0.0;0.1440209191654325;0.2878077634624133;0.0;0.0;0.2923960860221041;0.0;0.4115669952187298;0.0;0.0;0.2591788349775787;0.0;0.0;0.49033487974937157;0.5166163279092576;0.7778977750449482;0.0;0.0;0.2621785431306636
GO:0035556;0.2976877445226369;0.27233434937494994;0.25817406293726675;0.0;0.2583179895645763;0.4580800948929951;0.3393721371374106;0.2778001344134367;1.0;0.32631099585319084;0.38409559479602007;0.0;0.35695233324127146;0.5570128484181279;0.4389558793303191;0.2015820798948359;0.3084485789697571;0.44797596537816553;0.36333454292990014;0.40521330116662746;0.40759153413893934;0.24451892566169234;0.8645037415621275;0.6216162055009923;0.0;0.5618378160601971;0.33870554827475424;0.0;0.3475540986363498;0.30545436249133057;0.0;0.45835328626499894;0.20124999705772179;0.7621114427621318;0.34192230923073075;0.2994079394428602;0.15692150854991005;0.3460778767143096;0.20464691539282184;0.5345059006286909;0.6167786598106769;0.0;0.28270206078987065;0.1463320144507278;0.0;0.0;0.15834623913670723;0.18607370250591726;0.416408994763478;0.47442861635731676;0.17787140702089296;0.20758967862027203;0.31351509961912416;0.22645337451105096;0.0;0.3284408480197175;0.3245324262368632;0.1955938055201807;0.2353604856582581;0.31087719537598874;0.3187829966007388;0.19491503682796166;0.32736394513478617;0.0;0.3793586003264844;0.3610810649238843;0.4417918822144749;0.0;0.45820194960877725;0.28312157477005606;0.18456328332944555;0.44207941530110634;0.29176412083412623;0.281926950621956;0.0;0.0;0.3292369581864645;0.3121969437518332;0.444984789011585;0.47506565066420575;0.0;0.3926539897050373;0.4790183187073008;0.3513234223758512;0.20599914116603976;0.1494799627141214;0.431774682583106;0.37374659539131333;0.829481461513031;0.580751190269577;0.5568114153088668;0.24945696992379066;0.19160963009847912;0.2448767996367306;0.3624016937564364;0.0;0.30858898667834805
GO:1902042;0.16204226577953035;0.11943158713017074;0.0;0.0;0.0;0.25478833925094757;0.22724328036709396;0.0;0.32631099585319084;1.0;0.2731301225639714;0.0;0.0;0.3077639900427116;0.2964255660531222;0.21260933955325406;0.0;0.2509101975657007;0.0;0.4314765228888456;0.6885038933461521;0.18038769770727453;0.3193469459742441;0.4314057854705565;0.0;0.30923129188732595;0.0;0.0;0.0;0.12869973833976597;0.0;0.254892447409786;0.0;0.29790630309687754;0.0;0.0;0.0;0.13912001105157024;0.0;0.5089448209686144;0.3251736978204238;0.0;0.12241321548896159;0.0;0.0;0.0;0.0;0.3403386295419679;0.25937394181667367;0.24897865666549476;0.0;0.1594604498541027;0.29370099784157394;0.25236783741207797;0.0;0.0;0.0;0.09474336300929305;0.340101864896356;0.0;0.19819483969405524;0.0;0.0;0.0;0.0;0.0;0.2974645935169724;0.0;0.25483478064833276;0.0;0.0;0.2954932936505337;0.16027102362670845;0.23668094259865072;0.0;0.0;0.0;0.0;0.2701811736684609;0.24297679003949554;0.0;0.22444767595609186;0.28236183255354974;0.0;0.3418714571726602;0.0;0.26525374233222604;0.24215643416021895;0.31228382694492884;0.5328193178168159;0.3572557211863843;0.0;0.0;0.0;0.23734244948090477;0.0;0.0
