;GO:0016525;GO:0036498;GO:0007252;GO:0033540;GO:1903400;GO:0007256;GO:0045765;GO:0007257;GO:0008344;GO:1903401;GO:0007254;GO:0051092;GO:0000188;GO:0030821;GO:0033539;GO:0050432;GO:0045893;GO:0071499;GO:2000352;GO:0034063;GO:0036003;GO:0007264;GO:1905832;GO:0042147;GO:0006611;GO:0060236;GO:0006844;GO:0006606;GO:0006020;GO:0043123;GO:0038096;GO:0045667;GO:0002576;GO:0000165;GO:0002456;GO:0031338;GO:0045670;GO:2000377;GO:2001240;GO:0018916;GO:0008211;GO:0007249;GO:0070294;GO:0023035;GO:0005978;GO:2000820;GO:0010884;GO:0007051;GO:0007052;GO:0051293;GO:0007179;GO:0006886;GO:0006887;GO:0043547;GO:0045053;GO:0002710;GO:0016571;GO:0016573;GO:0051965;GO:0032480;GO:0031032;GO:0043312;GO:0048208;GO:0007616;GO:0071560;GO:0006888;GO:1990575;GO:0006405;GO:0032355;GO:0036035;GO:0035067;GO:0090630;GO:1902533;GO:1900114;GO:1901687;GO:0006623;GO:0050774;GO:0000086;GO:0001964;GO:0000082;GO:0070945;GO:0035176;GO:0007281;GO:0051085;GO:0048469;GO:0046604;GO:0051081;GO:0006511;GO:0006625;GO:0097711;GO:0045087;GO:0006749;GO:0097039;GO:0006508;GO:0070377;GO:0071345;GO:0031122;GO:0019933;GO:0060761;GO:0120117;GO:0015031;GO:0002087;GO:0051247;GO:0001666;GO:0032048;GO:0050714;GO:0019886;GO:0035556;GO:0050728;GO:0045819;GO:0051260;GO:0090063;GO:0008630;GO:0009967;GO:0006576;GO:0006334;GO:0098586;GO:0031627;GO:0007416;GO:0046470;GO:0034454;GO:0010389;GO:0035666;GO:0031061;GO:0043407;GO:1902176;GO:0008284;GO:0006541;GO:0042551;GO:0051151;GO:1903028;GO:0045944;GO:0043401;GO:0043525;GO:0043524;GO:0033599;GO:0032388;GO:0032700;GO:0050852;GO:0050731;GO:0050732;GO:0016358;GO:0030522;GO:0043537;GO:1903955;GO:0001662;GO:0050860;GO:0001779;GO:0010803;GO:0050868;GO:0070458;GO:0089709;GO:0006366;GO:0006487;GO:0046777;GO:0008542;GO:0042178;GO:0006122;GO:0006367;GO:0072382;GO:0043030;GO:0070885;GO:0060291;GO:0010970;GO:0032402;GO:0010971;GO:0090263;GO:1905515;GO:0038061;GO:1904668;GO:0006259;GO:0033962;GO:0018105;GO:0018107;GO:1905643;GO:0090235;GO:1900078;GO:0006342;GO:0006468;GO:0000122;GO:0043171;GO:0051344;GO:0070301;GO:0035335;GO:0006351;GO:0007565;GO:0000132;GO:0052567;GO:0006349;GO:0043066;GO:0046330;GO:0006909;GO:0034115;GO:0032733;GO:0048194
GO:0016525;1.0;0.28732647518258375;0.0;0.0;0.0;0.32961776853751273;0.8714280885539538;0.32961776853751273;0.0;0.0;0.28732647518258375;0.30415614016750064;0.3377631208406028;0.2986858488845821;0.0;0.0;0.375525138180199;0.0;0.2986858488845821;0.0;0.30385027725121455;0.3530781350393976;0.25452279955392026;0.0;0.0;0.3205005333019393;0.0;0.0;0.0;0.28119718745471345;0.28732647518258375;0.4575496007380903;0.0;0.35140298299948763;0.0;0.3561171054391236;0.4292521304659853;0.3722219382632715;0.32818585622671465;0.0;0.2886493477840978;0.28732647518258375;0.0;0.28732647518258375;0.0;0.34550079306210985;0.31400086308337694;0.0;0.0;0.0;0.3476601930532108;0.0;0.0;0.25239047226412975;0.2823757514567406;0.3730308353040734;0.0;0.0;0.4488821868314977;0.5091255834176868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33314140570377265;0.22276952126641641;0.3813348889960795;0.19491656936359608;0.0;0.0;0.46485496737677645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.240511531005056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31269711743344636;0.0;0.0;0.3455475503624783;0.44126088168657723;0.0;0.0;0.35865978680923843;0.40921749004194563;0.0;0.0;0.3583324002635721;0.0;0.4088226628516202;0.42725898571320015;0.25452279955392026;0.0;0.2573411959899729;0.30415614016750064;0.42699936577217784;0.0;0.0;0.0;0.23556080727921286;0.0;0.0;0.0;0.3202744594107341;0.30415614016750064;0.3481717236249806;0.35994396026543335;0.3618451861965485;0.39763800967018964;0.0;0.0;0.49527214522384655;0.27001153834718855;0.35396816189306474;0.3496036359357787;0.29360007150994094;0.381534632028301;0.4885012554666986;0.38549206001484365;0.4922959184327699;0.28732647518258375;0.28106902079384594;0.34917484383933284;0.0;0.3736505899705914;0.45280501645843635;0.28684120333210544;0.0;0.36233045804702674;0.0;0.29668592624798173;0.418351661603707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3308305280682939;0.2986858488845821;0.27001153834718855;0.0;0.0;0.2671859189058492;0.2980268524396304;0.0;0.28732647518258375;0.22772024499225957;0.0;0.0;0.0;0.0;0.25452279955392026;0.3308305280682939;0.3264037471386044;0.40140773000304747;0.0;0.41086270226570626;0.0;0.23556080727921286;0.0;0.0;0.0;0.0;0.0;0.0;0.29668592624798173;0.4371702804015057;0.2795888029610767;0.0;0.46551646189205714;0.3853341747100316;0.0
GO:0036498;0.28732647518258375;1.0;0.3855773354389354;0.24138851853875337;0.0;0.40073563809933477;0.3336309194488894;0.40073563809933477;0.0;0.0;0.5603996696220448;0.293006542549582;0.24880914897764567;0.22374314557048924;0.24138851853875337;0.3966348178855928;0.36023422299003627;0.5349380412520326;0.22374314557048924;0.3855773354389354;0.5614347328974072;0.5842886583967981;0.25654682119915273;0.0;0.0;0.32666587251941587;0.0;0.0;0.3441416964251768;0.2659062722645507;0.5185369985399844;0.34234216743979184;0.28367981189368235;0.5826135063568882;0.42146873710373417;0.3676287448106216;0.30005087408486286;0.38373357763476945;0.23923188436375753;0.3371567543561361;0.34330002849736385;0.5185369985399844;0.0;0.5185369985399844;0.24138851853875337;0.40073563809933477;0.3090453136063189;0.46373187935097676;0.42908138832464554;0.4328241782709224;0.5788707164106113;0.0;0.4258673669257372;0.2519585736096705;0.3855773354389354;0.2676096745925603;0.46468416117704725;0.4627407182944793;0.4442396909850449;0.2905686273053475;0.3806608072418462;0.3855773354389354;0.3855773354389354;0.0;0.4360806567024458;0.0;0.0;0.0;0.4047672387796846;0.3855773354389354;0.256978719853612;0.2178139717893584;0.36787017184804366;0.1851737485278404;0.30050947687859925;0.0;0.41756530308425166;0.3855773354389354;0.4207412494234312;0.3855773354389354;0.5357523360678815;0.0;0.41923666540876925;0.31048236645534294;0.4617073676978904;0.23923188436375753;0.42908138832464554;0.45132899529574927;0.4122517233397286;0.3855773354389354;0.5734842064153322;0.3495596384113636;0.19457357436122563;0.0;0.22374314557048924;0.5178388493535361;0.35772920928732993;0.5767580737198789;0.33583972097506415;0.3855773354389354;0.0;0.28237092570552574;0.37928558404535384;0.5829991788998685;0.26806290643954656;0.3644977394810487;0.0;0.6400331862090207;0.32183782500168706;0.25654682119915273;0.4122517233397286;0.2560615493486744;0.5772293346069617;0.4158497681542592;0.3894610255325874;0.41923666540876925;0.41704195617404477;0.24138851853875337;0.4246546073949561;0.3459569726468773;0.2610185749042658;0.3222984810559666;0.5353666635249013;0.27200903777481994;0.27098998840247623;0.29020615116898657;0.4091496490416876;0.2996095937186479;0.4024070004238523;0.3037936640311397;0.25654682119915273;0.33719977645849797;0.5808141592931793;0.2956240931551734;0.3098955970007391;0.309836207534499;0.35787527354836907;0.2737389623204306;0.5185369985399844;0.2770919213720756;0.27423214052524;0.42908138832464554;0.604861113327992;0.2560615493486744;0.2733764861840696;0.4606573670842891;0.2733764861840696;0.4024070004238523;0.2832212090999459;0.3293976897407499;0.3855773354389354;0.0;0.48458024718554527;0.43606633039368614;0.297295455479691;0.38793757379476773;0.4894151061952725;0.3855773354389354;0.3855773354389354;0.3855773354389354;0.31968093045037527;0.209731877021625;0.25654682119915273;0.4824301641262319;0.0;0.2659062722645507;0.28273593724946766;0.3855773354389354;0.5185369985399844;0.23923188436375753;0.44848010500502705;0.3855773354389354;0.30714017839556723;0.2996095937186479;0.23923188436375753;0.34234216743979184;0.3379153865101024;0.4566425750402724;0.3683083527994698;0.32190873040274914;0.3806608072418462;0.2351289086247536;0.48530470063845227;0.26806290643954656;0.4928671133341394;0.0;0.4024070004238523;0.5065365956640704;0.28769296280505896;0.36553124537394377;0.2783091563197782;0.0;0.25654682119915273;0.26675402025138994;0.4122517233397286
GO:0007252;0.0;0.3855773354389354;1.0;0.28972436474014246;0.0;0.0;0.0;0.0;0.0;0.0;0.6239166904740148;0.0;0.0;0.0;0.28972436474014246;0.3966348178855928;0.0;0.30050947687859925;0.0;0.3855773354389354;0.33714860716322076;0.45132899529574927;0.0;0.0;0.0;0.0;0.0;0.0;0.39247754262656587;0.0;0.3855773354389354;0.0;0.28367981189368235;0.6879931982909187;0.0;0.0;0.0;0.0;0.0;0.38873195000785554;0.3978954846127527;0.3855773354389354;0.0;0.3855773354389354;0.3325022352200506;0.0;0.0;0.46373187935097676;0.42908138832464554;0.4328241782709224;0.44591105330956243;0.0;0.4258673669257372;0.0;0.3855773354389354;0.0;0.5870087406542586;0.5850652977716907;0.0;0.0;0.3806608072418462;0.3855773354389354;0.3855773354389354;0.0;0.28367981189368235;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.0;0.0;0.0;0.3677115975856269;0.0;0.0;0.3855773354389354;0.0;0.3855773354389354;0.0;0.0;0.41923666540876925;0.31048236645534294;0.4617073676978904;0.0;0.42908138832464554;0.5614318262526623;0.4122517233397286;0.3855773354389354;0.0;0.41676175911839125;0.36371309801596474;0.505838111504035;0.0;0.36543800454477265;0.35772920928732993;0.44379841061882996;0.0;0.3855773354389354;0.0;0.0;0.0;0.0;0.39861198007957976;0.0;0.0;0.5070735231079719;0.0;0.0;0.4122517233397286;0.0;0.4024070004238523;0.0;0.456663146239615;0.41923666540876925;0.0;0.3325022352200506;0.4246546073949561;0.4765060462869105;0.2610185749042658;0.0;0.4024070004238523;0.0;0.0;0.0;0.0;0.36681171442567556;0.4024070004238523;0.0;0.0;0.0;0.44785449619213036;0.0;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.0;0.42908138832464554;0.4719014502269431;0.0;0.0;0.0;0.0;0.4024070004238523;0.0;0.0;0.3855773354389354;0.0;0.5756939638668426;0.5583909098708975;0.6798236274149525;0.0;0.5225286900687458;0.4186909193124087;0.4610706713493598;0.3855773354389354;0.0;0.0;0.0;0.4824301641262319;0.0;0.0;0.0;0.3855773354389354;0.3855773354389354;0.0;0.5395938216863243;0.3855773354389354;0.6896683503308287;0.6821377656539094;0.0;0.0;0.0;0.44148427237987303;0.790812698559543;0.0;0.44786292794887383;0.0;0.28367981189368235;0.46770582799616933;0.5839808300154367;0.0;0.4024070004238523;0.0;0.3392681584567784;0.0;0.0;0.0;0.0;0.0;0.4122517233397286
GO:0033540;0.0;0.24138851853875337;0.28972436474014246;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28972436474014246;0.0;0.0;0.0;0.7440025606004488;0.27742235750494454;0.0;0.21140323934614252;0.0;0.22407358170335817;0.25791232060738417;0.30714017839556723;0.0;0.0;0.0;0.0;0.0;0.0;0.3518052494149829;0.0;0.24138851853875337;0.0;0.19457357436122563;0.35380087255704634;0.0;0.0;0.0;0.0;0.0;0.28386155347762465;0.4181205713071769;0.24138851853875337;0.0;0.24138851853875337;0.4290470224554287;0.0;0.0;0.3195430624507947;0.2848925714244635;0.28863536137074036;0.3017222364093804;0.0;0.3066549065450889;0.0;0.22407358170335817;0.0;0.3688311904782543;0.3668877475956864;0.0;0.0;0.27876328369659314;0.22407358170335817;0.24138851853875337;0.0;0.1817822883484292;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.27401683056174836;0.0;0.0;0.24138851853875337;0.0;0.24138851853875337;0.0;0.0;0.2750478485085872;0.20858484291008988;0.31751855079770835;0.0;0.2848925714244635;0.45957603897850197;0.25074796960415136;0.24138851853875337;0.0;0.31357937436824734;0.2074568975604018;0.3844648965581869;0.0;0.27633176701231593;0.2558316857420769;0.2996095937186479;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.3960357056830067;0.0;0.0;0.36288470620778984;0.0;0.0;0.25074796960415136;0.0;0.25821818352367026;0.0;0.3629683792157365;0.2750478485085872;0.0;0.256920689111479;0.26315085365937885;0.4489534153708037;0.1817822883484292;0.0;0.25821818352367026;0.0;0.0;0.0;0.0;0.3818677239043584;0.25821818352367026;0.0;0.0;0.0;0.3036656792919483;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.2848925714244635;0.32771263332676104;0.0;0.0;0.0;0.0;0.24090324668827506;0.0;0.0;0.24138851853875337;0.0;0.3887272764867523;0.3598434160604056;0.29881635750355234;0.0;0.4976621498780252;0.4886532526457529;0.30935442110565486;0.22407358170335817;0.0;0.0;0.0;0.32092641039065467;0.0;0.0;0.0;0.22407358170335817;0.24138851853875337;0.0;0.42772210328982657;0.22407358170335817;0.3086610804194286;0.3011304957425093;0.0;0.0;0.0;0.297295455479691;0.36421046700668297;0.0;0.46400281990819137;0.0;0.19457357436122563;0.2695838084634079;0.39701414263534646;0.0;0.25821818352367026;0.0;0.28359507701227216;0.0;0.0;0.0;0.0;0.0;0.25074796960415136
GO:1903400;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.7301475347914874;0.0;0.0;0.0;0.0;0.0;0.5370855264158356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5534251793615246;0.6211088803510367;0.0;0.5166756346745514;0.585506107498635;0.0;0.0;0.0;0.0;0.37557703249150864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49401439768513483;0.0;0.0;0.0;0.0;0.0;0.0;0.5642149492517969;0.0;0.6704015705793227;0.5004496506881684;0.0;0.5057576836998514;0.0;0.0;0.0;0.0;0.0;0.0;0.5197658493916907;0.0;0.0;0.0;0.5197658493916907;0.6866434819057774;0.6315683215236962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5979089915538625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.585506107498635;0.5057576836998514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5871067677166035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.725720753861798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5197658493916907;0.0;0.0;0.0;0.6166186780789872;0.5197658493916907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5337977714047268;0.0;0.0;0.0;0.0;0.412036753841938;0.0;0.0;0.0
GO:0007256;0.32961776853751273;0.40073563809933477;0.0;0.0;0.0;1.0;0.38309471099996656;0.7711775863247551;0.0;0.0;0.40073563809933477;0.4966085164740484;0.6073793448260212;0.39785776388126376;0.0;0.0;0.5211699706551538;0.0;0.25654682119915273;0.0;0.4393526710869224;0.4664872979561486;0.35884696589976284;0.0;0.0;0.37612966407049303;0.0;0.0;0.0;0.5179651723327645;0.512161358068099;0.4019483976301159;0.0;0.46481214591623865;0.0;0.42723497500094565;0.34234216743979184;0.4931426385609508;0.3784473281996001;0.0;0.34330002849736385;0.40073563809933477;0.0;0.40073563809933477;0.0;0.46693362949356865;0.39275652413246265;0.0;0.0;0.0;0.4610693559699618;0.0;0.0;0.4686315686952005;0.37931772552493564;0.3774205542553593;0.0;0.0;0.504248542330726;0.3328599206602765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43162238926991603;0.4321718473447712;0.6252753720702788;0.4188383839997434;0.0;0.0;0.41756530308425166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33618572891034626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5159316622365334;0.0;0.0;0.4589567132792293;0.46231071656027684;0.0;0.0;0.28237092570552574;0.5973927710244127;0.0;0.0;0.473970382377807;0.0;0.5222318257683712;0.49092163086982143;0.4228288690182916;0.0;0.35301539389526315;0.41756530308425166;0.6237283866912362;0.0;0.0;0.0;0.254758964990266;0.0;0.0;0.0;0.3645897744108956;0.5289910230530159;0.446652707191124;0.6423514702636481;0.5007940943730846;0.5287647305776928;0.0;0.0;0.3460849573860687;0.35884696589976284;0.49399420655137133;0.4630127988525297;0.3979242378557835;0.3521868903556681;0.35929999908557614;0.46424772106392936;0.3160302556753596;0.512161358068099;0.5816021512380325;0.4926256688641097;0.0;0.48705975288734243;0.293006542549582;0.37567663088467973;0.0;0.41793823017393356;0.0;0.42778295308980985;0.3663426829416575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36914472200145243;0.40166223334478973;0.4461403608165402;0.0;0.0;0.36286011681113944;0.47809575743627514;0.0;0.40073563809933477;0.4815155655728641;0.0;0.0;0.0;0.0;0.400167632028875;0.4019483976301159;0.5089473366691908;0.5228405664345063;0.0;0.4209103974256465;0.0;0.4011641657054443;0.0;0.0;0.0;0.0;0.0;0.0;0.3917104938491088;0.40782253872887275;0.7994189743084021;0.0;0.2988381145540817;0.36595396957080206;0.0
GO:0045765;0.8714280885539538;0.3336309194488894;0.0;0.0;0.0;0.38309471099996656;1.0;0.38309471099996656;0.0;0.0;0.3336309194488894;0.3504605844338063;0.30626319086186987;0.26718591890584925;0.0;0.0;0.4176882648742605;0.0;0.26718591890584925;0.0;0.34331595116480423;0.39938257930570326;0.2966859262479818;0.0;0.0;0.36448985803812767;0.0;0.0;0.0;0.3233603141487749;0.3336309194488894;0.5110265432005441;0.0;0.3977074272657933;0.0;0.4024215497054292;0.4755565747322909;0.41852638252957713;0.2966859262479818;0.0;0.33081247447815926;0.3336309194488894;0.0;0.3336309194488894;0.0;0.3336309194488894;0.3603053073496825;0.0;0.0;0.0;0.3939646373195164;0.0;0.0;0.29307612871378724;0.32868019572304624;0.34153090532534053;0.0;0.0;0.4982178117217075;0.45545322603029476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3016414757250398;0.2622351951800061;0.42532421373226786;0.23173339590363634;0.0;0.0;0.5090205147777673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2811971874547135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2811971874547135;0.0;0.0;0.3918519946287839;0.4097609517078444;0.0;0.0;0.4049642310755441;0.453206814778134;0.0;0.0;0.40232172499976054;0.0;0.45512710711792587;0.3957590557344673;0.2966859262479818;0.0;0.2980268524396304;0.3504605844338063;0.47330381003848343;0.0;0.0;0.0;0.27624646372887035;0.0;0.0;0.0;0.36243758610479565;0.3504605844338063;0.3166717936462477;0.3284440302867005;0.3303452562178156;0.4439424539364953;0.0;0.0;0.46530554159574383;0.314000863083377;0.39465381834272223;0.3959080802020843;0.3357631982040024;0.35003470204956816;0.5479793189961553;0.43179650428114924;0.43862356104537786;0.3336309194488894;0.3205346947074356;0.31767491386059993;0.0;0.419955034236897;0.40216383969494857;0.3308305280682939;0.0;0.3308305280682939;0.0;0.3406752509841701;0.38685173162497416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37713497233459947;0.26718591890584925;0.314000863083377;0.0;0.0;0.30787157535550663;0.34018997913369187;0.0;0.3336309194488894;0.26718591890584925;0.0;0.0;0.0;0.0;0.2966859262479818;0.37713497233459947;0.37270819140491;0.38953785638982696;0.0;0.37936277228697335;0.0;0.27624646372887035;0.0;0.0;0.0;0.0;0.0;0.0;0.3406752509841701;0.40567035042277283;0.3202744594107341;0.0;0.518993404354511;0.4316386189763372;0.0
GO:0007257;0.32961776853751273;0.40073563809933477;0.0;0.0;0.0;0.7711775863247551;0.38309471099996656;1.0;0.0;0.0;0.40073563809933477;0.4966085164740484;0.6073793448260212;0.39785776388126376;0.0;0.0;0.5211699706551538;0.0;0.25654682119915273;0.0;0.4393526710869224;0.4664872979561486;0.35884696589976284;0.0;0.0;0.37612966407049303;0.0;0.0;0.0;0.5179651723327645;0.512161358068099;0.4019483976301159;0.0;0.46481214591623865;0.0;0.42723497500094565;0.34234216743979184;0.4931426385609508;0.3784473281996001;0.0;0.34330002849736385;0.40073563809933477;0.0;0.40073563809933477;0.0;0.46693362949356865;0.39275652413246265;0.0;0.0;0.0;0.4610693559699618;0.0;0.0;0.4686315686952005;0.37931772552493564;0.3774205542553593;0.0;0.0;0.504248542330726;0.3328599206602765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43162238926991603;0.4321718473447712;0.6252753720702788;0.4188383839997434;0.0;0.0;0.41756530308425166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33618572891034626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5159316622365334;0.0;0.0;0.4589567132792293;0.46231071656027684;0.0;0.0;0.28237092570552574;0.5973927710244127;0.0;0.0;0.473970382377807;0.0;0.5222318257683712;0.49092163086982143;0.4228288690182916;0.0;0.35301539389526315;0.41756530308425166;0.6237283866912362;0.0;0.0;0.0;0.254758964990266;0.0;0.0;0.0;0.3645897744108956;0.5289910230530159;0.446652707191124;0.6423514702636481;0.5007940943730846;0.5287647305776928;0.0;0.0;0.3460849573860687;0.35884696589976284;0.49399420655137133;0.4630127988525297;0.3979242378557835;0.3521868903556681;0.35929999908557614;0.46424772106392936;0.3160302556753596;0.512161358068099;0.5816021512380325;0.4926256688641097;0.0;0.48705975288734243;0.293006542549582;0.37567663088467973;0.0;0.41793823017393356;0.0;0.42778295308980985;0.3663426829416575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36914472200145243;0.40166223334478973;0.4461403608165402;0.0;0.0;0.36286011681113944;0.47809575743627514;0.0;0.40073563809933477;0.4815155655728641;0.0;0.0;0.0;0.0;0.400167632028875;0.4019483976301159;0.5089473366691908;0.5228405664345063;0.0;0.4209103974256465;0.0;0.4011641657054443;0.0;0.0;0.0;0.0;0.0;0.0;0.3917104938491088;0.40782253872887275;0.7994189743084021;0.0;0.2988381145540817;0.36595396957080206;0.0
GO:0008344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4346462108000137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5139818715908804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41781654581509675;0.0;0.0;0.540784426152541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44047778280451333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.540784426152541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.540784426152541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4672803373661739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1903401;0.0;0.0;0.0;0.0;0.7301475347914874;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5415123073455251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.557851960291214;0.6255356612807261;0.0;0.5211024156042408;0.5899328884283244;0.0;0.0;0.0;0.0;0.3800038134211981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49844117861482423;0.0;0.0;0.0;0.0;0.0;0.0;0.5686417301814863;0.0;0.6748283515090121;0.5048764316178578;0.0;0.5101844646295408;0.0;0.0;0.0;0.0;0.0;0.0;0.5241926303213802;0.0;0.0;0.0;0.5241926303213802;0.6910702628354668;0.6359951024533858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6023357724835519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5899328884283244;0.5101844646295408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5915335486462929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7301475347914874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5241926303213802;0.0;0.0;0.0;0.6210454590086767;0.5241926303213802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5382245523344162;0.0;0.0;0.0;0.0;0.4164635347716274;0.0;0.0;0.0
