;GO:0060333;GO:0043312;GO:0042102;GO:2001190;GO:0002399;GO:0002503;GO:0045089;GO:0045087;GO:0032729;GO:0016045;GO:0001916;GO:0071346;GO:0019886;GO:0050852
GO:0060333;1.0;0.8;0.3660149997115376;0.43852901558847923;0.8;0.8;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.8;0.0;0.8
GO:0043312;0.8;1.0;0.0;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.5356143810225276;0.8
GO:0042102;0.3660149997115376;0.0;1.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.4;0.0;0.4;0.0;0.0;0.3660149997115376
GO:2001190;0.43852901558847923;0.0;0.8;1.0;0.0;0.0;0.8;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874
GO:0002399;0.8;0.8;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8
GO:0002503;0.8;0.8;0.0;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8
GO:0045089;0.43852901558847923;0.0;0.48300749985576874;0.8;0.0;0.0;1.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874
GO:0045087;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.43852901558847923;0.0;0.6830074998557688;0.48300749985576874;0.6000000000000001
GO:0032729;0.43852901558847923;0.0;0.4;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;1.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923
GO:0016045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;1.0;0.0;0.5356143810225276;0.0;0.0
GO:0001916;0.43852901558847923;0.0;0.4;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;1.0;0.0;0.0;0.43852901558847923
GO:0071346;0.8;0.8;0.0;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;1.0;0.0;0.8
GO:0019886;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;1.0;0.48300749985576874
GO:0050852;0.8;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.0;0.43852901558847923;0.8;0.48300749985576874;1.0
