;GO:0060333;GO:0043312;GO:0042102;GO:2001190;GO:0002399;GO:0002503;GO:0045089;GO:0045087;GO:0032729;GO:0016045;GO:0001916;GO:0071346;GO:0019886;GO:0050852
GO:0060333;1.0;0.18465616928305262;0.27781936441155897;0.28823845463676007;0.2846829329386007;0.2845322193672297;0.33157609346791594;0.0;0.40233774755221835;0.0;0.2358435205933508;0.26316291695682087;0.0;0.5473614080444908
GO:0043312;0.18465616928305262;1.0;0.0;0.0;0.18754623291287073;0.18748081078785936;0.0;0.16900290449442099;0.0;0.0;0.0;0.17795917825456908;0.1626429271302895;0.17794463623367932
GO:0042102;0.27781936441155897;0.0;1.0;0.7356665313531213;0.0;0.0;0.31801768939465436;0.0;0.2655727115615419;0.0;0.257682590305561;0.0;0.0;0.32450492540703607
GO:2001190;0.28823845463676007;0.0;0.7356665313531213;1.0;0.0;0.0;0.4980308890401508;0.0;0.27559206504783856;0.0;0.46337018074217534;0.0;0.0;0.47856719774383094
GO:0002399;0.2846829329386007;0.18754623291287073;0.0;0.0;1.0;0.8462131799288635;0.0;0.0;0.0;0.0;0.0;0.2690721160603811;0.0;0.18305811077648756
GO:0002503;0.2845322193672297;0.18748081078785936;0.0;0.0;0.8462131799288635;1.0;0.0;0.0;0.0;0.0;0.0;0.26893747438887977;0.0;0.18299578186629167
GO:0045089;0.33157609346791594;0.0;0.31801768939465436;0.4980308890401508;0.0;0.0;1.0;0.0;0.41743757245549656;0.0;0.5310126065137816;0.0;0.0;0.5752905938027376
GO:0045087;0.0;0.16900290449442099;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.269611180160206;0.0;0.2678286660252342;0.3181192238819049;0.16452043319166276
GO:0032729;0.40233774755221835;0.0;0.2655727115615419;0.27559206504783856;0.0;0.0;0.41743757245549656;0.0;1.0;0.0;0.2961407444965276;0.0;0.0;0.3242380587863848
GO:0016045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.269611180160206;0.0;1.0;0.0;0.21402189032791014;0.0;0.0
GO:0001916;0.2358435205933508;0.0;0.257682590305561;0.46337018074217534;0.0;0.0;0.5310126065137816;0.0;0.2961407444965276;0.0;1.0;0.0;0.0;0.4495856022554296
GO:0071346;0.26316291695682087;0.17795917825456908;0.0;0.0;0.2690721160603811;0.26893747438887977;0.0;0.2678286660252342;0.0;0.21402189032791014;0.0;1.0;0.0;0.17391322968661457
GO:0019886;0.0;0.1626429271302895;0.0;0.0;0.0;0.0;0.0;0.3181192238819049;0.0;0.0;0.0;0.0;1.0;0.15848733188222766
GO:0050852;0.5473614080444908;0.17794463623367932;0.32450492540703607;0.47856719774383094;0.18305811077648756;0.18299578186629167;0.5752905938027376;0.16452043319166276;0.3242380587863848;0.0;0.4495856022554296;0.17391322968661457;0.15848733188222766;1.0
