;GO:0060333;GO:0043312;GO:0042102;GO:2001190;GO:0002399;GO:0002503;GO:0045089;GO:0045087;GO:0032729;GO:0016045;GO:0001916;GO:0071346;GO:0019886;GO:0050852
GO:0060333;1.0;0.02535564089323761;0.014096404968237644;0.019244849988568215;0.0738188246198382;0.0738188246198382;0.02569850411823463;0.0;0.06845703713218734;0.0;0.01223054685020104;0.04124057718599388;0.0;0.10559224970495792
GO:0043312;0.02535564089323761;1.0;0.0;0.0;0.02535564089323761;0.02535564089323761;0.0;0.02535564089323761;0.0;0.0;0.0;0.02535564089323761;0.02535564089323761;0.015345541423299216
GO:0042102;0.014096404968237644;0.0;1.0;0.38251553400584715;0.0;0.0;0.040024817486099915;0.0;0.014096404968237644;0.0;0.040024817486099915;0.0;0.0;0.040024817486099915
GO:2001190;0.019244849988568215;0.0;0.38251553400584715;1.0;0.0;0.0;0.18947541075975183;0.0;0.019244849988568215;0.0;0.18947541075975183;0.0;0.0;0.18947541075975183
GO:0002399;0.0738188246198382;0.02535564089323761;0.0;0.0;1.0;0.8861585110460382;0.0;0.0;0.0;0.0;0.0;0.04124057718599388;0.0;0.015345541423299216
GO:0002503;0.0738188246198382;0.02535564089323761;0.0;0.0;0.8861585110460382;1.0;0.0;0.0;0.0;0.0;0.0;0.04124057718599388;0.0;0.015345541423299216
GO:0045089;0.02569850411823463;0.0;0.040024817486099915;0.18947541075975183;0.0;0.0;1.0;0.0;0.045818715188530534;0.0;0.2146936825204797;0.0;0.0;0.35725977199785064
GO:0045087;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.03517682446372488;0.0;0.04124057718599388;0.07979355434688268;0.015345541423299216
GO:0032729;0.06845703713218734;0.0;0.014096404968237644;0.019244849988568215;0.0;0.0;0.045818715188530534;0.0;1.0;0.0;0.02180624756021156;0.0;0.0;0.03628655925051139
GO:0016045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03517682446372488;0.0;1.0;0.0;0.03517682446372488;0.0;0.0
GO:0001916;0.01223054685020104;0.0;0.040024817486099915;0.18947541075975183;0.0;0.0;0.2146936825204797;0.0;0.02180624756021156;0.0;1.0;0.0;0.0;0.2146936825204797
GO:0071346;0.04124057718599388;0.02535564089323761;0.0;0.0;0.04124057718599388;0.04124057718599388;0.0;0.04124057718599388;0.0;0.03517682446372488;0.0;1.0;0.0;0.015345541423299216
GO:0019886;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.07979355434688268;0.0;0.0;0.0;0.0;1.0;0.015345541423299216
GO:0050852;0.10559224970495792;0.015345541423299216;0.040024817486099915;0.18947541075975183;0.015345541423299216;0.015345541423299216;0.35725977199785064;0.015345541423299216;0.03628655925051139;0.0;0.2146936825204797;0.015345541423299216;0.015345541423299216;1.0
