;GO:0060333;GO:0043312;GO:0042102;GO:2001190;GO:0002399;GO:0002503;GO:0045089;GO:0045087;GO:0032729;GO:0016045;GO:0001916;GO:0071346;GO:0019886;GO:0050852
GO:0060333;1.0;0.3855773354389354;0.27965008251142687;0.25654682119915273;0.3855773354389354;0.3855773354389354;0.3548609594252226;0.0;0.26675402025138994;0.0;0.2737389623204306;0.3855773354389354;0.0;0.5552991675579886
GO:0043312;0.3855773354389354;1.0;0.0;0.0;0.3855773354389354;0.3855773354389354;0.0;0.5678281635645004;0.0;0.0;0.0;0.3855773354389354;0.4281987696717968;0.5300962932170499
GO:0042102;0.27965008251142687;0.0;1.0;0.7074394441999825;0.0;0.0;0.5887210972608858;0.0;0.36225467632141545;0.0;0.4706541069551861;0.0;0.0;0.42150603819208404
GO:2001190;0.25654682119915273;0.0;0.7074394441999825;1.0;0.0;0.0;0.6836250316854311;0.0;0.3432927325813855;0.0;0.5373737519694253;0.0;0.0;0.4442849440761356
GO:0002399;0.3855773354389354;0.3855773354389354;0.0;0.0;1.0;0.5807259789877097;0.0;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.3855773354389354
GO:0002503;0.3855773354389354;0.3855773354389354;0.0;0.0;0.5807259789877097;1.0;0.0;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.3855773354389354
GO:0045089;0.3548609594252226;0.0;0.5887210972608858;0.6836250316854311;0.0;0.0;1.0;0.0;0.45807405965601133;0.0;0.6153868381100118;0.0;0.0;0.5590662711507615
GO:0045087;0.0;0.5678281635645004;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.41569655456547466;0.0;0.5007644131258108;0.4855606963847598;0.535024487935837
GO:0032729;0.26675402025138994;0.0;0.36225467632141545;0.3432927325813855;0.0;0.0;0.45807405965601133;0.0;1.0;0.0;0.3769520625512193;0.0;0.0;0.3236626762158731
GO:0016045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41569655456547466;0.0;1.0;0.0;0.37796468421802404;0.0;0.0
GO:0001916;0.2737389623204306;0.0;0.4706541069551861;0.5373737519694253;0.0;0.0;0.6153868381100118;0.0;0.3769520625512193;0.0;1.0;0.0;0.0;0.45831421768045705
GO:0071346;0.3855773354389354;0.3855773354389354;0.0;0.0;0.3855773354389354;0.3855773354389354;0.0;0.5007644131258108;0.0;0.37796468421802404;0.0;1.0;0.0;0.3855773354389354
GO:0019886;0.0;0.4281987696717968;0.0;0.0;0.0;0.0;0.0;0.4855606963847598;0.0;0.0;0.0;0.0;1.0;0.40553753268238024
GO:0050852;0.5552991675579886;0.5300962932170499;0.42150603819208404;0.4442849440761356;0.3855773354389354;0.3855773354389354;0.5590662711507615;0.535024487935837;0.3236626762158731;0.0;0.45831421768045705;0.3855773354389354;0.40553753268238024;1.0
