;GO:0045087;GO:0002769;GO:0042267;GO:0050776
GO:0045087;1.0;0.0;0.7109857594852899;0.0
GO:0002769;0.0;1.0;0.0;0.6136569620800382
GO:0042267;0.7109857594852899;0.0;1.0;0.0
GO:0050776;0.0;0.6136569620800382;0.0;1.0
