;GO:0045087;GO:0002769;GO:0042267;GO:0050776
GO:0045087;1.0;0.0;0.5589471264765317;0.0
GO:0002769;0.0;1.0;0.0;0.17245454258366433
GO:0042267;0.5589471264765317;0.0;1.0;0.0
GO:0050776;0.0;0.17245454258366433;0.0;1.0
