;GO:0060124;GO:0060003;GO:0030073;GO:0006882;GO:0006366;GO:0022008;GO:0043267;GO:0043547;GO:0048715;GO:0006878;GO:0001821;GO:0071651;GO:0002878;GO:0070445;GO:0016055;GO:0010976;GO:0010656;GO:0051968;GO:0051205;GO:2000050;GO:0034260;GO:0015680;GO:0090263;GO:0043950;GO:0007189;GO:0008277;GO:0007218;GO:0045860;GO:0046034;GO:0010469;GO:0019433;GO:0032755;GO:0015677;GO:0008285;GO:0008284;GO:0045786;GO:0090274;GO:0008202;GO:0007595;GO:0045944;GO:0000122;GO:0045471;GO:0030326;GO:0032386;GO:0060253;GO:0060134;GO:0007565;GO:0021520;GO:0001541;GO:0001662;GO:0007204;GO:0002865;GO:0071385;GO:0097755;GO:0070374;GO:0050427;GO:0030036
GO:0060124;1.0;0.0;0.18578900565657866;0.16153472495886945;0.0;0.0;0.2925052610116533;0.15152947768994157;0.18772644125142568;0.16794226088657957;0.0;0.2445596347452466;0.1752912635717727;0.22833719660037843;0.262526596170342;0.2476439175945481;0.2336109108693682;0.4954794170880728;0.0;0.3577508224591266;0.19485337166788302;0.0;0.46488486677047147;0.464887655942184;0.23326822637108582;0.3666838620280406;0.26928724493907263;0.20817417511437364;0.0;0.35690416775051287;0.0;0.25654022541003946;0.0;0.26981063372078906;0.3754536263162154;0.2698082851255979;0.9331222629816381;0.0;0.20429626620977137;0.21826857128860983;0.1545733115623722;0.0;0.0;0.331533259470001;0.1875853908837875;0.2105231348951719;0.0;0.0;0.0;0.0;0.16157573895125504;0.15570213661543988;0.0;0.1903439353870739;0.3076833347779453;0.0;0.0
GO:0060003;0.0;1.0;0.2365456226179907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44509655504639134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2716820875904643;0.0;0.0;0.6498019982690348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7203454667430506;0.0;0.0;0.0;0.0;0.0;0.3620478433782837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030073;0.18578900565657866;0.2365456226179907;1.0;0.21631033850810383;0.10633079445914587;0.18177582919097834;0.15425805541853305;0.1622460370761373;0.11667536412839301;0.22538138370160582;0.3937681946871645;0.15437515255632206;0.1372962879829621;0.14349443222702404;0.2272529974618085;0.11031526850450728;0.14702099591601647;0.14355063680648802;0.3633006043286901;0.16236258395642988;0.15364440281625513;0.2530831705477404;0.13416837118156708;0.13416922323001051;0.20030525661426773;0.16671139279469638;0.23354187044093666;0.09202780489344993;0.09649253688372489;0.16195121029376797;0.12600698538023514;0.162473343471661;0.2737086002627479;0.1715061362037211;0.17150560273287965;0.1715045317041725;0.18578900565657866;0.0;0.44193892862798373;0.09667830196385614;0.09521489770976783;0.0;0.0;0.1764230054727527;0.11658324377932719;0.16689910966527027;0.0;0.17655092281920476;0.0;0.0;0.21636827573643888;0.12114296377453908;0.12334936751232516;0.2027775799501886;0.08707706567734588;0.09952158926493125;0.1713877803673054
GO:0006882;0.16153472495886945;0.0;0.21631033850810383;1.0;0.11508525902524679;0.20894806098148863;0.17339315032183464;0.18355104999891408;0.12730118371557633;0.8609806542677194;0.0;0.17354111407742934;0.15225068406310918;0.15991023571669494;0.25799084074098927;0.1197672895160268;0.16430218091722873;0.15998003863659968;0.0;0.1837002288201641;0.1726181953066353;0.0;0.14841379043344138;0.14841483302162697;0.22380853683508423;0.18928685001634513;0.2661264634347689;0.09851364570884073;0.10364742899303024;0.18317380033102687;0.13849140235213417;0.18384202595931978;0.0;0.19549225939952497;0.19549156627653552;0.1954901747222268;0.16153472495886945;0.0;0.2472787126959151;0.10386179489126378;0.10217473791514327;0.0;0.0;0.20190632308845743;0.12719152809370937;0.18952888595652456;0.0;0.20207388076729504;0.0;0.0;0.823231502472652;0.13263819259929127;0.13528777240048512;0.22712739104615742;0.0928619178517593;0.10715049626048163;0.19533849791213118
GO:0006366;0.0;0.0;0.10633079445914587;0.11508525902524679;1.0;0.16001084115038958;0.0;0.0;0.0;0.11947991039873095;0.0;0.0;0.0;0.0;0.14808534857979577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13226328454697858;0.0;0.15171813086675942;0.0;0.3915660661786895;0.0;0.2739034848654664;0.0;0.0;0.0;0.0;0.0;0.0;0.3148536094039215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1559482574592442;0.0;0.0;0.11511342860516663;0.0;0.11292609422604098;0.0;0.0;0.4030059917851727;0.15190603858169327
GO:0022008;0.0;0.0;0.18177582919097834;0.20894806098148863;0.16001084115038958;1.0;0.0;0.0;0.0;0.2239001756905698;0.0;0.0;0.0;0.0;0.350934977852296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2734223569584814;0.0;0.3720461974117501;0.0;0.13872590378999278;0.0;0.20915989636298554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3753743032377419;0.0;0.0;0.0;0.0;0.6750528217921197;0.3978631397400754;0.0;0.20904093716708172;0.0;0.20193790040558693;0.0;0.0;0.14507399090070103;0.37317819426169485
GO:0043267;0.2925052610116533;0.0;0.15425805541853305;0.17339315032183464;0.0;0.0;1.0;0.25063886700364607;0.2643055909733916;0.18356578661952638;0.0;0.31438888932556086;0.33088944114263363;0.2821854456953665;0.3532195020959357;0.19635702377832293;0.3653340238297047;0.28234610402833155;0.0;0.3395274985994549;0.39004559247587073;0.0;0.2562948055632035;0.2562971032988083;0.2917075624254533;0.35378997289631525;0.3687850006741294;0.1556663199260167;0.0;0.3381998899768054;0.0;0.33988557523061386;0.0;0.46234174111417015;0.37001141323769027;0.46233484485532395;0.2925052610116533;0.0;0.24913562178768572;0.16562561934435457;0.20300359091477382;0.0;0.0;0.5791093902268165;0.26402607737829886;0.4428514771789751;0.0;0.0;0.0;0.0;0.1734571029957805;0.27804366094590643;0.0;0.22225278948924881;0.1453369635886122;0.0;0.0
GO:0043547;0.15152947768994157;0.0;0.1622460370761373;0.18355104999891408;0.0;0.0;0.25063886700364607;1.0;0.16452915388682465;0.19498980109633596;0.0;0.2509481481464868;0.20873869232831996;0.22341016543225475;0.28476009586900347;0.15215862432622418;0.2320772455771548;0.22354643604526814;0.0;0.2727608693350779;0.5875997213244503;0.0;0.2015933123450078;0.2015952359576384;0.23150598920966006;0.28526187288931104;0.29850429737999035;0.2820626865494032;0.0;0.36751701203979903;0.0;0.2730736030910449;0.0;0.299593536182661;0.2995919083294895;0.29958864017467995;0.15152947768994157;0.0;0.2706570065061138;0.12737647670474317;0.12484832947709237;0.0;0.0;0.31492536132222704;0.16434603111222068;0.285811930386177;0.0;0.0;0.0;0.0;0.18362271679073253;0.17355475792892405;0.0;0.2392220760783537;0.11121935611106368;0.0;0.0
GO:0048715;0.18772644125142568;0.0;0.11667536412839301;0.12730118371557633;0.0;0.0;0.2643055909733916;0.16452915388682465;1.0;0.13270018992505106;0.0;0.26450890960133877;0.23489799014813637;0.625122980112344;0.28565334903623396;0.44353601321452835;0.3503158896831279;0.24573146393218737;0.0;0.2783874311228945;0.26324015841273857;0.0;0.22948436549706852;0.22948583977619896;0.25134979725256645;0.2859517701214584;0.29367579416145767;0.15683443868296199;0.0;0.27767218120952125;0.0;0.278580015939336;0.0;0.4095266696941278;0.29429746007789126;0.4095227813940429;0.18772644125142568;0.0;0.1638800495146124;0.16482592849871003;0.2258608298890827;0.0;0.0;0.24238347175995903;0.8488839690808544;0.2862784142720268;0.0;0.0;0.0;0.0;0.12733565179931278;0.20697218561966138;0.0;0.15180203223926572;0.1483340464315841;0.0;0.0
GO:0006878;0.16794226088657957;0.0;0.22538138370160582;0.8609806542677194;0.11947991039873095;0.2239001756905698;0.18356578661952638;0.19498980109633596;0.13270018992505106;1.0;0.0;0.1837316294471722;0.16003808319213444;0.1685230569358869;0.2745827364853492;0.12453419657889239;0.17340807259936433;0.16860058339174366;0.0;0.1951581612116406;0.18269746175449258;0.0;0.15580410623274443;0.15580525523858432;0.2361895390133512;0.20147540802417363;0.2838171718453993;0.10171619891985223;0.10719848077113554;0.19456412105336965;0.14490522117059987;0.19531820632522884;0.0;0.20852057659708728;0.20851978801137636;0.20851820480164207;0.16794226088657957;0.0;0.2626169196064858;0.10742780327047775;0.10562391616234976;0.0;0.0;0.21583403209845237;0.13258104014595523;0.201749640458671;0.0;0.21602551465005326;0.0;0.0;0.7684087765202627;0.13850982723192218;0.14140174010595896;0.240002485056061;0.09570225342592745;0.11095004038130213;0.20834564691385327
GO:0001821;0.0;0.44509655504639134;0.3937681946871645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29000234303406025;0.0;0.0;0.48816779551674616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5450136629854997;0.0;0.0;0.0;0.0;0.0;0.46468226047734396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
