;GO:1904674;GO:0008284;GO:0044255;GO:1904677;GO:0000038;GO:0046638;GO:0060644;GO:0050850;GO:0006637;GO:0046641;GO:0045893;GO:2000737;GO:0051965;GO:0038128;GO:0035556;GO:0050852;GO:0006351;GO:0050806;GO:0007169;GO:0038083;GO:0030217;GO:0001676;GO:0001558;GO:0045087;GO:0072678;GO:0033147;GO:0031146;GO:2000103
GO:1904674;1.0;0.6153846153846154;0.0;0.5333333333333333;0.0;0.5555555555555556;0.0;0.5;0.0;0.4444444444444444;0.4444444444444444;0.5714285714285714;0.6666666666666666;0.11764705882352941;0.15384615384615385;0.1111111111111111;0.0;0.5333333333333333;0.13333333333333333;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.375;0.0;0.7142857142857143
GO:0008284;0.6153846153846154;1.0;0.0;0.7142857142857143;0.0;0.5882352941176471;0.0;0.6666666666666666;0.0;0.7058823529411765;0.5882352941176471;0.6153846153846154;0.7142857142857143;0.125;0.6666666666666666;0.11764705882352941;0.0;0.7142857142857143;0.14285714285714285;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.5333333333333333;0.0;0.9230769230769231
GO:0044255;0.0;0.0;1.0;0.0;0.7142857142857143;0.0;0.18181818181818182;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.26666666666666666;0.36363636363636365;0.25;0.26666666666666666;0.0;0.3076923076923077;0.375;0.16666666666666666;0.7142857142857143;0.0;0.0;0.15384615384615385;0.0;0.375;0.0
GO:1904677;0.5333333333333333;0.7142857142857143;0.0;1.0;0.0;0.5263157894736842;0.0;0.5882352941176471;0.0;0.5263157894736842;0.5263157894736842;0.5333333333333333;0.625;0.1111111111111111;0.5714285714285714;0.10526315789473684;0.0;0.625;0.125;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.47058823529411764;0.0;0.6666666666666666
GO:0000038;0.0;0.0;0.7142857142857143;0.0;1.0;0.0;0.13333333333333333;0.0;0.4;0.0;0.0;0.0;0.0;0.21052631578947367;0.26666666666666666;0.2;0.21052631578947367;0.0;0.23529411764705882;0.3;0.125;0.8888888888888888;0.0;0.0;0.11764705882352941;0.0;0.3;0.0
GO:0046638;0.5555555555555556;0.5882352941176471;0.0;0.5263157894736842;0.0;1.0;0.0;0.4;0.0;0.9090909090909091;0.36363636363636365;0.5555555555555556;0.5263157894736842;0.09523809523809523;0.47058823529411764;0.09090909090909091;0.0;0.42105263157894735;0.42105263157894735;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.4;0.0;0.5555555555555556
GO:0060644;0.0;0.0;0.18181818181818182;0.0;0.13333333333333333;0.0;1.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.125;0.16666666666666666;0.11764705882352941;0.125;0.0;0.14285714285714285;0.11764705882352941;0.15384615384615385;0.13333333333333333;0.0;0.0;0.14285714285714285;0.0;0.11764705882352941;0.0
GO:0050850;0.5;0.6666666666666666;0.0;0.5882352941176471;0.0;0.4;0.0;1.0;0.0;0.4;0.4;0.5;0.47058823529411764;0.10526315789473684;0.5333333333333333;0.1;0.0;0.5882352941176471;0.11764705882352941;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.6666666666666666;0.0;0.5
GO:0006637;0.0;0.0;0.5454545454545454;0.0;0.4;0.0;0.16666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.25;0.3333333333333333;0.23529411764705882;0.375;0.0;0.2857142857142857;0.47058823529411764;0.15384615384615385;0.4;0.0;0.0;0.14285714285714285;0.0;0.35294117647058826;0.0
GO:0046641;0.4444444444444444;0.7058823529411765;0.0;0.5263157894736842;0.0;0.9090909090909091;0.0;0.4;0.0;1.0;0.36363636363636365;0.4444444444444444;0.42105263157894735;0.09523809523809523;0.47058823529411764;0.09090909090909091;0.0;0.42105263157894735;0.10526315789473684;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.4;0.0;0.6666666666666666
