;GO:0090179;GO:0032693;GO:1902950;GO:0090251;GO:0002322;GO:0002755;GO:0002316;GO:0043031;GO:0001942;GO:0051482;GO:0002638;GO:0072540;GO:0071219;GO:1905184;GO:0019886;GO:0032720;GO:0050710;GO:0043318;GO:0007186;GO:1902564;GO:0050729;GO:0045577;GO:0007266;GO:0006898;GO:0032956;GO:0002689;GO:0002922;GO:0002605;GO:0002924;GO:0030890;GO:0010469;GO:0031666;GO:0050766;GO:0050765;GO:0035025;GO:0038096;GO:0002300;GO:0030889;GO:0032740;GO:0050859;GO:0034163;GO:0034166;GO:0035690;GO:0050707;GO:1904646;GO:0007166;GO:0043410;GO:1905898;GO:1901216;GO:0002224;GO:0002622;GO:0009617;GO:0071222;GO:0002305;GO:0001811;GO:0045087;GO:0046330;GO:0016064;GO:0045088;GO:0001814;GO:2001199
GO:0090179;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365
GO:0032693;0.0;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.14285714285714285;0.3;0.0;0.0;0.14285714285714285;0.0;0.625;0.7142857142857143;0.2727272727272727;0.0;0.3333333333333333;0.2;0.2727272727272727;0.0;0.0;0.2222222222222222;0.3333333333333333;0.2;0.3333333333333333;0.3;0.16666666666666666;0.125;0.2222222222222222;0.2;0.3333333333333333;0.15384615384615385;0.0;0.0;0.2727272727272727;0.5;0.3333333333333333;0.2;0.0;0.0;0.5714285714285714;0.0;0.0;0.18181818181818182;0.2222222222222222;0.2;0.0;0.2222222222222222;0.0;0.0;0.0;0.23076923076923078;0.0;0.16666666666666666;0.0;0.2222222222222222;0.3333333333333333;0.4444444444444444
GO:1902950;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.3333333333333333;0.125;0.0;0.0;0.09090909090909091;0.0;0.125;0.14285714285714285;0.1111111111111111;0.0;0.14285714285714285;0.14285714285714285;0.125;0.0;0.0;0.16666666666666666;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.125;0.1111111111111111;0.25;0.16666666666666666;0.14285714285714285;0.14285714285714285;0.1;0.0;0.0;0.1111111111111111;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.16666666666666666;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.09090909090909091;0.0;0.1111111111111111;0.0;0.16666666666666666;0.14285714285714285;0.125
GO:0090251;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002322;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.14285714285714285;0.0;0.0;0.0
GO:0002755;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002316;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.14285714285714285;0.0;0.0;0.0
GO:0043031;0.0;0.3333333333333333;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;0.0;0.14285714285714285;0.4444444444444444;0.0;0.0;0.21428571428571427;0.0;0.3;0.4;0.5555555555555556;0.3333333333333333;0.7142857142857143;0.2;0.4444444444444444;0.0;0.0;0.3333333333333333;0.5;0.3333333333333333;0.5;0.4444444444444444;0.4;0.125;0.2222222222222222;0.2727272727272727;0.4;0.21428571428571427;0.0;0.0;0.5555555555555556;0.2;0.5;0.3;0.0;0.0;0.3;0.0;0.3333333333333333;0.25;0.3333333333333333;0.3;0.0;0.375;0.0;0.0;0.0;0.3333333333333333;0.0;0.25;0.0;0.375;0.3333333333333333;0.4444444444444444
GO:0001942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051482;0.0;0.14285714285714285;0.3333333333333333;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;1.0;0.125;0.0;0.0;0.09090909090909091;0.0;0.125;0.14285714285714285;0.1111111111111111;0.0;0.14285714285714285;0.14285714285714285;0.125;0.0;0.0;0.16666666666666666;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.125;0.1111111111111111;0.25;0.16666666666666666;0.14285714285714285;0.14285714285714285;0.1;0.0;0.0;0.1111111111111111;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.2;0.16666666666666666;0.14285714285714285;0.0;0.125;0.16666666666666666;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.09090909090909091;0.0;0.1111111111111111;0.0;0.16666666666666666;0.14285714285714285;0.125
