;GO:0006351;GO:0007286;GO:0003382;GO:0006355;GO:0006693;GO:1903507;GO:0003334;GO:0006357;GO:0000122;GO:0060816;GO:0120094;GO:0030036
GO:0006351;1.0;0.01468324974140624;0.01468324974140624;0.0;0.06927734236639929;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0007286;0.01468324974140624;1.0;0.1890450431733396;0.0;0.01468324974140624;0.0;0.33659487123215237;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0003382;0.01468324974140624;0.1890450431733396;1.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.0;0.0;0.0;0.0;0.12408495164008174
GO:0006355;0.0;0.0;0.0;1.0;0.0;0.15812131995973147;0.0;0.15831211565824807;0.15831211565824807;0.1356691921375081;0.10900961301269105;0.0
GO:0006693;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:1903507;0.0;0.0;0.0;0.15812131995973147;0.0;1.0;0.0;0.15812131995973147;0.2707328612173769;0.10567815125427765;0.20539045317781315;0.0
GO:0003334;0.01468324974140624;0.33659487123215237;0.1890450431733396;0.0;0.01468324974140624;0.0;1.0;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0006357;0.0;0.0;0.0;0.15831211565824807;0.0;0.15812131995973147;0.0;1.0;0.193449319138058;0.1356691921375081;0.10900961301269105;0.0
GO:0000122;0.0;0.0;0.0;0.15831211565824807;0.0;0.2707328612173769;0.0;0.193449319138058;1.0;0.1356691921375081;0.20539045317781315;0.0
GO:0060816;0.0;0.0;0.0;0.1356691921375081;0.0;0.10567815125427765;0.0;0.1356691921375081;0.1356691921375081;1.0;0.10567815125427765;0.0
GO:0120094;0.0;0.0;0.0;0.10900961301269105;0.0;0.20539045317781315;0.0;0.10900961301269105;0.20539045317781315;0.10567815125427765;1.0;0.0
GO:0030036;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;1.0
