;GO:0016525;GO:0032092;GO:0036498;GO:0060487;GO:0006120;GO:0034198;GO:0006366;GO:0006886;GO:0006884;GO:0020027;GO:0009635;GO:0022011;GO:0001666;GO:0045892;GO:0001701;GO:0043154;GO:0006914;GO:0070126;GO:0070125;GO:0006919;GO:0035556;GO:0033173;GO:0065003;GO:0032088;GO:0000902;GO:1902600;GO:0051260;GO:0007223;GO:0043312;GO:0045454;GO:1901799;GO:0042744;GO:0071284;GO:0051016;GO:0030218;GO:0016480;GO:0010507;GO:0006606;GO:0001837;GO:0010266;GO:0034614;GO:0051017;GO:0035264;GO:1903142;GO:0006783;GO:0043200;GO:0038095;GO:0097190;GO:0043488;GO:0022900;GO:0006782;GO:0045944;GO:0045471;GO:1904707;GO:0071277;GO:0001569;GO:0051384;GO:0071353;GO:0070542;GO:0032981;GO:1903393;GO:0033197;GO:0006470;GO:0006357;GO:0110059;GO:0048873;GO:0032496;GO:0030036
GO:0016525;1.0;0.06831089661235003;0.07465448173072858;0.0;0.0;0.0;0.0;0.0;0.0616558760237332;0.0;0.0;0.0;0.0;0.31791467954350006;0.0;0.2391571324533695;0.0;0.0;0.0;0.07822647747273057;0.10833318547641663;0.06588595890199977;0.0;0.23593228617788842;0.0;0.0;0.0;0.07188248700260913;0.0;0.07641221491937646;0.2256108599657764;0.0;0.0;0.20420830868757894;0.0;0.18051348911226986;0.23416612906854192;0.0;0.0;0.0;0.0;0.0;0.0;0.3380190564986405;0.0;0.0;0.0807860448504325;0.08808536360505792;0.0807860448504325;0.0;0.0;0.10398160113830308;0.0;0.07068317043925014;0.0;0.0;0.0;0.0;0.0;0.0;0.07023588590374683;0.0;0.0;0.11612074264718093;0.6782727360644298;0.0616558760237332;0.0;0.0
GO:0032092;0.06831089661235003;1.0;0.06442383043058734;0.0;0.0;0.0;0.0;0.0;0.061031455513432545;0.0;0.0;0.0;0.0;0.08974393445554135;0.0;0.3237516426390855;0.0;0.0;0.0;0.43678339278981615;0.09303850242672577;0.05692842786368018;0.0;0.3194345385678737;0.0;0.0;0.0;0.062056342952194234;0.0;0.06592409038561164;0.06396411390216573;0.0;0.0;0.0579545197618178;0.0;0.051287136684715885;0.0663629522872877;0.0;0.0;0.0;0.0;0.0;0.0;0.05323083947788146;0.0;0.0;0.06965396557017839;0.07586822765748827;0.06965396557017839;0.0;0.0;0.08935669761675061;0.0;0.061031455513432545;0.0;0.0;0.0;0.0;0.0;0.0;0.06064913405213474;0.0;0.0;0.09961604203179654;0.04755279246456393;0.061031455513432545;0.0;0.0
GO:0036498;0.07465448173072858;0.06442383043058734;1.0;0.022774214900071033;0.024293542426912295;0.41426709106495957;0.03149353179882894;0.0;0.05847164067571953;0.021417671458441475;0.26814726429902486;0.022266125884216358;0.3513368253281624;0.10983972539840982;0.0;0.0841820338452577;0.028085518338180987;0.0258593173294065;0.025807083342115632;0.08383875037153726;0.3009161533981984;0.1887068036813599;0.034718570220360984;0.0831108697428048;0.028021621845783298;0.0;0.029052948315422267;0.20498045349177726;0.03045019108888914;0.08200243269990737;0.07967138798407782;0.023329558156412696;0.26304303581129673;0.07248481229844167;0.024516812132515654;0.06444168885358036;0.08252352384796391;0.0;0.02508894743760248;0.1591859821425682;0.44823012163479664;0.024837551635675234;0.0;0.06679410581653009;0.022774214900071033;0.21124099427453108;0.2288822016578297;0.24824827362070698;0.08642121460148655;0.027476467950828427;0.021231133546627146;0.10939432577707275;0.2131492971387222;0.07617178301138394;0.3321385068623571;0.0;0.2172824161757865;0.30097587696151346;0.20599449031066358;0.02508894743760248;0.07571451086651568;0.176008568038469;0.027916817736812954;0.12111662886265383;0.05990430059695317;0.05847164067571953;0.2329250521769719;0.02928641026200449
GO:0060487;0.0;0.0;0.022774214900071033;1.0;0.022476386615345928;0.022515997531319814;0.02850587585787385;0.0;0.021708291142540363;0.019992662136233234;0.0;0.02073002640556365;0.0;0.0;0.22310615620017152;0.0;0.025684839186966776;0.02381025170111798;0.02376596059175926;0.0;0.03127002181026434;0.020401339940053793;0.03112262640380578;0.0;0.3300009943691616;0.0;0.02649157534253356;0.022031708705166797;0.027648405254191526;0.023241450569117944;0.0;0.021648764299347714;0.018924080213231;0.02073002640556365;0.3520396760994134;0.0;0.0;0.0;0.3596219539779077;0.0;0.024213190317556237;0.022941277152828832;0.2094010755201625;0.0;0.02116973712405622;0.0;0.024392175685828594;0.026275564055684153;0.0;0.02517451305701642;0.01983002654283323;0.0;0.0;0.0;0.023506148618294156;0.1935931748034963;0.0;0.021458197157809184;0.0;0.023155586031973697;0.0;0.0;0.02554367371480678;0.0;0.0;0.0;0.0;0.02668554941429199
GO:0006120;0.0;0.0;0.024293542426912295;0.022476386615345928;1.0;0.023999945204943005;0.14505201982664614;0.0;0.02308442892073447;0.09921608845013526;0.0;0.021981355279213428;0.0;0.0;0.0;0.0;0.1296078605409311;0.025476012282727677;0.11924897729530011;0.0;0.034207440909455815;0.02161214347188439;0.034031131092395535;0.0;0.0275720915032707;0.0;0.028570004561728358;0.023450496235711462;0.029920101689082698;0.024825927255429283;0.0;0.10795418038798826;0.019961425850583678;0.021981355279213428;0.02417200776646314;0.0;0.0;0.0;0.024727980747086084;0.0;0.025937848825168537;0.024483731597494816;0.0;0.0;0.10541801522522148;0.0;0.026143348024288474;0.02831892939940016;0.0;0.8710421937447441;0.09836250688932885;0.0;0.0;0.0;0.025128181614894454;0.0;0.0;0.022801828253623917;0.0;0.024727980747086084;0.0;0.0;0.12884179129020382;0.0;0.0;0.0;0.0;0.0287957392444358
GO:0034198;0.0;0.0;0.41426709106495957;0.022515997531319814;0.023999945204943005;1.0;0.0310018770917311;0.0;0.023126213965686353;0.021189144978896957;0.26522407239499407;0.022019239117364506;0.3463354251400818;0.0;0.0;0.0;0.027693851637747725;0.025526913357560136;0.025476012282727677;0.0;0.034299274744592836;0.021648764299347714;0.034122019461269804;0.0;0.027631722885333984;0.0;0.02863403552987001;0.023493618260426462;0.02999033474697373;0.02487426127007137;0.0;0.023058669016832508;0.2603948510663913;0.022019239117364506;0.024217826712139325;0.0;0.0;0.0;0.02477593375833625;0.5047679182693777;0.44236376552315293;0.02453074108078305;0.0;0.0;0.022515997531319814;0.20848321265879294;0.02619695350473152;0.028381838656524636;0.0;0.02710149069342299;0.021006549578978136;0.0;0.21034179523431182;0.0;0.3279274981159545;0.0;0.21436572460412526;0.29751386962340987;0.20337114466478262;0.02477593375833625;0.0;0.5575296748947575;0.027529809716552837;0.0;0.0;0.0;0.4914353790994466;0.02886078719288464
GO:0006366;0.0;0.0;0.03149353179882894;0.02850587585787385;0.14505201982664614;0.0310018770917311;1.0;0.0;0.029491049503899924;0.19044445534697838;0.0;0.02771430443949531;0.0;0.0;0.0;0.0;0.17515841224560363;0.033509862653842065;0.4152867063264142;0.0;0.05044707376082644;0.02712995012846432;0.05006456100937286;0.0;0.037232982401569865;0.0;0.03907609410483365;0.03009114268175904;0.041646371229913166;0.03239410004747184;0.0;0.13780319963146012;0.02457849642351956;0.02771430443949531;0.03128958460041657;0.0;0.0;0.0;0.03222753348858016;0.0;0.03431350084217704;0.031813904622362346;0.0;0.0;0.3463750454091822;0.0;0.03467406685390225;0.03860792343560366;0.0;0.17014344886395127;0.3174922182437357;0.0;0.0;0.0;0.032910645270208795;0.0;0.0;0.02903138354892002;0.0;0.03222753348858016;0.0;0.0;0.2671370319088097;0.0;0.0;0.0;0.0;0.03949960407434044
GO:0006886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3647864652783136;0.0;0.0;0.4324067591086286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7305885552171874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006884;0.0616558760237332;0.061031455513432545;0.05847164067571953;0.021708291142540363;0.02308442892073447;0.023126213965686353;0.029491049503899924;0.0;1.0;0.020472313539169208;0.0;0.021246167726588917;0.0;0.07859833578448087;0.0;0.06120796443290291;0.026481942959946225;0.2069909461912857;0.024446833663443416;0.06097149646562776;0.08111392319759385;0.05223018264936246;0.2729662872460577;0.06046976479789843;0.2233130061704987;0.0;0.2310474843197593;0.05651476961497865;0.02857423882615891;0.5103581079078576;0.058092697569103575;0.02221229118145525;0.0193532780096808;0.6162466525035977;0.0232859348204451;0.047442453657044595;0.06006457002022356;0.0;0.023801459636255753;0.0;0.024920311170240236;0.1992279363895126;0.0;0.049100952405871715;0.021708291142540363;0.0;0.06274791016837468;0.06774677846179404;0.28562371101134115;0.025939784687572576;0.02030181390824431;0.07830115142476617;0.0;0.055663496902885114;0.02417200776646314;0.0;0.0;0.022011719779681096;0.0;0.20114096129548636;0.055345295898913155;0.0;0.02633190525729825;0.0860685551358689;0.0442294684177973;0.38906249798954917;0.0;0.23279385153045742
GO:0020027;0.0;0.0;0.021417671458441475;0.019992662136233234;0.09921608845013526;0.021189144978896957;0.19044445534697838;0.0;0.020472313539169208;1.0;0.0;0.019600035981132177;0.0;0.0;0.0;0.0;0.11243471945085222;0.02233148510547192;0.16074090806228614;0.0;0.02876818654610246;0.019305952003115197;0.028643386033902752;0.0;0.02392586490746056;0.0;0.02467371557432824;0.020759707699946048;0.025674230635354633;0.021830398825955735;0.0;0.09577023426334147;0.01797790430867298;0.019600035981132177;0.021323152214497296;0.0;0.0;0.0;0.021754626933136182;0.0;0.022685555746831114;0.02156535982546319;0.0;0.0;0.1684494931581851;0.0;0.02284259558844974;0.024486227758153543;0.0;0.11034695108342728;0.1583464723792852;0.0;0.0;0.0;0.022063770115845354;0.0;0.0;0.020249741408514595;0.0;0.021754626933136182;0.0;0.0;0.23850601324417864;0.0;0.0;0.0;0.0;0.024841897401615937
