;GO:0070904;GO:0040015;GO:0015851;GO:0036510;GO:1903441;GO:0015031;GO:0006486;GO:0043001;GO:0042311;GO:0045444;GO:0045345;GO:0045944;GO:0040018;GO:0045348;GO:0000122;GO:0006814;GO:0032966;GO:0036509;GO:0031497;GO:0016310;GO:0019886;GO:0032402;GO:0038108;GO:0015882;GO:0060333;GO:0006351;GO:0006491;GO:0060296;GO:1905515;GO:0007288;GO:0006139;GO:0006357;GO:0010629;GO:0006888;GO:0002503;GO:0014824;GO:0019852;GO:0030433;GO:0036511;GO:1904382;GO:0036512
GO:0070904;1.0;0.0;0.5019762829083202;0.0;0.19600992166674264;0.41409913036812945;0.0;0.28554136001176095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46343079422831296;0.0;0.0;0.0;0.0;0.0;0.30186215447734205;0.0;0.7410706938796138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37112656671679783;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0040015;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21456217895758353;0.0;0.29745974936367187;0.1684574419480618;0.6217053579154653;0.2974362965629211;0.20639121164215735;0.0;0.4025373200672871;0.0;0.0;0.0;0.0;0.0;0.2836534512032938;0.0;0.34709013019371643;0.0;0.0;0.288562813368834;0.0;0.0;0.0;0.23866722190504971;0.42128001744004046;0.0;0.0;0.18183754551556536;0.0;0.0;0.0;0.0;0.0
GO:0015851;0.5019762829083202;0.0;1.0;0.0;0.2750511379684037;0.672001876728433;0.0;0.4132308402426501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5663518042567323;0.0;0.0;0.0;0.0;0.0;0.4006599110669303;0.0;0.39518307654055157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5325918110020428;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0036510;0.0;0.0;0.0;1.0;0.0;0.0;0.8078151285241376;0.0;0.0;0.20185592092820123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9655484096787682;0.19034426556111658;0.35207611746527795;0.0;0.0;0.1286831303334212;0.0;0.1775419766142967;0.4215001267130186;0.7772945830599283;0.0;0.16338289072147058;0.15542614064902951;0.49109920506932775;0.0;0.0;0.0;0.18015162457276812;0.0;0.39469789045367465;0.4587629260129939;0.9655484096787682;0.9307172426413962;0.9655484096787682
GO:1903441;0.19600992166674264;0.0;0.2750511379684037;0.0;1.0;0.3792392260286581;0.0;0.5008937609410193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25206426478873284;0.0;0.0;0.0;0.0;0.0;0.2589286272536227;0.0;0.1596234920098966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3278603923732714;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.41409913036812945;0.0;0.672001876728433;0.0;0.3792392260286581;1.0;0.0;0.6650736329645989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43964956312017234;0.0;0.0;0.0;0.0;0.0;0.33280813939595555;0.0;0.33861259167703195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41903027686025035;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006486;0.0;0.0;0.0;0.8078151285241376;0.0;0.0;1.0;0.0;0.0;0.22623708325668307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8078514268545686;0.21187554019221208;0.3923164496090741;0.0;0.0;0.13817613695564518;0.0;0.19613288389566802;0.4480453948683426;0.7519948907001157;0.0;0.17899637899191595;0.1694904502039124;0.5372577312509996;0.0;0.0;0.0;0.19932258222113855;0.0;0.4287379562140995;0.4852939967470695;0.8078514268545686;0.8079535508866597;0.8078514268545686
GO:0043001;0.28554136001176095;0.0;0.4132308402426501;0.0;0.5008937609410193;0.6650736329645989;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2790799936351471;0.0;0.0;0.0;0.0;0.0;0.27918645034665385;0.0;0.24749618225622846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.430602319144555;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042311;0.0;0.21456217895758353;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.20721580410712495;0.11602483886227756;0.21391576083100647;0.2071990360771558;0.11451913454536196;0.0;0.22648758810989994;0.0;0.0;0.0;0.0;0.0;0.21109613679763786;0.0;0.24285673678783998;0.0;0.0;0.2679320738970594;0.0;0.0;0.0;0.16539861911847137;0.23735139793405266;0.0;0.0;0.740308233950627;0.0;0.0;0.0;0.0;0.0
GO:0045444;0.0;0.0;0.0;0.20185592092820123;0.0;0.0;0.22623708325668307;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20186898430805156;0.39387799911119425;0.4015647149879666;0.0;0.0;0.19777523074404948;0.0;0.3427369710503998;0.15881971781943324;0.26477976231339007;0.0;0.29361587224244484;0.36125555993646186;0.2857680321397458;0.0;0.0;0.0;0.3525970950288036;0.0;0.24940305520428013;0.14182735599055177;0.20186898430805156;0.20190574042468143;0.20186898430805156
GO:0045345;0.0;0.29745974936367187;0.0;0.0;0.0;0.0;0.0;0.0;0.20721580410712495;0.0;1.0;0.5129276204386536;0.37007341631712476;0.8929715929518058;0.3234139855701837;0.0;0.46763128370295975;0.0;0.0;0.0;0.0;0.0;0.22284568992175638;0.0;0.3340854991865587;0.0;0.0;0.2795170179406219;0.0;0.0;0.0;0.460474946835938;0.4943620173584104;0.0;0.0;0.17653349421157896;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.0;0.1684574419480618;0.0;0.0;0.0;0.0;0.0;0.0;0.11602483886227756;0.0;0.5129276204386536;1.0;0.2098380510214838;0.512905141725247;0.5897006721125975;0.0;0.2589743716816339;0.0;0.0;0.0;0.0;0.0;0.1858873605903464;0.0;0.23577296408607049;0.0;0.0;0.21337789476561478;0.0;0.0;0.0;0.7460506821105704;0.31060270421432934;0.0;0.0;0.10573501665089466;0.0;0.0;0.0;0.0;0.0
GO:0040018;0.0;0.6217053579154653;0.0;0.0;0.0;0.0;0.0;0.0;0.21391576083100647;0.0;0.37007341631712476;0.2098380510214838;1.0;0.3700443211171365;0.16603871717849236;0.0;0.323347660729065;0.0;0.0;0.0;0.0;0.0;0.2280595570541987;0.0;0.34594233433488386;0.0;0.0;0.2877690279975768;0.0;0.0;0.0;0.23812395338580078;0.3383544822316215;0.0;0.0;0.18137305814715457;0.0;0.0;0.0;0.0;0.0
GO:0045348;0.0;0.2974362965629211;0.0;0.0;0.0;0.0;0.0;0.0;0.2071990360771558;0.0;0.8929715929518058;0.512905141725247;0.3700443211171365;1.0;0.32339999013400283;0.0;0.46759249216581367;0.0;0.0;0.0;0.0;0.0;0.2228325269070891;0.0;0.33405591570153065;0.0;0.0;0.2794963090481692;0.0;0.0;0.0;0.46044657595026733;0.4943191691714386;0.0;0.0;0.17652132406723398;0.0;0.0;0.0;0.0;0.0
GO:0000122;0.0;0.20639121164215735;0.0;0.0;0.0;0.0;0.0;0.0;0.11451913454536196;0.0;0.3234139855701837;0.5897006721125975;0.16603871717849236;0.32339999013400283;1.0;0.0;0.37058450562962236;0.0;0.0;0.0;0.0;0.0;0.2176520777223073;0.0;0.23256023411534185;0.0;0.0;0.21074309542494823;0.0;0.0;0.0;0.7377982528375002;0.4627790590756181;0.0;0.0;0.10448309961200442;0.0;0.0;0.0;0.0;0.0
