;GO:0070904;GO:0040015;GO:0015851;GO:0036510;GO:1903441;GO:0015031;GO:0006486;GO:0043001;GO:0042311;GO:0045444;GO:0045345;GO:0045944;GO:0040018;GO:0045348;GO:0000122;GO:0006814;GO:0032966;GO:0036509;GO:0031497;GO:0016310;GO:0019886;GO:0032402;GO:0038108;GO:0015882;GO:0060333;GO:0006351;GO:0006491;GO:0060296;GO:1905515;GO:0007288;GO:0006139;GO:0006357;GO:0010629;GO:0006888;GO:0002503;GO:0014824;GO:0019852;GO:0030433;GO:0036511;GO:1904382;GO:0036512
GO:0070904;1.0;0.0;0.25758901059878847;0.0;0.15643686972214213;0.3657148968338222;0.0;0.2740264059574582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38098985416128395;0.0;0.0;0.0;0.0;0.0;0.18225731358161665;0.0;0.8473904022462306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21168310660466486;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0040015;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0513290694916808;0.0;0.05353501298181936;0.08145964929565629;0.8137144812052658;0.05353501298181936;0.2399765381748357;0.0;0.16607123522894898;0.0;0.0;0.0;0.0;0.0;0.15877179846226205;0.0;0.06379444729736335;0.0;0.0;0.05290719387587252;0.0;0.0;0.0;0.08872597727199939;0.2573697025101344;0.0;0.0;0.047588838974717544;0.0;0.0;0.0;0.0;0.0
GO:0015851;0.25758901059878847;0.0;1.0;0.0;0.1731613139304136;0.4613150595440089;0.0;0.33232059546835296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2374565465137405;0.0;0.0;0.0;0.0;0.0;0.2029720780340847;0.0;0.25758901059878847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24014906700188174;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0036510;0.0;0.0;0.0;1.0;0.0;0.0;0.27150291439741875;0.0;0.0;0.02073002640556365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7886873082355625;0.01898513217417398;0.11801570114603785;0.0;0.0;0.016820808509603918;0.0;0.020229786453611134;0.19410660788059522;0.6422864104624901;0.0;0.019508156980232633;0.01788048761237731;0.14698624137009367;0.0;0.0;0.0;0.016542012253947143;0.0;0.08436229607317096;0.20169438985264304;0.7886873082355625;0.7945686056956088;0.7886873082355625
GO:1903441;0.15643686972214213;0.0;0.1731613139304136;0.0;1.0;0.4405103381730106;0.0;0.6458436745999905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21350949721931317;0.0;0.0;0.0;0.0;0.0;0.2942980165181286;0.0;0.15643686972214213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3477321504367587;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.3657148968338222;0.0;0.4613150595440089;0.0;0.4405103381730106;1.0;0.0;0.5692834336690159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39872406069290156;0.0;0.0;0.0;0.0;0.0;0.310222833158616;0.0;0.3657148968338222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40637461640059397;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006486;0.0;0.0;0.0;0.27150291439741875;0.0;0.0;1.0;0.0;0.0;0.030283824845627742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2632832883046361;0.02669904798128917;0.1912510545487177;0.0;0.0;0.022608119141194573;0.0;0.029227987876128163;0.3288126530284318;0.25771113910894555;0.0;0.027745153086766713;0.024564828463290632;0.2602125603782961;0.0;0.0;0.0;0.022107332756147905;0.0;0.11589982201448766;0.291015428285471;0.2632832883046361;0.2776531345316367;0.2632832883046361
GO:0043001;0.2740264059574582;0.0;0.33232059546835296;0.0;0.6458436745999905;0.5692834336690159;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25868398270691983;0.0;0.0;0.0;0.0;0.0;0.31885280032362373;0.0;0.2740264059574582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7178687738224651;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042311;0.0;0.0513290694916808;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.04919579505644232;0.07700569780306199;0.055707373818147096;0.04919579505644232;0.07432440125242373;0.0;0.050185729510553875;0.0;0.0;0.0;0.0;0.0;0.21787819268043407;0.0;0.05923086019329768;0.0;0.0;0.22117061821492415;0.0;0.0;0.0;0.08450590261243025;0.08018098719153456;0.0;0.0;0.6815300378015803;0.0;0.0;0.0;0.0;0.0
GO:0045444;0.0;0.0;0.0;0.02073002640556365;0.0;0.0;0.030283824845627742;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02014042183934945;0.024715851684930373;0.03632538131806896;0.0;0.0;0.02116973712405622;0.0;0.026867905923179235;0.04010533255877956;0.023917490658381616;0.0;0.025609718481388787;0.20294246887050432;0.04393450589388905;0.0;0.0;0.0;0.02073002640556365;0.0;0.022875990475104725;0.02675979751513024;0.02014042183934945;0.02116973712405622;0.02014042183934945
