;GO:0036376;GO:0032692;GO:1904179;GO:0009313;GO:0006682;GO:0042136;GO:1902714;GO:0003333;GO:0009436;GO:0019481;GO:0019482;GO:0071417;GO:0050435;GO:0035435;GO:0042426;GO:0046628;GO:1904064;GO:0065003;GO:0050728;GO:0006212;GO:0006210;GO:1903017;GO:1904985;GO:0046500;GO:1904468;GO:0006579;GO:0007269;GO:0090181;GO:0032715;GO:0006569;GO:0001558;GO:2000649;GO:0034971;GO:0035543;GO:0015711;GO:0051259;GO:0072615;GO:0036112;GO:0045429;GO:0090314;GO:0046477;GO:0022900;GO:0043124;GO:0045944;GO:0008206;GO:0043401;GO:0006544;GO:0032703;GO:0072488;GO:0071398;GO:1990822;GO:0043252;GO:0033477;GO:0035774;GO:0032787;GO:1905695;GO:0034162;GO:0070858;GO:0055089;GO:0008295;GO:0045956;GO:0046135;GO:0071267;GO:0010804;GO:0010248;GO:0050900;GO:0051957;GO:0018003;GO:0015812;GO:0032414;GO:0015811;GO:0015874;GO:2001250;GO:0015872;GO:0006487;GO:0006520;GO:1901787;GO:0045329;GO:0046415;GO:0006367;GO:0006637;GO:0051289;GO:0015747;GO:0035356;GO:0015760;GO:0032088;GO:0034142;GO:0038185;GO:0043312;GO:0042742;GO:0007589;GO:1990573;GO:0097055;GO:0007219;GO:0010628;GO:0051692;GO:0001080;GO:0015879;GO:0015697;GO:2001275;GO:0034255;GO:1905004;GO:0000122;GO:0006855;GO:0019265;GO:0071638;GO:0015721;GO:0016139;GO:1905012;GO:0007043;GO:0006633;GO:0006479;GO:0071222;GO:0043066;GO:0045087;GO:0006749;GO:0006508;GO:0015739;GO:0035725;GO:0033388;GO:0050666
GO:0036376;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44714906202881216;0.0;0.0;0.0;0.0;0.0;0.5625181229522745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.293995388322569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4582211827672455;0.0;0.26721990210511254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.659167506712914;0.0;0.42594744707845156;0.443092655390182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6089069936818444;0.0;0.0;0.0;0.36728087739057425;0.0;0.3398433004987396;0.35942415817910667;0.0;0.4397461366331136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4273345973994945;0.0;0.3728742022115262;0.0;0.0;0.0;0.2428565985204119;0.0;0.36129218410627695;0.6701217475107378;0.0;0.0;0.0;0.0;0.0;0.45330997601894246;0.48096085924161625;0.0;0.0;0.0;0.0;0.4778283369868301;0.0;0.0;0.3785756426852579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4022937448195113;0.9457489080464594;0.0;0.0
GO:0032692;0.0;1.0;0.4760078579432177;0.0;0.0;0.2549890093028171;0.4305301166149603;0.0;0.0;0.0;0.19484324137107223;0.0;0.0;0.0;0.16446508750712857;0.2959865769404906;0.339396650775197;0.0;0.449869833791438;0.0;0.0;0.28514898552759504;0.3399783391320928;0.0;0.4138844825958355;0.0;0.22683506770678383;0.4228630564482529;0.8445273887780518;0.0;0.45757569602178666;0.3202924770774056;0.0;0.26835677240591915;0.0;0.0;0.0;0.0;0.24014838113336698;0.254502965663953;0.0;0.0;0.36669943706330455;0.18075722807896288;0.0;0.4227000606782876;0.17971408773711586;0.8451431712308637;0.0;0.0;0.0;0.0;0.0;0.17929070425355836;0.0;0.22018026791842787;0.2315512519674417;0.2703051394034237;0.29950528094145706;0.0;0.2849039182031404;0.0;0.0;0.34875911858208586;0.0;0.0;0.3207688741603385;0.0;0.0;0.28951601201840826;0.0;0.0;0.233885750322248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2575656973755499;0.0;0.28844878889976244;0.23154834732367052;0.4075384059253596;0.0;0.0;0.2921331542438083;0.0;0.0;0.4206109021538297;0.3920847753504895;0.0;0.1351105546975186;0.0;0.0;0.276390907816295;0.37878943675565974;0.0;0.22125406407075587;0.0;0.13329883735684772;0.7851089781451627;0.0;0.0;0.25050248398545827;0.0;0.0;0.0;0.0;0.45321570908040604;0.0;0.0;0.0;0.0;0.0;0.0;0.3283096220032329
GO:1904179;0.0;0.4760078579432177;1.0;0.0;0.0;0.24372530671624762;0.2483902093419972;0.0;0.0;0.0;0.18819728054950474;0.0;0.0;0.0;0.1597046127364992;0.3563139649713474;0.4064774142948647;0.0;0.3470150249915505;0.0;0.0;0.2711363856645161;0.2650117284926317;0.0;0.2390179600570231;0.0;0.21787766707148593;0.4019539149886922;0.4757910918502121;0.0;0.433191785558504;0.3081510272020098;0.0;0.3241156425819746;0.0;0.0;0.0;0.0;0.29102374408649145;0.3078912577312772;0.0;0.0;0.2851101802677705;0.22061617283538162;0.0;0.40180663706656633;0.17404513168817148;0.47612136892206086;0.0;0.0;0.0;0.0;0.0;0.21886488998802747;0.0;0.2674635346376224;0.28089385952029783;0.21211891451888576;0.28408434027113616;0.0;0.34342421615495194;0.0;0.0;0.271627602437433;0.0;0.0;0.38501481666651394;0.0;0.0;0.3487924608053282;0.0;0.0;0.28364662820409653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24607833073387517;0.0;0.22596116836735974;0.2808904334961103;0.3880824429494168;0.0;0.0;0.2774434063250363;0.0;0.0;0.3999184409647806;0.46667567841367324;0.0;0.16581474736933532;0.0;0.0;0.33350002883941743;0.36192482210180354;0.0;0.17445269529323568;0.0;0.130154390412768;0.44381284270005683;0.0;0.0;0.24301383910457167;0.0;0.0;0.0;0.0;0.3494849665509767;0.0;0.0;0.0;0.0;0.0;0.0;0.3155648399582462
GO:0009313;0.0;0.0;0.0;1.0;0.22614036637245277;0.24410745287451519;0.0;0.0;0.3793545776279312;0.3610318490055476;0.35174667683656086;0.0;0.35119972609525557;0.0;0.33079236310603727;0.0;0.0;0.0;0.0;0.33856161630780734;0.3528242463516018;0.0;0.0;0.3771385527616945;0.0;0.4421076955309335;0.0;0.0;0.0;0.2739067173469646;0.0;0.0;0.2585260940126447;0.0;0.0;0.0;0.0;0.32604952709300633;0.0;0.0;0.3382110135054247;0.30140198059286494;0.0;0.0;0.3860519004424334;0.0;0.324329109461895;0.0;0.0;0.0;0.0;0.0;0.36852427910584096;0.0;0.37371987660606965;0.0;0.0;0.0;0.0;0.24103489879696643;0.0;0.3124679711489506;0.23563469559066705;0.0;0.0;0.0;0.0;0.3056320967461549;0.0;0.0;0.0;0.0;0.0;0.0;0.33822448988876136;0.4200066465125725;0.34940222109379654;0.27441751793880925;0.298885197343662;0.2674951760439387;0.3618102192198562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3668482914734897;0.0;0.0;0.7514453470622768;0.0;0.0;0.0;0.0;0.0;0.19036461369863714;0.0;0.0;0.2403246583286661;0.0;0.0;0.5522977114601468;0.0;0.0;0.3134802912496042;0.338213325350618;0.0;0.0;0.0;0.3160551962496306;0.5017717158883368;0.0;0.0;0.2483220365353664;0.0
GO:0006682;0.0;0.0;0.0;0.22614036637245277;1.0;0.31085219225403954;0.0;0.0;0.23897808585886482;0.31507083646506284;0.36815290873580636;0.12042570525893635;0.44822215631895934;0.0;0.3286299214883124;0.0;0.0;0.13694112971088945;0.0;0.3336493257099099;0.3422206131485697;0.0;0.0;0.2873033758637255;0.0;0.38478121730472326;0.11721367800527455;0.0;0.0;0.29107888411841154;0.0;0.0;0.3083686745459097;0.0;0.0;0.13432339161534848;0.1105414789200785;0.2682199635192523;0.0;0.0;0.607786736812392;0.24972698759474213;0.0;0.0;0.33554329683629786;0.1309792813121127;0.3521471539258157;0.0;0.0;0.11666769882596163;0.0;0.0;0.3786301637005611;0.0;0.28611494696945755;0.0;0.09587723558176513;0.0;0.0;0.5050588354691977;0.0;0.3418522269137498;0.40246320623107956;0.0;0.0;0.13546455840772575;0.0;0.3405279846731932;0.0;0.0;0.0;0.0;0.0;0.0;0.36040574774262063;0.40340280371631915;0.27730783296782047;0.5423682360706003;0.3814041288919486;0.4379632642680734;0.2818808629509311;0.12723647458072787;0.0;0.12468118668605055;0.0;0.0;0.09587652280422582;0.12885326809296274;0.10401928103512714;0.0;0.0;0.10481838752002036;0.38525584072922037;0.13069138884260226;0.0;0.2993846377383565;0.0673758551947347;0.0;0.0;0.0;0.0;0.43898463789640163;0.0;0.0;0.4075091029394407;0.0;0.0;0.20908902864139203;0.0;0.13239601622241226;0.46124719423453076;0.36039923548878;0.10920888982830047;0.0;0.0;0.4258800578130677;0.32155931090988843;0.0;0.0;0.47509624463041533;0.0
GO:0042136;0.0;0.2549890093028171;0.24372530671624762;0.24410745287451519;0.31085219225403954;1.0;0.13541873750003466;0.0;0.3351308086196694;0.2672710966661923;0.600181527766772;0.22883039396504593;0.4416847477206632;0.0;0.5113435893098458;0.18861236636824372;0.21435234978196924;0.29686082717863516;0.22785940781495267;0.2514024852306789;0.26148606215115067;0.2610189782948355;0.1753637279081436;0.4714891499059436;0.13040437860776644;0.38664205002511104;0.45133682185294266;0.2625796054146904;0.2548771224918552;0.20519690431265877;0.2821628507817165;0.20308113581889428;0.25843174598487134;0.17198746456932684;0.0;0.28482777317847546;0.19559703829580985;0.41244439717761844;0.25104844119748676;0.16357954770101385;0.2511541188445807;0.5382837544653489;0.18830526658784344;0.11799331498305758;0.37710504209807016;0.39752304008222134;0.5561444852196892;0.25504759807946453;0.0;0.21563218555325409;0.0;0.0;0.4616304674697433;0.15616584960177887;0.4675812743035089;0.14253837786835594;0.2264747711055441;0.14106931307542922;0.3641582333621333;0.42516126272371646;0.1819667595727882;0.23285283794751993;0.3233375981491875;0.17962916701208945;0.0;0.2900081861507516;0.20336328003469223;0.3029077738006945;0.0;0.18473605794446674;0.0;0.0;0.15097663212333717;0.0;0.3332378719275925;0.40779525806465045;0.4396061639376864;0.48025526365372484;0.38047709276227665;0.3649185949074181;0.45391943381481237;0.25474102205172355;0.0;0.43938772243618973;0.0;0.15007757159594523;0.22647206787596763;0.3844378920617702;0.17606327570191616;0.0;0.3559702023304329;0.1783648842779732;0.3166464544745624;0.3957247552509252;0.24498558638805204;0.3716185274388247;0.13487183126199506;0.0;0.0;0.17684126753192822;0.23731743570506467;0.33985445412632487;0.11643642851915074;0.0;0.542532761751787;0.2383303116001026;0.0;0.23955553321342482;0.16114260300476707;0.2762987175470769;0.4240866420343022;0.33322754343254585;0.19146313389843234;0.229428044114799;0.0;0.40072985288047563;0.24236695524830637;0.0;0.0;0.3399540423996091;0.20782190917234653
GO:1902714;0.0;0.4305301166149603;0.2483902093419972;0.0;0.0;0.13541873750003466;1.0;0.0;0.0;0.0;0.11634541694588803;0.0;0.0;0.0;0.1047879433918654;0.2291398483855038;0.2702261429680406;0.0;0.2429155778995794;0.0;0.0;0.14347812732360046;0.2983486143044176;0.0;0.8713280858219647;0.0;0.1270445560139197;0.21208295465548332;0.4304251621429601;0.0;0.2894138587550227;0.2615481464580718;0.0;0.287000788864229;0.0;0.0;0.0;0.0;0.20150824229081904;0.35654107467657264;0.0;0.0;0.3121873925589717;0.16653221432234327;0.0;0.2783484369220609;0.11077682544424261;0.4305850589868507;0.0;0.0;0.0;0.0;0.0;0.4227172850144516;0.0;0.19046684182466997;0.1968367183306994;0.2579082530041077;0.14702414112716838;0.0;0.3664113764616788;0.0;0.0;0.3029892019919837;0.0;0.0;0.26176994979022433;0.0;0.0;0.24659275245488077;0.0;0.0;0.1981172908193085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13614204571085348;0.0;0.23354915078722427;0.19683511934066367;0.2732489551647664;0.0;0.0;0.14522511349587733;0.0;0.0;0.2776566244594177;0.20404943607885426;0.0;0.13461357953144365;0.0;0.0;0.2922095004044083;0.26305158231122633;0.0;0.22492645626094093;0.0;0.09120171823849489;0.4144393046738216;0.0;0.0;0.20697674119450152;0.0;0.0;0.0;0.0;0.3518232289962863;0.0;0.0;0.0;0.0;0.0;0.0;0.24326419783129913
GO:0003333;0.44714906202881216;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6013987624737124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28555250187710784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6550964430156706;0.0;0.36544923524559053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5787894303925094;0.0;0.9538316890321064;0.634244301912471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5862739707732352;0.0;0.0;0.0;0.7530307256207672;0.0;0.698337697249002;0.4871484762727146;0.0;0.4912062176961855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.681643703551245;0.0;0.4325908174615731;0.0;0.0;0.0;0.23706651818167257;0.0;0.3486249585811087;0.38042310373096094;0.0;0.0;0.0;0.0;0.0;0.5058759251510095;0.5356949776681919;0.0;0.0;0.0;0.0;0.4593746260056352;0.0;0.0;0.6582827671258779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6981762069364337;0.4706834832793734;0.0;0.0
GO:0009436;0.0;0.0;0.0;0.3793545776279312;0.23897808585886482;0.3351308086196694;0.0;0.0;1.0;0.6319074068822172;0.5160677288718424;0.17502316248643654;0.40908020969228176;0.0;0.41732823493761406;0.0;0.0;0.21222129343494836;0.0;0.400881053185794;0.4143736049037461;0.0;0.0;0.4295938553723957;0.0;0.5189988056379186;0.16831950670700835;0.0;0.0;0.5043365714886073;0.0;0.0;0.2663889186607532;0.0;0.0;0.2059997757128205;0.15489389215656996;0.38828588383204193;0.0;0.0;0.36540963415997213;0.38597088938726376;0.0;0.0;0.5986995868035984;0.19823767480386617;0.48540386424856136;0.0;0.0;0.1671959182309725;0.0;0.0;0.4228824960759878;0.0;0.7056723209785606;0.0;0.1275565679751047;0.0;0.0;0.31053957124716586;0.0;0.406368211941533;0.37717924093858235;0.0;0.0;0.20869597891088956;0.0;0.30390364528985286;0.0;0.0;0.0;0.0;0.0;0.0;0.3283589951742765;0.5874071958453055;0.40762428173764775;0.3425385520424034;0.46167523768458957;0.27374013325210567;0.41758242988717253;0.18978803500364652;0.0;0.18415830683137868;0.0;0.0;0.12755530635795675;0.1934078843495633;0.14238408554277768;0.0;0.0;0.14388560907458522;0.25127301022687676;0.19757894458780537;0.0;0.5031501538512115;0.08162088179664766;0.0;0.0;0.0;0.0;0.42616666534887376;0.0;0.0;0.3832773719962623;0.0;0.0;0.37410671060087186;0.0;0.20150110786096695;0.512219062382244;0.32835081601191957;0.1522900254831307;0.0;0.0;0.3797617333864908;0.2595573950171613;0.0;0.0;0.3935735756228729;0.0
GO:0019481;0.0;0.0;0.0;0.3610318490055476;0.31507083646506284;0.2672710966661923;0.0;0.0;0.6319074068822172;1.0;0.6053996139849119;0.14080733069862986;0.43490571882838813;0.0;0.468307328982015;0.0;0.0;0.16392271010419668;0.0;0.48934158053657417;0.5034638294434384;0.0;0.0;0.33947895797992983;0.0;0.5611971907080732;0.13643578240244128;0.0;0.0;0.6631346731361405;0.0;0.0;0.3461017011216768;0.0;0.0;0.1601858746027751;0.127479378795918;0.31315247104724003;0.0;0.0;0.45871736199472257;0.29864306407934343;0.0;0.0;0.5053191241999164;0.15545273910564028;0.6082852865642937;0.0;0.0;0.13569661220756732;0.0;0.0;0.446539423914781;0.0;0.5155364770072489;0.0;0.10836546130121183;0.0;0.0;0.34701006327606154;0.0;0.4892649927858987;0.4906315525935621;0.0;0.0;0.16181144296511762;0.0;0.3871364160534053;0.0;0.0;0.0;0.0;0.0;0.0;0.41303486347952795;0.6730078185500981;0.32561091017944993;0.3765208736244685;0.4755433096627513;0.31800784215424127;0.33193396521146307;0.1502085749686706;0.0;0.14666016190738576;0.0;0.0;0.10836455075006346;0.15246706542570207;0.11888301840161906;0.0;0.0;0.11992796384457596;0.31033586030880894;0.15504737664267013;0.0;0.4651299683039152;0.07331302964478938;0.0;0.0;0.0;0.0;0.41321004762316466;0.0;0.0;0.4974982944258577;0.0;0.0;0.29532510103084925;0.0;0.15745241112356292;0.44405806792893004;0.41302631044589133;0.12571039393250127;0.0;0.0;0.4096603870051847;0.3805846983764654;0.0;0.0;0.5090258521040729;0.0
