;GO:0014065;GO:0007173;GO:0015031;GO:0036092;GO:0060009;GO:0046854;GO:0090050;GO:0006887;GO:0006367;GO:0046855;GO:0046856;GO:0032526;GO:0048489;GO:0048488;GO:0032288;GO:0034504;GO:0035556;GO:1904980;GO:0006497;GO:0048008;GO:0006897;GO:0042147;GO:0042149;GO:0030856;GO:0016082;GO:0014829;GO:0001558;GO:0048015;GO:0045022;GO:0016485;GO:0007032;GO:0034497;GO:0008286;GO:0006021;GO:0006661;GO:0043201;GO:0045900;GO:0006468;GO:0000045;GO:0006616;GO:0016191;GO:0006614;GO:0048268;GO:0030242;GO:0032465;GO:0016310;GO:0048260;GO:0016236;GO:1904562;GO:0014015;GO:0034162;GO:0050708;GO:0007286;GO:0009267;GO:0006357;GO:0098884;GO:0010923;GO:0015937;GO:2000785
GO:0014065;1.0;0.5744439354809219;0.0;0.24138851853875337;0.4024070004238523;0.2610185749042658;0.22374314557048924;0.4258673669257372;0.3855773354389354;0.30050947687859925;0.2610185749042658;0.0;0.0;0.0;0.4122517233397286;0.0;0.7170000585953863;0.2560615493486744;0.4725854412103556;0.5744439354809219;0.0;0.0;0.31035419979447554;0.38674534645215247;0.3855773354389354;0.4129770554947695;0.4030107881954435;0.88127281146983;0.0;0.0;0.4246546073949561;0.0;0.5521963285098181;0.28367981189368235;0.3232957356574607;0.0;0.2672471984561994;0.3683083527994698;0.3855773354389354;0.0;0.3855773354389354;0.0;0.4246546073949561;0.3371567543561361;0.37790200563026977;0.4009116277617444;0.3037936640311397;0.3687034416352375;0.25821818352367026;0.46805429803900245;0.5185369985399844;0.3900831523068269;0.3855773354389354;0.40123326217304006;0.3801077491137859;0.3855773354389354;0.3098955970007391;0.2610185749042658;0.3028512654654583
GO:0007173;0.5744439354809219;1.0;0.0;0.297295455479691;0.4583139373647899;0.3169255118452034;0.27965008251142687;0.4817743038666748;0.44148427237987303;0.35641641381953687;0.3169255118452034;0.0;0.0;0.0;0.46815866028066616;0.0;0.6959401231499585;0.31196848628961205;0.5284923781512931;0.7400090663436969;0.0;0.0;0.3662611367354131;0.44265228339309004;0.44148427237987303;0.46888399243570705;0.45891772513638107;0.5912736004658388;0.0;0.0;0.48056154433589365;0.0;0.7177614593725932;0.33958674883462;0.3792026725983983;0.0;0.32315413539713694;0.42421528974040734;0.44148427237987303;0.0;0.44148427237987303;0.0;0.48056154433589365;0.3930636912970737;0.4338089425712074;0.45681856470268195;0.35970060097207734;0.42461037857617506;0.3141251204646079;0.5239612349799401;0.5744439354809219;0.4459900892477645;0.44148427237987303;0.4571401991139777;0.4360146860547235;0.44148427237987303;0.3658025339416767;0.3169255118452034;0.3587582024063959
GO:0015031;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5915449503961625;0.0;0.0;0.0;0.0;0.5939872552959868;0.595244243645549;0.0;0.6378631489277014;0.0;0.0;0.0;0.0;0.60084403070416;0.5694255100859262;0.0;0.0;0.0;0.0;0.0;0.0;0.5357661801160922;0.0;0.0;0.5944872627028586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7679299047907322;0.0;0.6660323812454789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5357661801160922;0.0;0.0;0.0
GO:0036092;0.24138851853875337;0.297295455479691;0.0;1.0;0.25821818352367026;0.6379913014332701;0.0;0.3066549065450889;0.3798127587125141;0.37863165927889036;0.6379913014332701;0.0;0.0;0.0;0.26806290643954656;0.0;0.36288470620778984;0.0;0.39636252687707507;0.297295455479691;0.0;0.0;0.22124796226201882;0.0;0.24138851853875337;0.0;0.0;0.25821818352367026;0.0;0.37673247051156267;0.28046579049477405;0.0;0.2750478485085872;0.3571515217230975;0.835825315701552;0.0;0.0;0.4792273700739906;0.24138851853875337;0.0;0.22407358170335817;0.0;0.26315085365937885;0.28386155347762465;0.0;0.508799464412361;0.0;0.315408240756726;0.654820966418187;0.0;0.24138851853875337;0.0;0.24138851853875337;0.299335738627787;0.0;0.25718716557683147;0.0;0.4229898052130723;0.0
GO:0060009;0.4024070004238523;0.4583139373647899;0.0;0.25821818352367026;1.0;0.27784823988918267;0.0;0.4426970319106541;0.4024070004238523;0.3173391418635162;0.27784823988918267;0.0;0.0;0.0;0.48987902556832014;0.0;0.5239031880928888;0.0;0.48941510619527256;0.4583139373647899;0.0;0.0;0.3271838647793925;0.0;0.4024070004238523;0.0;0.0;0.41923666540876925;0.0;0.0;0.44148427237987303;0.0;0.4360663303936862;0.30050947687859925;0.3401254006423777;0.0;0.0;0.38513801778438667;0.4024070004238523;0.0;0.4024070004238523;0.0;0.44148427237987303;0.35398641934105307;0.0;0.41774129274666133;0.0;0.38553310662015444;0.2750478485085872;0.0;0.4024070004238523;0.0;0.6079726454474679;0.41806292715795695;0.0;0.4024070004238523;0.0;0.27784823988918267;0.0
GO:0046854;0.2610185749042658;0.3169255118452034;0.0;0.6379913014332701;0.27784823988918267;1.0;0.0;0.3239698433804841;0.33201565809507144;0.41557665247979797;0.6802825947881991;0.0;0.0;0.0;0.28769296280505896;0.0;0.38251476257330225;0.0;0.41902376386649165;0.3169255118452034;0.0;0.0;0.23525923081088307;0.0;0.2610185749042658;0.0;0.0;0.27784823988918267;0.0;0.39636252687707507;0.30009584686028645;0.0;0.2946779048740996;0.28972436474014246;0.7425597555413941;0.0;0.0;0.6690310990685737;0.2610185749042658;0.0;0.24138851853875337;0.0;0.28046579049477405;0.30117649031301985;0.0;0.7212644303963607;0.0;0.3327231775921212;0.697112259773116;0.0;0.2610185749042658;0.0;0.2610185749042658;0.3148244774210553;0.0;0.27450210241222667;0.0;0.3618019942939735;0.0
GO:0090050;0.22374314557048924;0.27965008251142687;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3452393332395257;0.30058166190108726;0.0;0.27965008251142687;0.0;0.0;0.0;0.46869976000128794;0.0;0.23598456296592396;0.3434045580051193;0.24057281055540614;0.0;0.0;0.0;0.0;0.2574024755403231;0.0;0.0;0.0;0.22867780141355054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3254682736360939;0.0;0.3606338725226874;0.0;0.0;0.44947634315716267;0.2641846126864164;0.39779329709072964;0.0;0.0;0.33781645575885694;0.20232523299609012;0.23852252432942678;0.0;0.2504175334712824
GO:0006887;0.4258673669257372;0.4817743038666748;0.5915449503961625;0.3066549065450889;0.4426970319106541;0.3239698433804841;0.0;1.0;0.4258673669257372;0.3604295647309135;0.3239698433804841;0.0;0.6946712058015847;0.6631245185224834;0.4525417548265304;0.4424476848432193;0.5473635545947737;0.0;0.5128754726971574;0.4817743038666748;0.7706218291263476;0.6701094605915241;0.37027428764678977;0.0;0.4258673669257372;0.0;0.0;0.4426970319106541;0.6364501306216901;0.0;0.4649446388817579;0.42470297605089186;0.4595266968955711;0.34359989974599653;0.38624700413367913;0.0;0.0;0.4312596212756881;0.4258673669257372;0.5209786089224717;0.34359989974599653;0.4613723787321477;0.38267717170201726;0.39293552463620635;0.0;0.4608317156140586;0.0;0.4244822119153077;0.32348457153000587;0.0;0.4258673669257372;0.0;0.4258673669257372;0.45701203245311023;0.0;0.5768439004313661;0.0;0.3239698433804841;0.0
GO:0006367;0.3855773354389354;0.44148427237987303;0.0;0.3798127587125141;0.4024070004238523;0.33201565809507144;0.0;0.4258673669257372;1.0;0.3756478776416489;0.33201565809507144;0.0;0.0;0.0;0.4122517233397286;0.0;0.5070735231079719;0.0;0.54807877712078;0.44148427237987303;0.0;0.0;0.31035419979447554;0.0;0.3855773354389354;0.0;0.0;0.4024070004238523;0.0;0.54807877712078;0.4246546073949561;0.0;0.41923666540876925;0.43941898890283815;0.4688924740273696;0.0;0.0;0.46646292569931075;0.3855773354389354;0.0;0.3855773354389354;0.0;0.4246546073949561;0.3702703382296094;0.0;0.46082776619687826;0.0;0.4018170255087108;0.32618408609057176;0.0;0.3855773354389354;0.0;0.3855773354389354;0.40123326217304006;0.0;0.4610706713493598;0.0;0.4631983166215844;0.0
GO:0046855;0.30050947687859925;0.35641641381953687;0.0;0.37863165927889036;0.3173391418635162;0.41557665247979797;0.0;0.3604295647309135;0.3756478776416489;1.0;0.6220172907895235;0.0;0.0;0.0;0.3271838647793925;0.0;0.4220056645476357;0.0;0.4626559834130692;0.35641641381953687;0.0;0.0;0.2675776345890683;0.0;0.30050947687859925;0.0;0.0;0.3173391418635162;0.0;0.4358534288514086;0.33958674883462;0.0;0.33416880684843314;0.5449964983385581;0.45822375686748057;0.0;0.0;0.5383483284138364;0.30050947687859925;0.0;0.27784823988918267;0.0;0.3169255118452034;0.40639469571323483;0.0;0.5750929209483551;0.0;0.4379413829923362;0.4127762610992025;0.0;0.30050947687859925;0.0;0.30050947687859925;0.3489690792413674;0.0;0.31096182376265596;0.0;0.39594659611428557;0.0
