;GO:0003091;GO:0090336;GO:0036378;GO:0042737;GO:0009750;GO:0042738;GO:0042572;GO:0042376;GO:0042574;GO:0046697;GO:0042377;GO:0043542;GO:0090050;GO:0045766;GO:0050873;GO:0071498;GO:0043154;GO:0031915;GO:0016098;GO:0051926;GO:0051968;GO:0071456;GO:0070207;GO:0010575;GO:0033138;GO:0042307;GO:0031394;GO:0032088;GO:0008631;GO:0043312;GO:0046466;GO:0009404;GO:0046427;GO:0071284;GO:1990776;GO:0001516;GO:0032355;GO:0006809;GO:0031622;GO:0033327;GO:0016125;GO:0071407;GO:0030336;GO:0071449;GO:0045429;GO:0033280;GO:0042759;GO:0008285;GO:0055078;GO:0045907;GO:0045786;GO:0008202;GO:1901687;GO:0000038;GO:1902219;GO:0090271;GO:0045986;GO:0045987;GO:0048661;GO:0071471;GO:0097267;GO:0034605;GO:0042360;GO:0002933;GO:0042361;GO:0019221;GO:0051384;GO:2000377;GO:0034644;GO:0070542;GO:0070301;GO:0032304;GO:0032227;GO:0071318;GO:0032305;GO:0071636;GO:0036101;GO:0008210;GO:0090362;GO:0061304;GO:0009822;GO:0033629;GO:0019371;GO:0071260;GO:0008209;GO:0019373;GO:0019372;GO:0006749;GO:0043065;GO:0006706;GO:0097756;GO:0032496;GO:0034356;GO:0030199;GO:0010243
GO:0003091;1.0;0.2153005923605794;0.15479706334760374;0.0;0.0;0.0;0.22451569973893312;0.0;0.0;0.0;0.0;0.0;0.12932738795580734;0.21868119373083428;0.0;0.0;0.11170104344195009;0.3191750290782171;0.0;0.23594759556573963;0.2072478842251731;0.0;0.0;0.25321149481980104;0.13307182311053364;0.15261452675603607;0.14033025550573797;0.1496547784118593;0.2424995060283622;0.0;0.0;0.0;0.17740714107271052;0.0;0.0;0.0;0.0;0.23589272205242773;0.23261630883448542;0.0;0.0;0.0;0.20846103114049977;0.0;0.20591345863157662;0.0;0.0;0.26568060912647506;0.48760813489418575;0.3547079468682868;0.2659948078604775;0.0;0.0;0.0;0.13541975623902663;0.3139213384893873;0.2370510011711888;0.23645554707638036;0.24652576094702394;0.0;0.0;0.0;0.0;0.0;0.0;0.25958406696609027;0.0;0.27562181492156584;0.0;0.0;0.0;0.17333938315588354;0.20812315714732335;0.0;0.1727350646426193;0.25326715958080437;0.0;0.2689311391558836;0.25357115849259004;0.0;0.0;0.24820368130168016;0.0;0.0;0.2689185645993357;0.0;0.0;0.0;0.22843054829614365;0.0;0.4633445126425637;0.0;0.0;0.0;0.0
GO:0090336;0.2153005923605794;1.0;0.11137917533533495;0.0;0.0;0.0;0.15866893600164794;0.0;0.0;0.0;0.0;0.0;0.40538717682886555;0.4995494426497109;0.0;0.0;0.2076589470778803;0.4259652100560939;0.0;0.32033624293750007;0.5118182819230399;0.0;0.0;0.4264608709388574;0.337031932684773;0.2658834742075522;0.3545288337767371;0.2745998868273047;0.43124357077071807;0.0;0.0;0.0;0.44256030592028583;0.0;0.0;0.0;0.0;0.16622667221573006;0.30156452890940944;0.0;0.0;0.0;0.3749493634486529;0.0;0.388117574386037;0.0;0.0;0.46885865642220603;0.22995809305070697;0.309547227692931;0.4693645483346899;0.0;0.0;0.0;0.2496978542326947;0.3983819970595302;0.32171617567211125;0.40046029296894986;0.6008899136787123;0.0;0.0;0.0;0.0;0.0;0.0;0.45902182861151236;0.0;0.48481440456610714;0.0;0.0;0.0;0.2403424666918959;0.3743841224937396;0.0;0.2988792713127464;0.4265467667873663;0.0;0.18792807068426134;0.4270158092714059;0.0;0.0;0.44055312323520585;0.0;0.0;0.18791987987258388;0.0;0.0;0.0;0.5601447999532609;0.0;0.2159508335733601;0.0;0.0;0.0;0.0
GO:0036378;0.15479706334760374;0.11137917533533495;1.0;0.2719697027686623;0.0;0.26735058363047637;0.5185663782428853;0.28867740400583386;0.3379535886888718;0.0;0.3114718819373276;0.12835630758400737;0.08287761550739213;0.11227708454795354;0.13253819036123757;0.12980985643004678;0.07526641765450343;0.15669350539981125;0.3546344574142449;0.11666026066832871;0.10918449339579457;0.11465843195378472;0.12269964125644003;0.12073011123188725;0.08439951830846361;0.09186004123110508;0.08726218963331268;0.09077939819510207;0.17906806998943273;0.10092819258161291;0.33077590779982907;0.2450918854285582;0.10029666073758094;0.12107102819525392;0.0;0.4208589909603189;0.0;0.36970303589208625;0.13249011370355265;0.12987980865946244;0.37320920732794344;0.12469410470408046;0.10952027267368786;0.11110951480549461;0.12337732014801572;0.0;0.46470201440573466;0.12349356536600924;0.16030441022274822;0.13459148889689104;0.1235614073575824;0.3497137821942891;0.3623303876487763;0.3647663731070678;0.08533794365786963;0.11645861777009033;0.11692936728628266;0.11678430148116013;0.11918892589955049;0.11910960663681473;0.3387824441432316;0.1251078373994432;0.44033575668044433;0.3604830186454994;0.2680080276679116;0.185005001751221;0.0;0.1255992680742973;0.11927970164051553;0.0;0.10154843652321036;0.09898344585032602;0.10942694117203415;0.08865035676005578;0.0987860915849432;0.1207427642685673;0.29538693058135296;0.5462827505729562;0.12081181428958983;0.0;0.2505760023215134;0.1195797617608707;0.3387745672718494;0.12319035452040739;0.5462691180209208;0.33874374447279687;0.3538803131549175;0.25528885242824517;0.11479253057861016;0.31948817146020325;0.15504869975221622;0.0;0.3387187042624889;0.1273973747438114;0.0
GO:0042737;0.0;0.0;0.2719697027686623;1.0;0.0;0.957098248503298;0.3529018950766179;0.488223286152032;0.46490516322380654;0.0;0.6389171019849196;0.3331177147135962;0.0;0.0;0.36282839523802135;0.3430880098656997;0.0;0.0;0.5189723920391887;0.0;0.0;0.25427918110103587;0.2975205981824458;0.0;0.0;0.0;0.0;0.0;0.2917907536099138;0.19534443027008544;0.5907826072384509;0.6817082137188152;0.0;0.28812273837654;0.0;0.2734081039061823;0.0;0.43123362279530864;0.0;0.34357709221657323;0.2969968855040915;0.30952526208876446;0.0;0.23745873298777942;0.0;0.0;0.32616701563237643;0.0;0.0;0.0;0.0;0.3262779193910312;0.4366195928816894;0.4434718144254382;0.0;0.0;0.0;0.0;0.0;0.2772573675608526;0.38047251096861284;0.31208715753584043;0.4999017387609581;0.5395997748698789;0.5162705484668632;0.31610986981756256;0.0;0.0;0.2781807644652094;0.0;0.1976813485280716;0.0;0.0;0.15404999287337587;0.0;0.0;0.3395861693669616;0.4322484276451449;0.0;0.0;0.5841737732115814;0.0;0.3804548698629125;0.3004223284880715;0.43222545722436456;0.38038584670884895;0.41585433186421583;0.45671892676545617;0.0;0.34604699424448804;0.0;0.0;0.20621946179488568;0.3267350223151468;0.0
GO:0009750;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29954122025966723;0.0;0.0;0.0;0.0;0.0;0.30181423086435794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34280030393514827;0.5344572768126697;0.0;0.583422603167787;0.0;0.0;0.0;0.0;0.4660305746980852;0.0;0.4275694841919622;0.0;0.5130436065256618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2409438578208109;0.0;0.2718787932054269;0.0;0.0;0.0;0.0;0.46557104263567334;0.0;0.24176203685342953;0.6463369114681153;0.2933568190550948;0.0;0.0;0.27576777303328753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2615014572383883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.556007393930449;0.0;0.0;0.599051096134933
GO:0042738;0.0;0.0;0.26735058363047637;0.957098248503298;0.0;1.0;0.34398364279459065;0.47541965192137414;0.4495508237266525;0.0;0.6171658606417129;0.3188192034898636;0.0;0.0;0.3459302726340596;0.3279402342594039;0.0;0.0;0.49991225536460215;0.0;0.0;0.24586229678372606;0.2860621436190201;0.0;0.0;0.0;0.0;0.0;0.2807612171203598;0.19033859547197032;0.5721374638657386;0.6491948740965304;0.0;0.27736364469555563;0.0;0.2680244908890889;0.0;0.4197350135809249;0.0;0.3283870546475925;0.2846896578684431;0.29714271996202357;0.0;0.23010245687677208;0.0;0.0;0.31853421188848546;0.0;0.0;0.0;0.0;0.31148475355261895;0.4230495133829501;0.42947928540441443;0.0;0.0;0.0;0.0;0.0;0.26728039407315507;0.37012676645379655;0.29950295695575063;0.48219276836759345;0.5190244113881878;0.5019751198141843;0.3032058719299105;0.0;0.0;0.2681384278495894;0.0;0.19255659811128711;0.0;0.0;0.1509199029140086;0.0;0.0;0.3333419577154595;0.41894455899777666;0.0;0.0;0.5659370087160734;0.0;0.3701100716712468;0.28874366118783384;0.418922980762418;0.3700447507268091;0.4035260989593418;0.44189193466524146;0.0;0.3334236111492902;0.0;0.0;0.20314182775721218;0.3129678716699046;0.0
GO:0042572;0.22451569973893312;0.15866893600164794;0.5185663782428853;0.3529018950766179;0.0;0.34398364279459065;1.0;0.3548010532235885;0.7079190955452528;0.0;0.35547089728244824;0.1926305271082738;0.10649541045729848;0.1604974459932757;0.20220536408730863;0.19592294658826417;0.09424866685080034;0.22852723433840114;0.6630593692064614;0.1696067702579438;0.15425191857859044;0.16334454722499597;0.18016540415625673;0.17834755158983726;0.10902152384684703;0.12179944561003372;0.11384582917158445;0.11990685085408966;0.26194816065542503;0.13682686139153738;0.5131661324389775;0.3757155844000805;0.13708933462160136;0.17667574727744448;0.0;0.39890859111098337;0.0;0.36996718223027364;0.18045025055888386;0.1960823420822232;0.4386347853309275;0.18449852872814598;0.15492295292817415;0.15623531876878963;0.16395651959753582;0.0;0.45430060961602187;0.18444468397787409;0.23628974873574954;0.18437084819682925;0.18459606100966997;0.40662220085258893;0.3518165324180067;0.561103221745613;0.11059244833561484;0.16918089455989163;0.1701761732877877;0.16986908017664296;0.17500467637144854;0.1725297887746031;0.5063026055835373;0.18540573380578215;0.4839964454608611;0.5807032333791224;0.36873201647200965;0.27485062029216356;0.0;0.18918176746761078;0.17288690074016808;0.0;0.13796929402636277;0.13464765202275503;0.1547362645201705;0.11519751844229563;0.13428272411850695;0.17837516497122727;0.4085225012622426;0.7129484842241889;0.1785259051152304;0.0;0.3528759400135331;0.17584857312933044;0.5062864660147594;0.18122538552479922;0.7129234987486135;0.5062233133267618;0.5377582807118423;0.3622947578600588;0.16568745362376258;0.3555769151899748;0.2250454358147894;0.0;0.26703822878314215;0.19047882417168924;0.0
GO:0042376;0.0;0.0;0.28867740400583386;0.488223286152032;0.0;0.47541965192137414;0.3548010532235885;1.0;0.3784285561495311;0.0;0.6138883126516839;0.20009875560939644;0.0;0.0;0.21045035994348713;0.2036537718712783;0.0;0.0;0.40654761730603145;0.0;0.0;0.16868310979083045;0.18668201795263384;0.0;0.0;0.0;0.0;0.0;0.18440984768195978;0.14055300506826815;0.5152996339971915;0.39125767841908343;0.0;0.1829379756625399;0.0;0.29321535431067874;0.0;0.26520243453794906;0.0;0.20382600008229407;0.26208994525935897;0.19133832182121807;0.0;0.16111235706385202;0.0;0.0;0.3349669965983018;0.0;0.0;0.0;0.0;0.27725436595637626;0.3628237985671333;0.4162050504649465;0.0;0.0;0.0;0.0;0.0;0.17849659768461412;0.37439988709624683;0.19231421605885785;0.4990890259692166;0.4167257925636892;0.8810122363934002;0.1938342275620797;0.0;0.0;0.1788788650255731;0.0;0.14175878180733062;0.0;0.0;0.11782740820815488;0.0;0.0;0.40772893958705647;0.360353976450286;0.0;0.0;0.5113985279827965;0.0;0.3743876127892979;0.18782030772485364;0.36034095533631705;0.3743395847387968;0.39836461832338915;0.42139100478958885;0.0;0.35071562902480097;0.0;0.0;0.28636174868333814;0.19777798173630293;0.0
GO:0042574;0.0;0.0;0.3379535886888718;0.46490516322380654;0.0;0.4495508237266525;0.7079190955452528;0.3784285561495311;1.0;0.0;0.3851292465450121;0.2537916453910256;0.0;0.0;0.2706783308549044;0.25953787278133317;0.0;0.0;0.84865652291534;0.0;0.0;0.20529734849921644;0.23259005158711366;0.0;0.0;0.0;0.0;0.0;0.22907347391514718;0.1650856603233712;0.6398030246372695;0.5053273188627815;0.0;0.22680667650418992;0.0;0.4244899084632003;0.0;0.31311062051451016;0.0;0.2598176559932887;0.504104874082085;0.23986266766227465;0.0;0.19419148976130005;0.0;0.0;0.49468074444742915;0.0;0.0;0.0;0.0;0.5414453790913833;0.43752198904690276;0.6396693604916179;0.0;0.0;0.0;0.0;0.0;0.22001932128558535;0.5636143755624325;0.24139829651942277;0.48801177441794125;0.7483101063468695;0.39656811283152543;0.24379806571646648;0.0;0.0;0.2206004139139939;0.0;0.16675158792237824;0.0;0.0;0.13459498361534047;0.0;0.0;0.39917736308207225;0.5698362019279335;0.0;0.0;0.4391616311614131;0.0;0.5635925034729963;0.2343596789645719;0.5698114070743882;0.5635069228584005;0.6068265300637932;0.4538456476761902;0.0;0.45455493400220176;0.0;0.0;0.2701416821226319;0.25006987820899446;0.0
GO:0046697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.350393382312978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5577700570320007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37208092909491003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
