;GO:0031060;GO:0016569;GO:0035584;GO:0033540;GO:0097191;GO:0045944;GO:0006369;GO:0043392;GO:0033539;GO:0030449;GO:0045650;GO:0006958;GO:0070940;GO:0050830;GO:0060474;GO:0007186;GO:0050829;GO:0006351;GO:1902884;GO:0006699;GO:0006378;GO:0061844;GO:0006357;GO:0006625;GO:0002227;GO:0045087;GO:0006508;GO:2001238;GO:0019731;GO:0010942;GO:0019933;GO:0030853
GO:0031060;1.0;0.0;0.3126946942244774;0.0;0.3716874859034558;0.49234931650672;0.0;0.3248079449590446;0.0;0.5489696067378154;0.31551309066053;0.2962275053759214;0.37889268561871126;0.0;0.3126946942244774;0.4577930529953908;0.0;0.0;0.35656122324654843;0.0;0.0;0.0;0.535257289162008;0.0;0.0;0.0;0.0;0.33234275564544696;0.0;0.4607056740681165;0.37091576940437193;0.33234275564544696
GO:0016569;0.0;1.0;0.5012032719937167;0.3871529394271236;0.5447073248794267;0.0;0.6033709958049343;0.0;0.3871529394271236;0.0;0.0;0.5766966079041411;0.5144600498116166;0.0;0.0;0.6134979551359667;0.0;0.6839863857993451;0.0;0.406782995792636;0.593526272889058;0.0;0.0;0.6195019435874394;0.0;0.0;0.6136571075739883;0.0;0.0;0.0;0.5594243471736113;0.0
GO:0035584;0.3126946942244774;0.5012032719937167;1.0;0.24138851853875337;0.5620410514256944;0.33719977645849797;0.4122517233397286;0.31509268286089304;0.24138851853875337;0.3378642326281505;0.24057281055540614;0.3842684492507788;0.25654682119915273;0.0;0.40073563809933477;0.6308316816822342;0.0;0.4928671133341394;0.3200434065867362;0.2610185749042658;0.4024070004238523;0.0;0.3801077491137859;0.4122517233397286;0.0;0.0;0.0;0.27289121433359137;0.0;0.3913841817796408;0.7240690918683019;0.2574024755403231
GO:0033540;0.0;0.3871529394271236;0.24138851853875337;1.0;0.2848925714244635;0.0;0.33602880900644805;0.0;0.7440025606004488;0.0;0.0;0.27240942790474726;0.24290942056261472;0.0;0.0;0.3536832016810033;0.0;0.39701414263534646;0.0;0.41599354393456983;0.30655402972505935;0.0;0.0;0.25074796960415136;0.0;0.0;0.3844648965581869;0.0;0.0;0.0;0.2996095937186479;0.0
GO:0097191;0.3716874859034558;0.5447073248794267;0.5620410514256944;0.2848925714244635;1.0;0.3807038293442081;0.45575577622543867;0.35859673574660317;0.2848925714244635;0.38136828551386065;0.29956560223438455;0.42777250213648893;0.30005087408486286;0.0;0.4442396909850449;0.6743357345679444;0.0;0.5363711662198495;0.3635474594724463;0.3045226277899759;0.44591105330956243;0.0;0.423611801999496;0.45575577622543867;0.0;0.0;0.0;0.31639526721930145;0.0;0.45754947165476745;0.620262126605589;0.31639526721930145
GO:0045944;0.49234931650672;0.0;0.33719977645849797;0.0;0.3807038293442081;1.0;0.0;0.3493130271930652;0.0;0.5783429752676241;0.32722688688175416;0.37764124357442513;0.6702011476523747;0.0;0.3972086278041791;0.4649831983940162;0.0;0.0;0.47077863707371564;0.0;0.0;0.0;0.8706832425927273;0.0;0.0;0.0;0.0;0.43086795777401293;0.0;0.5452196076478182;0.3954208516383925;0.3440565518666711
GO:0006369;0.0;0.6033709958049343;0.4122517233397286;0.33602880900644805;0.45575577622543867;0.0;1.0;0.0;0.33602880900644805;0.0;0.0;0.487745059250153;0.36318629871548336;0.0;0.0;0.5245464064819785;0.0;0.7368451022715832;0.0;0.49636903948489414;0.5765707774623957;0.0;0.0;0.4389261112405218;0.0;0.0;0.5575092345486636;0.0;0.0;0.0;0.47047279851962315;0.0
GO:0043392;0.3248079449590446;0.0;0.31509268286089304;0.0;0.35859673574660317;0.3493130271930652;0.0;1.0;0.0;0.3563022335720268;0.25268606128997334;0.31509268286089304;0.23585639630505645;0.0;0.31509268286089304;0.427387366003143;0.0;0.0;0.33848140753061245;0.0;0.0;0.0;0.3895235470678813;0.0;0.0;0.0;0.0;0.28230701228768673;0.0;0.3933549938749611;0.3733137580407876;0.2695157262748903
GO:0033539;0.0;0.3871529394271236;0.24138851853875337;0.7440025606004488;0.2848925714244635;0.0;0.33602880900644805;0.0;1.0;0.0;0.0;0.27240942790474726;0.24290942056261472;0.0;0.0;0.3536832016810033;0.0;0.39701414263534646;0.0;0.41599354393456983;0.30655402972505935;0.0;0.0;0.25074796960415136;0.0;0.0;0.3844648965581869;0.0;0.0;0.0;0.2996095937186479;0.0
GO:0030449;0.5489696067378154;0.0;0.3378642326281505;0.0;0.38136828551386065;0.5783429752676241;0.0;0.3563022335720268;0.0;1.0;0.44800113354473314;0.48178099436405386;0.46488634437961546;0.0;0.3378642326281505;0.45015891577040046;0.0;0.0;0.5476517000013995;0.0;0.0;0.0;0.6284234461190604;0.0;0.0;0.0;0.0;0.4289007102666075;0.0;0.4530715368431262;0.3960853078080451;0.4648307985296501
