;GO:0031060;GO:0016569;GO:0035584;GO:0033540;GO:0097191;GO:0045944;GO:0006369;GO:0043392;GO:0033539;GO:0030449;GO:0045650;GO:0006958;GO:0070940;GO:0050830;GO:0060474;GO:0007186;GO:0050829;GO:0006351;GO:1902884;GO:0006699;GO:0006378;GO:0061844;GO:0006357;GO:0006625;GO:0002227;GO:0045087;GO:0006508;GO:2001238;GO:0019731;GO:0010942;GO:0019933;GO:0030853
GO:0031060;1.0;0.0;0.3686136822838791;0.0;0.3783097091975969;0.39552280547999547;0.0;0.21502386613247312;0.0;0.4508651151895103;0.26202735027320984;0.18696938915372846;0.36250110594695806;0.0;0.31156105473944473;0.4012346825734492;0.0;0.0;0.29783481850697563;0.0;0.0;0.0;0.5399887705843365;0.0;0.0;0.0;0.0;0.26259085940864857;0.0;0.39504457479924265;0.368393240842532;0.26203595138839186
GO:0016569;0.0;1.0;0.260985781471501;0.276119175559915;0.270197973500099;0.0;0.3316868220287774;0.0;0.276119175559915;0.0;0.0;0.26971458514728797;0.2850625052820347;0.0;0.0;0.2926347266396831;0.0;0.31387338092065503;0.0;0.28351229246924614;0.38448695930499877;0.0;0.0;0.25606874086879217;0.0;0.0;0.47086621903008474;0.0;0.0;0.0;0.26077820054650747;0.0
GO:0035584;0.3686136822838791;0.260985781471501;1.0;0.14971128594162741;0.7323613391149786;0.23206294009167713;0.14876762426278606;0.29691860889196736;0.14971128594162741;0.244484991445784;0.31714190398085;0.22332194561137844;0.2658465461488909;0.0;0.39270959657034443;0.792833709665855;0.0;0.14079968415188862;0.4021010640946045;0.15370792614807263;0.17237065758222112;0.0;0.33569643586038306;0.1505225030794966;0.0;0.0;0.0;0.3179677735548931;0.0;0.5352955001349645;0.8579480472375832;0.3171545040163949
GO:0033540;0.0;0.276119175559915;0.14971128594162741;1.0;0.15269770744991376;0.0;0.2779009215261654;0.0;0.9718367384890308;0.0;0.0;0.18905939340485595;0.2253837548014298;0.0;0.0;0.1596137037477184;0.0;0.2672561067452502;0.0;0.4732421477611166;0.3075405653486203;0.0;0.0;0.10557300390184378;0.0;0.0;0.2683571115909986;0.0;0.0;0.0;0.14964295614458745;0.0
GO:0097191;0.3783097091975969;0.270197973500099;0.7323613391149786;0.15269770744991376;1.0;0.23586878541974762;0.15171614560479377;0.309267041306373;0.15269770744991376;0.2500651593813707;0.3242928900115519;0.22796868674037074;0.2697856020962341;0.0;0.40373365068469197;0.8241634594258264;0.0;0.1434380195731217;0.4174207966359834;0.156857602154071;0.17634149311408642;0.0;0.34371922594005094;0.15354170272205753;0.0;0.0;0.0;0.32515647396476804;0.0;0.5559890354751319;0.7317614214544287;0.3243060646818337
GO:0045944;0.39552280547999547;0.0;0.23206294009167713;0.0;0.23586878541974762;1.0;0.0;0.129232790776736;0.0;0.31935039898240447;0.1847505428363154;0.16760591686810042;0.5565808286607646;0.0;0.2855758891199698;0.24458157226789073;0.0;0.0;0.2287987060524953;0.0;0.0;0.0;0.7460506821105704;0.0;0.0;0.0;0.0;0.2539477278290191;0.0;0.33250347597877805;0.2319755508155343;0.18475481874828215
GO:0006369;0.0;0.3316868220287774;0.14876762426278606;0.2779009215261654;0.15171614560479377;0.0;1.0;0.0;0.2779009215261654;0.0;0.0;0.27244304926233837;0.2907284336077443;0.0;0.0;0.1585415265625111;0.0;0.907361306763615;0.0;0.46161972532609413;0.6688399140855991;0.0;0.0;0.1051028708242571;0.0;0.0;0.3859754672572233;0.0;0.0;0.0;0.14870015295099095;0.0
GO:0043392;0.21502386613247312;0.0;0.29691860889196736;0.0;0.309267041306373;0.129232790776736;0.0;1.0;0.0;0.184158976415432;0.1817456082551318;0.1666342727487722;0.11608992559083875;0.0;0.231015551079952;0.339979544332496;0.0;0.0;0.3259541087310464;0.0;0.0;0.0;0.1936059780353406;0.0;0.0;0.0;0.0;0.18227031966843854;0.0;0.33146789354764394;0.2966420763755347;0.18175361138991225
GO:0033539;0.0;0.276119175559915;0.14971128594162741;0.9718367384890308;0.15269770744991376;0.0;0.2779009215261654;0.0;1.0;0.0;0.0;0.18905939340485595;0.2253837548014298;0.0;0.0;0.1596137037477184;0.0;0.2672561067452502;0.0;0.4732421477611166;0.3075405653486203;0.0;0.0;0.10557300390184378;0.0;0.0;0.2683571115909986;0.0;0.0;0.0;0.14964295614458745;0.0
GO:0030449;0.4508651151895103;0.0;0.244484991445784;0.0;0.2500651593813707;0.31935039898240447;0.0;0.184158976415432;0.0;1.0;0.2184214560944607;0.28027779754397153;0.29453183815153106;0.0;0.21086585836734337;0.2631094202686121;0.0;0.0;0.3707462801834109;0.0;0.0;0.0;0.4243730162454786;0.0;0.0;0.0;0.0;0.22293396036927818;0.0;0.25960775438138345;0.2443576835484598;0.21842794100300644
GO:0045650;0.26202735027320984;0.0;0.31714190398085;0.0;0.3242928900115519;0.1847505428363154;0.0;0.1817456082551318;0.0;0.2184214560944607;1.0;0.2041359552033534;0.17048377255147248;0.0;0.2739771726161794;0.340994069329877;0.0;0.0;0.25409450958061663;0.0;0.0;0.0;0.24495334848178812;0.0;0.0;0.0;0.0;0.23537713573764393;0.0;0.3365127897167795;0.3169787138595048;0.9331836802299978
GO:0006958;0.18696938915372846;0.26971458514728797;0.22332194561137844;0.18905939340485595;0.22796868674037074;0.16760591686810042;0.27244304926233837;0.1666342727487722;0.18905939340485595;0.28027779754397153;0.2041359552033534;1.0;0.35993377243701297;0.1308790820120825;0.2432085062996093;0.23875980115030074;0.1308822434198608;0.26171506597008315;0.39689361548812196;0.19268204275081582;0.3024408882490824;0.27365976642396656;0.17551041539032203;0.0;0.24054105341468102;0.25767449396076575;0.5146550337967196;0.28676384648779396;0.24546937128536853;0.2942866327402898;0.22321571900199275;0.20414161957091612
GO:0070940;0.36250110594695806;0.2850625052820347;0.2658465461488909;0.2253837548014298;0.2697856020962341;0.5565808286607646;0.2907284336077443;0.11608992559083875;0.2253837548014298;0.29453183815153106;0.17048377255147248;0.35993377243701297;1.0;0.0;0.1901535023535721;0.2787573159563598;0.0;0.31136558939388287;0.16535359615703948;0.22875761395855476;0.31528371708733777;0.0;0.6866751326642252;0.08517983437061911;0.0;0.0;0.36579730496156754;0.1707221403719251;0.0;0.218310804736341;0.26575595377348005;0.17048741356780514
GO:0050830;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1308790820120825;0.0;1.0;0.0;0.0;0.9326465725303397;0.0;0.0;0.0;0.0;0.5941589983288466;0.0;0.0;0.4062298590539544;0.45728955104402325;0.0;0.0;0.8160180463998907;0.0;0.0;0.0
GO:0060474;0.31156105473944473;0.0;0.39270959657034443;0.0;0.40373365068469197;0.2855758891199698;0.0;0.231015551079952;0.0;0.21086585836734337;0.2739771726161794;0.2432085062996093;0.1901535023535721;0.0;1.0;0.4299502297102503;0.0;0.0;0.3974600865915026;0.0;0.0;0.0;0.2877152814018171;0.0;0.0;0.0;0.0;0.3768694605905206;0.0;0.5803467551332856;0.392459402858593;0.27398657614635563
