;GO:0031060;GO:0016569;GO:0035584;GO:0033540;GO:0097191;GO:0045944;GO:0006369;GO:0043392;GO:0033539;GO:0030449;GO:0045650;GO:0006958;GO:0070940;GO:0050830;GO:0060474;GO:0007186;GO:0050829;GO:0006351;GO:1902884;GO:0006699;GO:0006378;GO:0061844;GO:0006357;GO:0006625;GO:0002227;GO:0045087;GO:0006508;GO:2001238;GO:0019731;GO:0010942;GO:0019933;GO:0030853
GO:0031060;1.0;0.0;0.18181818181818177;0.0;0.19047619047619047;0.2093023255813954;0.0;0.09090909090909094;0.0;0.25;0.10810810810810811;0.07692307692307687;0.19565217391304346;0.0;0.13793103448275867;0.21052631578947367;0.0;0.0;0.13636363636363635;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.19999999999999996;0.18181818181818177;0.10810810810810811
GO:0016569;0.0;1.0;0.125;0.11764705882352944;0.1333333333333333;0.0;0.16666666666666663;0.0;0.11764705882352944;0.0;0.0;0.1333333333333333;0.14634146341463417;0.0;0.0;0.15384615384615385;0.0;0.15625;0.0;0.125;0.19999999999999996;0.0;0.0;0.11764705882352944;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.125;0.0
GO:0035584;0.18181818181818177;0.125;1.0;0.05555555555555558;0.5454545454545454;0.09999999999999998;0.06060606060606055;0.1428571428571429;0.05555555555555558;0.10344827586206895;0.13793103448275867;0.09677419354838712;0.11904761904761907;0.0;0.19047619047619047;0.6666666666666667;0.0;0.05714285714285716;0.2142857142857143;0.05882352941176472;0.0714285714285714;0.0;0.16666666666666663;0.05555555555555558;0.0;0.0;0.0;0.1428571428571429;0.0;0.33333333333333337;0.8;0.13793103448275867
GO:0033540;0.0;0.11764705882352944;0.05555555555555558;1.0;0.05714285714285716;0.0;0.12244897959183676;0.0;1.0;0.0;0.0;0.07999999999999996;0.09836065573770492;0.0;0.0;0.06060606060606055;0.0;0.11764705882352944;0.0;0.2727272727272727;0.13636363636363635;0.0;0.0;0.0357142857142857;0.0;0.0;0.12121212121212122;0.0;0.0;0.0;0.05555555555555558;0.0
GO:0097191;0.19047619047619047;0.1333333333333333;0.5454545454545454;0.05714285714285716;1.0;0.10256410256410253;0.0625;0.15384615384615385;0.05714285714285716;0.1071428571428571;0.1428571428571429;0.09999999999999998;0.12195121951219512;0.0;0.19999999999999996;0.75;0.0;0.05882352941176472;0.23076923076923073;0.06060606060606055;0.07407407407407407;0.0;0.17391304347826086;0.05714285714285716;0.0;0.0;0.0;0.14814814814814814;0.0;0.36363636363636365;0.5454545454545454;0.1428571428571429
GO:0045944;0.2093023255813954;0.0;0.09999999999999998;0.0;0.10256410256410253;1.0;0.0;0.050000000000000044;0.0;0.16000000000000003;0.07272727272727275;0.0714285714285714;0.37735849056603776;0.0;0.1333333333333333;0.10810810810810811;0.0;0.0;0.10256410256410253;0.0;0.0;0.0;0.5428571428571429;0.0;0.0;0.0;0.0;0.11538461538461542;0.0;0.16666666666666663;0.09999999999999998;0.07272727272727275
GO:0006369;0.0;0.16666666666666663;0.06060606060606055;0.12244897959183676;0.0625;0.0;1.0;0.0;0.12244897959183676;0.0;0.0;0.1333333333333333;0.1428571428571429;0.0;0.0;0.06666666666666665;0.0;0.8620689655172413;0.0;0.26190476190476186;0.46875;0.0;0.0;0.037735849056603765;0.0;0.0;0.2142857142857143;0.0;0.0;0.0;0.06060606060606055;0.0
GO:0043392;0.09090909090909094;0.0;0.1428571428571429;0.0;0.15384615384615385;0.050000000000000044;0.0;1.0;0.0;0.0714285714285714;0.06896551724137934;0.06666666666666665;0.046511627906976716;0.0;0.09523809523809523;0.18181818181818177;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.16666666666666663;0.1428571428571429;0.06896551724137934
GO:0033539;0.0;0.11764705882352944;0.05555555555555558;1.0;0.05714285714285716;0.0;0.12244897959183676;0.0;1.0;0.0;0.0;0.07999999999999996;0.09836065573770492;0.0;0.0;0.06060606060606055;0.0;0.11764705882352944;0.0;0.2727272727272727;0.13636363636363635;0.0;0.0;0.0357142857142857;0.0;0.0;0.12121212121212122;0.0;0.0;0.0;0.05555555555555558;0.0
GO:0030449;0.25;0.0;0.10344827586206895;0.0;0.1071428571428571;0.16000000000000003;0.0;0.0714285714285714;0.0;1.0;0.09302325581395354;0.1428571428571429;0.15094339622641506;0.0;0.08333333333333337;0.11538461538461542;0.0;0.0;0.1923076923076923;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.11111111111111116;0.10344827586206895;0.09302325581395354
