;GO:0008380;GO:0090336;GO:1990090;GO:0015031;GO:0007179;GO:0006487;GO:0045721;GO:0006686;GO:0043547;GO:0000188;GO:0050873;GO:0050796;GO:0002710;GO:0032966;GO:0071333;GO:0044320;GO:0010976;GO:0032486;GO:0030148;GO:0033210;GO:0050728;GO:0006491;GO:0043312;GO:0000226;GO:0038180;GO:0030217;GO:0006888;GO:0045860;GO:0010507;GO:0071320;GO:2001214;GO:0010469;GO:0098868;GO:0019953;GO:0090114;GO:0043123;GO:0008203;GO:0046513;GO:1901888;GO:0000122;GO:0051346;GO:0097421;GO:0000281;GO:0048024;GO:0016310;GO:0035335;GO:1905451;GO:2001242;GO:0044829;GO:0035690;GO:0044828;GO:0006351;GO:0006112;GO:0006355;GO:0046326;GO:0006397;GO:0061028;GO:0050860;GO:0044791;GO:0071222;GO:0046330;GO:0043066;GO:0070374;GO:0006909;GO:0050868;GO:0070972;GO:2000301
GO:0008380;1.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.08547128021085358;0.0;0.12826917739045696;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.0;0.08547128021085358;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.12997132148022705;0.12826917739045696;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.06886689890529227;0.08547128021085358;0.0;0.0;0.0;0.01468324974140624;0.0;0.16542914088709912;0.06886689890529227;0.0;0.0;0.3102169991624253;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090336;0.0;1.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.0;0.30379685991921485;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.30379685991921485;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.11511873865597294;0.0;0.0;0.047799631016701725;0.11511873865597294;0.0;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725
GO:1990090;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.26838521347675653;0.33202122880245893;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.33202122880245893;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.2473380912762773;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.26838521347675653;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.2288532216884073;0.0
GO:0007179;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;1.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.2052608479739753;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.2052608479739753;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.0;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725
GO:0006487;0.08547128021085358;0.0;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.1237146889194086;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.0;0.1468397877411918;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.06927734236639929;0.1237146889194086;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.06886689890529227;0.18032682375526765;0.0;0.0;0.0;0.01468324974140624;0.0;0.10587402764930422;0.06886689890529227;0.0;0.0;0.08547128021085358;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045721;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;1.0;0.0;0.036692364793703955;0.198940861166088;0.0;0.047799631016701725;0.12804570306913615;0.2479916404201316;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.12804570306913615;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.10648035217448149;0.198940861166088;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.24937783908455946;0.036692364793703955;0.0;0.0;0.10648035217448149;0.0;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.12804570306913615;0.0;0.0;0.14212163039839543;0.042064647228987374;0.0;0.0;0.13839445927415203;0.042064647228987374;0.0;0.10648035217448149;0.13839445927415203;0.10648035217448149;0.0;0.13839445927415203;0.0;0.13839445927415203
GO:0006686;0.12826917739045696;0.0;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.0;1.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.5409018546179208;0.01468324974140624;0.0;0.1237146889194086;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.27271733917935304;0.5409018546179208;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.22480199536001946;0.22480199536001946;0.0;0.0;0.0;0.01468324974140624;0.0;0.16878873677315923;0.06886689890529227;0.0;0.0;0.12826917739045696;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043547;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;1.0;0.20819522445199756;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.25833176065663566;0.036692364793703955;0.0;0.036692364793703955;0.17530917548795347;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.26943094905830245;0.0;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955
GO:0000188;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.198940861166088;0.0;0.20819522445199756;1.0;0.0;0.16845680521671735;0.250245473135147;0.18816457782507542;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.250245473135147;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.31680997400557953;0.198940861166088;0.0;0.047799631016701725;0.1786822519641151;0.0;0.0;0.0;0.2326756683755529;0.0;0.0;0.047799631016701725;0.20539045317781315;0.3142718761999674;0.0;0.0;0.10900961301269105;0.0;0.0;0.1786822519641151;0.2326756683755529;0.042064647228987374;0.0;0.12804570306913615;0.0;0.0;0.10900961301269105;0.042064647228987374;0.0;0.0;0.274741083875601;0.042064647228987374;0.0;0.3256627918320604;0.13839445927415203;0.3256627918320604;0.0;0.13839445927415203;0.0;0.2667969813617204
