;GO:0008380;GO:0090336;GO:1990090;GO:0015031;GO:0007179;GO:0006487;GO:0045721;GO:0006686;GO:0043547;GO:0000188;GO:0050873;GO:0050796;GO:0002710;GO:0032966;GO:0071333;GO:0044320;GO:0010976;GO:0032486;GO:0030148;GO:0033210;GO:0050728;GO:0006491;GO:0043312;GO:0000226;GO:0038180;GO:0030217;GO:0006888;GO:0045860;GO:0010507;GO:0071320;GO:2001214;GO:0010469;GO:0098868;GO:0019953;GO:0090114;GO:0043123;GO:0008203;GO:0046513;GO:1901888;GO:0000122;GO:0051346;GO:0097421;GO:0000281;GO:0048024;GO:0016310;GO:0035335;GO:1905451;GO:2001242;GO:0044829;GO:0035690;GO:0044828;GO:0006351;GO:0006112;GO:0006355;GO:0046326;GO:0006397;GO:0061028;GO:0050860;GO:0044791;GO:0071222;GO:0046330;GO:0043066;GO:0070374;GO:0006909;GO:0050868;GO:0070972;GO:2000301
GO:0008380;1.0;0.0;0.029169715127478683;0.0;0.03153265073646607;0.1787399763563679;0.0;0.21192197092465428;0.0;0.0;0.027889068610719252;0.0;0.0;0.0;0.030065752341151664;0.025568625288871025;0.0;0.025568625288871025;0.1615121370485572;0.025119729810165282;0.0;0.15644969261750047;0.038521624297612266;0.037427201255117344;0.025768293075866488;0.03196302468987347;0.0;0.0;0.0;0.029673325233544212;0.0;0.0;0.0;0.0;0.02425916567084211;0.0;0.2852797805387607;0.2542255235532479;0.0;0.0;0.0;0.0;0.030222716100915887;0.0;0.20458353249029002;0.18504198847742906;0.0;0.0;0.0;0.035907714906212855;0.0;0.5541597302614385;0.14222490382630146;0.0;0.0;0.8061529369705821;0.02736617405907641;0.0;0.0;0.03324365565855419;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090336;0.0;1.0;0.0;0.0;0.07282206919688144;0.0;0.06318839301536254;0.0;0.06327986028554038;0.06629495352102335;0.0;0.07662659337288799;0.05663417569481726;0.05383991633304158;0.054030204838101385;0.0;0.502930635322687;0.06248274024325586;0.0;0.06165564890834163;0.06494283279061894;0.0;0.0;0.0;0.06284830663696661;0.0;0.0;0.22449506385008486;0.07145739224883689;0.0;0.3946031169437524;0.08458156256141607;0.0;0.0;0.0;0.20429485202799744;0.0;0.0;0.07217500702980206;0.08789310525120185;0.06381504553236719;0.0;0.0;0.07306434092955379;0.0;0.0;0.14968536560591572;0.07606442206226506;0.14606754509470524;0.0;0.052232995834213126;0.0;0.0;0.10240074166686598;0.16612587037122392;0.0;0.0;0.06460980428665976;0.14294655946891333;0.0;0.19971541297810994;0.08856666863610387;0.2094277514205667;0.0;0.07352438050185192;0.0;0.05748943163641322
GO:1990090;0.029169715127478683;0.0;1.0;0.0;0.025525792375409296;0.02498139262978561;0.0;0.020540446236642355;0.0;0.0;0.02308442892073447;0.0;0.0;0.0;0.4488415491232794;0.4855191241736458;0.0;0.021471514276913822;0.025450780207784927;0.021154061359467343;0.0;0.02238649645592352;0.029920101689082698;0.029255645973242973;0.02161214347188439;0.025807083342115632;0.0;0.0;0.0;0.5493315138407228;0.0;0.0;0.0;0.0;0.020540446236642355;0.0;0.0;0.023909086972007044;0.0;0.0;0.0;0.0;0.024660550263540332;0.0;0.03290735814927858;0.02569329716516224;0.0;0.0;0.0;0.47702995372225215;0.0;0.03597935128117233;0.024727980747086084;0.0;0.0;0.029699656219204635;0.0227250195291557;0.0;0.0;0.48685298921888814;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46491548921239084;0.0;0.0;0.0;0.40637461640059397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3506358243163503;0.0;0.589301224808361;0.0
GO:0007179;0.03153265073646607;0.07282206919688144;0.025525792375409296;0.0;1.0;0.026694555097016938;0.07496994761288162;0.021684700450242282;0.07959913170624976;0.0793834053052134;0.024539713195627318;0.09466750769872054;0.0674258961282074;0.06350216692379002;0.06549517230551147;0.0227250195291557;0.09852041408456791;0.195928800756662;0.027231220552637343;0.31271203054577057;0.07954138356300842;0.023752509511706592;0.032411364835470906;0.03163309134203628;0.31988174474937964;0.027639518502012937;0.0;0.10637994823340008;0.08690105434862816;0.025910608153972413;0.073424795609133;0.10711346451003988;0.0;0.0;0.021684700450242282;0.0945567895116673;0.0;0.025473728014345248;0.08796468482841675;0.112480327187729;0.0804478001243588;0.0;0.026328521074800174;0.08928927085306113;0.0359461780192423;0.027509040691448706;0.0651835718999639;0.09381093935796735;0.06285420405097152;0.030540787288185003;0.06127863827158927;0.03964360639820183;0.026405395875812372;0.13739016981260851;0.07327281019773368;0.032152839362534325;0.024133958030584546;0.0769792481064953;0.06127863827158927;0.02859196781708855;0.09195250234539674;0.11358581516361352;0.09750865319543775;0.0;0.08997727404648702;0.0;0.06708038150796272
GO:0006487;0.1787399763563679;0.0;0.02498139262978561;0.0;0.026694555097016938;1.0;0.0;0.17938493055807547;0.0;0.0;0.024036147225061304;0.0;0.0;0.0;0.02563570277808855;0.022292520168939445;0.0;0.022292520168939445;0.22422560497557287;0.021950519573941625;0.0;0.23281578023034272;0.031538669365295154;0.030801265829406;0.022444147417896007;0.02700235032578918;0.0;0.0;0.0;0.02534985070862077;0.0;0.0;0.0;0.0;0.021290549717543024;0.0;0.12829450036833062;0.210062192859242;0.0;0.0;0.0;0.0;0.025749730841081574;0.0;0.16357376829208575;0.3300896844177946;0.0;0.0;0.0;0.029764711836089957;0.0;0.27649351589741283;0.12111540284097103;0.0;0.0;0.1821615377945054;0.023646741634018108;0.0;0.0;0.02791067100026539;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045721;0.0;0.06318839301536254;0.0;0.0;0.07496994761288162;0.0;1.0;0.0;0.06540094416208042;0.28330712827718774;0.0;0.07900843255739029;0.17687392379573844;0.32524106625330024;0.05556898796092361;0.0;0.08167418325202233;0.06405740787286507;0.0;0.06318839301536254;0.20359855828780382;0.0;0.0;0.0;0.06444168885358036;0.0;0.0;0.19381130259051416;0.30600662102665;0.0;0.06364170119200789;0.08749300708163268;0.0;0.0;0.0;0.0789312981769297;0.0;0.0;0.07428433217371856;0.47497576003390807;0.06597277066425156;0.0;0.0;0.16757808226402238;0.0;0.0;0.0573562907887846;0.07841090559633641;0.05467809430313081;0.0;0.16279997448571099;0.0;0.0;0.3172468090108045;0.06239606272198646;0.0;0.0;0.19194403910652097;0.05348186882875756;0.0;0.17176953437538123;0.26568498889001324;0.1803889631236202;0.0;0.219216520456341;0.0;0.17030118980641726
GO:0006686;0.21192197092465428;0.0;0.020540446236642355;0.0;0.021684700450242282;0.17938493055807547;0.0;1.0;0.0;0.0;0.01989707421866705;0.0;0.0;0.0;0.020980750278630406;0.01868714032575525;0.0;0.01868714032575525;0.796826321670309;0.018446220176376486;0.0;0.1632570928875098;0.02477593375833625;0.024318570412010843;0.018793571078130664;0.021887368178553204;0.0;0.0;0.0;0.020788895273728073;0.0;0.0;0.0;0.0;0.01797790430867298;0.0;0.40883167928064196;0.7554269512598272;0.0;0.0;0.0;0.0;0.021057065768047428;0.0;0.41015334069838055;0.333843842316824;0.0;0.0;0.0;0.023667814853947696;0.0;0.3309614891437739;0.09899165778504235;0.0;0.0;0.21511416177874415;0.019629487714027224;0.0;0.0;0.02248038167603477;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043547;0.0;0.06327986028554038;0.0;0.0;0.07959913170624976;0.0;0.06540094416208042;0.0;1.0;0.3961174323193292;0.0;0.08565486923026304;0.0670402788183961;0.0626292648902112;0.07586029237400586;0.0;0.08979400353271223;0.06441999339939154;0.0;0.06327986028554038;0.0811251899214207;0.0;0.0;0.0;0.06492722814618747;0.0;0.0;0.6929822108290098;0.07749180143226676;0.0;0.06387339871170183;0.4741858142971892;0.0;0.0;0.0;0.08553681561805428;0.0;0.0;0.07859578144918189;0.10531276709025274;0.7098603360021882;0.0;0.0;0.07997675188466945;0.0;0.0;0.055868647686379405;0.08474283429659113;0.061907674732833685;0.0;0.06016106975623799;0.0;0.0;0.13521410455600924;0.07374816550841289;0.0;0.0;0.06740024597525522;0.06016106975623799;0.0;0.08277414429443436;0.10657794193470649;0.08870121967971514;0.0;0.08069674269686623;0.0;0.0576900590691266
GO:0000188;0.0;0.06629495352102335;0.0;0.0;0.0793834053052134;0.0;0.28330712827718774;0.0;0.3961174323193292;1.0;0.0;0.2957735952745811;0.36346995035258123;0.2588098060213878;0.058721375364342895;0.0;0.08694000942342653;0.06725216359697771;0.0;0.06629495352102335;0.4216684305665479;0.0;0.0;0.0;0.06767585792175514;0.0;0.0;0.6164162619560616;0.32365374970134814;0.0;0.06679410581653009;0.3497555166451729;0.0;0.0;0.0;0.40810434858069344;0.0;0.0;0.07861510346524063;0.41951933366387334;0.6035254491915274;0.0;0.0;0.1816948580480395;0.0;0.0;0.2239313380736943;0.40524760908999097;0.057319181108117956;0.0;0.17048345772374607;0.0;0.0;0.26424212329736846;0.06585897492919264;0.0;0.0;0.4007501318996283;0.05600599110815396;0.0;0.5572077808147876;0.2850853490723736;0.5869549513578879;0.0;0.2322575219494633;0.0;0.3432807104512131
GO:0050873;0.027889068610719252;0.0;0.02308442892073447;0.0;0.024539713195627318;0.024036147225061304;0.0;0.01989707421866705;0.0;0.0;1.0;0.0;0.0;0.0;0.023642032730942848;0.020769490860343066;0.0;0.020769490860343066;0.02447037675853737;0.020472313539169208;0.0;0.021624428257780756;0.02857423882615891;0.02796760963604818;0.020901046312813445;0.3851543011016216;0.0;0.0;0.0;0.023398701818713973;0.0;0.0;0.18161844653902492;0.0;0.01989707421866705;0.0;0.0;0.023041839171859955;0.0;0.0;0.0;0.20063258876505422;0.02373898114639985;0.0;0.03128661331331032;0.024694487068596137;0.0;0.0;0.0;0.027110350420939105;0.0;0.03405074733604062;0.023801459636255753;0.0;0.0;0.028373112766399314;0.28247653317424126;0.0;0.0;0.025563652935467848;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050796;0.0;0.07662659337288799;0.0;0.0;0.09466750769872054;0.0;0.07900843255739029;0.0;0.08565486923026304;0.2957735952745811;0.0;1.0;0.07114227140391405;0.06678805247624074;0.3165430650072346;0.0;0.10561469519511327;0.07790828543719962;0.0;0.07662659337288799;0.0847650453159965;0.0;0.0;0.0;0.07847745434770959;0.0;0.0;0.11469907010301564;0.09237415371693675;0.0;0.07729423139718145;0.407232517448289;0.0;0.0;0.0;0.3562037797100301;0.0;0.0;0.09357690695916251;0.12182282610244051;0.08663837724533445;0.0;0.0;0.09507734572543444;0.0;0.0;0.3359719264399407;0.35320210811632136;0.06607167594676053;0.0;0.0643329080662037;0.0;0.0;0.1515900316506798;0.43476407873763845;0.0;0.0;0.286319799057463;0.0643329080662037;0.0;0.34573700273210806;0.12312064141116866;0.36811562888762406;0.0;0.09585782788213121;0.0;0.49093347989711267
