;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0043406;1.0;0.0;0.0;0.34695295233895507;0.0;0.0;0.09740145035382183;0.0;0.0;0.24923528140949758;0.25266298094606293;0.0;0.3498715728896713;0.3609353292012768;0.11300581451551822;0.39844007946841037;0.4346514526487795;0.8188373729792094;0.45542416525643653;0.22606287563405592;0.32715026888179066;0.6370520438216666
GO:0018108;0.0;1.0;0.0;0.0;0.422873396638186;0.02502359105622119;0.028928527418035255;0.5704058424576514;0.0353014297614063;0.0;0.0;0.15206992628539293;0.0;0.24453111281177276;0.6907534431525209;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4740424873546725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.34695295233895507;0.0;0.0;1.0;0.0;0.0;0.11149521943233252;0.0;0.0;0.2836107265875044;0.2924856306146595;0.0;0.19155379589389968;0.22068616257565504;0.13242737079650757;0.10199248591679448;0.24801553630028186;0.34082727485806114;0.14471210129145715;0.25398536242979425;0.21920637842668325;0.3216597319123296
GO:0036092;0.0;0.422873396638186;0.0;0.0;1.0;0.022415522267312474;0.02549875120457347;0.8032161122626329;0.030324057210721667;0.0;0.0;0.09061886628136077;0.0;0.10358960289446968;0.4424564803959268;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002063;0.0;0.02502359105622119;0.0;0.0;0.022415522267312474;1.0;0.02326935612641188;0.023939410864317435;0.027222376406745394;0.0;0.0;0.017913791370828668;0.0;0.0;0.026068914560883075;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.09740145035382183;0.028928527418035255;0.0;0.11149521943233252;0.02549875120457347;0.02326935612641188;1.0;0.027489303276041148;0.031907952198834036;0.0834400389516012;0.08141350952920107;0.01983002654283323;0.12827721097687442;0.065243684644765;0.26153751239090195;0.07854913711115694;0.07499003071932547;0.09610737178368955;0.10542491871537256;0.07643975784245786;0.06780014531257046;0.09198271646435482
GO:0046854;0.0;0.5704058424576514;0.0;0.0;0.8032161122626329;0.023939410864317435;0.027489303276041148;1.0;0.033181476076450556;0.0;0.0;0.09584664766143203;0.0;0.11047792661476603;0.5991828104461956;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.0353014297614063;0.4740424873546725;0.0;0.030324057210721667;0.027222376406745394;0.031907952198834036;0.033181476076450556;1.0;0.0;0.0;0.022630534039172655;0.0;0.525132024660004;0.03741809460811189;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043536;0.24923528140949758;0.0;0.0;0.2836107265875044;0.0;0.0;0.0834400389516012;0.0;0.0;1.0;0.4638795644865552;0.0;0.12141631816145729;0.17290613898255028;0.09463451940492269;0.07557750311581196;0.1937217362685274;0.24605842953190468;0.10074620947763163;0.385909508420533;0.7403081497983354;0.23590952580737629
GO:0045766;0.25266298094606293;0.0;0.0;0.2924856306146595;0.0;0.0;0.08141350952920107;0.0;0.0;0.4638795644865552;1.0;0.0;0.1246357469719947;0.18884172026283708;0.0937031058869548;0.08406318399770416;0.19113627464635394;0.24905098772511985;0.10056749576154903;0.4555536801302192;0.37237117801682657;0.2375875418569658
GO:0061723;0.0;0.15206992628539293;0.0;0.0;0.09061886628136077;0.017913791370828668;0.01983002654283323;0.09584664766143203;0.022630534039172655;0.0;0.0;1.0;0.0;0.10255969549535822;0.15738890602463146;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006357;0.3498715728896713;0.0;0.0;0.19155379589389968;0.0;0.0;0.12827721097687442;0.0;0.0;0.12141631816145729;0.1246357469719947;0.0;1.0;0.09035414765915366;0.15679064451832067;0.3807276147708648;0.10431251878312732;0.34260547534621594;0.1743103296402662;0.10713900900523397;0.09090328877114173;0.14038873220816062
GO:0006957;0.3609353292012768;0.24453111281177276;0.0;0.22068616257565504;0.10358960289446968;0.0;0.065243684644765;0.11047792661476603;0.525132024660004;0.17290613898255028;0.18884172026283708;0.10255969549535822;0.09035414765915366;1.0;0.2545031492221612;0.4632833091478468;0.2884533371161858;0.35689484938049604;0.2731580866527795;0.16027678228978695;0.2640178285586291;0.3439014218352353
GO:0000165;0.11300581451551822;0.6907534431525209;0.0;0.13242737079650757;0.4424564803959268;0.026068914560883075;0.26153751239090195;0.5991828104461956;0.03741809460811189;0.09463451940492269;0.0937031058869548;0.15738890602463146;0.15679064451832067;0.2545031492221612;1.0;0.08992873929500747;0.0839107758465734;0.1112675816401186;0.1239504787955762;0.08573011888279004;0.0750100577023631;0.10577620345406528
