;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0043406;1.0;0.0;0.0;0.22145984961813556;0.0;0.0;0.15427693473580092;0.0;0.0;0.18027256851868442;0.1457708941909566;0.0;0.26660691915762763;0.16637047094636;0.12434989169313088;0.25288051229900066;0.411183399323337;0.840132311841018;0.30744441999264815;0.1946796901220011;0.20331002018215058;0.4581311335637362
GO:0018108;0.0;1.0;0.0;0.0;0.37721130387879226;0.19519972845916744;0.1779409509755446;0.474924885673452;0.12881330167067667;0.0;0.0;0.3192123582276346;0.0;0.34167274876547443;0.8002740956348556;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3162235505963785;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.22145984961813556;0.0;0.0;1.0;0.0;0.0;0.5061600822788369;0.0;0.0;0.433106593193286;0.4248288231842985;0.0;0.341658896740774;0.25917749515111127;0.28283473106099327;0.2408303386470008;0.5264417632769608;0.27173625803880663;0.5048509065465793;0.5267628674534127;0.3263123063308286;0.5084246005883869
GO:0036092;0.0;0.37721130387879226;0.0;0.0;1.0;0.1787694542321085;0.16418526145837023;0.7007721186339271;0.12144747507397102;0.0;0.0;0.23838698085992865;0.0;0.18168080469075537;0.34723988330737615;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002063;0.0;0.19519972845916744;0.0;0.0;0.1787694542321085;1.0;0.31457704849334317;0.21629202347057647;0.18789211750124543;0.0;0.0;0.14151459517012674;0.0;0.0;0.1719257249135616;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.15427693473580092;0.1779409509755446;0.0;0.5061600822788369;0.16418526145837023;0.31457704849334317;1.0;0.19530247205438975;0.17184826618215548;0.2931458511675727;0.3135720569786373;0.13221754378529907;0.31997757762128237;0.19728002510381157;0.3771761044421211;0.22726699347199333;0.3519102601312286;0.18799545466142395;0.45890379536989057;0.35210991925145707;0.22407492466801637;0.34068008114160275
GO:0046854;0.0;0.474924885673452;0.0;0.0;0.7007721186339271;0.21629202347057647;0.19530247205438975;1.0;0.13767288396006178;0.0;0.0;0.26406860764024853;0.0;0.2029135220015;0.43246936233067657;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.12881330167067667;0.3162235505963785;0.0;0.12144747507397102;0.18789211750124543;0.17184826618215548;0.13767288396006178;1.0;0.0;0.0;0.10302242648238077;0.0;0.14916545167706838;0.11824970523059833;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043536;0.18027256851868442;0.0;0.0;0.433106593193286;0.0;0.0;0.2931458511675727;0.0;0.0;1.0;0.36722263352656453;0.0;0.2292259678895469;0.18889410901395504;0.20115683975237023;0.1681764128578544;0.3411560623646708;0.2122374691832151;0.2927062461345647;0.4373322517212856;0.7492456602267197;0.3334973632718951
