;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0043406;1.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.10900961301269105;0.21066859409381297;0.047799631016701725;0.1890450431733396;0.25051392497694763;0.35725817352143013;0.1786822519641151;0.12755981097713553;0.21066859409381297;0.29215307485716907
GO:0018108;0.0;1.0;0.0;0.0;0.22480199536001946;0.01468324974140624;0.01468324974140624;0.2794464493768247;0.01468324974140624;0.0;0.0;0.10587402764930422;0.0;0.1468397877411918;0.30379685991921485;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.12755981097713553;0.0;0.0;1.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.042064647228987374;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.12755981097713553
GO:0036092;0.0;0.22480199536001946;0.0;0.0;1.0;0.01468324974140624;0.01468324974140624;0.4483392729004174;0.01468324974140624;0.0;0.0;0.06927734236639929;0.0;0.06927734236639929;0.22480199536001946;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002063;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0046854;0.0;0.2794464493768247;0.0;0.0;0.4483392729004174;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.0;0.0;0.06927734236639929;0.0;0.06927734236639929;0.2794464493768247;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.01468324974140624;0.14698621595948655;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.0;0.0;0.01468324974140624;0.0;0.29045087053624835;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043536;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;1.0;0.24944431948534626;0.0;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.042064647228987374;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.24944431948534626;0.5375110437700777;0.12755981097713553
GO:0045766;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.24944431948534626;1.0;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.2688665324497557;0.24944431948534626;0.11511873865597294
GO:0061723;0.0;0.10587402764930422;0.0;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.0;1.0;0.0;0.08547128021085358;0.10587402764930422;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006357;0.10900961301269105;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;1.0;0.042064647228987374;0.047799631016701725;0.1356691921375081;0.047799631016701725;0.10900961301269105;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0006957;0.21066859409381297;0.1468397877411918;0.0;0.11511873865597294;0.06927734236639929;0.0;0.042064647228987374;0.06927734236639929;0.29045087053624835;0.11511873865597294;0.11511873865597294;0.08547128021085358;0.042064647228987374;1.0;0.1468397877411918;0.29114835073653533;0.21066859409381297;0.21066859409381297;0.1492331351584338;0.11511873865597294;0.21066859409381297;0.21066859409381297
GO:0000165;0.047799631016701725;0.30379685991921485;0.0;0.047799631016701725;0.22480199536001946;0.01468324974140624;0.12659489728285286;0.2794464493768247;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.10587402764930422;0.047799631016701725;0.1468397877411918;1.0;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0030449;0.1890450431733396;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.1356691921375081;0.29114835073653533;0.042064647228987374;1.0;0.1492331351584338;0.1890450431733396;0.1492331351584338;0.042064647228987374;0.31604190962270823;0.1492331351584338
GO:0030949;0.25051392497694763;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.21066859409381297;0.047799631016701725;0.1492331351584338;1.0;0.25051392497694763;0.1786822519641151;0.12755981097713553;0.43444947863983363;0.25051392497694763
GO:0070374;0.35725817352143013;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.10900961301269105;0.21066859409381297;0.047799631016701725;0.1890450431733396;0.25051392497694763;1.0;0.1786822519641151;0.12755981097713553;0.21066859409381297;0.29215307485716907
GO:0010469;0.1786822519641151;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.1492331351584338;0.047799631016701725;0.1492331351584338;0.1786822519641151;0.1786822519641151;1.0;0.047799631016701725;0.1492331351584338;0.1786822519641151
GO:0032332;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.24944431948534626;0.2688665324497557;0.0;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.042064647228987374;0.12755981097713553;0.12755981097713553;0.047799631016701725;1.0;0.24944431948534626;0.12755981097713553
GO:2000546;0.21066859409381297;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.5375110437700777;0.24944431948534626;0.0;0.047799631016701725;0.21066859409381297;0.047799631016701725;0.31604190962270823;0.43444947863983363;0.21066859409381297;0.1492331351584338;0.24944431948534626;1.0;0.21066859409381297
GO:0051897;0.29215307485716907;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.21066859409381297;0.047799631016701725;0.1492331351584338;0.25051392497694763;0.29215307485716907;0.1786822519641151;0.12755981097713553;0.21066859409381297;1.0
