;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0043406;1.0;0.0;0.0;0.5204184941307324;0.0;0.0;0.370400978229124;0.0;0.0;0.3745028926338675;0.4008414250444519;0.0;0.49072696389866743;0.42457883506530203;0.36174088412017336;0.4969942956156998;0.5579767268344225;0.7609504921329507;0.577120044765827;0.4171512911784072;0.42457883506530203;0.6474794823444922
GO:0018108;0.0;1.0;0.0;0.0;0.40186949817537837;0.31530974927153355;0.3613719632965949;0.5761844883766932;0.27132042453534516;0.0;0.0;0.3624341412166424;0.0;0.3987381923276534;0.6929487477679768;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6159808908663463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.5204184941307324;0.0;0.0;1.0;0.0;0.0;0.45922501397812554;0.0;0.0;0.46332692838286904;0.49683795898960176;0.0;0.507734220436787;0.4072998228026858;0.4732261568585915;0.4481757671157564;0.4959610549490293;0.46332692838286904;0.5112398978857178;0.5554391184784859;0.44649726339795215;0.4691585003873687
GO:0036092;0.0;0.40186949817537837;0.0;0.0;1.0;0.26806290643954656;0.3141251204646079;0.6379913014332701;0.22407358170335817;0.0;0.0;0.24290942056261472;0.0;0.24290942056261472;0.43601409999569046;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002063;0.0;0.31530974927153355;0.0;0.0;0.26806290643954656;1.0;0.4849883252655831;0.28769296280505896;0.4122517233397286;0.0;0.0;0.28769296280505896;0.0;0.0;0.47632823115663253;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.370400978229124;0.3613719632965949;0.0;0.45922501397812554;0.3141251204646079;0.4849883252655831;1.0;0.3337551768301203;0.4583139373647899;0.32879815127452894;0.36006307710843827;0.3337551768301203;0.45284435103964044;0.35510752763138026;0.6553501082827426;0.41060083455400503;0.32928342312500725;0.31330941248126065;0.500467519885627;0.35595781102580043;0.31196848628961205;0.31196848628961205
GO:0046854;0.0;0.5761844883766932;0.0;0.0;0.6379913014332701;0.28769296280505896;0.3337551768301203;1.0;0.24138851853875337;0.0;0.0;0.256920689111479;0.0;0.256920689111479;0.5662115987999495;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.27132042453534516;0.6159808908663463;0.0;0.22407358170335817;0.4122517233397286;0.4583139373647899;0.24138851853875337;1.0;0.0;0.0;0.24138851853875337;0.0;0.5565861663068905;0.4496538432558393;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043536;0.3745028926338675;0.0;0.0;0.46332692838286904;0.0;0.0;0.32879815127452894;0.0;0.0;1.0;0.47475212074781814;0.0;0.36743740675657033;0.2810142776713333;0.32013805716557836;0.3177489044121598;0.33338533752975075;0.3174113268860042;0.3581517981927046;0.4541796658166244;0.7260265121229905;0.31607040069435555
