;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0043406;1.0;0.0;0.0;0.10909090909090913;0.0;0.0;0.06779661016949157;0.0;0.0;0.08571428571428574;0.06349206349206349;0.0;0.140625;0.07894736842105265;0.053333333333333344;0.13235294117647056;0.25;0.7454545454545455;0.16666666666666663;0.09375;0.10126582278481011;0.2909090909090909
GO:0018108;0.0;1.0;0.0;0.0;0.21621621621621623;0.07999999999999996;0.0714285714285714;0.30000000000000004;0.04878048780487809;0.0;0.0;0.17391304347826086;0.0;0.19512195121951215;0.7037037037037037;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.10909090909090913;0.0;0.0;1.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.26086956521739135;0.25;0.0;0.18181818181818177;0.12903225806451613;0.1428571428571429;0.11111111111111116;0.3529411764705882;0.13953488372093026;0.33333333333333337;0.3529411764705882;0.17647058823529416;0.33333333333333337
GO:0036092;0.0;0.21621621621621623;0.0;0.0;1.0;0.0714285714285714;0.06451612903225812;0.5555555555555556;0.045454545454545414;0.0;0.0;0.11764705882352944;0.0;0.08333333333333337;0.19512195121951215;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002063;0.0;0.07999999999999996;0.0;0.0;0.0714285714285714;1.0;0.15384615384615385;0.09090909090909094;0.07692307692307687;0.0;0.0;0.05405405405405406;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.06779661016949157;0.0714285714285714;0.0;0.33333333333333337;0.06451612903225812;0.15384615384615385;1.0;0.07999999999999996;0.06896551724137934;0.14814814814814814;0.1578947368421053;0.050000000000000044;0.16666666666666663;0.08823529411764708;0.2142857142857143;0.10344827586206895;0.19047619047619047;0.08510638297872342;0.2857142857142857;0.19047619047619047;0.10526315789473684;0.18181818181818177
GO:0046854;0.0;0.30000000000000004;0.0;0.0;0.5555555555555556;0.09090909090909094;0.07999999999999996;1.0;0.052631578947368474;0.0;0.0;0.1333333333333333;0.0;0.09523809523809523;0.2647058823529411;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.04878048780487809;0.16666666666666663;0.0;0.045454545454545414;0.07692307692307687;0.06896551724137934;0.052631578947368474;1.0;0.0;0.0;0.037735849056603765;0.0;0.06382978723404253;0.0444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043536;0.08571428571428574;0.0;0.0;0.26086956521739135;0.0;0.0;0.14814814814814814;0.0;0.0;1.0;0.2068965517241379;0.0;0.10810810810810811;0.08695652173913049;0.09302325581395354;0.0714285714285714;0.1875;0.10344827586206895;0.14814814814814814;0.2666666666666667;0.6176470588235294;0.18181818181818177
