;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0043406;1.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.09090909090909091;0.0;0.0;0.3333333333333333;0.38095238095238093;0.0;0.4166666666666667;0.45454545454545453;0.34782608695652173;0.5454545454545454;0.6666666666666666;0.88;0.6;0.47619047619047616;0.4;0.7272727272727273
GO:0018108;0.0;1.0;0.0;0.0;0.5;0.26666666666666666;0.21052631578947367;0.631578947368421;0.1;0.0;0.0;0.5;0.0;0.5263157894736842;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.5263157894736842;0.0;0.0;1.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.47058823529411764;0.5714285714285714;0.0;0.47058823529411764;0.5333333333333333;0.5;0.4;0.7142857142857143;0.5555555555555556;0.6153846153846154;0.7142857142857143;0.4444444444444444;0.6666666666666666
GO:0036092;0.0;0.5;0.0;0.0;1.0;0.26666666666666666;0.21052631578947367;0.8421052631578947;0.1;0.0;0.0;0.3;0.0;0.3157894736842105;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002063;0.0;0.26666666666666666;0.0;0.0;0.26666666666666666;1.0;0.14285714285714285;0.2857142857142857;0.13333333333333333;0.0;0.0;0.26666666666666666;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.09090909090909091;0.21052631578947367;0.0;0.13333333333333333;0.21052631578947367;0.14285714285714285;1.0;0.2222222222222222;0.10526315789473684;0.1;0.11764705882352941;0.21052631578947367;0.1;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.11764705882352941;0.09523809523809523;0.125;0.11764705882352941;0.09523809523809523;0.1111111111111111
GO:0046854;0.0;0.631578947368421;0.0;0.0;0.8421052631578947;0.2857142857142857;0.2222222222222222;1.0;0.10526315789473684;0.0;0.0;0.3157894736842105;0.0;0.3333333333333333;0.631578947368421;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.1;0.13333333333333333;0.0;0.1;0.13333333333333333;0.10526315789473684;0.10526315789473684;1.0;0.0;0.0;0.1;0.0;0.3157894736842105;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043536;0.3333333333333333;0.0;0.0;0.47058823529411764;0.0;0.0;0.1;0.0;0.0;1.0;0.5263157894736842;0.0;0.2727272727272727;0.4;0.09523809523809523;0.3;0.42105263157894735;0.34782608695652173;0.2222222222222222;0.5263157894736842;0.8695652173913043;0.4
