;GO:0014068;GO:1904058;GO:1900135;GO:0045765;GO:0045766;GO:0002752;GO:0000187;GO:0051482;GO:0002879;GO:0070963;GO:0071258;GO:0032722;GO:0050679;GO:0050830;GO:0042789;GO:0007263;GO:0045410;GO:0048015;GO:0032959;GO:0002407;GO:0031100;GO:2000484;GO:0031623;GO:0007193;GO:0035025;GO:0090276;GO:0008284;GO:0043123;GO:0045944;GO:0043524;GO:0048661;GO:0071398;GO:2000778;GO:0019221;GO:0010759;GO:0072643;GO:1904646;GO:0061903;GO:0002232;GO:0002741;GO:0001774;GO:0035926;GO:0097755;GO:0010804;GO:0030593;GO:0032496;GO:0050900;GO:0001938;GO:0071548;GO:0032930;GO:0045727;GO:0032494;GO:0030193;GO:0038112;GO:0045444;GO:0002286;GO:0043547;GO:0060326;GO:0051607;GO:0032760;GO:0019722;GO:0010575;GO:0034141;GO:0034140;GO:0007186;GO:0034145;GO:0031274;GO:0090026;GO:0090023;GO:1904300;GO:0050927;GO:1904306;GO:0002690;GO:0043312;GO:0007188;GO:1904303;GO:0043311;GO:0006898;GO:0043315;GO:0045217;GO:0002720;GO:0007218;GO:0071320;GO:0010863;GO:0031663;GO:0034137;GO:0035589;GO:0042119;GO:0060100;GO:0072608;GO:0038178;GO:0045907;GO:1904317;GO:0090198;GO:0045987;GO:0003104;GO:0030449;GO:0097029;GO:0009609;GO:0060333;GO:1903238;GO:0007202;GO:0007200;GO:0046329;GO:0002430;GO:0061028;GO:0060732;GO:1902943;GO:0007204;GO:0006357;GO:0007567;GO:0070493;GO:0030836;GO:0070098;GO:0043066;GO:0045087;GO:0046330;GO:0070374;GO:0050702
GO:0014068;1.0;0.11511873865597294;0.12755981097713553;0.042064647228987374;0.11511873865597294;0.21066859409381297;0.29215307485716907;0.036692364793703955;0.21066859409381297;0.21066859409381297;0.0;0.11511873865597294;0.12755981097713553;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.29215307485716907;0.16845680521671735;0.12755981097713553;0.29215307485716907;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.21066859409381297;0.0;0.0;0.12755981097713553;0.0;0.21066859409381297;0.0;0.0;0.036692364793703955;0.1786822519641151;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.12755981097713553;0.0;0.1492331351584338;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.0;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.25051392497694763;0.1786822519641151;0.047799631016701725;0.25051392497694763;0.12755981097713553;0.21066859409381297;0.21066859409381297;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.21066859409381297;0.0;0.047799631016701725;0.11511873865597294;0.21066859409381297;0.0;0.21066859409381297;0.0;0.21066859409381297;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.25051392497694763;0.047799631016701725;0.0;0.12755981097713553;0.0;0.21066859409381297;0.11511873865597294;0.0;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.1492331351584338;0.0;0.0;0.047799631016701725;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.2326756683755529;0.21066859409381297;0.0;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.29215307485716907;0.29215307485716907;0.0
GO:1904058;0.11511873865597294;1.0;0.3621435382722763;0.18922943134840794;0.24944431948534626;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.0;0.24944431948534626;0.11511873865597294;0.0;0.0;0.042064647228987374;0.24944431948534626;0.042064647228987374;0.0;0.0;0.0;0.24944431948534626;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.24944431948534626;0.042064647228987374;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.24944431948534626;0.0;0.0;0.036692364793703955;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.18922943134840794;0.042064647228987374;0.0;0.0;0.036692364793703955;0.0;0.0;0.24944431948534626;0.042064647228987374;0.24944431948534626;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.3621435382722763;0.11511873865597294;0.0;0.042064647228987374;0.24944431948534626;0.11511873865597294;0.0;0.11511873865597294;0.0;0.24944431948534626;0.042064647228987374;0.0;0.036692364793703955;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.0;0.11511873865597294;0.3621435382722763;0.0;0.18922943134840794;0.3621435382722763;0.3621435382722763;0.042064647228987374;0.0;0.0;0.042064647228987374;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.11511873865597294;0.0
GO:1900135;0.12755981097713553;0.3621435382722763;1.0;0.18922943134840794;0.24944431948534626;0.11511873865597294;0.12755981097713553;0.16702085169111647;0.11511873865597294;0.11511873865597294;0.0;0.24944431948534626;0.12755981097713553;0.0;0.0;0.047799631016701725;0.24944431948534626;0.047799631016701725;0.0;0.0;0.0;0.4402956465236597;0.0;0.047799631016701725;0.12755981097713553;0.3758297393469307;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.0;0.4402956465236597;0.047799631016701725;0.19673256925640645;0.0;0.0;0.12755981097713553;0.0;0.4402956465236597;0.0;0.0;0.16702085169111647;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.12755981097713553;0.0;0.18922943134840794;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.0;0.24944431948534626;0.047799631016701725;0.24944431948534626;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.19673256925640645;0.19673256925640645;0.3033452914461477;0.11511873865597294;0.3621435382722763;0.19673256925640645;0.0;0.047799631016701725;0.24944431948534626;0.39740208203551036;0.0;0.39740208203551036;0.0;0.24944431948534626;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.3033452914461477;0.0;0.11511873865597294;0.566935192897615;0.0;0.38244600073093926;0.3621435382722763;0.6393235175571894;0.042064647228987374;0.0;0.0;0.047799631016701725;0.19673256925640645;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.11511873865597294;0.0;0.12755981097713553;0.3033452914461477;0.16702085169111647;0.047799631016701725;0.0;0.047799631016701725;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.0
GO:0045765;0.042064647228987374;0.18922943134840794;0.18922943134840794;1.0;0.4258887352043253;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.0;0.18922943134840794;0.042064647228987374;0.0;0.0;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.0;0.0;0.0;0.18922943134840794;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.18922943134840794;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.18922943134840794;0.0;0.0;0.036692364793703955;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.18922943134840794;0.042064647228987374;0.0;0.0;0.036692364793703955;0.0;0.0;0.18922943134840794;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.0;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.0;0.042064647228987374;0.0;0.18922943134840794;0.042064647228987374;0.0;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.18922943134840794;0.0;0.18922943134840794;0.18922943134840794;0.18922943134840794;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0
GO:0045766;0.11511873865597294;0.24944431948534626;0.24944431948534626;0.4258887352043253;1.0;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.0;0.24944431948534626;0.11511873865597294;0.0;0.0;0.042064647228987374;0.24944431948534626;0.042064647228987374;0.0;0.0;0.0;0.24944431948534626;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.24944431948534626;0.042064647228987374;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.24944431948534626;0.0;0.0;0.036692364793703955;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.18922943134840794;0.042064647228987374;0.0;0.0;0.036692364793703955;0.0;0.0;0.24944431948534626;0.042064647228987374;0.24944431948534626;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.24944431948534626;0.11511873865597294;0.0;0.042064647228987374;0.24944431948534626;0.11511873865597294;0.0;0.11511873865597294;0.0;0.24944431948534626;0.042064647228987374;0.0;0.036692364793703955;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.0;0.11511873865597294;0.24944431948534626;0.0;0.18922943134840794;0.24944431948534626;0.24944431948534626;0.042064647228987374;0.0;0.0;0.042064647228987374;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.11511873865597294;0.0
GO:0002752;0.21066859409381297;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;1.0;0.21066859409381297;0.036692364793703955;0.3940665660283042;0.3940665660283042;0.01468324974140624;0.11511873865597294;0.11511873865597294;0.0;0.01468324974140624;0.12659489728285286;0.11511873865597294;0.12659489728285286;0.01468324974140624;0.20709043845653538;0.0;0.11511873865597294;0.01468324974140624;0.12659489728285286;0.21066859409381297;0.047799631016701725;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.01468324974140624;0.11511873865597294;0.2052608479739753;0.28985679281760435;0.01468324974140624;0.01468324974140624;0.11511873865597294;0.20709043845653538;0.3226259128089404;0.20709043845653538;0.01468324974140624;0.036692364793703955;0.1492331351584338;0.20709043845653538;0.0;0.20709043845653538;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.2611260707055071;0.2052608479739753;0.01468324974140624;0.20709043845653538;0.036692364793703955;0.01468324974140624;0.20709043845653538;0.11511873865597294;0.12659489728285286;0.11511873865597294;0.4296914071138928;0.397685014700051;0.12659489728285286;0.4296914071138928;0.11511873865597294;0.28985679281760435;0.28985679281760435;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.28985679281760435;0.20709043845653538;0.12659489728285286;0.11511873865597294;0.3226259128089404;0.0;0.3226259128089404;0.01468324974140624;0.3226259128089404;0.12659489728285286;0.01468324974140624;0.036692364793703955;0.2052608479739753;0.4296914071138928;0.2052608479739753;0.20709043845653538;0.11511873865597294;0.01468324974140624;0.39057176820674416;0.11511873865597294;0.01468324974140624;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.32510388282920627;0.01468324974140624;0.0;0.2052608479739753;0.28985679281760435;0.036692364793703955;0.12659489728285286;0.2611260707055071;0.39057176820674416;0.01468324974140624;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.12659489728285286;0.11511873865597294;0.2052608479739753;0.047799631016701725;0.20709043845653538;0.2611260707055071;0.21066859409381297;0.01468324974140624
GO:0000187;0.29215307485716907;0.11511873865597294;0.12755981097713553;0.042064647228987374;0.11511873865597294;0.21066859409381297;1.0;0.036692364793703955;0.21066859409381297;0.21066859409381297;0.0;0.11511873865597294;0.12755981097713553;0.0;0.0;0.047799631016701725;0.24457446477495315;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.29215307485716907;0.16845680521671735;0.12755981097713553;0.29215307485716907;0.1816892161000484;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.21066859409381297;0.0;0.0;0.3488368104637225;0.0;0.21066859409381297;0.0;0.0;0.036692364793703955;0.1786822519641151;0.0;0.0;0.0;0.12755981097713553;0.0;0.17811780918080672;0.25118815347651524;0.0;0.1492331351584338;0.047799631016701725;0.0;0.0;0.25833176065663566;0.0;0.0;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.25051392497694763;0.1786822519641151;0.047799631016701725;0.25051392497694763;0.12755981097713553;0.21066859409381297;0.21066859409381297;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.21066859409381297;0.0;0.047799631016701725;0.11511873865597294;0.21066859409381297;0.0;0.21066859409381297;0.0;0.21066859409381297;0.047799631016701725;0.0;0.25833176065663566;0.047799631016701725;0.25051392497694763;0.047799631016701725;0.0;0.12755981097713553;0.0;0.21066859409381297;0.11511873865597294;0.0;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.1890450431733396;0.0;0.0;0.047799631016701725;0.12755981097713553;0.25833176065663566;0.047799631016701725;0.3256627918320604;0.21066859409381297;0.0;0.28270809275848624;0.23753055021918945;0.036692364793703955;0.10900961301269105;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.35725817352143013;0.35725817352143013;0.0
GO:0051482;0.036692364793703955;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;1.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.0;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.0;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.16702085169111647;0.036692364793703955;0.01468324974140624;0.0;0.01468324974140624;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.16702085169111647;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.16702085169111647;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.4270147659500895;0.036692364793703955;0.0;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.01468324974140624
GO:0002879;0.21066859409381297;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.3940665660283042;0.21066859409381297;0.036692364793703955;1.0;0.42150463152831036;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.42150463152831036;0.0;0.0;0.11511873865597294;0.0;0.21066859409381297;0.0;0.0;0.036692364793703955;0.1492331351584338;0.0;0.0;0.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.31604190962270823;0.042064647228987374;0.0;0.0;0.036692364793703955;0.0;0.0;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.3940665660283042;0.32510388282920627;0.042064647228987374;0.3940665660283042;0.11511873865597294;0.42150463152831036;0.42150463152831036;0.11511873865597294;0.42150463152831036;0.11511873865597294;0.42150463152831036;0.0;0.042064647228987374;0.11511873865597294;0.21066859409381297;0.0;0.21066859409381297;0.0;0.21066859409381297;0.042064647228987374;0.0;0.036692364793703955;0.042064647228987374;0.3940665660283042;0.042064647228987374;0.0;0.11511873865597294;0.0;0.21066859409381297;0.11511873865597294;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.48751175608309416;0.0;0.0;0.042064647228987374;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.2611260707055071;0.21066859409381297;0.0;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.2611260707055071;0.21066859409381297;0.0
GO:0070963;0.21066859409381297;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.3940665660283042;0.21066859409381297;0.036692364793703955;0.42150463152831036;1.0;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.42150463152831036;0.0;0.0;0.11511873865597294;0.0;0.4633338898762799;0.0;0.0;0.036692364793703955;0.1492331351584338;0.0;0.0;0.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.31604190962270823;0.042064647228987374;0.0;0.0;0.036692364793703955;0.0;0.0;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.3940665660283042;0.32510388282920627;0.042064647228987374;0.3940665660283042;0.11511873865597294;0.42150463152831036;0.42150463152831036;0.11511873865597294;0.42150463152831036;0.11511873865597294;0.42150463152831036;0.0;0.042064647228987374;0.4828467087500229;0.683847890374163;0.0;0.683847890374163;0.0;0.4633338898762799;0.042064647228987374;0.0;0.036692364793703955;0.042064647228987374;0.3940665660283042;0.042064647228987374;0.0;0.11511873865597294;0.0;0.28985679281760435;0.11511873865597294;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.38220218632940633;0.0;0.0;0.042064647228987374;0.28985679281760435;0.036692364793703955;0.042064647228987374;0.2611260707055071;0.28985679281760435;0.0;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.2611260707055071;0.21066859409381297;0.0
