;GO:0006281;GO:0030071;GO:0015031;GO:0043542;GO:0006886;GO:0090051;GO:0043547;GO:0006957;GO:0030100;GO:0016576;GO:0048280;GO:0045739;GO:0042509;GO:0050728;GO:0051260;GO:0045732;GO:0008631;GO:0007266;GO:0006897;GO:0048208;GO:0097498;GO:0006888;GO:0051056;GO:0006606;GO:0048013;GO:0031145;GO:0034498;GO:2000249;GO:0035023;GO:1901164;GO:0031063;GO:0043486;GO:0006465;GO:0097192;GO:0038096;GO:0030449;GO:0097345;GO:0019221;GO:0000082;GO:0033674;GO:0035335;GO:2001240;GO:0070979;GO:0006351;GO:0007162;GO:0090166;GO:0006470;GO:0006355;GO:0006357;GO:0097352;GO:0045087;GO:0048278;GO:0046330;GO:0043065;GO:0034314;GO:0030036
GO:0006281;1.0;0.0;0.0;0.4044672671028884;0.0;0.0;0.0;0.5041532727770839;0.0;0.4677532258188515;0.40122511498012464;0.0;0.0;0.0;0.38065266004893084;0.0;0.41029883910738807;0.3934691741224711;0.0;0.37663950913755423;0.0;0.0;0.0;0.0;0.37663950913755423;0.5273594560091756;0.0;0.0;0.0;0.0;0.0;0.41029883910738807;0.511385445365429;0.37663950913755423;0.37663950913755423;0.0;0.37663950913755423;0.4756424208841641;0.37663950913755423;0.0;0.4717663767302281;0.0;0.392658256835259;0.6370821205788785;0.0;0.37663950913755423;0.5280869436894785;0.0;0.0;0.37663950913755423;0.60683767346888;0.40122511498012464;0.0;0.0;0.37663950913755423;0.4453004900892363
GO:0030071;0.0;1.0;0.0;0.0;0.0;0.25727430887945557;0.25268606128997334;0.2408071200308996;0.5261698369427621;0.0;0.0;0.3577866774142791;0.2967399827930452;0.3493678672436506;0.0;0.34153090532534053;0.3332249322042184;0.31639526721930145;0.0;0.0;0.0;0.0;0.3795887659367641;0.0;0.29956560223438455;0.0;0.0;0.46361212565315013;0.3091428668482727;0.29956560223438455;0.5467565700714939;0.0;0.0;0.31688053906977975;0.29956560223438455;0.36125295729786994;0.29546262649538063;0.4158834508163896;0.0;0.3682311797245119;0.0;0.28407686344111627;0.0;0.0;0.44522066556993745;0.0;0.0;0.4484849618996607;0.42495272819114466;0.0;0.0;0.0;0.32315413539713694;0.40987713672199044;0.41962280091696175;0.0
GO:0015031;0.0;0.0;1.0;0.0;0.8794997557722131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.60084403070416;0.0;0.0;0.5357661801160922;0.0;0.7349980625012011;0.0;0.0;0.5357661801160922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5690048572562401;0.0;0.0;0.0;0.0
GO:0043542;0.4044672671028884;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.43606633039368614;0.48331317322567313;0.0;0.0;0.0;0.4627407182944793;0.0;0.46972566036352;0.4528959953786031;0.0;0.43606633039368614;0.0;0.0;0.0;0.0;0.43606633039368614;0.43606633039368614;0.0;0.0;0.0;0.0;0.0;0.46972566036352;0.4528959953786031;0.43606633039368614;0.43606633039368614;0.0;0.43606633039368614;0.535069242140296;0.43606633039368614;0.0;0.3012369645589021;0.0;0.23227128330317992;0.54335610828889;0.0;0.43606633039368614;0.3522112313641311;0.0;0.0;0.43606633039368614;0.0;0.48331317322567313;0.0;0.0;0.43606633039368614;0.45229357935119235
GO:0006886;0.0;0.0;0.8794997557722131;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6090438645832869;0.0;0.0;0.6794814703845511;0.0;0.8132070133740592;0.0;0.0;0.6794814703845511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6821961854387049;0.0;0.0;0.0;0.0
GO:0090051;0.0;0.25727430887945557;0.0;0.0;0.0;1.0;0.18058550093835818;0.16870655967928444;0.4003482511238058;0.0;0.0;0.2551616661887231;0.2118481364286336;0.34720846725254967;0.0;0.26718591890584925;0.2574024755403231;0.24057281055540614;0.0;0.0;0.0;0.0;0.28975504072400454;0.0;0.22374314557048924;0.0;0.0;0.23640626492241817;0.22425102048386109;0.5289231812064955;0.23852252432942678;0.0;0.0;0.22374314557048924;0.22374314557048924;0.2854305006339746;0.2178139717893584;0.3227460573170991;0.0;0.2833393333601003;0.0;0.26939654409412445;0.0;0.0;0.40760662157090227;0.0;0.0;0.35865123668690113;0.33781645575885694;0.0;0.0;0.0;0.22425102048386109;0.30725212549643444;0.22374314557048924;0.0
GO:0043547;0.0;0.25268606128997334;0.0;0.0;0.0;0.18058550093835818;1.0;0.20514362943214276;0.32160485820738066;0.0;0.0;0.2505734185992409;0.20725988883915142;0.28690182208323306;0.0;0.279064860164923;0.2856179035795044;0.26878823859458745;0.0;0.0;0.0;0.0;0.28516679313452237;0.0;0.2519585736096705;0.0;0.0;0.231818017332936;0.2196627728943789;0.219154897981007;0.23393427673994455;0.0;0.0;0.2519585736096705;0.2519585736096705;0.29730944189304837;0.2715886299751829;0.3509614853562804;0.0;0.6162609450785376;0.0;0.19235234341934632;0.0;0.0;0.3433537069089206;0.0;0.0;0.35406298909741896;0.33322820816937476;0.0;0.0;0.0;0.2196627728943789;0.3026638779069522;0.2519585736096705;0.0
GO:0006957;0.5041532727770839;0.2408071200308996;0.0;0.0;0.0;0.16870655967928444;0.20514362943214276;1.0;0.3097259169483069;0.3937826428505954;0.0;0.44582367271332396;0.29694628010799773;0.3815300922004274;0.0;0.3535945822124649;0.3160302556753596;0.29920059069044264;0.0;0.0;0.0;0.0;0.37979506325171664;0.0;0.28237092570552574;0.420585197412256;0.0;0.2199390760738622;0.3093491641632252;0.20727595672193327;0.2220553354808708;0.0;0.4106123078355123;0.28237092570552574;0.559951021149621;0.48178099436405386;0.2774202019796826;0.3813738374521356;0.0;0.34833892896981206;0.3781657373964596;0.2842831607560688;0.30467640531813867;0.46646292569931075;0.33147476564984685;0.0;0.43145512373180583;0.34218404783834516;0.32134926691030097;0.0;0.8180793127523673;0.0;0.3742461374952742;0.3744961471740223;0.3392795816700089;0.0
GO:0030100;0.0;0.5261698369427621;0.0;0.0;0.0;0.4003482511238058;0.32160485820738066;0.3097259169483069;1.0;0.0;0.0;0.43684791297093334;0.36835623249092436;0.4242877852280607;0.0;0.41645082330975064;0.4122861677608726;0.3954565027759557;0.0;0.0;0.0;0.0;0.45865000149341834;0.0;0.3786268377910388;0.0;0.0;0.5151717439623449;0.38075911654615185;0.4527819831179817;0.5191848948737214;0.0;0.0;0.40128807478045536;0.3786268377910388;0.44031419285452417;0.37987016220605624;0.5002909865270653;0.0;0.4398474294223911;0.0;0.3589967814255264;0.0;0.0;0.5368006994767612;0.0;0.0;0.5275461974563149;0.49987264617555477;0.0;0.0;0.0;0.39807405338154705;0.4889383722786447;0.4658361190721351;0.0
GO:0016576;0.4677532258188515;0.0;0.0;0.43606633039368614;0.0;0.0;0.0;0.3937826428505954;0.0;1.0;0.5244484619638519;0.0;0.0;0.0;0.503876007032658;0.0;0.41923666540876925;0.4024070004238523;0.0;0.4772016191318648;0.0;0.0;0.0;0.0;0.3855773354389354;0.49568016639584844;0.0;0.0;0.0;0.0;0.0;0.6181321653613878;0.5232519396913724;0.3855773354389354;0.3855773354389354;0.0;0.4772016191318648;0.48458024718554527;0.3855773354389354;0.0;0.7445031984239618;0.0;0.36371309801596474;0.5839808300154367;0.0;0.4772016191318648;0.8377687585841199;0.0;0.0;0.4772016191318648;0.0;0.4328241782709224;0.0;0.0;0.4772016191318648;0.5262325437180344
GO:0048280;0.40122511498012464;0.0;0.0;0.48331317322567313;0.0;0.0;0.0;0.0;0.0;0.5244484619638519;1.0;0.0;0.0;0.0;0.551122849864645;0.0;0.46648350824075624;0.4496538432558393;0.0;0.6773977418136862;0.0;0.0;0.0;0.0;0.4328241782709224;0.4328241782709224;0.0;0.0;0.0;0.0;0.0;0.5581077919336856;0.4496538432558393;0.4328241782709224;0.4328241782709224;0.0;0.6208318860170132;0.5318270900175323;0.4328241782709224;0.0;0.29799481243613835;0.0;0.22902913118041618;0.5401139561661263;0.0;0.579156258867412;0.3489690792413674;0.0;0.0;0.5244484619638519;0.0;0.4800710211029094;0.0;0.0;0.5244484619638519;0.5953835078249181
