;GO:0006281;GO:0030071;GO:0015031;GO:0043542;GO:0006886;GO:0090051;GO:0043547;GO:0006957;GO:0030100;GO:0016576;GO:0048280;GO:0045739;GO:0042509;GO:0050728;GO:0051260;GO:0045732;GO:0008631;GO:0007266;GO:0006897;GO:0048208;GO:0097498;GO:0006888;GO:0051056;GO:0006606;GO:0048013;GO:0031145;GO:0034498;GO:2000249;GO:0035023;GO:1901164;GO:0031063;GO:0043486;GO:0006465;GO:0097192;GO:0038096;GO:0030449;GO:0097345;GO:0019221;GO:0000082;GO:0033674;GO:0035335;GO:2001240;GO:0070979;GO:0006351;GO:0007162;GO:0090166;GO:0006470;GO:0006355;GO:0006357;GO:0097352;GO:0045087;GO:0048278;GO:0046330;GO:0043065;GO:0034314;GO:0030036
GO:0006281;1.0;0.0;0.0;0.18211474574429912;0.0;0.0;0.0;0.34692666745153905;0.0;0.41591342524825564;0.16746923408933223;0.0;0.0;0.0;0.18237303488817916;0.0;0.17667167332963504;0.17660655792980132;0.0;0.1720624918699019;0.0;0.0;0.0;0.0;0.17661245878263826;0.40936018389601164;0.0;0.0;0.0;0.0;0.0;0.1720680603699039;0.5198149689984778;0.17176099518453763;0.12076060439733594;0.0;0.14004543751499884;0.18730079611686068;0.18821971781371608;0.0;0.46343085151976826;0.0;0.46406172411932595;0.6093037668439383;0.0;0.182312034450744;0.47378759765122436;0.0;0.0;0.1878744307200041;0.2597434055119364;0.18714483186607103;0.0;0.0;0.09922311840762073;0.1875891176574852
GO:0030071;0.0;1.0;0.0;0.0;0.0;0.17550640932480024;0.18381102987274792;0.15686495520491614;0.3833545412384253;0.0;0.0;0.2063768980377645;0.21482692188089508;0.22858804021267484;0.0;0.20598583421692804;0.31074873981425993;0.3106295959564127;0.0;0.0;0.0;0.0;0.3110417382139834;0.0;0.3106403928014139;0.0;0.0;0.4326372114938825;0.29369522338133097;0.2100153830063974;0.3880341071565569;0.0;0.0;0.3017734216828627;0.2097326579795224;0.17525152979063094;0.144480423667803;0.33024474622945366;0.0;0.2188060617358102;0.0;0.20665165118059725;0.0;0.0;0.33080098799292895;0.0;0.0;0.24532369121367156;0.23978557495283656;0.0;0.0;0.0;0.14419732971933613;0.2937407367168684;0.2382992479191839;0.0
GO:0015031;0.0;0.0;1.0;0.0;0.8671627787868394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4810025306380993;0.0;0.0;0.420815930558855;0.0;0.6555932915368076;0.0;0.0;0.375697559434412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27135426897472026;0.0;0.0;0.0;0.0
GO:0043542;0.18211474574429912;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16770588607636863;0.26220460737035434;0.0;0.0;0.0;0.300676259327269;0.0;0.2854870028548403;0.28531701262057824;0.0;0.2736418796632549;0.0;0.0;0.0;0.0;0.285332414204972;0.1641278027577123;0.0;0.0;0.0;0.0;0.0;0.27365596409194776;0.20151560402519966;0.27288010552379893;0.16330754618903617;0.0;0.20067792471262597;0.3143097281457268;0.3169060716325675;0.0;0.19492348896466372;0.0;0.19530064511244583;0.15187727212153665;0.0;0.30051048557970933;0.20117025153046247;0.0;0.0;0.31592845887865234;0.0;0.31387077687858705;0.0;0.0;0.12624882319825645;0.3151224970097209
GO:0006886;0.0;0.0;0.8671627787868394;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40438310352292217;0.0;0.0;0.5769098766419632;0.0;0.7782871428578519;0.0;0.0;0.5230295123240424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3094327947009346;0.0;0.0;0.0;0.0
GO:0090051;0.0;0.17550640932480024;0.0;0.0;0.0;1.0;0.12716066207021443;0.12245796583139584;0.2635224222182831;0.0;0.0;0.15926176034066847;0.164247367762156;0.20265327707166;0.0;0.150469616406884;0.21498434252656357;0.21492731062056147;0.0;0.0;0.0;0.0;0.21512453799746525;0.0;0.21493247942095745;0.0;0.0;0.21527371167502227;0.20668169630301816;0.661568276331666;0.18144478763018582;0.0;0.0;0.21064995547204365;0.1612528121137686;0.13338239169879165;0.10700852050183336;0.22413861600823837;0.0;0.16656326233557206;0.0;0.22184601829639986;0.0;0.0;0.312253207808371;0.0;0.0;0.18149759987337608;0.17844841949177223;0.0;0.0;0.0;0.11949703099640942;0.206704235009805;0.13765528320758594;0.0
GO:0043547;0.0;0.18381102987274792;0.0;0.0;0.0;0.12716066207021443;1.0;0.14584798367075003;0.2853894828405344;0.0;0.0;0.15569014169189652;0.1639140040677284;0.24097237739423708;0.0;0.20835975299669934;0.27238311199075116;0.272228364536037;0.0;0.0;0.0;0.0;0.2727639101141422;0.0;0.27224238543101636;0.0;0.0;0.27316971869171097;0.25080037327368326;0.15920838575400884;0.19511920378801284;0.0;0.0;0.2608836622302239;0.15893377361358524;0.16802670495251218;0.19411361084679613;0.2984996022398005;0.0;0.3964387828978361;0.0;0.15595462153846604;0.0;0.0;0.29926865543299097;0.0;0.0;0.19522248934727013;0.1893386716321776;0.0;0.0;0.0;0.10044374747608262;0.2508564937877765;0.12361888282697904;0.0
GO:0006957;0.34692666745153905;0.15686495520491614;0.0;0.0;0.0;0.12245796583139584;0.14584798367075003;1.0;0.20227009095100848;0.32282184883048787;0.0;0.24487187044515965;0.18206855808353073;0.23048934021688577;0.0;0.21174071768997088;0.19733462375020874;0.19727458388502658;0.0;0.0;0.0;0.0;0.24675948765986996;0.0;0.19728002510381157;0.31837980827939755;0.0;0.19763932685840122;0.23571470401244898;0.14293457940701745;0.16281608540102688;0.0;0.3616543404337632;0.19278493483519785;0.49450561377421703;0.25754341827104893;0.11994093578894512;0.20703276651837355;0.0;0.1849186363295959;0.3545008665123685;0.17616216761239292;0.35491529485303663;0.23751863472494744;0.20730582602485412;0.0;0.3612842677892471;0.1628692229348604;0.15980739174730985;0.0;0.42337161196746037;0.0;0.1790440646293403;0.2357440200292391;0.14995691484699666;0.0
GO:0030100;0.0;0.3833545412384253;0.0;0.0;0.0;0.2635224222182831;0.2853894828405344;0.20227009095100848;1.0;0.0;0.0;0.270251988363035;0.2849281470828001;0.33971354487344413;0.0;0.2920836068941044;0.4824437105235902;0.48215659662758986;0.0;0.0;0.0;0.0;0.4831502982721666;0.0;0.4821826099464605;0.0;0.0;0.5786092134655136;0.4425489680460148;0.33174698429870764;0.4077314441284939;0.0;0.0;0.46115014040865304;0.27603558116707194;0.23391491324925395;0.20060316007941398;0.5311227399743446;0.0;0.29197046162513524;0.0;0.2707233316136788;0.0;0.0;0.5325629529723322;0.0;0.0;0.34118119808932285;0.33056328347886726;0.0;0.0;0.0;0.17272088224241888;0.4426523159504493;0.2551776936893362;0.0
GO:0016576;0.41591342524825564;0.0;0.0;0.16770588607636863;0.0;0.0;0.0;0.32282184883048787;0.0;1.0;0.26325218821871044;0.0;0.0;0.0;0.28482409106533174;0.0;0.16307910756722452;0.1630236247079232;0.0;0.2699304243704321;0.0;0.0;0.0;0.0;0.1630286527754961;0.4614182780346946;0.0;0.0;0.0;0.0;0.0;0.3221941186713872;0.5722357365569781;0.1588860192403206;0.11425146957386317;0.0;0.22281520391141188;0.17209387699241846;0.17286933295451176;0.0;0.8516371795669627;0.0;0.6856217746850359;0.36656341009189763;0.0;0.28473636775431543;0.8694881233206447;0.0;0.0;0.2927164496345007;0.0;0.17196220117715083;0.0;0.0;0.16077043069491306;0.292308061958783
