;GO:0006281;GO:0030071;GO:0015031;GO:0043542;GO:0006886;GO:0090051;GO:0043547;GO:0006957;GO:0030100;GO:0016576;GO:0048280;GO:0045739;GO:0042509;GO:0050728;GO:0051260;GO:0045732;GO:0008631;GO:0007266;GO:0006897;GO:0048208;GO:0097498;GO:0006888;GO:0051056;GO:0006606;GO:0048013;GO:0031145;GO:0034498;GO:2000249;GO:0035023;GO:1901164;GO:0031063;GO:0043486;GO:0006465;GO:0097192;GO:0038096;GO:0030449;GO:0097345;GO:0019221;GO:0000082;GO:0033674;GO:0035335;GO:2001240;GO:0070979;GO:0006351;GO:0007162;GO:0090166;GO:0006470;GO:0006355;GO:0006357;GO:0097352;GO:0045087;GO:0048278;GO:0046330;GO:0043065;GO:0034314;GO:0030036
GO:0006281;1.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.19512195121951215;0.0;0.25;0.06666666666666665;0.0;0.0;0.0;0.07407407407407407;0.0;0.0714285714285714;0.0714285714285714;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0714285714285714;0.2432432432432432;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.3448275862068966;0.06896551724137934;0.045454545454545414;0.0;0.05405405405405406;0.07692307692307687;0.07692307692307687;0.0;0.29032258064516125;0.0;0.29032258064516125;0.4411764705882353;0.0;0.07407407407407407;0.30000000000000004;0.0;0.0;0.07692307692307687;0.125;0.07692307692307687;0.0;0.0;0.036363636363636376;0.07692307692307687
GO:0030071;0.0;1.0;0.0;0.0;0.0;0.07843137254901966;0.07407407407407407;0.06666666666666665;0.21739130434782605;0.0;0.0;0.09523809523809523;0.09999999999999998;0.10344827586206895;0.0;0.09090909090909094;0.16000000000000003;0.16000000000000003;0.0;0.0;0.0;0.0;0.16000000000000003;0.0;0.16000000000000003;0.0;0.0;0.26086956521739135;0.14814814814814814;0.09756097560975607;0.22580645161290325;0.0;0.0;0.15384615384615385;0.09756097560975607;0.07499999999999996;0.05555555555555558;0.17391304347826086;0.0;0.10256410256410253;0.0;0.09523809523809523;0.0;0.0;0.17391304347826086;0.0;0.0;0.11764705882352944;0.11428571428571432;0.0;0.0;0.0;0.0625;0.14814814814814814;0.12;0.0
GO:0015031;0.0;0.0;1.0;0.0;0.7333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.25;0.0;0.43999999999999995;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0
GO:0043542;0.07407407407407407;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666665;0.11764705882352944;0.0;0.0;0.0;0.1428571428571429;0.0;0.1333333333333333;0.1333333333333333;0.0;0.125;0.0;0.0;0.0;0.0;0.1333333333333333;0.06451612903225812;0.0;0.0;0.0;0.0;0.0;0.125;0.08333333333333337;0.125;0.06451612903225812;0.0;0.08333333333333337;0.15384615384615385;0.15384615384615385;0.0;0.07999999999999996;0.0;0.07999999999999996;0.05882352941176472;0.0;0.1428571428571429;0.08333333333333337;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.0;0.04761904761904767;0.15384615384615385
GO:0006886;0.0;0.0;0.7333333333333334;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.4117647058823529;0.0;0.6;0.0;0.0;0.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1578947368421053;0.0;0.0;0.0;0.0
GO:0090051;0.0;0.07843137254901966;0.0;0.0;0.0;1.0;0.04761904761904767;0.050000000000000044;0.13157894736842102;0.0;0.0;0.07017543859649122;0.07272727272727275;0.09302325581395354;0.0;0.0625;0.09999999999999998;0.09999999999999998;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.09523809523809523;0.5;0.08163265306122447;0.0;0.0;0.09756097560975607;0.0714285714285714;0.054545454545454564;0.039215686274509776;0.10526315789473684;0.0;0.07407407407407407;0.0;0.10909090909090913;0.0;0.0;0.16666666666666663;0.0;0.0;0.08163265306122447;0.07999999999999996;0.0;0.0;0.0;0.05063291139240511;0.09523809523809523;0.05970149253731338;0.0
GO:0043547;0.0;0.07407407407407407;0.0;0.0;0.0;0.04761904761904767;1.0;0.05714285714285716;0.1333333333333333;0.0;0.0;0.06060606060606055;0.06451612903225812;0.10526315789473684;0.0;0.08695652173913049;0.125;0.125;0.0;0.0;0.0;0.0;0.125;0.0;0.125;0.0;0.0;0.125;0.11111111111111116;0.0625;0.07999999999999996;0.0;0.0;0.11764705882352944;0.0625;0.06666666666666665;0.07999999999999996;0.1428571428571429;0.0;0.23076923076923073;0.0;0.06060606060606055;0.0;0.0;0.1428571428571429;0.0;0.0;0.07999999999999996;0.07692307692307687;0.0;0.0;0.0;0.036363636363636376;0.11111111111111116;0.046511627906976716;0.0
GO:0006957;0.19512195121951215;0.06666666666666665;0.0;0.0;0.0;0.050000000000000044;0.05714285714285716;1.0;0.09090909090909094;0.18181818181818177;0.0;0.125;0.08333333333333337;0.11111111111111116;0.0;0.09999999999999998;0.08823529411764708;0.08823529411764708;0.0;0.0;0.0;0.0;0.12121212121212122;0.0;0.08823529411764708;0.1777777777777778;0.0;0.08823529411764708;0.11428571428571432;0.06000000000000005;0.06976744186046513;0.0;0.21052631578947367;0.08571428571428574;0.32499999999999996;0.1333333333333333;0.045454545454545414;0.09375;0.0;0.08510638297872342;0.20512820512820518;0.07999999999999996;0.20512820512820518;0.12;0.09375;0.0;0.21052631578947367;0.06976744186046513;0.06818181818181823;0.0;0.2142857142857143;0.0;0.08571428571428574;0.11428571428571432;0.06666666666666665;0.0
GO:0030100;0.0;0.21739130434782605;0.0;0.0;0.0;0.13157894736842102;0.1333333333333333;0.09090909090909094;1.0;0.0;0.0;0.1333333333333333;0.1428571428571429;0.17647058823529416;0.0;0.1428571428571429;0.3076923076923077;0.3076923076923077;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.3076923076923077;0.0;0.0;0.41666666666666663;0.2666666666666667;0.1785714285714286;0.23809523809523814;0.0;0.0;0.2857142857142857;0.13793103448275867;0.1071428571428571;0.08333333333333337;0.36363636363636365;0.0;0.14814814814814814;0.0;0.1333333333333333;0.0;0.0;0.36363636363636365;0.0;0.0;0.18181818181818177;0.17391304347826086;0.0;0.0;0.0;0.07692307692307687;0.2666666666666667;0.1282051282051282;0.0
GO:0016576;0.25;0.0;0.0;0.06666666666666665;0.0;0.0;0.0;0.18181818181818177;0.0;1.0;0.12903225806451613;0.0;0.0;0.0;0.1428571428571429;0.0;0.06451612903225812;0.06451612903225812;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.06451612903225812;0.2894736842105263;0.0;0.0;0.0;0.0;0.0;0.1724137931034483;0.4;0.0625;0.04255319148936165;0.0;0.10526315789473684;0.06896551724137934;0.06896551724137934;0.0;0.7916666666666666;0.0;0.5357142857142857;0.2093023255813954;0.0;0.1428571428571429;0.75;0.0;0.0;0.14814814814814814;0.0;0.06896551724137934;0.0;0.0;0.0714285714285714;0.14814814814814814
