;GO:0006281;GO:0030071;GO:0015031;GO:0043542;GO:0006886;GO:0090051;GO:0043547;GO:0006957;GO:0030100;GO:0016576;GO:0048280;GO:0045739;GO:0042509;GO:0050728;GO:0051260;GO:0045732;GO:0008631;GO:0007266;GO:0006897;GO:0048208;GO:0097498;GO:0006888;GO:0051056;GO:0006606;GO:0048013;GO:0031145;GO:0034498;GO:2000249;GO:0035023;GO:1901164;GO:0031063;GO:0043486;GO:0006465;GO:0097192;GO:0038096;GO:0030449;GO:0097345;GO:0019221;GO:0000082;GO:0033674;GO:0035335;GO:2001240;GO:0070979;GO:0006351;GO:0007162;GO:0090166;GO:0006470;GO:0006355;GO:0006357;GO:0097352;GO:0045087;GO:0048278;GO:0046330;GO:0043065;GO:0034314;GO:0030036
GO:0006281;1.0;0.0;0.0;0.125;0.0;0.0;0.0;0.35294117647058826;0.0;0.23529411764705882;0.125;0.0;0.0;0.0;0.13333333333333333;0.0;0.25;0.23529411764705882;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.23529411764705882;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.5;0.25;0.21052631578947367;0.0;0.21052631578947367;0.26666666666666666;0.2857142857142857;0.0;0.5882352941176471;0.0;0.5;0.4444444444444444;0.0;0.2857142857142857;0.625;0.0;0.0;0.2857142857142857;0.46153846153846156;0.14285714285714285;0.0;0.0;0.18181818181818182;0.2857142857142857
GO:0030071;0.0;1.0;0.0;0.0;0.0;0.2608695652173913;0.2222222222222222;0.1;0.4444444444444444;0.0;0.0;0.4;0.36363636363636365;0.3157894736842105;0.0;0.3157894736842105;0.10526315789473684;0.1;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.1;0.0;0.0;0.6;0.38095238095238093;0.3;0.6666666666666666;0.0;0.0;0.42105263157894735;0.09090909090909091;0.3;0.18181818181818182;0.4444444444444444;0.0;0.38095238095238093;0.0;0.36363636363636365;0.0;0.0;0.47058823529411764;0.0;0.0;0.38095238095238093;0.36363636363636365;0.0;0.0;0.0;0.3333333333333333;0.42105263157894735;0.08;0.0
GO:0015031;0.0;0.0;1.0;0.0;0.9411764705882353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.26666666666666666;0.0;0.8888888888888888;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0
GO:0043542;0.125;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.125;0.0;0.0;0.0;0.13333333333333333;0.0;0.125;0.11764705882352941;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.11764705882352941;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.125;0.125;0.10526315789473684;0.0;0.10526315789473684;0.13333333333333333;0.14285714285714285;0.0;0.11764705882352941;0.0;0.1;0.1111111111111111;0.0;0.14285714285714285;0.125;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.09090909090909091;0.14285714285714285
GO:0006886;0.0;0.0;0.9411764705882353;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.125;0.0;0.9473684210526315;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0
GO:0090051;0.0;0.2608695652173913;0.0;0.0;0.0;1.0;0.21052631578947367;0.09523809523809523;0.3157894736842105;0.0;0.0;0.2857142857142857;0.2608695652173913;0.4;0.0;0.3;0.1;0.09523809523809523;0.0;0.0;0.0;0.0;0.3;0.0;0.09523809523809523;0.0;0.0;0.2857142857142857;0.2727272727272727;0.7619047619047619;0.2727272727272727;0.0;0.0;0.1;0.08695652173913043;0.2857142857142857;0.17391304347826086;0.10526315789473684;0.0;0.18181818181818182;0.0;0.34782608695652173;0.0;0.0;0.4444444444444444;0.0;0.0;0.2727272727272727;0.2608695652173913;0.0;0.0;0.0;0.24;0.3;0.07692307692307693;0.0
GO:0043547;0.0;0.2222222222222222;0.0;0.0;0.0;0.21052631578947367;1.0;0.125;0.2857142857142857;0.0;0.0;0.25;0.2222222222222222;0.26666666666666666;0.0;0.26666666666666666;0.13333333333333333;0.125;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.125;0.0;0.0;0.25;0.23529411764705882;0.25;0.23529411764705882;0.0;0.0;0.13333333333333333;0.1111111111111111;0.25;0.2222222222222222;0.14285714285714285;0.0;0.5882352941176471;0.0;0.2222222222222222;0.0;0.0;0.3076923076923077;0.0;0.0;0.23529411764705882;0.2222222222222222;0.0;0.0;0.0;0.2;0.26666666666666666;0.09523809523809523;0.0
GO:0006957;0.35294117647058826;0.1;0.0;0.0;0.0;0.09523809523809523;0.125;1.0;0.125;0.1111111111111111;0.0;0.5555555555555556;0.4;0.47058823529411764;0.0;0.47058823529411764;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.1111111111111111;0.5;0.0;0.1111111111111111;0.42105263157894735;0.1111111111111111;0.10526315789473684;0.0;0.5882352941176471;0.11764705882352941;0.3;0.5555555555555556;0.1;0.125;0.0;0.10526315789473684;0.5555555555555556;0.4;0.47619047619047616;0.42105263157894735;0.13333333333333333;0.0;0.5882352941176471;0.10526315789473684;0.1;0.0;0.7142857142857143;0.0;0.45454545454545453;0.47058823529411764;0.08695652173913043;0.0
GO:0030100;0.0;0.4444444444444444;0.0;0.0;0.0;0.3157894736842105;0.2857142857142857;0.125;1.0;0.0;0.0;0.5;0.4444444444444444;0.4;0.0;0.4;0.13333333333333333;0.125;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.125;0.0;0.0;0.5;0.47058823529411764;0.375;0.5882352941176471;0.0;0.0;0.5333333333333333;0.1111111111111111;0.375;0.2222222222222222;0.5714285714285714;0.0;0.47058823529411764;0.0;0.4444444444444444;0.0;0.0;0.6153846153846154;0.0;0.0;0.47058823529411764;0.4444444444444444;0.0;0.0;0.0;0.4;0.5333333333333333;0.09523809523809523;0.0
GO:0016576;0.23529411764705882;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.1111111111111111;0.0;1.0;0.11764705882352941;0.0;0.0;0.0;0.125;0.0;0.11764705882352941;0.1111111111111111;0.0;0.125;0.0;0.0;0.0;0.0;0.1111111111111111;0.1;0.0;0.0;0.0;0.0;0.0;0.125;0.11764705882352941;0.11764705882352941;0.1;0.0;0.1;0.125;0.13333333333333333;0.0;0.8888888888888888;0.0;0.6666666666666666;0.10526315789473684;0.0;0.13333333333333333;0.9411764705882353;0.0;0.0;0.13333333333333333;0.0;0.13333333333333333;0.0;0.0;0.08695652173913043;0.26666666666666666
