;GO:0018108;GO:1901385;GO:1903244;GO:0021952;GO:0046777;GO:0008344;GO:0022008;GO:0060326;GO:0031639;GO:0007409;GO:0033137;GO:0034622;GO:0051965;GO:0035235;GO:0019800;GO:0002093;GO:0034220;GO:1902725;GO:0060314;GO:1902723;GO:0060997;GO:0007416;GO:0043043;GO:0048013;GO:1902083;GO:0050965;GO:0034613;GO:0035264;GO:0046716;GO:0055074;GO:0007597;GO:0009968;GO:0001964;GO:0070588;GO:0010951;GO:0033674;GO:2000651;GO:0030049;GO:0033198;GO:0051919;GO:0007602;GO:0048747;GO:0046328;GO:0007517;GO:0030239;GO:0002027;GO:0014809;GO:0043066;GO:0070374;GO:2000146;GO:0035725;GO:0010524;GO:0010881
GO:0018108;1.0;0.0;0.0;0.19047619047619047;0.8421052631578947;0.0;0.13333333333333333;0.25;0.42105263157894735;0.21052631578947367;0.0;0.125;0.0;0.2222222222222222;0.7;0.2222222222222222;0.0;0.0;0.0;0.0;0.21052631578947367;0.13333333333333333;0.47058823529411764;0.21052631578947367;0.0;0.0;0.0;0.0;0.25;0.0;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.23529411764705882;0.23529411764705882;0.0;0.0;0.2222222222222222;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.08695652173913043;0.18181818181818182
GO:1901385;0.0;1.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.21052631578947367;0.10526315789473684;0.0;0.0;0.0;0.18181818181818182;0.9090909090909091;0.21052631578947367;0.0;0.0;0.0;0.1;0.19047619047619047;0.0;0.0;0.0;0.23529411764705882;0.2;0.0;0.2222222222222222;0.0;0.0;0.2727272727272727;0.2857142857142857;0.7272727272727273;0.0;0.0;0.19047619047619047;0.1111111111111111;0.0;0.17391304347826086;0.0;0.0;0.21052631578947367;0.782608695652174;0.21052631578947367;0.17391304347826086;0.4444444444444444;0.0;0.6666666666666666;0.782608695652174
GO:1903244;0.0;0.19047619047619047;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.5555555555555556;0.1111111111111111;0.0;0.0;0.0;0.2857142857142857;0.38095238095238093;0.3333333333333333;0.0;0.0;0.0;0.10526315789473684;0.3;0.0;0.0;0.0;0.25;0.21052631578947367;0.0;0.47058823529411764;0.0;0.0;0.19047619047619047;0.2;0.38095238095238093;0.0;0.0;0.4;0.11764705882352941;0.0;0.45454545454545453;0.0;0.0;0.2222222222222222;0.09090909090909091;0.3333333333333333;0.45454545454545453;0.35294117647058826;0.0;0.34782608695652173;0.09090909090909091
GO:0021952;0.19047619047619047;0.0;0.0;1.0;0.2;0.0;0.125;0.11764705882352941;0.0;0.1;0.0;0.11764705882352941;0.0;0.10526315789473684;0.09523809523809523;0.10526315789473684;0.0;0.0;0.0;0.0;0.1;0.125;0.1111111111111111;0.1;0.0;0.0;0.0;0.13333333333333333;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.1111111111111111;0.0;0.125;0.10526315789473684;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.08333333333333333;0.08695652173913043
GO:0046777;0.8421052631578947;0.0;0.0;0.2;1.0;0.0;0.14285714285714285;0.26666666666666666;0.4444444444444444;0.2222222222222222;0.0;0.13333333333333333;0.0;0.23529411764705882;0.7368421052631579;0.23529411764705882;0.0;0.0;0.0;0.0;0.2222222222222222;0.14285714285714285;0.5;0.2222222222222222;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25;0.25;0.0;0.0;0.23529411764705882;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.09090909090909091;0.19047619047619047
GO:0008344;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0022008;0.13333333333333333;0.0;0.0;0.125;0.14285714285714285;0.0;1.0;0.18181818181818182;0.0;0.14285714285714285;0.0;0.18181818181818182;0.0;0.15384615384615385;0.13333333333333333;0.15384615384615385;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.16666666666666666;0.14285714285714285;0.0;0.0;0.0;0.2222222222222222;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.2;0.15384615384615385;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941
GO:0060326;0.25;0.0;0.0;0.11764705882352941;0.26666666666666666;0.0;0.18181818181818182;1.0;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.14285714285714285;0.125;0.14285714285714285;0.0;0.0;0.0;0.0;0.13333333333333333;0.18181818181818182;0.15384615384615385;0.13333333333333333;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.15384615384615385;0.15384615384615385;0.0;0.0;0.14285714285714285;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.10526315789473684;0.1111111111111111
GO:0031639;0.42105263157894735;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007409;0.21052631578947367;0.0;0.0;0.1;0.2222222222222222;0.0;0.14285714285714285;0.13333333333333333;0.0;1.0;0.0;0.13333333333333333;0.0;0.11764705882352941;0.10526315789473684;0.11764705882352941;0.0;0.0;0.0;0.0;0.1111111111111111;0.14285714285714285;0.125;0.1111111111111111;0.0;0.0;0.0;0.15384615384615385;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.125;0.125;0.0;0.14285714285714285;0.11764705882352941;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.09090909090909091;0.09523809523809523
