;GO:0018108;GO:1901385;GO:1903244;GO:0021952;GO:0046777;GO:0008344;GO:0022008;GO:0060326;GO:0031639;GO:0007409;GO:0033137;GO:0034622;GO:0051965;GO:0035235;GO:0019800;GO:0002093;GO:0034220;GO:1902725;GO:0060314;GO:1902723;GO:0060997;GO:0007416;GO:0043043;GO:0048013;GO:1902083;GO:0050965;GO:0034613;GO:0035264;GO:0046716;GO:0055074;GO:0007597;GO:0009968;GO:0001964;GO:0070588;GO:0010951;GO:0033674;GO:2000651;GO:0030049;GO:0033198;GO:0051919;GO:0007602;GO:0048747;GO:0046328;GO:0007517;GO:0030239;GO:0002027;GO:0014809;GO:0043066;GO:0070374;GO:2000146;GO:0035725;GO:0010524;GO:0010881
GO:0018108;1.0;0.0;0.0;0.35595402131040804;0.7270704702469395;0.0;0.304979754505179;0.37880116674773273;0.4351979136780827;0.3667899052827817;0.0;0.4002055581737017;0.0;0.3222946913405742;0.5044144561563144;0.28863536137074036;0.0;0.0;0.0;0.0;0.28863536137074036;0.31039769649136584;0.44415834399415155;0.28863536137074036;0.0;0.0;0.0;0.0;0.27132042453534516;0.0;0.4410294856825824;0.0;0.0;0.0;0.0;0.0;0.0;0.27132042453534516;0.0;0.0;0.33588220420272735;0.31530974927153355;0.0;0.0;0.32771263332676104;0.0;0.31530974927153355;0.0;0.0;0.0;0.0;0.26450913153141503;0.28863536137074036
GO:1901385;0.0;1.0;0.22772024499225957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22159095726438927;0.0;0.3308305280682939;0.3036708683170224;0.0;0.0;0.0;0.21595340251127143;0.7542038255209793;0.23278306749618832;0.0;0.0;0.0;0.27001153834718855;0.2050590080028431;0.0;0.0;0.0;0.23556080727921286;0.292534332034607;0.0;0.3813873957550844;0.0;0.0;0.4167001974461701;0.4706559756473997;0.6229002998889648;0.0;0.0;0.25452279955392026;0.31725838117917554;0.0;0.2693021783128578;0.0;0.0;0.3439327690799688;0.6235562144465719;0.32493782668606247;0.22188867298776;0.45061305174130073;0.0;0.6276421522519344;0.5968818265457787
GO:1903244;0.0;0.22772024499225957;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20714779006106576;0.0;0.4541796658166244;0.2737389623204306;0.0;0.0;0.0;0.27860926834858796;0.34376122428552547;0.22410562170685017;0.0;0.0;0.0;0.24007963235059676;0.19326468817306902;0.0;0.0;0.0;0.20232523299609012;0.25618188371104833;0.0;0.5002539944896897;0.0;0.0;0.23869447734016713;0.34833892896981206;0.3231774043653948;0.0;0.0;0.40916343821873113;0.28732647518258375;0.0;0.4398509770309009;0.0;0.0;0.4746823048046757;0.4786456701354995;0.3162603808967243;0.3848022061528339;0.34554755036247836;0.0;0.3638651875125793;0.45197128223470634
GO:0021952;0.35595402131040804;0.0;0.0;1.0;0.3646141154193586;0.0;0.601111531107698;0.5430618007555954;0.0;0.8276603622920491;0.0;0.673405412709889;0.0;0.4865553253484369;0.4528959953786031;0.6857112020558589;0.0;0.0;0.0;0.0;0.7331666766280751;0.5835975510275531;0.416658096760317;0.4528959953786031;0.0;0.0;0.0;0.4714023392673487;0.4106047020236741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4528959953786031;0.0;0.0;0.5001428382105901;0.5941265890386573;0.0;0.5696005695632153;0.5835975510275531;0.0;0.4795703832793962;0.0;0.0;0.0;0.0;0.37558407767592045;0.4528959953786031
GO:0046777;0.7270704702469395;0.0;0.0;0.3646141154193586;1.0;0.0;0.3136398486141296;0.38746126085668336;0.4438580077870333;0.37544999939173235;0.0;0.4088656522826523;0.0;0.3309547854495248;0.48871388287349193;0.297295455479691;0.0;0.0;0.0;0.0;0.297295455479691;0.3190577906003164;0.4528184381031022;0.297295455479691;0.0;0.0;0.0;0.0;0.2799805186442958;0.0;0.449689579791533;0.0;0.0;0.0;0.0;0.0;0.0;0.2799805186442958;0.0;0.0;0.344542298311678;0.3239698433804841;0.0;0.0;0.3363727274357116;0.0;0.3239698433804841;0.0;0.0;0.0;0.0;0.27316922564036566;0.297295455479691
GO:0008344;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5000840129948374;0.0;0.0;0.0;0.0;0.41781654581509675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0022008;0.304979754505179;0.0;0.0;0.601111531107698;0.3136398486141296;0.0;1.0;0.5094024707857616;0.0;0.6119474150800717;0.0;0.5481217990471258;0.0;0.4528959953786031;0.41923666540876925;0.5337928711680304;0.0;0.0;0.0;0.0;0.5337928711680304;0.4583139373647899;0.3829987667904832;0.41923666540876925;0.0;0.0;0.0;0.43774300929751486;0.3441416964251768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41923666540876925;0.0;0.0;0.46648350824075624;0.5604672590688236;0.0;0.5359412395933814;0.5191115746084645;0.0;0.44591105330956243;0.0;0.0;0.0;0.0;0.3419247477060866;0.41923666540876925
GO:0060326;0.37880116674773273;0.0;0.0;0.5430618007555954;0.38746126085668336;0.0;0.5094024707857616;1.0;0.0;0.5538976847279691;0.0;0.6046282744542844;0.0;0.5094024707857616;0.4757431408159278;0.4757431408159278;0.0;0.0;0.0;0.0;0.4757431408159278;0.5148204127719485;0.4395052421976417;0.4757431408159278;0.0;0.0;0.0;0.0;0.4334518474609988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.637594395064949;0.0;0.0;0.5229899836479148;0.502417528716721;0.0;0.0;0.5148204127719485;0.0;0.502417528716721;0.0;0.0;0.0;0.0;0.39843122311324514;0.4757431408159278
GO:0031639;0.4351979136780827;0.0;0.0;0.0;0.4438580077870333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5125098313807653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4828350140636711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5125098313807653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007409;0.3667899052827817;0.0;0.0;0.8276603622920491;0.37544999939173235;0.0;0.6119474150800717;0.5538976847279691;0.0;1.0;0.0;0.6842412966822626;0.0;0.4973912093208106;0.46373187935097676;0.6965470860282326;0.0;0.0;0.0;0.0;0.7440025606004488;0.5944334349999268;0.4274939807326907;0.46373187935097676;0.0;0.0;0.0;0.4822382232397224;0.4214405859960478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46373187935097676;0.0;0.0;0.5109787221829638;0.604962473011031;0.0;0.580436453535589;0.5944334349999268;0.0;0.49040626725176995;0.0;0.0;0.0;0.0;0.3864199616482941;0.46373187935097676
