;GO:2000480;GO:0034199;GO:0015031;GO:0038155;GO:0051491;GO:0046854;GO:1901621;GO:1902715;GO:0002244;GO:0071377;GO:0045893;GO:0032729;GO:2000510;GO:2000473;GO:0070207;GO:0019886;GO:0035556;GO:0035397;GO:0030260;GO:2000010;GO:0051260;GO:0045657;GO:0002885;GO:0097011;GO:2000525;GO:0001954;GO:0002922;GO:2000526;GO:2000648;GO:0002408;GO:2000522;GO:0030890;GO:0072610;GO:2000484;GO:0051897;GO:0071800;GO:0034695;GO:0038095;GO:0043123;GO:0097190;GO:0046598;GO:0038096;GO:0045944;GO:0046638;GO:0048539;GO:0002223;GO:0050850;GO:0000165;GO:0030887;GO:0006933;GO:0001920;GO:0001766;GO:0046641;GO:0019064;GO:0050857;GO:0050852;GO:0050731;GO:0050853;GO:0070228;GO:0016358;GO:0035771;GO:0031295;GO:0038083;GO:0002230;GO:0050862;GO:2000547;GO:0002503;GO:2000669;GO:0043382;GO:0006948;GO:0002506;GO:0032496;GO:0050900;GO:0010524;GO:0070613;GO:0038114;GO:0038113;GO:0007172;GO:0038116;GO:0038115;GO:0003091;GO:0038110;GO:0038111;GO:0051051;GO:0006882;GO:0060326;GO:0051289;GO:0001865;GO:0051607;GO:0032760;GO:0051209;GO:0071731;GO:0006919;GO:0019722;GO:2001244;GO:0051447;GO:0034380;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0042100;GO:0007188;GO:0043312;GO:0042102;GO:0042104;GO:0030217;GO:0045580;GO:0010629;GO:0045860;GO:0010628;GO:0002606;GO:0032355;GO:0097338;GO:0001915;GO:0001916;GO:0032753;GO:0019934;GO:0033280;GO:0090630;GO:0006468;GO:0006469;GO:0001960;GO:0002378;GO:0097022;GO:0032507;GO:0097029;GO:2000330;GO:0035335;GO:0060333;GO:0050829;GO:0050706;GO:0006470;GO:0007169;GO:0007202;GO:0007166;GO:0048864;GO:0045879;GO:0007204;GO:0045086;GO:0032735;GO:0002669;GO:0045087;GO:0046330;GO:0030838;GO:0070374;GO:0035723;GO:0002827;GO:0072678;GO:0071345;GO:0071346;GO:0035722
GO:2000480;1.0;0.4054954366092777;0.0;0.06118030945748723;0.06625461593292258;0.0;0.17255594668189214;0.060190181509098085;0.0;0.0;0.20955035079795892;0.06169852802378987;0.06071224327234147;0.05569691407432494;0.0;0.0;0.09255919341714261;0.04707022364997294;0.0;0.05594692972714482;0.0;0.06118030945748723;0.0518452204188938;0.0;0.05569691407432494;0.060371741923704425;0.05570241043814931;0.21154087929580614;0.06701017296196998;0.0;0.05348765461158716;0.0679218040919067;0.0;0.06329673112888025;0.07499003071932547;0.0;0.0;0.0736711011413855;0.07582258514862657;0.07891936526755448;0.05383991633304158;0.07427324689229522;0.20464677002100626;0.0683844064831006;0.0;0.07019326177596745;0.06804095273256552;0.07942837835552166;0.05348765461158716;0.16525221038610885;0.24179633458531063;0.0;0.06408801570823591;0.0;0.06477263703294663;0.07371932150830245;0.4116611029741433;0.07390890820072006;0.06949635068404353;0.0;0.05809653937669278;0.06901641438639028;0.0;0.05753363185119822;0.06268922183041602;0.05707594597774237;0.0;0.17426886874198053;0.0595985606966608;0.0;0.0;0.0;0.0;0.06911551376350168;0.30001545085253284;0.06071224327234147;0.05891366192879757;0.06071224327234147;0.05348765461158716;0.05348765461158716;0.051216321685996095;0.06199461267470701;0.06432648765024365;0.21991033887308514;0.050981453053261495;0.0;0.0;0.0;0.0;0.06191457661061431;0.1976686357333945;0.0;0.3126703540931861;0.07457722042450261;0.06949635068404353;0.18555428339594493;0.0;0.09071887686342082;0.06268922183041602;0.0665693157398131;0.42496250494582966;0.0;0.07640678323861531;0.0;0.0723977645115027;0.06537761647131815;0.0;0.07413883766130161;0.38305009655033617;0.5517116527405681;0.20779240971389085;0.052968583605682296;0.0;0.0;0.15965268860853846;0.05785755914066376;0.05718559252074501;0.06329673112888025;0.0;0.31429831858368695;0.0;0.7107565127678285;0.20039267724060517;0.0;0.0;0.05447631022655046;0.0;0.05809653937669278;0.0;0.07074471660965363;0.0;0.06741887838059657;0.0;0.08299349636052453;0.28786139157535084;0.09631436016658979;0.0;0.19135127492879145;0.060432314440127324;0.2466086834353786;0.058715117333005336;0.05022799301474899;0.0;0.4015839092263232;0.07215988597727828;0.4209220523541715;0.06268922183041602;0.05617858380794982;0.0;0.0;0.0;0.06849454919210259
GO:0034199;0.4054954366092777;1.0;0.0;0.06165564890834163;0.17829806004172954;0.0;0.06004954854082531;0.16185330607084514;0.0;0.0;0.3533545919453075;0.17035605352302352;0.16326796972957533;0.14968536560591572;0.0;0.0;0.09365152307159791;0.12969169761759194;0.0;0.15434703938861866;0.0;0.16453647764922386;0.14294655946891333;0.0;0.14968536560591572;0.16666071322070966;0.15366703280928656;0.2755353116347915;0.180348658286329;0.0;0.1437076936956648;0.18282336933005877;0.0;0.17027408298095387;0.2020302338790405;0.0;0.0;0.07436144312880606;0.20429485202799744;0.07971209864598848;0.14848902350028143;0.1805667578615364;0.34499135040346984;0.18407936770653582;0.0;0.1705593282535864;0.18314685223715826;0.08023142266113778;0.1437076936956648;0.05748943163641322;0.1295102654256449;0.0;0.17242004272368394;0.0;0.17427708042214488;0.17920747459689323;0.47680222042928144;0.1796726817941935;0.07011034367544802;0.0;0.0585250000880146;0.1857955528586723;0.0;0.05801156037177137;0.16862681358716422;0.05748943163641322;0.0;0.06065020204840553;0.16025038056158933;0.0;0.0;0.0;0.0;0.18606467716100655;0.30291104236159844;0.06118030945748723;0.05935430562821362;0.06118030945748723;0.053850618625840056;0.053850618625840056;0.05165058363502477;0.06248274024325586;0.06485218253718107;0.07299851139424397;0.05141172451355971;0.0;0.0;0.0;0.0;0.17095792221073539;0.06886461412120384;0.0;0.3915076749524922;0.07528473014089276;0.18709897956445065;0.06460980428665976;0.0;0.0917679554893653;0.16862681358716422;0.17915211432627523;0.4887747655563234;0.0;0.07714960555708104;0.0;0.19498212266296217;0.17591835812217224;0.0;0.0748380150109582;0.20811842797166386;0.635590921493488;0.3546902128967598;0.14606754509470524;0.0;0.0;0.05284482373404034;0.15966214103054324;0.15779249033916135;0.06380566320889053;0.0;0.3935648236221013;0.0;0.5239507332106036;0.06982197687360565;0.0;0.0;0.05496787961265207;0.0;0.1561819158406364;0.0;0.07138106707340933;0.0;0.06799655897155739;0.0;0.08387064534215241;0.3601824456049713;0.09749768689427624;0.0;0.06664526249056335;0.061037845721891144;0.3215734228654906;0.16204870065854013;0.13845527078901998;0.0;0.465020342158609;0.19433558762142622;0.48763469564451883;0.06318839301536254;0.15499131218947515;0.0;0.0;0.0;0.06909089219842168
GO:0015031;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.442241383303478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25366839500077015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33530866498723033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46491548921239084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32375331718837974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0038155;0.06118030945748723;0.06165564890834163;0.0;1.0;0.06681243422754862;0.02273388773451078;0.06004954854082531;0.06065020204840553;0.02212876516863006;0.020308210222587764;0.09296214423503367;0.06224848689650466;0.06118030945748723;0.056090591462583377;0.020472313539169208;0.0;0.24803130675818635;0.04738963936284801;0.0;0.056398756957575444;0.02467371557432824;0.06165564890834163;0.052232995834213126;0.018939587432658576;0.056090591462583377;0.06089820119999067;0.05615028101693404;0.053850618625840056;0.06758084113176488;0.017659794945153594;0.053850618625840056;0.0685081729759963;0.017230094564966998;0.06380566320889053;0.07570543229612542;0.018793571078130664;0.0;0.3193223995359721;0.07655403744130919;0.21111344848590125;0.05425822471511308;0.3219570181821776;0.09076190435077294;0.06897882480977756;0.0;0.304113411560441;0.0686293895526055;0.21248885178831112;0.053850618625840056;0.05748943163641322;0.0585250000880146;0.018793571078130664;0.06460980428665976;0.01863073091991696;0.06530567954776725;0.3195333672736032;0.07673413073524005;0.3203628484242507;0.07011034367544802;0.020621975026485204;0.41443264922434636;0.06962191934245267;0.021290549717543024;0.05801156037177137;0.06318839301536254;0.05748943163641322;0.017659794945153594;0.06065020204840553;0.06004954854082531;0.0;0.017230094564966998;0.0;0.025018183884105104;0.06972276648428098;0.06740111205678219;0.433235671776176;0.4203052043977635;0.06118030945748723;0.3813319864316795;0.3813319864316795;0.05165058363502477;0.4424585652433386;0.4592372793924862;0.07299851139424397;0.05141172451355971;0.023849417185646194;0.022063770115845354;0.017659794945153594;0.0;0.062468411074986435;0.06886461412120384;0.0;0.0724414309543987;0.19938778765517032;0.07011034367544802;0.06460980428665976;0.019410420868698968;0.2430427735932602;0.06318839301536254;0.0671324682520333;0.06697473644713542;0.020887409289556614;0.20432681556681223;0.025674230635354633;0.07306434092955379;0.06592070451414411;0.02258546390480828;0.0748380150109582;0.08284047507052784;0.08412352711175144;0.08370204926951443;0.05337341103410522;0.0;0.0;0.05284482373404034;0.05834090710762114;0.05765773252029837;0.1689860613604202;0.0;0.05590030448290897;0.027214776114902445;0.07905259863427186;0.06982197687360565;0.0;0.016542012253947143;0.05496787961265207;0.01797790430867298;0.0585250000880146;0.022498265449080474;0.5054702210543363;0.0;0.06799655897155739;0.023849417185646194;0.36015675052051144;0.051158810874951416;0.41867389897691265;0.020573522445697098;0.06664526249056335;0.061037845721891144;0.06284830663696661;0.059212961388398516;0.05059186880199425;0.0;0.0748380150109582;0.07282206919688144;0.07847745434770959;0.4474554989868135;0.05663417569481726;0.020126232879360377;0.025217546149497432;0.02235069404512325;0.4892528226912299
GO:0051491;0.06625461593292258;0.17829806004172954;0.0;0.06681243422754862;1.0;0.0;0.06493053510876767;0.17515157736523024;0.0;0.0;0.2807545766969547;0.1869064860783717;0.17680944611922408;0.16098947600266234;0.0;0.0;0.10608905827239154;0.13906649961595177;0.0;0.16781010014096973;0.0;0.17829806004172954;0.15442031369502218;0.0;0.16098947600266234;0.1824676023438545;0.1670066002217378;0.15409564603792064;0.1970163200830954;0.0;0.15409564603792064;0.19997333948743112;0.0;0.18505527948740766;0.22318137895814313;0.0;0.0;0.08199416894264892;0.22594824493269527;0.0885480231625152;0.1609084210738594;0.19926953567722325;0.2732578703079515;0.20147700012392364;0.0;0.1871512048852995;0.20036042258553405;0.08918932341232631;0.15409564603792064;0.06194765440710911;0.06315174622108581;0.0;0.18759276064729752;0.0;0.18979309755954685;0.19761537501099122;0.22653627328254944;0.1981812121726003;0.07685573687842738;0.0;0.06315174622108581;0.2035347268880386;0.0;0.06322938766261532;0.18311123624860132;0.6232536175819162;0.0;0.06563337391235209;0.1732759565073768;0.0;0.0;0.0;0.0;0.203857739434397;0.074548769279214;0.06625461593292258;0.06411844068378712;0.06625461593292258;0.05774322622046807;0.05774322622046807;0.05640133548431842;0.0677847556631677;0.07058238273798444;0.08145712656441469;0.05611663680798188;0.0;0.0;0.0;0.0;0.18763122977342983;0.0753613248001631;0.0;0.21259939909348222;0.08311815488913266;0.20509997797462362;0.07029537494338661;0.0;0.10367840793834032;0.773198059259059;0.19558926406721938;0.19508765990266766;0.0;0.08539717746060484;0.0;0.21461154086291506;0.19174126659227417;0.0;0.08257397736308218;0.09390657994097551;0.25091916280442794;0.26002918747522324;0.1580688188970704;0.0;0.0;0.0571401911614203;0.17411179863362566;0.17189077607503836;0.0693445216752181;0.0;0.06150741866140115;0.0;0.08773495688169547;0.07650934968621761;0.0;0.0;0.060380443127303556;0.0;0.16852901663661407;0.0;0.07838540563291044;0.0;0.07432299341487086;0.0;0.09370944795959187;0.055815450168075396;0.11105171799040213;0.0;0.07271152835379259;0.06778517050292136;0.18204155457969678;0.1769537241868154;0.14919227798119938;0.0;0.22035987977364596;0.609766703158617;0.23224365358128757;0.06861604341248287;0.16857194674757028;0.0;0.0;0.0;0.07563239510154253
GO:0046854;0.0;0.0;0.0;0.02273388773451078;0.0;1.0;0.0;0.0;0.027489303276041148;0.0247347782966494;0.0;0.0;0.0;0.0;0.024978646799923364;0.0;0.03853808625661973;0.0;0.0;0.0;0.0315291360966763;0.0;0.0;0.02273388773451078;0.0;0.0;0.0;0.0;0.0;0.020914579697882626;0.0;0.0;0.020314582176754532;0.0;0.0;0.022523830502730362;0.0;0.028599538968973978;0.0;0.0312236354383933;0.0;0.028895588921806038;0.0;0.0;0.0;0.026914300290158392;0.0;0.5991828104461956;0.0;0.0;0.0;0.022523830502730362;0.0;0.02229033359681087;0.0;0.028623199887183627;0.0;0.028716306140410392;0.0;0.025201805300743303;0.021362239030958803;0.0;0.4987730254136043;0.0;0.0;0.0;0.020914579697882626;0.0;0.0;0.0;0.020314582176754532;0.0;0.032093802814788124;0.026400442523724803;0.0;0.022523830502730362;0.021722890458909478;0.022523830502730362;0.019364880698138413;0.019364880698138413;0.0;0.023100938576977263;0.02416349808592335;0.0;0.02512947951697407;0.030195532111376197;0.027389076325764566;0.020914579697882626;0.0;0.0;0.026001051635617133;0.0;0.0;0.029045526443735495;0.0;0.0;0.02341566422709864;0.03750680325435487;0.0;0.0;0.0;0.025599365595189733;0.029954935372227813;0.033181476076450556;0.0;0.0;0.028197607125796317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023692162428365488;0.0;0.0;0.6813447211067037;0.0;0.0;0.08994936179841403;0.019364880698138413;0.027285637904095442;0.021362239030958803;0.0;0.429629218601754;0.027178745295380145;0.0;0.0;0.4622965616700606;0.03333100959180249;0.0;0.04068829496102392;0.02512947951697407;0.0;0.03112516135749381;0.0;0.0;0.0;0.0;0.0;0.02786212901933962;0.0;0.02341566422709864;0.0;0.024465350352220243;0.03242261933790885;0.027832610782899586;0.026106141667355115
GO:1901621;0.17255594668189214;0.06004954854082531;0.0;0.06004954854082531;0.06493053510876767;0.0;1.0;0.23394716892974887;0.0;0.0;0.08935857852328079;0.27169038928962047;0.1860700569128915;0.054758207775648764;0.0;0.0;0.08999536430888157;0.16428684788344625;0.0;0.05487320428075188;0.0;0.29012528037413426;0.18065596210501886;0.0;0.054758207775648764;0.05912335434529117;0.19383959498615502;0.05262136121035541;0.06565602934599338;0.0;0.05262136121035541;0.06653094768407432;0.0;0.24579096521087102;0.2739999124832274;0.0;0.0;0.2249055938881784;0.2769725419908694;0.077047849550638;0.05284482373404034;0.2267027607529536;0.0873237449021203;0.32358385136731715;0.0;0.21451286003321682;0.24913007341819288;0.077532932941157;0.05262136121035541;0.1623993095913072;0.3182914363675104;0.0;0.06284830663696661;0.0;0.23739713498625006;0.22504953660043953;0.07426214407157193;0.22561543170777154;0.06804095273256552;0.0;0.05707594597774237;0.06758084113176488;0.0;0.20008638784013233;0.2299057886119877;0.05609059146258336;0.0;0.17109913459042744;0.28275952895612066;0.0;0.0;0.0;0.0;0.06767585792175514;0.06523372442079574;0.0595985606966608;0.05786441677593565;0.22278843607345844;0.05262136121035541;0.05262136121035541;0.050185729510553875;0.06083383638225044;0.06307762537370064;0.2144907891755714;0.04996019717837248;0.0;0.0;0.0;0.0;0.2726215975522843;0.19360046312865217;0.0;0.07023430867702263;0.07290379748994728;0.2543473746856054;0.18196494885661285;0.0;0.0882546282108164;0.06150253728872775;0.20366032367944992;0.06508381250634568;0.0;0.07465121320403355;0.0;0.07081968628358437;0.06408801570823591;0.0;0.3502054054020846;0.24227475421853795;0.08116170680243102;0.08038531877211484;0.05200515089606328;0.0;0.0;0.30639601239060593;0.2011905752821369;0.25220728445188983;0.06208715716471687;0.0;0.05418847689546172;0.0;0.221292502473158;0.38952220611237004;0.0;0.0;0.05331183689780984;0.0;0.2757585232827108;0.0;0.06923712942137285;0.0;0.26147249711261217;0.0;0.08092629356197303;0.04972132997915034;0.09354139595925708;0.0;0.8932484077652911;0.059002634429687555;0.2422009317250746;0.2588172528666413;0.27099785043961566;0.0;0.2709591940188044;0.07059204865979604;0.2837023583197532;0.06150253728872775;0.19546470647718422;0.0;0.0;0.0;0.06708038150796272
GO:1902715;0.060190181509098085;0.16185330607084514;0.0;0.06065020204840553;0.17515157736523024;0.0;0.23394716892974887;1.0;0.0;0.0;0.24203241712937051;0.8368208042284311;0.24772929833196425;0.22742637763397397;0.0;0.0;0.091351229638843;0.12784066649830556;0.0;0.39923211455818153;0.0;0.31650554731954067;0.1407011076426654;0.0;0.14746142873981533;0.16361637760667253;0.1510752034086364;0.1416566185844738;0.1771300375516897;0.0;0.1416566185844738;0.17951662171083793;0.0;0.6754467620214757;0.19799985464657735;0.0;0.0;0.07290379748994728;0.2001745322794271;0.0780394963131425;0.14606754509470524;0.17699863148735315;0.2364404288249254;0.3534140915621288;0.0;0.16737225919473828;0.17982849871621;0.07853718694844537;0.1416566185844738;0.056614310378147896;0.05761831602629059;0.0;0.16947588992465357;0.0;0.17126971960620951;0.1756923439145069;0.20063592321457294;0.1761394573765633;0.06881314205750791;0.0;0.05761831602629059;0.18238141873189428;0.0;0.05700123764407563;0.1658097198801888;0.056614310378147896;0.0;0.059677021569251976;0.30839173342839266;0.0;0.0;0.0;0.0;0.4343312125705586;0.06604110033083857;0.060190181509098085;0.05842194856789883;0.060190181509098085;0.05308203302860955;0.05308203302860955;0.050732744795216604;0.061450362778400595;0.06374071816514117;0.3996346870482139;0.05050228043488589;0.0;0.0;0.0;0.0;0.5680073773965298;0.2782786761148841;0.0;0.18962629030135017;0.07379102647498217;0.1836372207670688;0.06350656168718878;0.0;0.08955816927187249;0.1658097198801888;0.2714032598417206;0.17556953285534016;0.0;0.0755817549487342;0.0;0.1912254346842491;0.17285458403489162;0.0;0.29042512533137116;0.08079548610364566;0.2195295470912551;0.22335613810853622;0.14372377576297907;0.0;0.0;0.05200515089606328;0.15686597332052934;0.5250224963792265;0.06272948316682497;0.0;0.05482678533594993;0.0;0.07740727280829868;0.06853532628574754;0.0;0.0;0.053929542072738756;0.0;0.3006835267420316;0.0;0.07003686752044516;0.0;0.6640092789856274;0.0;0.08202099758993997;0.05025821421267885;0.09500708506302664;0.0;0.06547204325562081;0.05976018953556855;0.5039798474964093;0.5389325174831247;0.2954440824129971;0.0;0.1957759626834723;0.19060353327616014;0.20509997797462362;0.062132762415870395;0.15235500150475545;0.0;0.0;0.0;0.06783080166761646
GO:0002244;0.0;0.0;0.0;0.02212876516863006;0.0;0.027489303276041148;0.0;0.0;1.0;0.024020124454502058;0.0;0.0;0.0;0.0;0.024250039016390085;0.0;0.03683077216041623;0.0;0.0;0.0;0.030377087853457923;0.0;0.0;0.02212876516863006;0.0;0.0;0.0;0.0;0.0;0.020401339940053793;0.0;0.0;0.01983002654283323;0.0;0.0;0.02192969260898353;0.0;0.027648405254191526;0.0;0.03009340435798915;0.0;0.02792499598353303;0.0;0.0;0.19454746514611823;0.026070301912363356;0.0;0.03033471880467251;0.0;0.0;0.0;0.02192969260898353;0.0;0.021708291142540363;0.0;0.027670517953159748;0.0;0.027757520114948777;0.0;0.21699766363847015;0.020827074288089328;0.0;0.025406642781729216;0.0;0.0;0.0;0.020401339940053793;0.0;0.0;0.0;0.01983002654283323;0.0;0.030900900785912917;0.025587877857996946;0.0;0.02192969260898353;0.02116973712405622;0.02192969260898353;0.018924080213231;0.018924080213231;0.0;0.02247638661534593;0.023481019219191282;0.0;0.024392175685828594;0.029137244709379416;0.02651552179249748;0.3168466443854592;0.0;0.0;0.02521251911030107;0.0;0.0;0.028065005571747945;0.0;0.0;0.022774214900071033;0.03588772287244107;0.0;0.0;0.0;0.024834650414957006;0.028913154633778495;0.031907952198834036;0.0;0.0;0.4235617752044941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02303568721655709;0.0;0.0;0.03432258587259004;0.0;0.0;0.0;0.018924080213231;0.026418564655346078;0.3234585875211087;0.0;0.02714554284897731;0.02631834521837717;0.0;0.0;0.029137244709379416;0.032046203712445424;0.0;0.038789841505985884;0.31404627632367216;0.0;0.030001919919855992;0.0;0.0;0.0;0.0;0.0;0.02695863626169368;0.0;0.022774214900071033;0.0;0.02376596059175926;0.031205611831238125;0.02693100042818388;0.025311319565712753
GO:0071377;0.0;0.0;0.0;0.020308210222587764;0.0;0.0247347782966494;0.0;0.0;0.024020124454502058;1.0;0.0;0.0;0.0;0.0;0.022080823654154244;0.0;0.032048890888451725;0.0;0.0;0.0;0.027048470930890994;0.0;0.0;0.37120007027804397;0.0;0.0;0.0;0.0;0.0;0.018843922736484796;0.0;0.0;0.018355462662427813;0.0;0.0;0.02014042183934945;0.4986310536444282;0.024863517957157896;0.0;0.026823320969286288;0.0;0.0250869704527156;0.0;0.0;0.0;0.02357993351109733;0.0;0.027014873330687084;0.0;0.0;0.0;0.02014042183934945;0.0;0.0199535213561624;0.0;0.02488139895500037;0.0;0.0249517235820384;0.0;0.022255026910568975;0.01920656017453798;0.0;0.02303568721655709;0.0;0.0;0.0;0.018843922736484796;0.0;0.0;0.0;0.018355462662427813;0.48850659687772874;0.02746299481006608;0.02318457567359441;0.0;0.02014042183934945;0.019497601088495117;0.02014042183934945;0.017576593621501723;0.017576593621501723;0.0;0.02060060834852257;0.021441417378219852;0.0;0.022198607070496666;0.026061040304447426;0.023943563482884265;0.018843922736484796;0.20742295694459648;0.0;0.022875990475104722;0.4561992458538294;0.0;0.025199910180683977;0.0;0.0;0.020850523764655553;0.03133244248275994;0.0;0.0;0.0;0.022564480563036508;0.025881623988789747;0.02825555697840355;0.0;0.0;0.02455917899945468;0.0;0.0;0.0;0.0;0.0;0.5705368512214102;0.400122797148934;0.0;0.0;0.0;0.0210694772468693;0.40204731346897615;0.0;0.030132777794981944;0.0;0.0;0.0;0.017576593621501723;0.023864475396854084;0.01920656017453798;0.0;0.02445610907708051;0.023782667239215426;0.19295620001054875;0.0;0.026061040304447426;0.028363915839961732;0.0;0.03352210285844375;0.022198607070496666;0.0;0.026750614481484535;0.0;0.0;0.0;0.2313297925171602;0.0;0.02430429968813146;0.0;0.020850523764655553;0.0;0.02167875745174712;0.506371973082125;0.4438312889662385;0.022957297597359663
