;GO:0045409;GO:0060271;GO:0032088;GO:0050728;GO:0050718;GO:0050729;GO:0021914;GO:1901224;GO:1901223;GO:0006366;GO:0045751;GO:0043124;GO:0045345;GO:0045944;GO:0045381;GO:0007219;GO:0070373;GO:0071345;GO:0006919;GO:0050711;GO:0031953;GO:0036336;GO:0070613
GO:0045409;1.0;0.0;0.3023255813953488;0.09999999999999998;0.09677419354838712;0.07317073170731703;0.17021276595744683;0.0888888888888889;0.13953488372093026;0.0;0.14634146341463417;0.13953488372093026;0.1842105263157895;0.21818181818181814;0.48484848484848486;0.11428571428571432;0.29824561403508776;0.0;0.15873015873015872;0.18518518518518523;0.37777777777777777;0.0;0.22857142857142854
GO:0060271;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05128205128205132;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.10526315789473684;0.0;0.0;0.0;0.11111111111111116;0.0
GO:0032088;0.3023255813953488;0.0;1.0;0.125;0.0714285714285714;0.09090909090909094;0.11904761904761907;0.10810810810810811;0.13888888888888884;0.0;0.1470588235294118;0.13888888888888884;0.23333333333333328;0.475;0.4137931034482759;0.14814814814814814;0.1785714285714286;0.0;0.18181818181818177;0.0980392156862745;0.2272727272727273;0.0;0.2962962962962963
GO:0050728;0.09999999999999998;0.0;0.125;1.0;0.06666666666666665;0.5;0.2068965517241379;0.16000000000000003;0.26086956521739135;0.0;0.2857142857142857;0.26086956521739135;0.13636363636363635;0.06818181818181823;0.11538461538461542;0.1875;0.125;0.0;0.06000000000000005;0.09999999999999998;0.10526315789473684;0.0;0.15000000000000002
GO:0050718;0.09677419354838712;0.0;0.0714285714285714;0.06666666666666665;1.0;0.09090909090909094;0.09259259259259256;0.12765957446808507;0.08163265306122447;0.0;0.08510638297872342;0.08163265306122447;0.0888888888888889;0.09230769230769231;0.12765957446808507;0.10256410256410253;0.05405405405405406;0.0;0.08450704225352113;0.3877551020408163;0.06451612903225812;0.0;0.06818181818181823
GO:0050729;0.07317073170731703;0.0;0.09090909090909094;0.5;0.09090909090909094;1.0;0.12903225806451613;0.26086956521739135;0.16000000000000003;0.0;0.17391304347826086;0.16000000000000003;0.19047619047619047;0.09302325581395354;0.11538461538461542;0.1875;0.07999999999999996;0.0;0.08163265306122447;0.07317073170731703;0.07692307692307687;0.0;0.15000000000000002
GO:0021914;0.17021276595744683;0.0;0.11904761904761907;0.2068965517241379;0.09259259259259256;0.12903225806451613;1.0;0.25;0.5384615384615384;0.0;0.5833333333333333;0.5384615384615384;0.09090909090909094;0.07407407407407407;0.1428571428571429;0.15384615384615385;0.27450980392156865;0.0;0.06666666666666665;0.17021276595744683;0.12765957446808507;0.0;0.09677419354838712
GO:1901224;0.0888888888888889;0.0;0.10810810810810811;0.16000000000000003;0.12765957446808507;0.26086956521739135;0.25;1.0;0.41666666666666663;0.0;0.33333333333333337;0.36;0.15384615384615385;0.13043478260869568;0.1333333333333333;0.19999999999999996;0.18000000000000005;0.0;0.11538461538461542;0.0888888888888889;0.09302325581395354;0.0;0.12
GO:1901223;0.13953488372093026;0.0;0.13888888888888884;0.26086956521739135;0.08163265306122447;0.16000000000000003;0.5384615384615384;0.41666666666666663;1.0;0.0;0.7777777777777778;0.8888888888888888;0.11111111111111116;0.08333333333333337;0.1333333333333333;0.19999999999999996;0.37209302325581395;0.0;0.07407407407407407;0.13953488372093026;0.14634146341463417;0.0;0.12
GO:0006366;0.0;0.05128205128205132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.05882352941176472;0.0;0.05555555555555558;0.0;0.0;0.0;0.05714285714285716;0.0
