;GO:0045409;GO:0060271;GO:0032088;GO:0050728;GO:0050718;GO:0050729;GO:0021914;GO:1901224;GO:1901223;GO:0006366;GO:0045751;GO:0043124;GO:0045345;GO:0045944;GO:0045381;GO:0007219;GO:0070373;GO:0071345;GO:0006919;GO:0050711;GO:0031953;GO:0036336;GO:0070613
GO:0045409;1.0;0.0;0.3333333333333333;0.3;0.36363636363636365;0.18181818181818182;0.4444444444444444;0.23076923076923078;0.2727272727272727;0.0;0.3;0.2727272727272727;0.5;0.4166666666666667;0.625;0.2727272727272727;0.46153846153846156;0.0;0.3333333333333333;0.5555555555555556;0.5;0.0;0.5
GO:0060271;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032088;0.3333333333333333;0.0;1.0;0.375;0.18181818181818182;0.2222222222222222;0.375;0.2;0.3333333333333333;0.0;0.375;0.3333333333333333;0.4166666666666667;0.5454545454545454;0.4166666666666667;0.0;0.3;0.0;0.16666666666666666;0.3333333333333333;0.2727272727272727;0.0;0.45454545454545453
GO:0050728;0.3;0.0;0.375;1.0;0.16666666666666666;0.7142857142857143;0.4444444444444444;0.3;0.4444444444444444;0.0;0.5;0.4444444444444444;0.18181818181818182;0.16666666666666666;0.2;0.0;0.4;0.0;0.15384615384615385;0.3;0.25;0.0;0.18181818181818182
GO:0050718;0.36363636363636365;0.0;0.18181818181818182;0.16666666666666666;1.0;0.2727272727272727;0.2727272727272727;0.25;0.21428571428571427;0.0;0.23076923076923078;0.21428571428571427;0.25;0.23076923076923078;0.4;0.25;0.2;0.0;0.2857142857142857;0.6666666666666666;0.2;0.0;0.15384615384615385
GO:0050729;0.18181818181818182;0.0;0.2222222222222222;0.7142857142857143;0.2727272727272727;1.0;0.0;0.4444444444444444;0.3;0.0;0.3333333333333333;0.3;0.3;0.2727272727272727;0.2;0.0;0.2727272727272727;0.0;0.25;0.18181818181818182;0.15384615384615385;0.0;0.18181818181818182
GO:0021914;0.4444444444444444;0.0;0.375;0.4444444444444444;0.2727272727272727;0.0;1.0;0.4;0.5555555555555556;0.0;0.625;0.5555555555555556;0.0;0.0;0.3333333333333333;0.0;0.5;0.0;0.0;0.4444444444444444;0.3076923076923077;0.0;0.0
GO:1901224;0.23076923076923078;0.0;0.2;0.3;0.25;0.4444444444444444;0.4;1.0;0.75;0.0;0.4444444444444444;0.5555555555555556;0.2727272727272727;0.25;0.25;0.0;0.5;0.0;0.3076923076923077;0.23076923076923078;0.21428571428571427;0.0;0.16666666666666666
GO:1901223;0.2727272727272727;0.0;0.3333333333333333;0.4444444444444444;0.21428571428571427;0.3;0.5555555555555556;0.75;1.0;0.0;0.625;0.75;0.16666666666666666;0.21428571428571427;0.25;0.0;0.6666666666666666;0.0;0.21428571428571427;0.3333333333333333;0.3076923076923077;0.0;0.16666666666666666
GO:0006366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
