;GO:0045409;GO:0060271;GO:0032088;GO:0050728;GO:0050718;GO:0050729;GO:0021914;GO:1901224;GO:1901223;GO:0006366;GO:0045751;GO:0043124;GO:0045345;GO:0045944;GO:0045381;GO:0007219;GO:0070373;GO:0071345;GO:0006919;GO:0050711;GO:0031953;GO:0036336;GO:0070613
GO:0045409;1.0;0.0;0.14613499162995364;0.12804570306913615;0.3422028587648819;0.042064647228987374;0.2868411840981557;0.047799631016701725;0.13839445927415203;0.0;0.13839445927415203;0.13839445927415203;0.14613499162995364;0.14613499162995364;0.5331580424488743;0.047799631016701725;0.2861723721390697;0.0;0.1890450431733396;0.4402956465236597;0.2861723721390697;0.0;0.1890450431733396
GO:0060271;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0
GO:0032088;0.14613499162995364;0.0;1.0;0.12804570306913615;0.047799631016701725;0.042064647228987374;0.12804570306913615;0.047799631016701725;0.12804570306913615;0.0;0.12804570306913615;0.12804570306913615;0.14613499162995364;0.15831211565824807;0.14613499162995364;0.047799631016701725;0.12804570306913615;0.0;0.17530917548795347;0.12804570306913615;0.12804570306913615;0.0;0.1356691921375081
GO:0050728;0.12804570306913615;0.0;0.12804570306913615;1.0;0.042064647228987374;0.38873827313952897;0.250245473135147;0.1492331351584338;0.250245473135147;0.0;0.250245473135147;0.250245473135147;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.250245473135147;0.0;0.042064647228987374;0.12804570306913615;0.12804570306913615;0.0;0.042064647228987374
GO:0050718;0.3422028587648819;0.0;0.047799631016701725;0.042064647228987374;1.0;0.11511873865597294;0.18922943134840794;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.11511873865597294;0.12755981097713553;0.3422028587648819;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.6177108038031519;0.047799631016701725;0.0;0.042064647228987374
GO:0050729;0.042064647228987374;0.0;0.042064647228987374;0.38873827313952897;0.11511873865597294;1.0;0.1492331351584338;0.21066859409381297;0.1492331351584338;0.0;0.1492331351584338;0.1492331351584338;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.1492331351584338;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374
GO:0021914;0.2868411840981557;0.0;0.12804570306913615;0.250245473135147;0.18922943134840794;0.1492331351584338;1.0;0.1786822519641151;0.274741083875601;0.0;0.274741083875601;0.274741083875601;0.042064647228987374;0.047799631016701725;0.18922943134840794;0.047799631016701725;0.274741083875601;0.0;0.047799631016701725;0.2868411840981557;0.13839445927415203;0.0;0.042064647228987374
GO:1901224;0.047799631016701725;0.0;0.047799631016701725;0.1492331351584338;0.12755981097713553;0.21066859409381297;0.1786822519641151;1.0;0.5342290479732318;0.0;0.1786822519641151;0.2326756683755529;0.11511873865597294;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.2326756683755529;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.042064647228987374
GO:1901223;0.13839445927415203;0.0;0.12804570306913615;0.250245473135147;0.047799631016701725;0.1492331351584338;0.274741083875601;0.5342290479732318;1.0;0.0;0.274741083875601;0.361147619079207;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.361147619079207;0.0;0.047799631016701725;0.13839445927415203;0.13839445927415203;0.0;0.042064647228987374
GO:0006366;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0
