;GO:0090656;GO:0006281;GO:0006120;GO:0006487;GO:0051291;GO:0000733;GO:0036292;GO:0043069;GO:0045329;GO:0006488;GO:0050873;GO:0009749;GO:0033539;GO:0006635;GO:0030308;GO:0019240;GO:0055129;GO:0090502;GO:0008033;GO:0007264;GO:0006574;GO:0006210;GO:0042102;GO:0001682;GO:0043434;GO:0009249;GO:0006768;GO:0014003;GO:0008285;GO:1902018;GO:0006264;GO:0000122;GO:0001522;GO:0006536;GO:0031297;GO:0032981;GO:0016310;GO:0050852;GO:0006592;GO:0033077;GO:0006552;GO:0007569;GO:0006357;GO:0071340;GO:0048478;GO:0051793;GO:0019254;GO:0015936
GO:0090656;1.0;0.5630860319951706;0.1007049957668396;0.16074090806228614;0.31960019883242824;0.41262460007040913;0.14738261377339634;0.0;0.1613317282694102;0.09375972003871777;0.020769490860343066;0.0;0.09375972003871777;0.10330501176353907;0.0;0.09359520207435965;0.17041935442684325;0.23090368185039986;0.23879214050158828;0.02519864602315159;0.09359520207435965;0.1697936901371285;0.0;0.19857828289428434;0.0;0.13731527203915933;0.1741892487510605;0.02060060834852257;0.0;0.0;0.4094010947956457;0.0;0.2067601591463086;0.1075618634499058;0.44874141758185093;0.30719336460242863;0.13318042592503296;0.02322877904638956;0.08603233222403113;0.020714994840789015;0.09606515600837667;0.02209050384407466;0.0;0.0;0.41262460007040913;0.08713420949025556;0.1561994434319442;0.18955434712099795
GO:0006281;0.5630860319951706;1.0;0.14063246169214466;0.2279267932184242;0.033016148956591246;0.5529633273452169;0.022667373102279776;0.0;0.2134578299677136;0.12717786028097441;0.028632995070703476;0.27163517750429683;0.12717786028097441;0.14540134611885835;0.0;0.12327212942608114;0.22548165801401177;0.3285485883863805;0.34475361314777525;0.03779022432286769;0.12327212942608114;0.22236824769776428;0.0;0.2667607710221053;0.2986088709806515;0.1835302490155508;0.23212870868744975;0.028313008624263784;0.0;0.0;0.5471895715551318;0.0;0.2817376437788098;0.1487032896617103;0.6198157483066181;0.031205611831238125;0.21324913630218978;0.03352639651338411;0.11048060548475153;0.028529524839569664;0.12759289562174475;0.031205611831238125;0.0;0.0;0.5529633273452169;0.11528717551877066;0.20456470731789758;0.2575277661469124
GO:0006120;0.1007049957668396;0.14063246169214466;1.0;0.11716691270988995;0.02585134368831826;0.09921608845013526;0.019043711450542553;0.0;0.09509774428387995;0.10309623540258096;0.02308442892073447;0.0;0.45177603992648235;0.5032066113866525;0.0;0.09362242829535762;0.09509774428387995;0.11825093458844649;0.12280150197788468;0.028689160428132646;0.09362242829535762;0.09178663930743096;0.0;0.09999229466397369;0.0;0.09836250688932885;0.09741238844151488;0.022875990475104722;0.0;0.0;0.09836250688932885;0.0;0.10455565081681376;0.10916315755451247;0.10887376391071796;0.024727980747086084;0.15434101760974156;0.02616311795203516;0.0853923336092609;0.02301712748014908;0.0963381308198716;0.024727980747086084;0.0;0.0;0.09921608845013526;0.09509774428387995;0.09178663930743096;0.10360816044058935
GO:0006487;0.16074090806228614;0.2279267932184242;0.11716691270988995;1.0;0.027050809341838497;0.15827490216518764;0.01968676996160056;0.0;0.1769920686634402;0.10777411969338871;0.024036147225061304;0.0;0.10777411969338871;0.12058105039132282;0.0;0.17414892506490712;0.1769920686634402;0.15339589542509893;0.15957648997830576;0.030173984262049394;0.17414892506490712;0.1706155315187688;0.0;0.12881166783634754;0.0;0.2671712901382239;0.1814591278918073;0.02381025170111798;0.0;0.0;0.15686241220321112;0.0;0.27351881003916545;0.2042585793262967;0.17432021412896573;0.02582325813582317;0.16357376829208575;0.027392377703280842;0.1583464723792852;0.023963190790218414;0.17938493055807547;0.02582325813582317;0.0;0.0;0.15827490216518764;0.09911143328276828;0.1706155315187688;0.1934551025846957
GO:0051291;0.31960019883242824;0.033016148956591246;0.02585134368831826;0.027050809341838497;1.0;0.19115126281170094;0.17090086246819283;0.0;0.02161829570905092;0.023567798469755406;0.024840449620312885;0.0;0.023567798469755406;0.026468243829228168;0.0;0.021261080405278736;0.02161829570905092;0.027322021978172576;0.028465087130598067;0.03145242882916902;0.021261080405278736;0.02081760671353082;0.0;0.022808676565513043;0.0;0.02241140053959446;0.022180216899502198;0.02459925908426224;0.0;0.0;0.02241140053959446;0.0;0.02392586490746056;0.02506113474477105;0.024989612972975146;0.4554771617233066;0.03659516126215988;0.028441879226980712;0.01928171746578758;0.02476253684234125;0.021919196294401498;0.026753923544863646;0.0;0.0;0.02261935628093327;0.02161829570905092;0.02081760671353082;0.023693315540895175
GO:0000733;0.41262460007040913;0.5529633273452169;0.09921608845013526;0.15827490216518764;0.19115126281170094;1.0;0.6670236193892424;0.0;0.15927587296338228;0.09247533257093508;0.020472313539169208;0.0;0.09247533257093508;0.10174796739104733;0.0;0.09241917982154058;0.16824769521382588;0.22733250854258466;0.23497480915420763;0.024762536842341254;0.09241917982154058;0.16769798541327186;0.0;0.195931282193855;0.0;0.13551162712598583;0.17192108644678636;0.020308210222587764;0.0;0.0;0.4040235851340455;0.0;0.2038921151212449;0.1060115787427247;0.4422889222484631;0.1838436230730279;0.13058874989902727;0.022857687078178996;0.0850376761862137;0.020419363871974187;0.09482665555661228;0.021754626933136182;0.0;0.0;0.40716264001612806;0.08602385550819228;0.1542715277879663;0.18694620589357105
GO:0036292;0.14738261377339634;0.022667373102279776;0.019043711450542553;0.01968676996160056;0.17090086246819283;0.6670236193892424;1.0;0.0;0.016643039333390182;0.017774984128329507;0.018489420279622117;0.0;0.017774984128329507;0.019376394895878807;0.0;0.016430515760039975;0.016643039333390182;0.01983002654283323;0.020425329440739336;0.021919196294401498;0.016430515760039975;0.016164404869870686;0.0;0.017339728950274563;0.0;0.017109163434613224;0.01697409998357078;0.018355462662427813;0.0;0.0;0.017109163434613224;0.0;0.01797790430867298;0.018611407797757263;0.01857193350586053;0.16503578484356962;0.024298926900912034;0.020413377208106327;0.015222863394942618;0.018446220176376486;0.016820808509603918;0.019529053387198653;0.0;0.0;0.017230094564966998;0.016643039333390182;0.016164404869870686;0.017846288321375487
GO:0043069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35687415036414316;0.0;0.0;0.0;0.0;0.1340185644359581;0.0;0.0;0.11437648401573128;0.0;0.0;0.0;0.0;0.0;0.433610553812775;0.25936891440927745;0.0;0.4500044125841946;0.0;0.0;0.0;0.0;0.0;0.11771021307303803;0.0;0.0;0.0;0.0;0.19269344980624342;0.0;0.25677597354763193;0.0;0.0;0.0
GO:0045329;0.1613317282694102;0.2134578299677136;0.09509774428387995;0.1769920686634402;0.02161829570905092;0.15927587296338228;0.016643039333390182;0.0;1.0;0.18203532899559574;0.019648816607209404;0.0;0.08838115164745211;0.09686855157421213;0.0;0.3531466674445349;0.3579707318528711;0.1849335000287783;0.19087237487870437;0.023567798469755406;0.14609702966372304;0.1488887529816844;0.0;0.1603487060287087;0.0;0.15247995023387773;0.15677391488092393;0.019497601088495117;0.0;0.0;0.17809955184972034;0.0;0.1666094153163564;0.16671363573095588;0.1724613965111973;0.020827074288089328;0.12354657517856615;0.02183589632396222;0.3258647970965145;0.019600035981132177;0.14976430086743903;0.020827074288089328;0.0;0.0;0.15927587296338228;0.08243716597817928;0.8474385817765078;0.16531600596406462
GO:0006488;0.09375972003871777;0.12717786028097441;0.10309623540258096;0.10777411969338871;0.023567798469755406;0.09247533257093508;0.017774984128329507;0.0;0.18203532899559574;1.0;0.021246167726588917;0.0;0.40890258961118164;0.45153974036630734;0.0;0.17940786921599874;0.18203532899559574;0.108685149272267;0.11249383852261599;0.025903757178618512;0.08762462115340149;0.08602385550819228;0.0;0.09314527039277982;0.0;0.09173772307064844;0.09037695236855527;0.0210694772468693;0.0;0.0;0.18782927910203587;0.0;0.0970683590659173;0.10100270347215322;0.10075637506270847;0.022630534039172655;0.13739486899677544;0.023826649340770865;0.16464408644580514;0.021189144978896953;0.08998465368809294;0.022630534039172655;0.0;0.0;0.09247533257093508;0.3794193934831057;0.08551419494982655;0.43544471708339544
