;GO:0090656;GO:0006281;GO:0006120;GO:0006487;GO:0051291;GO:0000733;GO:0036292;GO:0043069;GO:0045329;GO:0006488;GO:0050873;GO:0009749;GO:0033539;GO:0006635;GO:0030308;GO:0019240;GO:0055129;GO:0090502;GO:0008033;GO:0007264;GO:0006574;GO:0006210;GO:0042102;GO:0001682;GO:0043434;GO:0009249;GO:0006768;GO:0014003;GO:0008285;GO:1902018;GO:0006264;GO:0000122;GO:0001522;GO:0006536;GO:0031297;GO:0032981;GO:0016310;GO:0050852;GO:0006592;GO:0033077;GO:0006552;GO:0007569;GO:0006357;GO:0071340;GO:0048478;GO:0051793;GO:0019254;GO:0015936
GO:0090656;1.0;0.31566002955365785;0.06886689890529227;0.10587402764930422;0.2041871440868109;0.31566002955365785;0.12408495164008174;0.0;0.12826917739045696;0.06927734236639929;0.01468324974140624;0.0;0.06927734236639929;0.06927734236639929;0.0;0.07548231845693805;0.13549442901423786;0.15084348231066635;0.15084348231066635;0.01468324974140624;0.07548231845693805;0.13943261564481066;0.0;0.15084348231066635;0.0;0.10587402764930422;0.13549442901423786;0.01468324974140624;0.0;0.0;0.31566002955365785;0.0;0.15084348231066635;0.07548231845693805;0.31566002955365785;0.2041871440868109;0.06886689890529227;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.0;0.0;0.31566002955365785;0.06927734236639929;0.12826917739045696;0.13943261564481066
GO:0006281;0.31566002955365785;1.0;0.06886689890529227;0.10587402764930422;0.01468324974140624;0.31566002955365785;0.01468324974140624;0.0;0.12826917739045696;0.06927734236639929;0.01468324974140624;0.11807622278079505;0.06927734236639929;0.06927734236639929;0.0;0.07548231845693805;0.13549442901423786;0.15084348231066635;0.15084348231066635;0.01468324974140624;0.07548231845693805;0.13943261564481066;0.0;0.15084348231066635;0.11807622278079505;0.10587402764930422;0.13549442901423786;0.01468324974140624;0.0;0.0;0.31566002955365785;0.0;0.15084348231066635;0.07548231845693805;0.31566002955365785;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.0;0.0;0.31566002955365785;0.06927734236639929;0.12826917739045696;0.13943261564481066
GO:0006120;0.06886689890529227;0.06886689890529227;1.0;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.0;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.0;0.3017803196009954;0.3017803196009954;0.0;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.06886689890529227;0.0;0.06886689890529227;0.0;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.0;0.0;0.06886689890529227;0.0;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.0;0.0;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.06886689890529227
GO:0006487;0.10587402764930422;0.10587402764930422;0.06886689890529227;1.0;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.0;0.1237146889194086;0.06927734236639929;0.01468324974140624;0.0;0.06927734236639929;0.06927734236639929;0.0;0.1237146889194086;0.1237146889194086;0.08547128021085358;0.08547128021085358;0.01468324974140624;0.1237146889194086;0.1237146889194086;0.0;0.08547128021085358;0.0;0.18032682375526765;0.1237146889194086;0.01468324974140624;0.0;0.0;0.10587402764930422;0.0;0.17326797086942267;0.1237146889194086;0.10587402764930422;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.0;0.0;0.10587402764930422;0.06927734236639929;0.1237146889194086;0.1237146889194086
GO:0051291;0.2041871440868109;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.12408495164008174;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.24997772404766266;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0000733;0.31566002955365785;0.31566002955365785;0.06886689890529227;0.10587402764930422;0.12408495164008174;1.0;0.5684283594602376;0.0;0.12826917739045696;0.06927734236639929;0.01468324974140624;0.0;0.06927734236639929;0.06927734236639929;0.0;0.07548231845693805;0.13549442901423786;0.15084348231066635;0.15084348231066635;0.01468324974140624;0.07548231845693805;0.13943261564481066;0.0;0.15084348231066635;0.0;0.10587402764930422;0.13549442901423786;0.01468324974140624;0.0;0.0;0.31566002955365785;0.0;0.15084348231066635;0.07548231845693805;0.31566002955365785;0.12408495164008174;0.06886689890529227;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.07548231845693805;0.01468324974140624;0.0;0.0;0.31566002955365785;0.06927734236639929;0.12826917739045696;0.13943261564481066
GO:0036292;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.5684283594602376;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0043069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.13839445927415203;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.0
GO:0045329;0.12826917739045696;0.12826917739045696;0.06886689890529227;0.1237146889194086;0.01468324974140624;0.12826917739045696;0.01468324974140624;0.0;1.0;0.1418425576658879;0.01468324974140624;0.0;0.06886689890529227;0.06886689890529227;0.0;0.2990439313269274;0.2990439313269274;0.12826917739045696;0.12826917739045696;0.01468324974140624;0.1237146889194086;0.12826917739045696;0.0;0.12826917739045696;0.0;0.1237146889194086;0.12826917739045696;0.01468324974140624;0.0;0.0;0.14450116634992752;0.0;0.12826917739045696;0.1237146889194086;0.12826917739045696;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.2990439313269274;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.0;0.0;0.12826917739045696;0.06886689890529227;0.7300769708695185;0.12826917739045696
GO:0006488;0.06927734236639929;0.06927734236639929;0.06886689890529227;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.1418425576658879;1.0;0.01468324974140624;0.0;0.29564490308903574;0.29564490308903574;0.0;0.1418425576658879;0.1418425576658879;0.06927734236639929;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.06927734236639929;0.0;0.06927734236639929;0.0;0.06927734236639929;0.06886689890529227;0.01468324974140624;0.0;0.0;0.1418425576658879;0.0;0.06927734236639929;0.06927734236639929;0.06927734236639929;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.1418425576658879;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.0;0.06927734236639929;0.29564490308903574;0.06886689890529227;0.3133982154259727
