;GO:0090656;GO:0006281;GO:0006120;GO:0006487;GO:0051291;GO:0000733;GO:0036292;GO:0043069;GO:0045329;GO:0006488;GO:0050873;GO:0009749;GO:0033539;GO:0006635;GO:0030308;GO:0019240;GO:0055129;GO:0090502;GO:0008033;GO:0007264;GO:0006574;GO:0006210;GO:0042102;GO:0001682;GO:0043434;GO:0009249;GO:0006768;GO:0014003;GO:0008285;GO:1902018;GO:0006264;GO:0000122;GO:0001522;GO:0006536;GO:0031297;GO:0032981;GO:0016310;GO:0050852;GO:0006592;GO:0033077;GO:0006552;GO:0007569;GO:0006357;GO:0071340;GO:0048478;GO:0051793;GO:0019254;GO:0015936
GO:0090656;1.0;0.8054555717558404;0.08183226801001324;0.172430365992505;0.08862056210764806;0.8407677840231157;0.06789341856915977;0.0;0.11034548791176624;0.08183226801001324;0.019961182058882136;0.0;0.02374687830173118;0.023803643979107916;0.0;0.02924575987235351;0.024283978219296825;0.4808833909791952;0.3113908720018927;0.019961182058882136;0.014813236731234865;0.09190103741716527;0.0;0.15528058033280492;0.0;0.08429669418765344;0.11855939854222744;0.019961182058882136;0.0;0.0;0.35695915394621747;0.0;0.6588911840241696;0.08183226801001324;0.861082686099541;0.08862056210764806;0.08183226801001324;0.015345541423299216;0.02916011762931121;0.019961182058882136;0.01481781105826428;0.019961182058882136;0.0;0.0;0.1279457088877482;0.026250805778127044;0.15829092241415585;0.09387267545153387
GO:0006281;0.8054555717558404;1.0;0.07654579203844651;0.1688151985619076;0.018671662510121284;0.8054555717558404;0.018671662510121284;0.0;0.11034548791176624;0.07654579203844651;0.018671662510121284;0.018671662510121284;0.02374687830173118;0.023803643979107916;0.0;0.02924575987235351;0.024283978219296825;0.4808833909791952;0.3113908720018927;0.018671662510121284;0.014813236731234865;0.09190103741716527;0.0;0.15528058033280492;0.018671662510121284;0.08429669418765344;0.11855939854222744;0.018671662510121284;0.0;0.0;0.35695915394621747;0.0;0.6163259161057159;0.07654579203844651;0.8054555717558404;0.018671662510121284;0.07654579203844651;0.015345541423299216;0.02916011762931121;0.018671662510121284;0.01481781105826428;0.018671662510121284;0.0;0.0;0.1279457088877482;0.026250805778127044;0.14806511322899218;0.09387267545153387
GO:0006120;0.08183226801001324;0.07654579203844651;1.0;0.07818501561952232;0.08011236636927821;0.07990165839707876;0.10313571429785463;0.0;0.05704573201529212;0.17061170721286537;0.10313571429785463;0.0;0.02374687830173118;0.023803643979107916;0.0;0.02924575987235351;0.019136124108616055;0.05972424504427725;0.03867379305016756;0.10313571429785463;0.014813236731234865;0.013176977923930293;0.0;0.01928537272108707;0.0;0.03822260837758854;0.061292109039765674;0.09875023608223765;0.0;0.0;0.033923312622474076;0.0;0.10391451235174329;0.10202740833000562;0.09163174490682034;0.036957125316452934;0.42281210546199693;0.015345541423299216;0.02916011762931121;0.050262270246028425;0.01481781105826428;0.10313571429785463;0.0;0.0;0.012159212709130007;0.026250805778127044;0.19785896753208596;0.013459675830102174
GO:0006487;0.172430365992505;0.1688151985619076;0.07818501561952232;1.0;0.019071515051579176;0.172430365992505;0.019071515051579176;0.0;0.08018071482999162;0.07818501561952232;0.019071515051579176;0.0;0.02374687830173118;0.023803643979107916;0.0;0.04110642197882542;0.02689680815548063;0.05972424504427725;0.03867379305016756;0.019071515051579176;0.020820767270335078;0.01852092123134691;0.0;0.01928537272108707;0.0;0.407098627545633;0.08614921647300099;0.019071515051579176;0.0;0.0;0.07481496505208612;0.0;0.07818501561952232;0.10989306684129958;0.172430365992505;0.019071515051579176;0.07818501561952232;0.015345541423299216;0.0409860473947122;0.019071515051579176;0.020827196722603067;0.019071515051579176;0.0;0.0;0.026816103840394873;0.026250805778127044;0.10989306684129958;0.018918267700522323
GO:0051291;0.08862056210764806;0.018671662510121284;0.08011236636927821;0.019071515051579176;1.0;0.06629165816666714;0.27248398448703315;0.0;0.01391505172873997;0.04161697374238704;0.08011236636927821;0.0;0.005792528700939487;0.005806375439498342;0.0;0.007133859924192311;0.004667836619005947;0.01456841607411187;0.009433621268904149;0.08011236636927821;0.003613363315768271;0.003214233965668145;0.0;0.004704242535620711;0.0;0.009323564690850794;0.01495086201406408;0.08011236636927821;0.0;0.0;0.008274846045018835;0.0;0.025347659915270732;0.024887342391902753;0.022351548929748295;0.4002858904850964;0.08011236636927821;0.015345541423299216;0.00711296938251639;0.050262270246028425;0.0036144791222447563;0.08011236636927821;0.0;0.0;0.002965972525042549;0.006403306740385483;0.048263343653229124;0.003283191902555232
GO:0000733;0.8407677840231157;0.8054555717558404;0.07990165839707876;0.172430365992505;0.06629165816666714;1.0;0.12930492634097665;0.0;0.11034548791176624;0.07990165839707876;0.019490252303352235;0.0;0.02374687830173118;0.023803643979107916;0.0;0.02924575987235351;0.024283978219296825;0.4808833909791952;0.3113908720018927;0.019490252303352235;0.014813236731234865;0.09190103741716527;0.0;0.15528058033280492;0.0;0.08429669418765344;0.11855939854222744;0.019490252303352235;0.0;0.0;0.35695915394621747;0.0;0.6433464400657206;0.07990165839707876;0.8407677840231157;0.06629165816666714;0.07990165839707876;0.015345541423299216;0.02916011762931121;0.019490252303352235;0.01481781105826428;0.019490252303352235;0.0;0.0;0.1279457088877482;0.026250805778127044;0.15455647897412264;0.09387267545153387
GO:0036292;0.06789341856915977;0.018671662510121284;0.10313571429785463;0.019071515051579176;0.27248398448703315;0.12930492634097665;1.0;0.0;0.01391505172873997;0.04161697374238704;0.14192385334054042;0.0;0.005792528700939487;0.005806375439498342;0.0;0.007133859924192311;0.004667836619005947;0.01456841607411187;0.009433621268904149;0.12741218007660887;0.003613363315768271;0.003214233965668145;0.0;0.004704242535620711;0.0;0.009323564690850794;0.01495086201406408;0.09875023608223765;0.0;0.0;0.008274846045018835;0.0;0.025347659915270732;0.024887342391902753;0.022351548929748295;0.12570125210126695;0.1379723158137202;0.015345541423299216;0.00711296938251639;0.050262270246028425;0.0036144791222447563;0.13604149904001217;0.0;0.0;0.002965972525042549;0.006403306740385483;0.048263343653229124;0.003283191902555232
GO:0043069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2958849273984637;0.0;0.0;0.0;0.0;0.13369583929833528;0.0;0.0;0.014096404968237644;0.0;0.0;0.0;0.0;0.0;0.40187580524793926;0.07620775732844141;0.0;0.013029324657314607;0.0;0.0;0.0;0.0;0.0;0.03628655925051139;0.0;0.0;0.0;0.0;0.03203300198081839;0.0;0.02108165325915802;0.0;0.0;0.0
GO:0045329;0.11034548791176624;0.11034548791176624;0.05704573201529212;0.08018071482999162;0.01391505172873997;0.11034548791176624;0.01391505172873997;0.0;1.0;0.08089087079355255;0.01391505172873997;0.0;0.02374687830173118;0.023803643979107916;0.0;0.09901803223058184;0.06478960922969774;0.11034548791176624;0.07480802529408231;0.01391505172873997;0.020820767270335078;0.025488673856071915;0.0;0.03730434841116874;0.0;0.053723844959344624;0.11034548791176624;0.01391505172873997;0.0;0.0;0.06604131794930707;0.0;0.11034548791176624;0.08018071482999162;0.11034548791176624;0.01391505172873997;0.05704573201529212;0.01391505172873997;0.09872807134671786;0.01391505172873997;0.020827196722603067;0.01391505172873997;0.0;0.0;0.023519976194752476;0.026250805778127044;0.2837752022802172;0.026035505972799047
GO:0006488;0.08183226801001324;0.07654579203844651;0.17061170721286537;0.07818501561952232;0.04161697374238704;0.07990165839707876;0.04161697374238704;0.0;0.08089087079355255;1.0;0.04161697374238704;0.0;0.06540241058424784;0.06555875164481645;0.0;0.04147049918580482;0.027135031632944864;0.05972424504427725;0.03867379305016756;0.04161697374238704;0.014813236731234865;0.013176977923930293;0.0;0.01928537272108707;0.0;0.03822260837758854;0.061292109039765674;0.04161697374238704;0.0;0.0;0.048103270854658146;0.0;0.10391451235174329;0.10202740833000562;0.09163174490682034;0.036957125316452934;0.17061170721286537;0.015345541423299216;0.04134905845094761;0.04161697374238704;0.01481781105826428;0.04161697374238704;0.0;0.0;0.012159212709130007;0.0722985967188474;0.17061170721286537;0.013459675830102174
