;GO:0060003;GO:1990090;GO:0000187;GO:0050796;GO:0001666;GO:0045892;GO:0051482;GO:0033137;GO:0034622;GO:0015701;GO:0033138;GO:0002092;GO:2000251;GO:0034220;GO:0015680;GO:0051260;GO:0007268;GO:0042542;GO:0045779;GO:0045778;GO:0086091;GO:0050965;GO:0034613;GO:0015677;GO:0070509;GO:0014047;GO:0055075;GO:0008284;GO:0007196;GO:0048812;GO:0007595;GO:0045664;GO:0043524;GO:0006813;GO:0098712;GO:0070588;GO:0071435;GO:0032147;GO:0050856;GO:0032148;GO:0050731;GO:2000651;GO:0019229;GO:0050732;GO:0050908;GO:0060372;GO:0007517;GO:0010881;GO:0015810;GO:0035249;GO:1901385;GO:0006882;GO:0043267;GO:0043029;GO:0001984;GO:0006878;GO:0098656;GO:0060291;GO:0051967;GO:0060292;GO:0051209;GO:0035235;GO:0060316;GO:0007189;GO:0060314;GO:0038180;GO:0007218;GO:0051453;GO:0007219;GO:0043043;GO:0050804;GO:0086050;GO:2000288;GO:0010469;GO:1902083;GO:0030335;GO:0086052;GO:0046716;GO:0090630;GO:0045986;GO:0055024;GO:0034765;GO:0098914;GO:0071356;GO:0050930;GO:0030049;GO:1900087;GO:0044267;GO:0007169;GO:0051481;GO:0006874;GO:0048747;GO:0002027;GO:0014809;GO:0002548;GO:0035725;GO:0030279;GO:0031645;GO:0070778
GO:0060003;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.0;0.7058823529411765;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.8571428571428571;0.6666666666666666;0.36363636363636365;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.7368421052631579;0.4166666666666667;0.7619047619047619;0.7272727272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.34782608695652173
GO:1990090;0.0;1.0;0.0;0.0;0.3076923076923077;0.0;0.1;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.13333333333333333;0.46153846153846156;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.11764705882352941;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.10526315789473684;0.0;0.125;0.0;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.09090909090909091;0.13333333333333333;0.09090909090909091;0.11764705882352941;0.0;0.13333333333333333;0.14285714285714285;0.1111111111111111;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.14285714285714285;0.0;0.15384615384615385;0.13333333333333333;0.10526315789473684;0.11764705882352941;0.14285714285714285;0.0;0.10526315789473684;0.13333333333333333;0.0;0.0;0.0;0.0
GO:0000187;0.0;0.0;1.0;0.3333333333333333;0.0;0.4;0.14814814814814814;0.72;0.0;0.0;0.8;0.5;0.4166666666666667;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.4;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.17391304347826086;0.5;0.08333333333333333;0.0;0.09523809523809523;0.09090909090909091;0.34782608695652173;0.0;0.07407407407407407;0.0;0.0;0.9230769230769231;0.5454545454545454;0.8888888888888888;0.8;0.32;0.09090909090909091;0.72;0.0;0.16666666666666666;0.0;0.07692307692307693;0.0;0.0;0.24;0.16;0.17391304347826086;0.09090909090909091;0.16666666666666666;0.16;0.0;0.43478260869565216;0.34782608695652173;0.34782608695652173;0.06896551724137931;0.09090909090909091;0.5517241379310345;0.08333333333333333;0.56;0.09090909090909091;0.09523809523809523;0.16;0.09523809523809523;0.0;0.38095238095238093;0.16666666666666666;0.47619047619047616;0.5714285714285714;0.6666666666666666;0.36363636363636365;0.16666666666666666;0.2;0.45454545454545453;0.17391304347826086;0.18181818181818182;0.19047619047619047;0.16666666666666666;0.0;0.43478260869565216;0.0;0.4166666666666667;0.0;0.09090909090909091;0.15384615384615385;0.16666666666666666;0.0;0.18181818181818182;0.07692307692307693;0.0;0.0;0.2;0.19047619047619047;0.0
GO:0050796;0.0;0.0;0.3333333333333333;1.0;0.0;0.38095238095238093;0.17391304347826086;0.38095238095238093;0.0;0.0;0.38095238095238093;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.5;0.1;0.0;0.11764705882352941;0.1111111111111111;0.42105263157894735;0.0;0.08695652173913043;0.0;0.0;0.36363636363636365;0.4444444444444444;0.34782608695652173;0.38095238095238093;0.47619047619047616;0.1111111111111111;0.38095238095238093;0.0;0.3;0.0;0.09090909090909091;0.0;0.0;0.47619047619047616;0.2857142857142857;0.5263157894736842;0.3333333333333333;0.3;0.2857142857142857;0.0;0.3157894736842105;0.42105263157894735;0.3157894736842105;0.32;0.1111111111111111;0.24;0.1;0.2857142857142857;0.1111111111111111;0.47058823529411764;0.2857142857142857;0.47058823529411764;0.0;0.47058823529411764;0.3;0.47058823529411764;0.47058823529411764;0.4;0.4444444444444444;0.3;0.375;0.2222222222222222;0.21052631578947367;0.2222222222222222;0.5882352941176471;0.3;0.0;0.21052631578947367;0.0;0.4;0.0;0.1111111111111111;0.2727272727272727;0.3;0.0;0.3333333333333333;0.09090909090909091;0.0;0.0;0.25;0.23529411764705882;0.0
GO:0001666;0.0;0.3076923076923077;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045892;0.0;0.0;0.4;0.38095238095238093;0.0;1.0;0.16666666666666666;0.5454545454545454;0.0;0.0;0.45454545454545453;0.47619047619047616;0.38095238095238093;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.35294117647058826;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.47058823529411764;0.09523809523809523;0.0;0.1111111111111111;0.10526315789473684;0.5;0.0;0.08333333333333333;0.0;0.0;0.43478260869565216;0.42105263157894735;0.4166666666666667;0.45454545454545453;0.2727272727272727;0.10526315789473684;0.5454545454545454;0.0;0.19047619047619047;0.0;0.08695652173913043;0.0;0.0;0.18181818181818182;0.18181818181818182;0.4;0.10526315789473684;0.19047619047619047;0.18181818181818182;0.0;0.4;0.4;0.4;0.38461538461538464;0.10526315789473684;0.3076923076923077;0.09523809523809523;0.36363636363636365;0.10526315789473684;0.4444444444444444;0.18181818181818182;0.4444444444444444;0.0;0.4444444444444444;0.19047619047619047;0.4444444444444444;0.4444444444444444;0.5714285714285714;0.42105263157894735;0.19047619047619047;0.23529411764705882;0.21052631578947367;0.4;0.3157894736842105;0.3333333333333333;0.19047619047619047;0.0;0.3;0.0;0.38095238095238093;0.0;0.10526315789473684;0.17391304347826086;0.19047619047619047;0.0;0.21052631578947367;0.08695652173913043;0.0;0.0;0.47058823529411764;0.4444444444444444;0.0
GO:0051482;0.0;0.1;0.14814814814814814;0.17391304347826086;0.0;0.16666666666666666;1.0;0.16666666666666666;0.10526315789473684;0.0;0.16666666666666666;0.17391304347826086;0.17391304347826086;0.0;0.0;0.1;0.09523809523809523;0.0;0.19047619047619047;0.21052631578947367;0.18181818181818182;0.0;0.0;0.0;0.0;0.16666666666666666;0.7272727272727273;0.21052631578947367;0.08695652173913043;0.09523809523809523;0.1;0.09523809523809523;0.18181818181818182;0.0;0.07692307692307693;0.0;0.16666666666666666;0.16;0.19047619047619047;0.15384615384615385;0.16666666666666666;0.16666666666666666;0.09523809523809523;0.16666666666666666;0.0;0.17391304347826086;0.0;0.08;0.0;0.09090909090909091;0.16666666666666666;0.75;0.18181818181818182;0.09523809523809523;0.17391304347826086;0.75;0.0;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.07142857142857142;0.09523809523809523;0.8571428571428571;0.08695652173913043;0.16666666666666666;0.09523809523809523;0.1;0.16666666666666666;0.1;0.1;0.2;0.17391304347826086;0.2;0.2;0.17391304347826086;0.19047619047619047;0.17391304347826086;0.21052631578947367;0.19047619047619047;0.18181818181818182;0.19047619047619047;0.2;0.17391304347826086;0.2;0.18181818181818182;0.1;0.17391304347826086;0.21052631578947367;0.09523809523809523;0.88;0.8695652173913043;0.1;0.19047619047619047;0.08;0.09523809523809523;0.0;0.21052631578947367;0.2;0.0
GO:0033137;0.0;0.0;0.72;0.38095238095238093;0.0;0.5454545454545454;0.16666666666666666;1.0;0.0;0.0;0.9090909090909091;0.47619047619047616;0.38095238095238093;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.35294117647058826;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.47058823529411764;0.38095238095238093;0.0;0.1111111111111111;0.42105263157894735;0.5;0.0;0.08333333333333333;0.0;0.0;0.782608695652174;0.42105263157894735;0.75;0.8181818181818182;0.2727272727272727;0.10526315789473684;0.9090909090909091;0.0;0.19047619047619047;0.0;0.08695652173913043;0.0;0.0;0.18181818181818182;0.18181818181818182;0.4;0.10526315789473684;0.19047619047619047;0.18181818181818182;0.0;0.4;0.5;0.5;0.38461538461538464;0.42105263157894735;0.3076923076923077;0.09523809523809523;0.36363636363636365;0.42105263157894735;0.4444444444444444;0.18181818181818182;0.4444444444444444;0.0;0.4444444444444444;0.19047619047619047;0.4444444444444444;0.4444444444444444;0.8571428571428571;0.42105263157894735;0.19047619047619047;0.23529411764705882;0.21052631578947367;0.4;0.3157894736842105;0.3333333333333333;0.19047619047619047;0.0;0.3;0.0;0.38095238095238093;0.0;0.42105263157894735;0.17391304347826086;0.19047619047619047;0.0;0.21052631578947367;0.08695652173913043;0.0;0.0;0.47058823529411764;0.4444444444444444;0.0
GO:0034622;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.125;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.13333333333333333;0.0;0.11764705882352941;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.09523809523809523;0.14285714285714285;0.09523809523809523;0.125;0.0;0.14285714285714285;0.15384615384615385;0.11764705882352941;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.16666666666666666;0.14285714285714285;0.1111111111111111;0.125;0.15384615384615385;0.0;0.1111111111111111;0.14285714285714285;0.0;0.0;0.0;0.0
GO:0015701;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.7142857142857143;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.5555555555555556;0.5555555555555556;0.7368421052631579;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.625;0.38095238095238093;0.5555555555555556;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7368421052631579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.0;0.4
