;GO:0036376;GO:0043507;GO:0090331;GO:0034351;GO:0046854;GO:0051490;GO:0045404;GO:0006559;GO:0001666;GO:0045893;GO:2000753;GO:2000755;GO:0042307;GO:0007264;GO:0050728;GO:0008631;GO:0046627;GO:0061844;GO:0032713;GO:0035307;GO:0019752;GO:0051897;GO:0043407;GO:0090398;GO:0043123;GO:0043488;GO:0038096;GO:0002223;GO:0030007;GO:0043372;GO:0019221;GO:0051384;GO:0032147;GO:0086064;GO:0050732;GO:0031295;GO:1903278;GO:1900163;GO:0032781;GO:0044861;GO:0014050;GO:0043017;GO:0001660;GO:1901018;GO:0016064;GO:0010248;GO:0030593;GO:0050900;GO:2000660;GO:2000304;GO:0010882;GO:0032930;GO:2001235;GO:0018108;GO:0030073;GO:1903288;GO:0006883;GO:0032091;GO:0043547;GO:0060326;GO:0023021;GO:0002439;GO:0016572;GO:1903281;GO:1904385;GO:2001022;GO:0007186;GO:0090023;GO:0042100;GO:0043312;GO:0042102;GO:0006897;GO:0042742;GO:1990573;GO:0046034;GO:0071447;GO:0010469;GO:0032079;GO:0032755;GO:0018105;GO:0030336;GO:0018107;GO:0072659;GO:0046718;GO:0086013;GO:0071874;GO:0070301;GO:0032743;GO:0060333;GO:0007565;GO:0045630;GO:0006874;GO:0045086;GO:0071222;GO:0030837;GO:0042130;GO:0043066;GO:0070098;GO:0034115;GO:0070498;GO:0032733
GO:0036376;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.6363636363636364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043507;0.0;1.0;0.25;0.2;0.0;0.2;0.42857142857142855;0.0;0.0;0.35714285714285715;0.35714285714285715;0.4666666666666667;0.23076923076923078;0.23076923076923078;0.3076923076923077;0.0;0.36363636363636365;0.0;0.15384615384615385;0.5833333333333334;0.0;0.6;0.7;0.0;0.6;0.2857142857142857;0.0;0.0;0.058823529411764705;0.1875;0.23076923076923078;0.0;0.6363636363636364;0.0;0.5384615384615384;0.21428571428571427;0.21428571428571427;0.3333333333333333;0.3333333333333333;0.0;0.23076923076923078;0.42857142857142855;0.06666666666666667;0.3333333333333333;0.0;0.0;0.0;0.0;0.3333333333333333;0.35714285714285715;0.0;0.3076923076923077;0.5;0.0;0.0;0.3333333333333333;0.058823529411764705;0.15384615384615385;0.3333333333333333;0.0;0.36363636363636365;0.0;0.0;0.21428571428571427;0.0;0.4;0.25;0.23076923076923078;0.0;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.4;0.2857142857142857;0.25;0.0;0.21428571428571427;0.0;0.0;0.0;0.1;0.0;0.0;0.25;0.0;0.0;0.3333333333333333;0.058823529411764705;0.42857142857142855;0.0;0.21428571428571427;0.1875;0.21428571428571427;0.0;0.21428571428571427;0.0;0.25
GO:0090331;0.0;0.25;1.0;0.3333333333333333;0.0;0.3333333333333333;0.25;0.0;0.0;0.23076923076923078;0.25;0.25;0.16666666666666666;0.2727272727272727;0.5;0.0;0.4;0.0;0.4;0.23076923076923078;0.0;0.23076923076923078;0.3076923076923077;0.0;0.23076923076923078;0.2;0.0;0.0;0.13333333333333333;0.3076923076923077;0.2727272727272727;0.0;0.1875;0.0;0.3076923076923077;0.36363636363636365;0.15384615384615385;0.2727272727272727;0.08333333333333333;0.0;0.4;0.23076923076923078;0.15384615384615385;0.2727272727272727;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.0;0.25;0.25;0.0;0.0;0.2727272727272727;0.13333333333333333;0.09090909090909091;0.08333333333333333;0.0;0.36363636363636365;0.0;0.0;0.15384615384615385;0.0;0.3;0.3;0.2857142857142857;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.21428571428571427;0.2727272727272727;0.0;0.36363636363636365;0.0;0.0;0.0;0.125;0.0;0.0;0.2727272727272727;0.0;0.0;0.23076923076923078;0.13333333333333333;0.25;0.0;0.36363636363636365;0.5;0.36363636363636365;0.0;0.625;0.0;0.2727272727272727
GO:0034351;0.0;0.2;0.3333333333333333;1.0;0.0;0.3333333333333333;0.23076923076923078;0.0;0.0;0.23076923076923078;0.25;0.25;0.15384615384615385;0.2727272727272727;0.2727272727272727;0.0;0.4;0.0;0.2727272727272727;0.23076923076923078;0.0;0.23076923076923078;0.3076923076923077;0.0;0.23076923076923078;0.25;0.0;0.0;0.0625;0.2;0.2727272727272727;0.0;0.1875;0.0;0.3076923076923077;0.0;0.14285714285714285;0.2727272727272727;0.07692307692307693;0.0;0.4;0.23076923076923078;0.07142857142857142;0.2727272727272727;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.0;0.25;0.6;0.0;0.0;0.2727272727272727;0.0625;0.08333333333333333;0.07692307692307693;0.0;0.36363636363636365;0.0;0.0;0.14285714285714285;0.0;0.3;0.3;0.15384615384615385;0.0;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.21428571428571427;0.16666666666666666;0.0;0.36363636363636365;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.0;0.15384615384615385;0.0625;0.23076923076923078;0.0;0.36363636363636365;0.3076923076923077;0.875;0.0;0.36363636363636365;0.0;0.16666666666666666
GO:0046854;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.1111111111111111;0.0;0.0;0.14285714285714285;0.14285714285714285;0.08333333333333333;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.5555555555555556;0.14285714285714285;0.0;0.08333333333333333;0.0;0.0;0.14285714285714285;0.0;0.0;0.5555555555555556;0.0;0.08333333333333333;0.0;0.14285714285714285;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.1;0.25;0.1;0.0;0.0;0.0;0.5555555555555556;0.0;0.5555555555555556;0.0;0.0;0.0;0.09090909090909091;0.1;0.0;0.14285714285714285;0.0;0.0;0.08333333333333333;0.0;0.0;0.08333333333333333;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0
GO:0051490;0.0;0.2;0.3333333333333333;0.3333333333333333;0.0;1.0;0.23076923076923078;0.0;0.0;0.23076923076923078;0.25;0.25;0.15384615384615385;0.2727272727272727;0.2727272727272727;0.0;0.4;0.0;0.2727272727272727;0.23076923076923078;0.0;0.23076923076923078;0.3076923076923077;0.0;0.23076923076923078;0.25;0.0;0.0;0.0625;0.2;0.2727272727272727;0.0;0.1875;0.0;0.3076923076923077;0.0;0.14285714285714285;0.4;0.07692307692307693;0.0;0.4;0.23076923076923078;0.07142857142857142;0.2727272727272727;0.0;0.0;0.0;0.0;0.3333333333333333;0.3;0.0;0.25;0.25;0.0;0.0;0.2727272727272727;0.0625;0.08333333333333333;0.07692307692307693;0.0;0.36363636363636365;0.0;0.0;0.14285714285714285;0.0;0.3;0.3;0.15384615384615385;0.0;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.21428571428571427;0.16666666666666666;0.0;0.36363636363636365;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.0;0.15384615384615385;0.0625;0.23076923076923078;0.0;0.5;0.3076923076923077;0.36363636363636365;0.0;0.36363636363636365;0.0;0.16666666666666666
GO:0045404;0.0;0.42857142857142855;0.25;0.23076923076923078;0.0;0.23076923076923078;1.0;0.0;0.0;0.5454545454545454;0.5;0.5;0.2727272727272727;0.2727272727272727;0.18181818181818182;0.0;0.2727272727272727;0.0;0.625;0.5454545454545454;0.0;0.2727272727272727;0.35714285714285715;0.0;0.2727272727272727;0.36363636363636365;0.0;0.0;0.06666666666666667;0.3076923076923077;0.2727272727272727;0.0;0.46153846153846156;0.0;0.38461538461538464;0.25;0.25;0.4;0.08333333333333333;0.0;0.2727272727272727;0.75;0.07692307692307693;0.4;0.0;0.0;0.0;0.0;0.23076923076923078;0.6;0.0;0.5;0.3;0.0;0.0;0.4;0.06666666666666667;0.09090909090909091;0.08333333333333333;0.0;0.25;0.0;0.0;0.25;0.0;0.4444444444444444;0.3;0.2727272727272727;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.45454545454545453;0.625;0.0;0.25;0.0;0.0;0.0;0.125;0.0;0.0;0.625;0.0;0.0;0.2727272727272727;0.06666666666666667;0.75;0.0;0.25;0.21428571428571427;0.25;0.0;0.25;0.0;0.625
GO:0006559;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.125;0.0;0.0;0.16666666666666666;0.16666666666666666;0.09090909090909091;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.2;0.16666666666666666;0.0;0.09090909090909091;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.09090909090909091;0.0;0.16666666666666666;0.0;0.1;0.0;0.0;0.0;0.0;0.1111111111111111;0.5;0.1111111111111111;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.1;0.1111111111111111;0.0;0.16666666666666666;0.0;0.0;0.09090909090909091;0.0;0.0;0.09090909090909091;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.0;0.35714285714285715;0.23076923076923078;0.23076923076923078;0.0;0.23076923076923078;0.5454545454545454;0.0;0.0;1.0;0.4;0.4;0.2727272727272727;0.2727272727272727;0.18181818181818182;0.0;0.2727272727272727;0.0;0.18181818181818182;0.45454545454545453;0.0;0.2727272727272727;0.2857142857142857;0.0;0.2727272727272727;0.5;0.0;0.0;0.06666666666666667;0.21428571428571427;0.2727272727272727;0.0;0.38461538461538464;0.0;0.3076923076923077;0.25;0.25;0.3;0.08333333333333333;0.0;0.2727272727272727;0.5454545454545454;0.07692307692307693;0.36363636363636365;0.0;0.0;0.0;0.0;0.23076923076923078;0.5454545454545454;0.0;0.4;0.3;0.0;0.0;0.3;0.06666666666666667;0.09090909090909091;0.08333333333333333;0.0;0.25;0.0;0.0;0.25;0.0;0.3333333333333333;0.3;0.2727272727272727;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.5;0.3;0.0;0.25;0.0;0.0;0.0;0.125;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.06666666666666667;0.5454545454545454;0.0;0.25;0.21428571428571427;0.25;0.0;0.25;0.0;0.3
