;GO:0036376;GO:0043507;GO:0090331;GO:0034351;GO:0046854;GO:0051490;GO:0045404;GO:0006559;GO:0001666;GO:0045893;GO:2000753;GO:2000755;GO:0042307;GO:0007264;GO:0050728;GO:0008631;GO:0046627;GO:0061844;GO:0032713;GO:0035307;GO:0019752;GO:0051897;GO:0043407;GO:0090398;GO:0043123;GO:0043488;GO:0038096;GO:0002223;GO:0030007;GO:0043372;GO:0019221;GO:0051384;GO:0032147;GO:0086064;GO:0050732;GO:0031295;GO:1903278;GO:1900163;GO:0032781;GO:0044861;GO:0014050;GO:0043017;GO:0001660;GO:1901018;GO:0016064;GO:0010248;GO:0030593;GO:0050900;GO:2000660;GO:2000304;GO:0010882;GO:0032930;GO:2001235;GO:0018108;GO:0030073;GO:1903288;GO:0006883;GO:0032091;GO:0043547;GO:0060326;GO:0023021;GO:0002439;GO:0016572;GO:1903281;GO:1904385;GO:2001022;GO:0007186;GO:0090023;GO:0042100;GO:0043312;GO:0042102;GO:0006897;GO:0042742;GO:1990573;GO:0046034;GO:0071447;GO:0010469;GO:0032079;GO:0032755;GO:0018105;GO:0030336;GO:0018107;GO:0072659;GO:0046718;GO:0086013;GO:0071874;GO:0070301;GO:0032743;GO:0060333;GO:0007565;GO:0045630;GO:0006874;GO:0045086;GO:0071222;GO:0030837;GO:0042130;GO:0043066;GO:0070098;GO:0034115;GO:0070498;GO:0032733
GO:0036376;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3561298169010004;0.0;0.0;0.0;0.0;0.0;0.48740580018146207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35332942552040486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33649976053548797;0.0;0.47067145904014535;0.0;0.5966463489341852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3290254264677073;0.0;0.4851888514623719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043507;0.0;1.0;0.3459880671472406;0.2356627434825912;0.0;0.21883307849767425;0.4322399191091652;0.0;0.0;0.5023955686308117;0.3760120679271907;0.46359738932250005;0.30066233909230294;0.3091428668482727;0.4494859918560628;0.27705053696129267;0.4191509897047147;0.0;0.23096239711502337;0.5748395257851566;0.0;0.5744139059528823;0.7088144758621455;0.0;0.6010882938536755;0.37366570620259665;0.3548169269602231;0.3548169269602231;0.17480813310861015;0.3184365302896778;0.3423941187380687;0.0;0.6911643764652999;0.0;0.5459150551994559;0.30743843730926046;0.27104138809458955;0.4270293967069806;0.5107934012324048;0.0;0.2602208719763758;0.4322399191091652;0.17637833277559978;0.48525047188687515;0.0;0.0;0.0;0.0;0.3751616649685263;0.39284173291210767;0.2602208719763758;0.36231461170377804;0.5659630116746268;0.0;0.23880295940197666;0.3329000656792725;0.1579784681236932;0.4071510635561374;0.4653459054641268;0.0;0.42613593177375536;0.0;0.0;0.3847381033520516;0.0;0.5520540881164482;0.369697158682573;0.3548169269602231;0.0;0.0;0.3465157092652811;0.0;0.0;0.0;0.0;0.0;0.514196907013464;0.4190162331370773;0.32451833055704343;0.0;0.3344376917349995;0.0;0.0;0.0;0.28323140579791095;0.0;0.0;0.32451833055704343;0.24339120699145883;0.0;0.38431693430235564;0.2498588732734216;0.4322399191091652;0.0;0.26967719293468306;0.2638456209301835;0.3395843451534534;0.31070986693112645;0.2305999209786624;0.24339120699145883;0.32451833055704343
GO:0090331;0.0;0.3459880671472406;1.0;0.3325558814060908;0.0;0.3157262164211739;0.29543893333350485;0.0;0.0;0.3475638806328206;0.24057281055540614;0.24057281055540614;0.22692401814290286;0.3218132092054883;0.592521210619343;0.2897208793185083;0.43603459117547183;0.0;0.4223878386113663;0.2738083848385289;0.0;0.28710155719212144;0.4041733141124897;0.0;0.3137759450929147;0.39629138764035343;0.316601564534254;0.36638687301332384;0.284092014464021;0.47914246820913875;0.35506446109528433;0.0;0.2711321827067086;0.0;0.3507264725826564;0.4782868138679684;0.19730306714518947;0.3322148798234495;0.2546295041725413;0.0;0.36950087460699843;0.2814276647846406;0.2899235864685205;0.31428262452856903;0.0;0.0;0.0;0.0;0.372415210073771;0.2574024755403231;0.3277573371116901;0.24057281055540614;0.3761635659057972;0.0;0.34904454480836644;0.2560615493486744;0.26726234947910404;0.28019436959695426;0.20918200840426326;0.0;0.4233894768790001;0.0;0.0;0.19730306714518947;0.0;0.4576230405814993;0.3856711693263196;0.3640189621322682;0.0;0.0;0.5173640858239891;0.0;0.0;0.0;0.0;0.0;0.41869181337828415;0.21377025599374544;0.3376020600275664;0.0;0.43687892401290623;0.0;0.0;0.0;0.3967766594908317;0.0;0.0;0.3376020600275664;0.2560615493486744;0.0;0.4146422047055237;0.35914275462883244;0.29543893333350485;0.0;0.3886070886148654;0.5996774610193552;0.4420255774313601;0.3233802092883421;0.6033767542687416;0.2560615493486744;0.3376020600275664
GO:0034351;0.0;0.2356627434825912;0.3325558814060908;1.0;0.0;0.3157262164211739;0.22656154200654188;0.0;0.0;0.3475638806328206;0.24057281055540614;0.24057281055540614;0.21413273213010642;0.3218132092054883;0.37952687103073485;0.27423214052524003;0.3793455975228747;0.0;0.3145983433645615;0.2738083848385289;0.0;0.22656154200654188;0.3474843204598926;0.0;0.2532359299073351;0.3046493183723101;0.24057281055540614;0.24057281055540614;0.16689071504933428;0.2524924084675081;0.35506446109528433;0.0;0.2711321827067086;0.0;0.3507264725826564;0.2305999209786624;0.18553622466420133;0.2560615493486744;0.24286266169155318;0.0;0.36950087460699843;0.22656154200654188;0.16969110642992985;0.31428262452856903;0.0;0.0;0.0;0.0;0.3157262164211739;0.2574024755403231;0.2574024755403231;0.24057281055540614;0.5818292024807408;0.0;0.23598456296592396;0.2560615493486744;0.15006105006441733;0.2674030835841578;0.19741516592327513;0.0;0.366700483226403;0.0;0.0;0.18553622466420133;0.0;0.34729771691684985;0.3856711693263196;0.21377025599374544;0.0;0.0;0.26967719293468306;0.0;0.0;0.0;0.0;0.0;0.3581517981927046;0.21377025599374544;0.23676874105877915;0.0;0.43687892401290623;0.0;0.0;0.0;0.2818904796062623;0.0;0.0;0.23676874105877915;0.24057281055540614;0.0;0.21377025599374544;0.24194145521414573;0.22656154200654188;0.0;0.3721184252125898;0.3561444145688432;0.8059477172648728;0.3078914704950738;0.3330411532565691;0.24057281055540614;0.23676874105877915
GO:0046854;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.30655402972505935;0.0;0.0;0.0;0.0;0.0;0.32677023476107964;0.0;0.2946779048740996;0.0;0.0;0.0;0.0;0.4434306549177834;0.0;0.0;0.257732911673192;0.0;0.0;0.2610185749042658;0.2610185749042658;0.19861195333334608;0.0;0.36002148665087563;0.0;0.0;0.2848925714244635;0.0;0.0;0.0;0.19457357436122563;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.34079950836540107;0.0;0.0;0.27784823988918267;0.0;0.0;0.5761844883766932;0.27784823988918267;0.0;0.1817822883484292;0.0;0.0;0.35118438028125815;0.0;0.0;0.6016742474705608;0.0;0.1817822883484292;0.0;0.3733132580465157;0.0;0.22823290433105947;0.24138851853875337;0.0;0.0;0.0;0.20858484291008988;0.4857550932663013;0.24224417287992372;0.0;0.0;0.0;0.5946893054015201;0.0;0.5871587207246007;0.0;0.0;0.0;0.19457357436122563;0.20858484291008988;0.0;0.2610185749042658;0.0;0.0;0.2736626934981576;0.0;0.24138851853875337;0.22085956030444986;0.0;0.0;0.32833723484393346;0.0;0.2610185749042658;0.0
GO:0051490;0.0;0.21883307849767425;0.3157262164211739;0.3157262164211739;0.0;1.0;0.209731877021625;0.0;0.0;0.33073421564790373;0.22374314557048924;0.22374314557048924;0.19730306714518947;0.3049835442205714;0.36269720604581795;0.2574024755403231;0.3625159325379578;0.0;0.29776867837964455;0.256978719853612;0.0;0.209731877021625;0.3306546554749757;0.0;0.23640626492241817;0.2878196533873931;0.22374314557048924;0.22374314557048924;0.15006105006441733;0.23566274348259114;0.3382347961103674;0.0;0.25430251772179163;0.0;0.33389680759773943;0.21377025599374544;0.16870655967928444;0.3633861588457615;0.22603299670663624;0.0;0.3526712096220815;0.209731877021625;0.15286144144501296;0.2974529595436521;0.0;0.0;0.0;0.0;0.298896551436257;0.41679184668139224;0.24057281055540614;0.22374314557048924;0.29879388573530075;0.0;0.219154897981007;0.23923188436375753;0.13323138507950044;0.2505734185992409;0.18058550093835818;0.0;0.349870818241486;0.0;0.0;0.16870655967928444;0.0;0.33046805193193296;0.36884150434140267;0.19694059100882855;0.0;0.0;0.25284752794976617;0.0;0.0;0.0;0.0;0.0;0.3413221332077877;0.19694059100882855;0.2199390760738622;0.0;0.4200492590279893;0.0;0.0;0.0;0.2650608146213454;0.0;0.0;0.2199390760738622;0.22374314557048924;0.0;0.19694059100882855;0.22511179022922884;0.209731877021625;0.0;0.48608369659214484;0.3393147495839263;0.4251959124464432;0.2910618055101569;0.3162114882716522;0.22374314557048924;0.2199390760738622
GO:0045404;0.0;0.4322399191091652;0.29543893333350485;0.22656154200654188;0.0;0.209731877021625;1.0;0.0;0.0;0.5843229447730114;0.41744770694094935;0.41744770694094935;0.2965030164646016;0.3049835442205714;0.2890341493730236;0.27289121433359137;0.2659062722645507;0.0;0.7260265121229905;0.5054336621616425;0.0;0.29924073570943865;0.3766766250095969;0.0;0.32591512361023184;0.3868213204102905;0.2796733514796847;0.2796733514796847;0.15954866779068283;0.3860696389020725;0.3382347961103674;0.0;0.4959186896771061;0.0;0.39540751592562895;0.30058166190108726;0.2641846126864164;0.33618572891034626;0.23779983918762437;0.0;0.2560615493486744;0.6558518103822255;0.1637558359534413;0.3944068040902408;0.0;0.0;0.0;0.0;0.209731877021625;0.4833496281768278;0.31092767212677314;0.4037502507175367;0.39160641270964536;0.0;0.2346436367742753;0.33618572891034626;0.14271900280576594;0.26336470461203737;0.19235234341934632;0.0;0.2574024755403231;0.0;0.0;0.2641846126864164;0.0;0.43276819663254307;0.36884150434140267;0.29924073570943865;0.0;0.0;0.339658933857108;0.0;0.0;0.0;0.0;0.0;0.3413221332077877;0.400167632028875;0.5773472940185473;0.0;0.32758091632682634;0.0;0.0;0.0;0.2823757514567406;0.0;0.0;0.5773472940185473;0.23923188436375753;0.0;0.3510693827405901;0.23459940795549433;0.6558518103822255;0.0;0.2628204175265099;0.25284752794976617;0.3327275697452803;0.3065505443034252;0.27860926834858796;0.23923188436375753;0.5773472940185473
GO:0006559;0.0;0.0;0.0;0.0;0.30655402972505935;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3662611367354131;0.0;0.33416880684843314;0.0;0.0;0.0;0.0;0.6113023897601906;0.0;0.0;0.29187751349350416;0.0;0.0;0.30050947687859925;0.30050947687859925;0.22823290433105947;0.0;0.39951238862520916;0.0;0.0;0.3213522927748928;0.0;0.0;0.0;0.22541450789500678;0.0;0.27784823988918267;0.0;0.0;0.0;0.0;0.0;0.0;0.30050947687859925;0.3772592297158304;0.0;0.0;0.3173391418635162;0.0;0.0;0.3553522102272897;0.3173391418635162;0.0;0.21140323934614252;0.0;0.0;0.3906752822555916;0.0;0.0;0.4404481995114814;0.0;0.21140323934614252;0.0;0.41280416002084924;0.0;0.2590738378648407;0.27784823988918267;0.0;0.0;0.0;0.24090324668827506;0.5864248580340274;0.27456257665810896;0.0;0.0;0.0;0.37385702725211656;0.0;0.3663264425751973;0.0;0.0;0.0;0.22541450789500678;0.24090324668827506;0.0;0.30050947687859925;0.0;0.0;0.3032836444958709;0.0;0.27784823988918267;0.25048051130216326;0.0;0.0;0.3678281368182669;0.0;0.30050947687859925;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38572062507567756;0.0;0.0;0.0;0.0;0.0;0.5743672155147734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4243116438900597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45844041836519894;0.0;0.4264242865807922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4811016553546155;0.0;0.0;0.36609056871016515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5612529857178625;0.0;0.0;0.54156353988611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36609056871016515;0.4811016553546155;0.0;0.0;0.0;0.0;0.0;0.0;0.4679880922554182;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.0;0.5023955686308117;0.3475638806328206;0.3475638806328206;0.0;0.33073421564790373;0.5843229447730114;0.0;0.0;1.0;0.5157888085778115;0.5157888085778115;0.4175053550908803;0.42598588284685013;0.4100364879993023;0.39389355295987005;0.3869086108908294;0.0;0.3451079603331289;0.5684168134871408;0.0;0.4202430743357174;0.4441790498741246;0.0;0.4469174622365105;0.6087495988531064;0.40067569010596343;0.40067569010596343;0.28055100641696157;0.4284407759355391;0.45923713473664607;0.0;0.5642481411566256;0.0;0.46143247054575254;0.421584000527366;0.38518695131269515;0.4375580111711126;0.35880217781390306;0.0;0.37706388797495316;0.5843229447730114;0.28475817457972;0.4957790863510071;0.0;0.0;0.0;0.0;0.33073421564790373;0.577549412241446;0.37706388797495316;0.5020913523543988;0.5126087513359241;0.0;0.35564597540055404;0.4375580111711126;0.2637213414320447;0.38436704323831605;0.31335468204562505;0.0;0.37840481416660177;0.0;0.0;0.38518695131269515;0.0;0.5311092982694052;0.48984384296768135;0.4202430743357174;0.0;0.0;0.4606612724833867;0.0;0.0;0.0;0.0;0.0;0.4623244718340664;0.5798218724239641;0.44466501484215176;0.0;0.448583254953105;0.0;0.0;0.0;0.40337809008301934;0.0;0.0;0.44466501484215176;0.36023422299003627;0.0;0.4202430743357174;0.35560174658177307;0.5843229447730114;0.0;0.3838227561527886;0.37384986657604485;0.453729908371559;0.4275528829297039;0.344745484196768;0.36023422299003627;0.44466501484215176
