;GO:0034395;GO:0050718;GO:1900016;GO:0006886;GO:0006879;GO:0002634;GO:0002755;GO:0030308;GO:0002636;GO:0000060;GO:0051607;GO:0018279;GO:0050712;GO:0019886;GO:0032764;GO:0030183;GO:0000902;GO:2001183;GO:0007266;GO:0042102;GO:0006974;GO:0045416;GO:0006656;GO:0006898;GO:0031668;GO:0033209;GO:0001953;GO:0030890;GO:0050727;GO:0015914;GO:0010469;GO:0048294;GO:0045629;GO:0035024;GO:0060586;GO:0031065;GO:0008285;GO:1903464;GO:0045666;GO:0051272;GO:0045746;GO:0045944;GO:1903988;GO:0000122;GO:0045591;GO:0045078;GO:2000778;GO:0010955;GO:0019221;GO:2000773;GO:0034162;GO:0031295;GO:0006351;GO:0031296;GO:0048305;GO:0048821;GO:0007166;GO:0045356;GO:0007249;GO:0045359;GO:0001782;GO:0002467;GO:0001774;GO:0019371;GO:0071260;GO:0043380;GO:0001932;GO:0043066;GO:0045087;GO:0043065;GO:0016064;GO:0002903;GO:0070498;GO:0034158;GO:2000660;GO:0030036
GO:0034395;1.0;0.2504175334712824;0.26675402025138994;0.0;0.268076892852904;0.31305846451769553;0.45408441390092114;0.38001464832100224;0.28638407661690235;0.0;0.0;0.0;0.2504175334712824;0.0;0.24943908341599474;0.0;0.0;0.2659062722645507;0.4442396909850449;0.30632447041222;0.0;0.3872702566537993;0.0;0.0;0.0;0.45408441390092114;0.31688053906977975;0.2504175334712824;0.40456817431103487;0.0;0.4544053058605656;0.38534634247403543;0.2659062722645507;0.23640626492241817;0.33089714444213636;0.32927864421744524;0.41237526905064026;0.40893432089044046;0.522875044157461;0.4165337591376717;0.30005087408486286;0.696875535553168;0.0;0.681584489497419;0.26308065282321136;0.3872702566537993;0.2659062722645507;0.4835846291548706;0.5264129377467378;0.3028512654654583;0.42741002600012795;0.36914472200145243;0.0;0.3523150570165355;0.0;0.0;0.5690085653533451;0.3872702566537993;0.42741002600012795;0.3872702566537993;0.3209242548653927;0.0;0.0;0.0;0.0;0.3295256533662515;0.4581896413862255;0.37489069643934175;0.0;0.3762178067521566;0.0;0.2626922508656424;0.42741002600012795;0.42741002600012795;0.2659062722645507;0.0
GO:0050718;0.2504175334712824;1.0;0.41567923766948034;0.0;0.16339641010988004;0.23395034462272646;0.2908590005872096;0.31639526721930145;0.2969882883150799;0.0;0.0;0.0;0.6567037256776576;0.0;0.39604918130396793;0.0;0.0;0.5309898823996734;0.24057281055540614;0.32564766530824374;0.0;0.49106667592743014;0.0;0.0;0.0;0.2504175334712824;0.24339120699145883;0.2697407283673061;0.3254600544160658;0.0;0.3258333944145194;0.29409800714185624;0.25180671378692726;0.17427935401941208;0.17552267843442942;0.2964151162680993;0.34875588794893947;0.23640626492241817;0.46384933773331827;0.4640145165638214;0.22656154200654188;0.38319735925531484;0.0;0.2833393333601003;0.362255031848115;0.49106667592743014;0.641878187198406;0.2671190317953318;0.3227460573170991;0.22374314557048924;0.2641846126864164;0.286570393352223;0.0;0.2697407283673061;0.0;0.0;0.3808304237169746;0.49106667592743014;0.22374314557048924;0.46840543893801356;0.18058550093835818;0.0;0.0;0.0;0.0;0.30528365624938114;0.3358172547490659;0.31871630119641603;0.0;0.40955227019704454;0.0;0.21335662597543276;0.22374314557048924;0.2641846126864164;0.19694059100882855;0.0
GO:1900016;0.26675402025138994;0.41567923766948034;1.0;0.0;0.1817962747617866;0.34376122428552547;0.41919952558924223;0.41770862644059575;0.3170868363847323;0.0;0.0;0.0;0.5200840836853274;0.0;0.5528877593139909;0.0;0.0;0.5528877593139909;0.25690929733551365;0.24917162511400665;0.0;0.4383404746588969;0.0;0.0;0.0;0.26675402025138994;0.3319132801999567;0.19326468817306902;0.7203121485702902;0.0;0.43880714159427486;0.44199432984083886;0.3925305382897617;0.3555855450888541;0.20232523299609012;0.20714779006106576;0.4500692471702338;0.32492833813091604;0.40687796213458444;0.35376212602281015;0.43202144026409517;0.30672131906107775;0.0;0.37910459822698755;0.30528365624938114;0.4383404746588969;0.4383404746588969;0.3511174541812309;0.3390825440972066;0.44199432984083886;0.39252513768844904;0.22410562170685017;0.0;0.20727595672193327;0.0;0.0;0.38167817170381385;0.4383404746588969;0.24007963235059676;0.41567923766948034;0.20514362943214276;0.0;0.0;0.0;0.0;0.3633912806510379;0.33336133444937416;0.4072383744049139;0.0;0.31758749120953916;0.0;0.2905162780086158;0.24007963235059676;0.39252513768844904;0.3925305382897617;0.0
GO:0006886;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7865326254732661;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5703840685742774;0.0;0.0;0.0;0.0;0.0;0.6696651034689762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4903609048718979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.706550618902791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006879;0.268076892852904;0.16339641010988004;0.1817962747617866;0.0;1.0;0.21861310130182682;0.28982524156017203;0.26910209625657755;0.19193871340103363;0.0;0.0;0.2968101836292127;0.16339641010988004;0.0;0.17230865703552112;0.3149807748057782;0.3411439843687995;0.17230865703552112;0.2799805186442958;0.2193033470508176;0.3412314070198603;0.17230865703552112;0.25958171277821246;0.0;0.36134460853832395;0.28982524156017203;0.21545560473162045;0.16339641010988004;0.31012281109516615;0.0;0.3166901992344802;0.1817962747617866;0.17230865703552112;0.15499372020012603;0.7830798325564694;0.1816681081009192;0.3014627169862156;0.1989830449363143;0.33686752310944384;0.305621207073247;0.19862593974670356;0.27685304099788877;0.0;0.2615619949421399;0.1816681081009192;0.17230865703552112;0.17230865703552112;0.23357485089638336;0.3621537654059887;0.19193871340103363;0.26315085365937885;0.23142961537536705;0.3549518927613145;0.2145999503904501;0.2644917798510275;0.28982524156017203;0.404749393012596;0.17230865703552112;0.26315085365937885;0.17230865703552112;0.4152778769307984;0.0;0.25048051130216326;0.26315085365937885;0.22085956030444986;0.21861310130182682;0.298394034762962;0.28129308121031216;0.0;0.282620191523127;0.0;0.18612272935290813;0.26315085365937885;0.26315085365937885;0.17230865703552112;0.33898433280720924
GO:0002634;0.31305846451769553;0.23395034462272646;0.34376122428552547;0.0;0.21861310130182682;1.0;0.4569752262535989;0.36354745947244627;0.8714280885539538;0.0;0.0;0.0;0.23395034462272646;0.0;0.4303008383528057;0.0;0.0;0.24943908341599474;0.3032137416018193;0.40279457386084216;0.0;0.24943908341599474;0.0;0.0;0.0;0.31305846451769553;0.3004133502212238;0.3468876369199046;0.4815753783451704;0.0;0.465481529495068;0.5243581066031275;0.4303008383528057;0.29694628010799773;0.2444883596901516;0.2466134639746554;0.3959080802020843;0.27611347131678793;0.46627687408910284;0.40006657028911574;0.3605908892704424;0.3474069755107352;0.0;0.3321159294549863;0.38905076361396607;0.24943908341599474;0.24943908341599474;0.3041287854092298;0.3853869883635122;0.3934730929211864;0.4303008383528057;0.37920604069808983;0.0;0.3623763757131729;0.0;0.0;0.4279826159701195;0.24943908341599474;0.28638407661690235;0.23395034462272646;0.24582928588180025;0.0;0.0;0.0;0.0;0.506439017804676;0.37552446114343563;0.3584235075907858;0.0;0.35975061790360063;0.0;0.24622506201708644;0.28638407661690235;0.4303008383528057;0.32644628745013027;0.0
GO:0002755;0.45408441390092114;0.2908590005872096;0.41919952558924223;0.0;0.28982524156017203;0.4569752262535989;1.0;0.38001464832100224;0.4709593319769288;0.0;0.5153350421040844;0.44591105330956243;0.2504175334712824;0.4322119205831734;0.3933558451518981;0.6240893410575107;0.5057335928424176;0.2659062722645507;0.5620410514256944;0.44818042609287717;0.44473731505875014;0.3063477393804779;0.3381819577598097;0.0;0.483642923657013;0.5718857743415706;0.31688053906977975;0.3922734891519396;0.5570136796488872;0.0;0.5149453210461452;0.4106707819872933;0.3933558451518981;0.29694628010799773;0.33089714444213636;0.3035221199391385;0.41237526905064026;0.2925806601653439;0.5633165112733882;0.4569752262535989;0.3605908892704424;0.4043156314752183;0.0;0.34858311830354227;0.40493660850386853;0.3063477393804779;0.3063477393804779;0.32059597425778574;0.6442142981873873;0.41317658913010774;0.7033582885615743;0.5110006776821097;0.5195415012349325;0.49417101269719266;0.42908138832464554;0.4389261112405218;0.6868099257939946;0.3063477393804779;0.5452113864407775;0.3063477393804779;0.47170282255750695;0.556770681117843;0.49850537711916754;0.4122517233397286;0.31035419979447554;0.4569752262535989;0.3919916499919916;0.37489069643934175;0.5616988758366301;0.41665927386808377;0.47291558208828804;0.2626922508656424;0.5452113864407775;0.7033582885615743;0.32644628745013027;0.4612826479258983
GO:0030308;0.38001464832100224;0.31639526721930145;0.41770862644059575;0.0;0.26910209625657755;0.36354745947244627;0.38001464832100224;1.0;0.3368730715716531;0.0;0.0;0.0;0.4130049274927085;0.0;0.3950473894511792;0.0;0.0;0.4356661644821251;0.37016992540512594;0.37230220416023907;0.0;0.33371020405469665;0.0;0.0;0.0;0.38001464832100224;0.4961280490136195;0.31639526721930145;0.4550571692657856;0.0;0.4780917462536558;0.4356661644821251;0.4130049274927085;0.3933748711271961;0.2949773546449023;0.43027893640119097;0.6470876916125601;0.48914310694457885;0.44880527857754204;0.5164865456434996;0.47929838402870256;0.42985189810731017;0.0;0.5111705123249684;0.34306965512009463;0.33371020405469665;0.33371020405469665;0.5058446052686283;0.4750044091562355;0.49527239467244916;0.35334026042020905;0.33322493220421834;0.0;0.31639526721930145;0.0;0.0;0.5444025913245033;0.33371020405469665;0.37600149740962563;0.33371020405469665;0.29631828083655093;0.0;0.0;0.0;0.0;0.38001464832100224;0.47942563814764994;0.5714531432185768;0.0;0.46365179490781494;0.0;0.4324521430832168;0.35334026042020905;0.35334026042020905;0.4356661644821251;0.0
GO:0002636;0.28638407661690235;0.2969882883150799;0.3170868363847323;0.0;0.19193871340103363;0.8714280885539538;0.4709593319769288;0.3368730715716531;1.0;0.0;0.0;0.0;0.20727595672193327;0.0;0.3839963940865001;0.0;0.0;0.22276469551520156;0.27653935370102606;0.45430971382074753;0.0;0.3166183446805923;0.0;0.0;0.0;0.28638407661690235;0.2737389623204306;0.3984027768798099;0.4549009904443772;0.0;0.43880714159427486;0.4976837187023344;0.3839963940865001;0.27027189220720454;0.2178139717893584;0.3063477393804779;0.3692336923012911;0.24943908341599474;0.5467165492914176;0.47976462990388286;0.3339165013696492;0.4104449192030886;0.0;0.3054415415541932;0.4447072211461155;0.3166183446805923;0.3166183446805923;0.27745439750843653;0.358712600462719;0.3667987050203932;0.4442849440761356;0.4152324418647268;0.0;0.3984027768798099;0.0;0.0;0.40130822806932626;0.3166183446805923;0.25970968871610917;0.2969882883150799;0.219154897981007;0.0;0.0;0.0;0.0;0.45296207534222227;0.34885007324264244;0.3317491196899926;0.0;0.4269298791681982;0.0;0.21955067411629325;0.25970968871610917;0.4442849440761356;0.2997718995493371;0.0
GO:0000060;0.0;0.0;0.0;0.7865326254732661;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4856167721544571;0.0;0.0;0.0;0.0;0.0;0.5580952524874954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40559360845207754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5949807679213102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
