;GO:0046718;GO:0043647;GO:0060271;GO:0032088;GO:0008284;GO:0051271;GO:0008202;GO:0006468;GO:0006874;GO:0070372;GO:0052697;GO:0010824;GO:0052695;GO:0043066;GO:0019310;GO:0016266;GO:0032006;GO:0051898;GO:0030214
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043647;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.5714285714285714;0.09090909090909091;0.0;0.0;0.0;0.2222222222222222;0.0;0.5714285714285714;0.4;0.0;0.0;0.25
GO:0060271;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032088;0.0;0.0;0.0;1.0;0.25;0.42857142857142855;0.0;0.0;0.07692307692307693;0.2;0.0;0.2;0.0;0.3333333333333333;0.0;0.0;0.2222222222222222;0.3333333333333333;0.0
GO:0008284;0.0;0.0;0.0;0.25;1.0;0.42857142857142855;0.0;0.0;0.07692307692307693;0.3;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3;0.0
GO:0051271;0.0;0.0;0.0;0.42857142857142855;0.42857142857142855;1.0;0.0;0.0;0.07692307692307693;0.3;0.0;0.3333333333333333;0.0;0.5;0.0;0.0;0.3333333333333333;0.4444444444444444;0.0
GO:0008202;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.25;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.25;0.4;0.0;0.0;0.25
GO:0006468;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.25;1.0;0.08333333333333333;0.0;0.25;0.0;0.18181818181818182;0.0;0.2222222222222222;0.42857142857142855;0.0;0.0;0.2727272727272727
GO:0006874;0.0;0.09090909090909091;0.0;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.0;0.08333333333333333;1.0;0.06666666666666667;0.125;0.06666666666666667;0.0;0.06666666666666667;0.09090909090909091;0.125;0.07142857142857142;0.06666666666666667;0.08333333333333333
GO:0070372;0.0;0.0;0.0;0.2;0.3;0.3;0.0;0.0;0.06666666666666667;1.0;0.0;0.25;0.0;0.25;0.0;0.0;0.625;0.5555555555555556;0.0
GO:0052697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.125;0.0;1.0;0.0;0.8571428571428571;0.0;0.2857142857142857;0.0;0.0;0.0;0.25
GO:0010824;0.0;0.0;0.0;0.2;0.3333333333333333;0.3333333333333333;0.0;0.0;0.06666666666666667;0.25;0.0;1.0;0.0;0.2727272727272727;0.0;0.0;0.2727272727272727;0.25;0.0
GO:0052695;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.2222222222222222;0.18181818181818182;0.0;0.0;0.8571428571428571;0.0;1.0;0.0;0.3;0.14285714285714285;0.0;0.0;0.45454545454545453
GO:0043066;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.5;0.0;0.0;0.06666666666666667;0.25;0.0;0.2727272727272727;0.0;1.0;0.0;0.0;0.2727272727272727;0.36363636363636365;0.0
GO:0019310;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.25;0.2222222222222222;0.09090909090909091;0.0;0.2857142857142857;0.0;0.3;0.0;1.0;0.3333333333333333;0.0;0.0;0.375
GO:0016266;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.42857142857142855;0.125;0.0;0.0;0.0;0.14285714285714285;0.0;0.3333333333333333;1.0;0.0;0.0;0.375
GO:0032006;0.0;0.0;0.0;0.2222222222222222;0.3333333333333333;0.3333333333333333;0.0;0.0;0.07142857142857142;0.625;0.0;0.2727272727272727;0.0;0.2727272727272727;0.0;0.0;1.0;0.625;0.0
GO:0051898;0.0;0.0;0.0;0.3333333333333333;0.3;0.4444444444444444;0.0;0.0;0.06666666666666667;0.5555555555555556;0.0;0.25;0.0;0.36363636363636365;0.0;0.0;0.625;1.0;0.0
GO:0030214;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.2727272727272727;0.08333333333333333;0.0;0.25;0.0;0.45454545454545453;0.0;0.375;0.375;0.0;0.0;1.0
