;GO:0046718;GO:0043647;GO:0060271;GO:0032088;GO:0008284;GO:0051271;GO:0008202;GO:0006468;GO:0006874;GO:0070372;GO:0052697;GO:0010824;GO:0052695;GO:0043066;GO:0019310;GO:0016266;GO:0032006;GO:0051898;GO:0030214
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043647;0.0;1.0;0.01468324974140624;0.0;0.0;0.0;0.06501482195767329;0.22480199536001946;0.01468324974140624;0.0;0.2355376372194388;0.0;0.2355376372194388;0.0;0.5249712668632919;0.06886689890529227;0.0;0.0;0.2355376372194388
GO:0060271;0.0;0.01468324974140624;1.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0032088;0.0;0.0;0.0;1.0;0.047799631016701725;0.12804570306913615;0.0;0.0;0.036692364793703955;0.10900961301269105;0.0;0.047799631016701725;0.0;0.12804570306913615;0.0;0.0;0.047799631016701725;0.12804570306913615;0.0
GO:0008284;0.0;0.0;0.0;0.047799631016701725;1.0;0.047799631016701725;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0
GO:0051271;0.0;0.0;0.0;0.12804570306913615;0.047799631016701725;1.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.047799631016701725;0.13839445927415203;0.0
GO:0008202;0.0;0.06501482195767329;0.0;0.0;0.0;0.0;1.0;0.06927734236639929;0.0;0.0;0.06927734236639929;0.0;0.06927734236639929;0.0;0.06927734236639929;0.06927734236639929;0.0;0.0;0.06501482195767329
GO:0006468;0.0;0.22480199536001946;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;1.0;0.01468324974140624;0.0;0.06927734236639929;0.0;0.06927734236639929;0.0;0.06927734236639929;0.18032682375526765;0.0;0.0;0.1237146889194086
GO:0006874;0.0;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.01468324974140624;1.0;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.01468324974140624
GO:0070372;0.0;0.0;0.0;0.10900961301269105;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;1.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.2326756683755529;0.2326756683755529;0.0
GO:0052697;0.0;0.2355376372194388;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.06927734236639929;0.01468324974140624;0.0;1.0;0.0;0.7043725077703151;0.0;0.36940048842670786;0.06927734236639929;0.0;0.0;0.304136849461119
GO:0010824;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;1.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0
GO:0052695;0.0;0.2355376372194388;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.06927734236639929;0.01468324974140624;0.0;0.7043725077703151;0.0;1.0;0.0;0.36940048842670786;0.06927734236639929;0.0;0.0;0.304136849461119
GO:0043066;0.0;0.0;0.0;0.12804570306913615;0.047799631016701725;0.13839445927415203;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.0;1.0;0.0;0.0;0.047799631016701725;0.13839445927415203;0.0
GO:0019310;0.0;0.5249712668632919;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.06927734236639929;0.01468324974140624;0.0;0.36940048842670786;0.0;0.36940048842670786;0.0;1.0;0.06927734236639929;0.0;0.0;0.3826903977241885
GO:0016266;0.0;0.06886689890529227;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.18032682375526765;0.01468324974140624;0.0;0.06927734236639929;0.0;0.06927734236639929;0.0;0.06927734236639929;1.0;0.0;0.0;0.1237146889194086
GO:0032006;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.2326756683755529;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;1.0;0.2326756683755529;0.0
GO:0051898;0.0;0.0;0.0;0.12804570306913615;0.047799631016701725;0.13839445927415203;0.0;0.0;0.036692364793703955;0.2326756683755529;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.2326756683755529;1.0;0.0
GO:0030214;0.0;0.2355376372194388;0.01468324974140624;0.0;0.0;0.0;0.06501482195767329;0.1237146889194086;0.01468324974140624;0.0;0.304136849461119;0.0;0.304136849461119;0.0;0.3826903977241885;0.1237146889194086;0.0;0.0;1.0
